Character,Move Name,Move Input,GIF URL,
Akuma,Shakunetsu Messho,"f, F+2:1",https://gfycat.com/FlakyPortlyHerring,
Akuma,Ganretsuzan,"f, F+4",https://gfycat.com/MeaslyDelectableApatosaur,
Akuma,Shunjinkaida,"f, f, f+1",https://gfycat.com/WhimsicalSoupyAlbertosaurus,
Akuma,Tenmakuretsukyaku,"f, f, f+3",https://gfycat.com/WaryUntriedElephantseal,
Akuma,Shunjingozan,WR 4,https://gfycat.com/UnitedBlueFowl,
Akuma,Hijuchi,WS 1,https://gfycat.com/IcyShorttermIrishwaterspaniel,
Akuma,Sotensho,WS 2,https://gfycat.com/OccasionalMelodicAffenpinscher,
Akuma,Totsuhizageri,WS 3,https://gfycat.com/AlienatedGratefulGreyhounddog,
Akuma,Shizan,"WS 4, 4",https://gfycat.com/unsteadyadorablegnu,
Akuma,Hijiotoshi,vertical jump 1,https://gfycat.com/complexfrighteningamericancrocodile,
Akuma,Gokusengeki,vertical jump 2,https://gfycat.com/cooperativegrossblacklab,
Akuma,Maegeri,vertical jump 3,https://gfycat.com/betterheavyeelelephant,
Akuma,Onikubigiri,vertical jump 4,https://gfycat.com/OrdinaryArcticIberianemeraldlizard,
Akuma,Gokuken,forward jump 1 backward jump 1,https://gfycat.com/FluidAstonishingClumber,
Akuma,Gokukgeki,forward jump 2 backward jump 2,https://gfycat.com/ZealousMiniatureDormouse,
Akuma,Rakusaishu,forward jump 3 backward jump 3,https://gfycat.com/WhirlwindWholeFunnelweaverspider,
Akuma,Tobisokuto,forward jump 4 backward jump 4,https://gfycat.com/RelievedIckyBettong,
Akuma,Tenmakujinkyaku,forward jump top of jump d+3,https://gfycat.com/ForthrightFrightenedLeonberger,
Akuma,Goshoha,approach enemy 1+3,https://gfycat.com/BarrenDeficientHorseshoecrab,
Akuma,Goshoha,approach enemy f+1+3,https://gfycat.com/linearscaryequestrian,
Akuma,Syuretto,approach enemy 2+4,https://gfycat.com/yellowvelvetyblackandtancoonhound,
Akuma,Syuretto,approach enemy f+2+4,https://gfycat.com/snivelingtameechidna,
Akuma,Syuretto,approach enemy from left 1+3 or 2+4,https://gfycat.com/smallwideeyedantbear,
Akuma,Goshoha,approach enemy from right 1+3 or 2+4,https://gfycat.com/indolentspiritedbeetle,
Akuma,Goshoha,approach enemy from behind 1+3 or 2+4,https://gfycat.com/AngryPlushFattaileddunnart,
Alisa,Rage Art,in rage b+1+2,https://gfycat.com/LegitimateDelightfulAzurevase,
Alisa,Rage Drive,"in rage f+2+3, 3+4",https://gfycat.com/CrispTidyHorseshoebat,
Alisa,Rage Drive,"in rage f+2+3, f+3+4",https://gfycat.com/LankySickConure,
Alisa,Stop Bit,"1, 1",https://gfycat.com/PalatableSlimHeterodontosaurus,
Alisa,Stop Bit to Destructive Form,"1, 1, 1+2",https://gfycat.com/LimpColdChameleon,
Alisa,Coil Punch Combo,"1, 2, 2",https://gfycat.com/PolishedImmaterialAltiplanochinchillamouse,
Alisa,Accelerator Combo,"1, 2, 4",https://gfycat.com/ChiefPerfectIcelandicsheepdog,
Alisa,Down Time,"2, 3, 3",https://gfycat.com/CompleteLinedFox,
Alisa,Down Link,"2, 3, 4",https://gfycat.com/EnergeticCandidFoxterrier,
Alisa,Right Jab to Accelerator,"2, 4",https://gfycat.com/UnevenThunderousImperatorangel,
Alisa,Quick Access,"3, 2",https://gfycat.com/ClearSecondhandBeaver,
Alisa,Accelerator,4,https://gfycat.com/MajorRemarkableEasternglasslizard,
Alisa,Gigabyte Hammer,1+2,https://gfycat.com/SilentCelebratedKillifish,
Alisa,Dual Session,"f+2, 1",https://gfycat.com/ComplicatedTanHoneybee,
Alisa,Session to Destructive Form,"f+2, 1+2",https://gfycat.com/MajesticAfraidAztecant,
Alisa,Triple Session,"f+2, 3, 3",https://gfycat.com/EasyInexperiencedHuia,
Alisa,Lost Access,"f+3, 2",https://gfycat.com/ScrawnyRequiredCusimanse,
Alisa,Automatic Transmission,"f+3, 1+2",https://gfycat.com/OrganicDownrightArcherfish,
Alisa,Logic Bomb,"f+4, 1, 4",https://gfycat.com/FlawedShowyBassethound,
Alisa,Overflow,f+1+2,https://gfycat.com/FalseDelectableKissingbug,
Alisa,Overflow to Boot,"f+1+2, 3+4",https://gfycat.com/PastSlushyFoxhound,
Alisa,Overflow to Dual Boot,"f+1+2, f+3+4",https://gfycat.com/SevereLongEgg,
Alisa,Boot,f+3+4,https://gfycat.com/BountifulThickDeermouse,
Alisa,Abort,"f+3+4, B",https://gfycat.com/MajesticLightheartedFieldmouse,
Alisa,Abort,"f+3+4, D",https://gfycat.com/AnotherDangerousDuckbillcat,
Alisa,Hard Reset,"SBT 1, 2, 1, 3+4",https://gfycat.com/AstonishingSimilarKangaroo,
Alisa,Hard Reset to Destructive Form,"SBT 1, 2, 1, 3+4, 1+2",https://gfycat.com/SlightNervousAmazontreeboa,
Alisa,Linear Elbow,SBT 2,https://gfycat.com/TanRepulsiveAuk,
Alisa,Linear Elbow to Destructive Form,"SBT 2, 1+2",https://gfycat.com/PlainPointedCalf,
Alisa,Eject Slider,SBT 3,https://gfycat.com/NippyAlarmingBabirusa,
Alisa,Upstream,SBT 4,https://gfycat.com/DeficientGloomyCats,
Alisa,Cyclone Mixer,"d/f+1, 1, 2",https://gfycat.com/pinkcapitalaustraliankelpie,
Alisa,Cyclone Hacker,"d/f+1, 4",https://gfycat.com/deaduniformcaribou,
Alisa,Pickup,d/f+2,https://gfycat.com/inborninfiniteantlion,
Alisa,Double Socket,"d/f+3, 3",https://gfycat.com/bonyangeliccrab,
Alisa,Transmission,d/f+1+2,https://gfycat.com/DizzyLoathsomeHoopoe,
Alisa,Deadlock,"d+2, 4",https://gfycat.com/SnivelingEmotionalArmedcrab,
Alisa,Deadlock to Destructive Form,"d+2, 4, 1+2",https://gfycat.com/KindKeyFairyfly,
Alisa,Quick Slider,d+3,https://gfycat.com/LegalDefiantEel,
Alisa,Optimizer,"d+4, 1+2",https://gfycat.com/AdvancedGranularBeetle,
Alisa,Harpoon Sweep,d+3+4,https://gfycat.com/OddHopefulDingo,
Alisa,Harpoon Sweep to Destructive Form,"d+3+4, 1+2",https://gfycat.com/UncomfortableNextChuckwalla,
Alisa,Backup,d/b+1,https://gfycat.com/ReadyValidHammerheadbird,
Alisa,Recovery Hook,d/b+1~1,https://gfycat.com/ElementaryLikableGreatargus,
Alisa,Rocket Punch,d/b+1~2,https://gfycat.com/DifferentRichBluejay,
Alisa,Meteor Kick,d/b+1~3,https://gfycat.com/BriefHeartyIraniangroundjay,
Alisa,Uplink Knee,d/b+1~4,https://gfycat.com/AbleDistinctGoldenretriever,
Alisa,Daisy Chain,"d/b+2, 2",https://gfycat.com/RepulsiveFelineChimpanzee,
Alisa,Daisy Chain to Destructive Form,"d/b+2, 2, 1+2",https://gfycat.com/HollowCostlyBoaconstrictor,
Alisa,Deep Link,d/b+3,https://gfycat.com/TameDampGermanspaniel,
Alisa,Deep Web,d/b+4,https://gfycat.com/EminentLikableInganue,
Alisa,Gadget Found,"b+1, 1+2",https://gfycat.com/BabyishDampCaudata,
Alisa,Trance Hammer,"b+2, 1",https://gfycat.com/DearestNeglectedDuckbillplatypus,
Alisa,Trance Accelerator Kick,"b+2, 4",https://gfycat.com/SpitefulCompetentAfricangroundhornbill,
Alisa,Spinning Top,b+3,https://gfycat.com/CourteousFixedHoneyeater,
Alisa,Double Threading,"b+4, 3",https://gfycat.com/WiltedEquatorialJoey,
Alisa,Double Threading to Destructive Form,"b+4, 3, 1+2",https://gfycat.com/NervousTatteredFlies,
Alisa,Dynamic Range,"b+3+4, 3+4",https://gfycat.com/MiserableVastCrane,
Alisa,Hang-Up,b+2+3,https://gfycat.com/WellinformedSelfreliantGreatdane,
Alisa,Docking Bay,"u/b+3+4, 1+2",https://gfycat.com/DependentPortlyAmazontreeboa,
Alisa,Cradle Star,"u/f+3, 2",https://gfycat.com/CourteousSelfreliantAllensbigearedbat,
Alisa,Cradle Star to Boot,"u/f+3, 3+4",https://gfycat.com/EqualRemarkableCurlew,
Alisa,Cradle Star to Dual Boot,"u/f+3, f+3+4",https://gfycat.com/ShoddyAnnualAmericankestrel,
Alisa,Downstream,u/f+3+4,https://gfycat.com/RespectfulBoringHind,
Alisa,Inbound Kick,"u/f+4, 4",https://gfycat.com/BlackandwhiteNeglectedLice,
Alisa,Jumper Switch,"f, F+2, 3",https://gfycat.com/CalculatingAdoredFlea,
Alisa,Double Cut to Destructive Form,"f, F+3, 4, 1+2",https://gfycat.com/AcademicAptGrunion,
Alisa,Cutover,"f, F+3, 4, 4",https://gfycat.com/FelinePlasticIberianmole,
Alisa,Cutover to Destructive Form,"f, F+3, 4, 4, 1+2",https://gfycat.com/ScaredTightKiwi,
Alisa,Sandbox,"f, F+4 when hit f or b+1",https://gfycat.com/BonyLimpingHerring,
Alisa,Worm Virus,"f, F+1+2",https://gfycat.com/RepulsiveIllfatedGuppy,
Alisa,Killer Worm Virus,"f, F+1+2 when hit 2",https://gfycat.com/PlainFancyFoxterrier,
Alisa,Overload,"b, f+2",https://gfycat.com/KeyPlainHerring,
Alisa,Double Rocket Punch,"b, B+1+4",https://gfycat.com/PoorTornAmphiuma,
Alisa,Linear Punch,"f, f, f+2",https://gfycat.com/SpiritedSociableDiplodocus,
Alisa,Linear Dropkick,"f, f, f+3, 4",https://gfycat.com/ComplexScarceAnkole,
Alisa,Thruster Double Punch,WR 1+2,https://gfycat.com/OrangeUntriedArachnid,
Alisa,Spear Fishing,"WS 1, 2, 3",https://gfycat.com/BlushingExcitableBoubou,
Alisa,Spear Fishing to Destructive Form,"WS 1, 2, 3, 1+2",https://gfycat.com/HardComposedCirriped,
Alisa,Digital Lift,WS 2,https://gfycat.com/SneakyAbleAmericanindianhorse,
Alisa,Digital Lift to Boot,"WS 2, 3+4",https://gfycat.com/MetallicFlusteredGrasshopper,
Alisa,Digital Lift to Dual Boot,"WS 2, f+3+4",https://gfycat.com/ResponsibleBlindBat,
Alisa,Clockwork,WS 3,https://gfycat.com/UnhealthyAntiqueDoe,
Alisa,Clockwork Spring Middle,"WS 3, 3 (one spin)",https://gfycat.com/CheeryClearcutBuffalo,
Alisa,Clockwork Spring Middle,"WS 3, 3",https://gfycat.com/AlarmingSelfassuredAntarcticfurseal,
Alisa,Clockwork Spring Low,"WS 3, d+3",https://gfycat.com/BareOblongCuttlefish,
Alisa,Cute But Deadly,WS 1+2,https://gfycat.com/OilyReliableLeafbird,
Alisa,Sad Hound,FC d/f+1+2,https://gfycat.com/KindheartedEasyDassierat,
Alisa,Sad Hound to Destructive Form,"FC d/f+1+2, 1+2",https://gfycat.com/KindheartedBlueChuckwalla,
Alisa,Happy Propeller,"SS 4, 1+2",https://gfycat.com/AlarmedBoldKite,
Alisa,Goody Two Shoes,BT 4,https://gfycat.com/JovialPerkyDouglasfirbarkbeetle,
Alisa,Reboot,grounded face up 1+2,https://gfycat.com/BlandImaginaryGnat,
Alisa,Reboot Meteor Kick,"grounded face up 1+2, 3+4",https://gfycat.com/AntiqueCluelessGrackle,
Alisa,Ground Rocket Punch,opponent down d/b+1+2,https://gfycat.com/GloriousMajesticLangur,
Alisa,Destructive Form,d+1+2,https://gfycat.com/FrigidImpishIlladopsis,
Alisa,Shredder,DES 1,https://gfycat.com/RealisticPopularAmericancreamdraft,
Alisa,Shredding Uppercut,DES 2,https://gfycat.com/EasyShrillBovine,
Alisa,Shredding Sky Punch,DES 2 when hit 1,https://gfycat.com/YellowLeafyAmphibian,
Alisa,Idling,DES 3 or 4,https://gfycat.com/RealisticDamagedDogfish,
Alisa,Death Marionette,DES 1+2,https://gfycat.com/SnoopyBarrenKakarikis,
Alisa,Hertz Blade,DES f+1,https://gfycat.com/TemptingWelltodoHedgehog,
Alisa,Hertz Blade Aegis,DES f+2,https://gfycat.com/ArcticPeriodicFrigatebird,
Alisa,Hertz Blade Diablo,"DES f+1+2, 1+2",https://gfycat.com/SnoopyLoneHalibut,
Alisa,Dual Boot,"DES f+3+4 or f, f (to DBT)",https://gfycat.com/FalseSatisfiedChrysalis,
Alisa,Thruster Left,DBT 1,https://gfycat.com/ComplexInsignificantAnt,
Alisa,Thruster Right,DBT 2,https://gfycat.com/RapidThankfulAnnelid,
Alisa,Thruster Right Burst,"DBT 2, 1",https://gfycat.com/SophisticatedRigidBufflehead,
Alisa,Thruster Drill,DBT 1+2,https://gfycat.com/PersonalFrayedAustraliankestrel,
Alisa,Hertz Blade Scud,DES d+1,https://gfycat.com/FirstQuarrelsomeBuck,
Alisa,Clock Setting,DES d+2,https://gfycat.com/JauntyDimAfricanwilddog,
Alisa,Hertz Blade - Tomahawk,"DES b+2, 1",https://gfycat.com/MeagerVibrantFish,
Alisa,Retro Rockets,"DES b+3+4 or b, b or u/b, b",https://gfycat.com/ConfusedDirtyHaddock,
Alisa,Evasive Action,DES u or d+3+4,https://gfycat.com/AggressiveBoringLeopardseal,
Alisa,Evasive Slash,"DES u or d+3+4, 1",https://gfycat.com/PeskyCriminalAzurevase,
Alisa,Spindle Slash,DES u/f+1+2,https://gfycat.com/EasyUnlinedBubblefish,
Alisa,Hertz Blade - Flare,DES BT 1 or 2,https://gfycat.com/DevotedFrayedDragon,
Alisa,Taunt 1,1+2+3,https://gfycat.com/SpecificVerifiableArgusfish,
Alisa,Taunt 2,1+2+4,https://gfycat.com/GreatEnchantingKudu,
Alisa,Trigger Shuffle,approach enemy 1+3,https://gfycat.com/RigidRashArrowcrab,
Alisa,Trigger Shuffle,approach enemy f+1+3,https://gfycat.com/VibrantThankfulCorydorascatfish,
Alisa,Back Door,approach enemy 2+4,https://gfycat.com/AggravatingLegalFlea,
Alisa,Back Door,approach enemy f+2+4,https://gfycat.com/AntiqueGaseousAfricanbushviper,
Alisa,Compression,approach enemy from left 1+3 or 2+4,https://gfycat.com/DecentLightBlackbuck,
Alisa,Hat Trick,approach enemy from right 1+3 or 2+4,https://gfycat.com/ConsciousSelfassuredBobwhite,
Alisa,Random Typing,approach enemy from behind 1+3 or 2+4,https://gfycat.com/AbandonedVastGermanpinscher,
Alisa,Spam Bomb,approach enemy u/f+1+2,https://gfycat.com/ClosedSinfulErin,
Alisa,Double Bull Shoot,FC d/b+1+2,https://gfycat.com/GoodGrimItalianbrownbear,
Alisa,Model Change,time with enemy high attack b+1+3 or b+2+4,https://gfycat.com/AntiqueDesertedAlleycat,
Anna,Rage Art,b+1+2,https://gfycat.com/friendlygargantuanairedale,
Anna,Rage Drive,qcf+2+3,https://gfycat.com/scrawnydescriptiveduiker,
Anna,Left Right Combo,"1, 2",https://gfycat.com/delayedcircularalbino,
Anna,Left Right to Left Low Kick,"1, 2, 3",https://gfycat.com/flashynimblekawala,
Anna,Jab Combo to Roundhouse,"1, 2, 4",https://gfycat.com/demandingfastcormorant,
Anna,Left Right Left to Frost Needle,"1, 2, 1, 4",https://gfycat.com/foolhardyagonizingbooby,
Anna,Jab Combo to Low Kick,"1, 2, 1, d+4",https://gfycat.com/unconsciousjaggedbordercollie,
Anna,Jab Low Kick,"1, 4",https://gfycat.com/narrowedibleandalusianhorse,
Anna,Right Left to Frost Needle,"2, 1, 4",https://gfycat.com/HighlevelBleakGermanshorthairedpointer,
Anna,Biting Snake (Short),"2, 1, d+4",https://gfycat.com/neatthornyjumpingbean,
Anna,Straight Face Wash,"2, 3",https://gfycat.com/defenselessarctickestrel,
Anna,Straight Face Wash to Chaos Judgement,"2, 3, B",https://gfycat.com/thatmintyeasteuropeanshepherd,
Anna,Jab Roundhouse,"2, 4",https://gfycat.com/chiefmiserablebrahmancow,
Anna,Jab Sweep,"2, d+3",https://gfycat.com/fittingwiltedhammerheadbird,
Anna,Spike Combo to Right Uppercut,"3, 3, 2",https://gfycat.com/grimfluidfantail,
Anna,Spike Combo to B Slap,"3, 3, 4, 1",https://gfycat.com/whimsicalgrizzledarabianhorse,
Anna,Head Ringer,"3, 4",https://gfycat.com/coolraggedanemone,
Anna,Right High Low Spin Kick,"4, 3",https://gfycat.com/merryflakykarakul,
Anna,Poison Sting & Spinning Kick,"f+2, 3",https://gfycat.com/giftedoddafricanbushviper,
Anna,Serval Knee to Chaos Judgement,"f+3, B",https://gfycat.com/glaringfortunatedwarfrabbit,
Anna,Serval Swat,"f+3, 2",https://gfycat.com/eleganttemptinggander,
Anna,Imploding Star,f+4,https://gfycat.com/terrificfeistyamericangoldfinch,
Anna,Blonde Bomb,f+1+2,https://gfycat.com/scrawnyacrobaticacaciarat,
Anna,Aphrodite's Scorn,f+2+3,https://gfycat.com/possibleearlyfallowdeer,
Anna,Uppercut Jab to Radiant Arch,"d/f+1, 2, 3",https://gfycat.com/shadowyyellowandeancondor,
Anna,Uppercut Jab to Chaos Judgement,"d/f+1, 2, 3, B",https://gfycat.com/babyishnippyhalicore,
Anna,Uppercut Jab to Cutting Crescent,"d/f+1, 2, 4",https://gfycat.com/honoredwhimsicalblesbok,
Anna,Step-in Uppercut,d/f+2,https://gfycat.com/inferiorcomplexdingo,
Anna,Middle Kick to Chaos Judgement,"d/f+3, 1, B",https://gfycat.com/darkrigidcoyote,
Anna,Leg Slicer Combo,"d/f+3, 1, 2",https://gfycat.com/shamefulgrippingleafhopper,
Anna,Twisting Rush,"d/f+3, 1, 4, 2",https://gfycat.com/adolescentharmlessamericangoldfinch,
Anna,Leg Slicer High Kick Backhand High Kick,"d/f+3, 1, 4, 2, 3",https://gfycat.com/spitefulunsungbobwhite,
Anna,Twisting Rush to Sudden Storm,"d/f+3, 1, 4, 2, u/f+3",https://gfycat.com/variableuncommonlice,
Anna,Twisting Rush to Blonde Bomb,"d/f+3, 1, 4, 2, 1+2",https://gfycat.com/compassionatethreadbareharpyeagle,
Anna,Creeping Step,"d/f+3, 2, D/F",https://gfycat.com/neighboringgracioushoneyeater,
Anna,Leg Kiss Combo,"d/f+3, 2, 1, 4",https://gfycat.com/fairbackkingbird,
Anna,Creeping Snake,"d/f+3, 2, 1, d+4",https://gfycat.com/specificinfinitefoxhound,
Anna,Creeping Snake to Roundhouse,"d/f+3, 2, 4",https://gfycat.com/fluidsilentblackrussianterrier,
Anna,Creeping Snake to Left Kick,"d/f+3, 2, 3",https://gfycat.com/leadinghospitableasianlion,
Anna,Creeping Snake to Left Low Kick,"d/f+3, 2, d+3",https://gfycat.com/pepperypleasingborderterrier,
Anna,Approaching Storm,"d/f+3, 3, 3, 1",https://gfycat.com/selfassuredactualbarebirdbat,
Anna,Flash Kicks,"d/f+3, 3, 3, 4",https://gfycat.com/sharpfaintdwarfrabbit,
Anna,Mid Head Ringer,"d/f+3, 4",https://gfycat.com/prestigiousinexperiencedamurminnow,
Anna,Wine Opener,d/f+4,https://gfycat.com/cluttereddeafeningdavidstiger,
Anna,Guard Breaker,d/f+1+2,https://gfycat.com/spotlessopulentgoral,
Anna,Low Jab Rising Kick,"d+1, 4",https://gfycat.com/eagerdensegiantschnauzer,
Anna,Ice Sickle,d+2,https://gfycat.com/pointedwelltodohyena,
Anna,Left Spin Low Kick to Right Uppercut,"d+3, 2",https://gfycat.com/forcefulagileiaerismetalmark,
Anna,Left Spin Low Kick to B Slap Combo,"d+3, 4, 1",https://gfycat.com/thisdimjenny,
Anna,Low Kick Spin Punch,"d+4, 1",https://gfycat.com/giftedgentlecaiman,
Anna,Low Kick Spin Punch to Chaos Judgement,"d+4, 1, B",https://gfycat.com/flawedanimatedhoneycreeper,
Anna,Bloody Scissors,d+1+2,https://gfycat.com/ashamedheartybluewhale,
Anna,Scarlet Spout,"d/b+1, 4",https://gfycat.com/massiveregalgardensnake,
Anna,Low Jab to Rising Kick,"d/b+2, 4",https://gfycat.com/dangerousfocusedamericancrocodile,
Anna,Mudslide,d/b+3,https://gfycat.com/euphoriclonehairstreak,
Anna,Severe Quake,"d/b+4, 3",https://gfycat.com/jealoustediousbuckeyebutterfly,
Anna,Sepia Drop,"d/b+4, 4",https://gfycat.com/directfreeflies,
Anna,Weeping Slap,d/b+1+2,https://gfycat.com/clumsyspiffyafricancivet,
Anna,Stalker Repellant,"d/b+3+4, 3",https://gfycat.com/cluelessenviousdowitcher,
Anna,Cross Cut Saw,"b+1, 2, 2",https://gfycat.com/messyorangebongo,
Anna,Double Slap,"b+2, 2",https://gfycat.com/inbornboringduiker,
Anna,Chaos Judgement,b+3,https://gfycat.com/bittergorgeousbeagle,
Anna,Infernal Storm,CJM 1,https://gfycat.com/lastingembellishedfinnishspitz,
Anna,Double Rapier,"CJM 2, 1",https://gfycat.com/politicalsnoopyarcticseal,
Anna,Picking Heel,CJM 3,https://gfycat.com/bouncyseparateeeve,
Anna,Infernal Avalanche,CJM 4,https://gfycat.com/ethicalbittercamel,
Anna,Caracal,CJM 1+2,https://gfycat.com/masculineafraidaldabratortoise,
Anna,Dendrobates Azureus,"CJM d/b+3, 3",https://gfycat.com/grimposhbunting,
Anna,Styx,CJM u/f+4,https://gfycat.com/redwelloffantlion,
Anna,Forward Roll,"CJM f, F",https://gfycat.com/finecavernousapatosaur,
Anna,Rolling Stone,"CJM f, F+3",https://gfycat.com/farflungthesecusimanse,
Anna,Seismic Burst,"CJM f, F+4",https://gfycat.com/grotesqueweirdchital,
Anna,Rusty Hook,b+4,https://gfycat.com/flusteredbitterhorseshoecrab,
Anna,Catapult Kick,u+3,https://gfycat.com/deadlybriskgreyhounddog,
Anna,Hail Storm,"u/f+1, 3, 3+4",https://gfycat.com/equalinsistentcornsnake,
Anna,Sudden Storm,u/f+3,https://gfycat.com/saltythunderousgnat,
Anna,Can Opener,"u/f+4, 3, 4",https://gfycat.com/favorabledisfiguredfieldmouse,
Anna,Quick Somersault Kick,U/F+4,https://gfycat.com/joyousobeseiberianbarbel,
Anna,Dominatrix Heel,u/f+3+4,https://gfycat.com/livecavernousheterodontosaurus,
Anna,Executioner,"f, F+2",https://gfycat.com/slightdistantfirebelliedtoad,
Anna,Treading Water,"f, F+3, 4, 3",https://gfycat.com/fantasticcommonasiaticgreaterfreshwaterclam,
Anna,Treading Water to Chaos Judgement,"f, F+3, 4, b+3",https://gfycat.com/warlikecapitalboaconstrictor,
Anna,Falling Heel,"f, F+4",https://gfycat.com/recklessbrilliantantbear,
Anna,Falling Heel to Chaos Judgement,"f, F+4, B",https://gfycat.com/easygoingadvancedboubou,
Anna,Sosho Zanha,"f, F+1+2",https://gfycat.com/gleamingultimatecreature,
Anna,Assassin's Dagger,qcf+1,https://gfycat.com/bronzeimaginativeallosaurus,
Anna,Artemis Arrow,"qcf+2, 1",https://gfycat.com/comfortableadolescentauklet,
Anna,Artemis Arrow to Chaos Judgement,"qcf+2, 1, B",https://gfycat.com/wiltedgiantastrangiacoral,
