MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
-,"(4)~(3), 1",low,1.5,1,-,-,-,-,-,-,i34,-13,+4,+4,-,-,-,-
Hydra Bite High,"4~3, 3","mid, mid, high",2.5,1,-,-,-,-,-,-,i16,-4,S!,-,-,-,-,-
-,"(4)~(3), 3",high,1,1,-,-,-,-,-,-,i23,-4,KND,KND,-,-,-,-
Hydra Bite Mid,"4~3, 4","mid, mid, mid",2.5,1.5,-,-,-,-,-,-,i16,-14,KND,-,-,-,-,-
-,"(4)~(3), 4",mid,1,2,-,-,-,-,-,-,i33,-14,KND,KND,-,-,-,-
Crusader,1+2,mid,1.5,0.25,-,-,-,-,-,-,i14,-9,KND,KND,-,-,-,-
-,Time with enemy attack... 1+2,mid,2,-,-,-,-,-,-,-,i44,!,KND,KND,-,-,-,-
Deathbringer Mid,"u+3, 3","high, mid",1,1.5,-,-,-,-,-,-,i26,-15,KND,-,-,-,-,-
-,"(u+3), 3",mid,1.25,1.5,-,-,-,-,-,-,i26,-15,KND,KND,-,-,-,-
Deathbringer High,"u+3, 4","high, high",1,1.5,-,-,-,-,-,-,i26,+8,KND,-,-,-,-,-
-,"(u+3), 4",high,1.25,1.75,-,-,-,-,-,-,i38,+8,KND,KND,-,-,-,-
Deathbringer Low,"u+3, d+3","high, low",1,1.5,-,-,-,-,-,-,i26,-15,LAUNCH,-,-,-,-,-
-,"(u+3), d+3",low,1.5,2,-,-,-,-,-,-,i31,-15,LAUNCH,LAUNCH,-,-,-,-
Deathbringer Low to Shadow,"u+3, d+3, 3","high, low, mid",1,0.25,-,-,-,-,-,-,i26,-6,KND,-,-,-,-,-
-,"(u+3), d+3, 3","low, mid",1,0.25,-,-,-,-,-,-,i31,-6,KND,-,-,-,-,-
-,"(u+3), (d+3), 3",mid,2,0.25,-,-,-,-,-,-,i27,-6,LAUNCH,LAUNCH,-,-,-,-
-,u+4,mid,1.5,0.5,-,-,-,-,-,-,i19,-4,KND,KND,-,-,-,-
Shadow Scythe,u/f+3,mid,4,0.25,-,-,-,-,-,-,i29,-4,0 (OC),LAUNCH,-,-,-,-
-,u/f+4,mid,1.5,0.5,-,-,-,-,-,-,i19,-5,KND,KND,-,-,-,-
Stormbringer,"u/f+4, 4","mid, mid",1.5,1.5,-,-,-,-,-,-,i19,-15,KND,i,-,-,-,-
-,"(u/f+4), 4",mid,2.5,2.5,-,-,-,-,-,-,i16,-17,KND,KND,-,-,-,-
-,u/f+3+4,mid,2.5,0.25,-,-,-,-,-,-,i23,-17,LAUNCH,LAUNCH,-,-,-,-
-,"u/f+3+4, 4","mid, low",2.5,0.5,-,-,-,-,-,-,i23,-14,-3,-,-,-,-,-
-,"(u/f+3+4), 4",low,1.25,1.75,-,-,-,-,-,-,i21,-14,-3,LAUNCH,-,-,-,-
Chakram,"u/f+3+4, 4, 2","mid, low, mid",2.5,0.25,-,-,-,-,-,-,i23,-13,KND,-,-,-,-,-
-,"(u/f+3+4), 4, 2","mid, low, mid",2.5,0.25,-,-,-,-,-,-,i23,-13,KND,-,-,-,-,-
-,"(u/f+3+4), (4), 2",mid,1,1.5,-,-,-,-,-,-,i21,-13,KND,KND,-,-,-,-
-,"u/f+3+4, f+4","mid, low",2.5,1,-,-,-,-,-,-,i23,-14,KND,-,-,-,-,-
-,"(u/f+3+4), f+4",low,1,1.5,-,-,-,-,-,-,i45,-14,0,LAUNCH,-,-,-,-
Heavy Chakram,"u/f+3+4, f+4, 2","mid, low, mid",2.5,0.25,-,-,-,-,-,-,i23,-13,KND,-,-,-,-,-
-,"(u/f+3+4), f+4, 2","mid, low, mid",2.5,0.25,-,-,-,-,-,-,i23,-13,KND,-,-,-,-,-
-,"(u/f+3+4), (f+4), 2","mid, low, mid",2.5,0.25,-,-,-,-,-,-,i23,-13,KND,KND,-,-,-,-
Chakram Shadow,"u/f+3+4, f+4, 3","mid, low, mid",2.5,0.25,-,-,-,-,-,-,i23,-6,LAUNCH,-,-,-,-,-
-,"(u/f+3+4), f+4, 3","mid, low, mid",2.5,0.25,-,-,-,-,-,-,i23,-6,LAUNCH,-,-,-,-,-
-,"(u/f+3+4), (f+4), 3",mid,2.5,0.25,-,-,-,-,-,-,i27,-6,LAUNCH,LAUNCH,-,-,-,-
Spinning Chakram,"u/f+3+4, 3+4","mid, mid",2.5,0.25,-,-,-,-,-,-,i23,-26,KND,-,-,-,-,-
-,"(u/f+3+4), 3+4",mid,1.5,0.5,-,-,-,-,-,-,i20,-26,KND,KND,-,-,-,-
-,f+2,mid,2.5,0.25,-,-,-,-,-,-,i15,-10,+1,+1,-,-,-,-
Tartaros,"f+2, 3","mid, mid",2.5,0.5,-,-,-,-,-,-,i15,-10,+2,-,-,-,-,-
-,"(f+2), 3",mid,2.5,1.5,-,-,-,-,-,-,i21,-10,+2,KND,-,-,-,-
-,f+3,mid,2.5,0.25,HOMING,-,-,-,-,-,i17,-10,+1,+1,-,-,-,-
Circling Winds,"f+3, 2","mid, mid",2.5,0.25,-,-,-,-,-,-,i17,-14,KND,-,-,-,-,-
-,"(f+3), 2",mid,2,1.5,-,-,-,-,-,-,i30,-14,KND,KND,-,-,-,-
Lance Kick,f+4,high,2.5,1.5,-,-,-,-,-,-,i15,-9,KND,KND,-,-,-,-
Shadow Spear,"f, F+2",mid,2.5,2.5,-,-,-,-,-,-,i16,-13,KND,KND,-,-,-,-
Sudden Strike,"f, F+3",mid,2.5,0,-,-,-,-,-,-,i15,-14,LAUNCH,LAUNCH,-,-,-,-
Iron Maul,"f, F+4",mid,2.5,1,-,-,-,-,-,-,i15,-10,KND,KND,-,-,-,-
-,"f, f, f+3 (or WR 3)",mid,3.5,2,-,-,-,-,-,-,i22,+9,KND,KND,-,-,-,-
Body Blow,d/f+1,mid,1.5,0.25,-,-,-,-,-,-,i14,-1,+7,+7,-,-,-,-
Meat Hook,"d/f+2, 3","mid, high",2,0.5,-,-,-,-,-,-,i16,-3,S!,-,-,-,-,-
-,"(d/f+2), 3",high,2,1,-,-,-,-,-,-,i12,-3,KND,KND,-,-,-,-
Bolt Stunner,"d/f+2, 4","mid, mid",2,0.5,-,-,-,-,-,-,i16,-15,KND,-,-,-,-,-
-,"(d/f+2), 4",mid,2,1,-,-,-,-,-,-,i12,-15,KND,KND,-,-,-,-
Shadow Snap Kick,d/f+3,high,2.5,1,-,-,-,-,-,-,i16,-9,+7,LAUNCH,-,-,-,-
-,d/f+4,mid,2.5,1.5,-,-,-,-,-,-,i15,-15,-1,-1,-,-,-,Launches crouching oppoonents.
-,"d/f+4, 4","mid, mid",2.5,1,-,-,-,-,-,-,i15,-15,KND,-,-,-,-,-
-,"(d/f+4), 4",mid,1.75,1,-,-,-,-,-,-,i22,-15,KND,KND,-,-,-,-
Pendulum Kick to Shadow,"d/f+4, 4, 3","mid, mid, mid",2.5,0.25,-,-,-,-,-,-,i15,-6,KND,-,-,-,-,-
-,"(d/f+4), 4, 3","mid, mid, mid",2.5,0.25,-,-,-,-,-,-,i22,-6,KND,-,-,-,-,-
-,"(d/f+4), (4), 3",mid,2.5,0.25,-,-,-,-,-,-,i27,-6,LAUNCH,LAUNCH,-,-,-,-
Low Kick,d+3,low,1.5,0.5,-,-,-,-,-,-,i14,-12,0,0,-,-,-,-
Basilisk Fang,d+4,low,2,0,-,-,-,-,-,-,i21,-13,-2,-2,-,-,-,-
Assassin's Sting Combo,"d/b+2, 1","mid, high",2.5,0.25,-,-,-,-,-,-,i13,-1,+7,-,-,-,-,-
-,"(d/b+2), 1",high,2,0.25,-,-,-,-,-,-,i22,-1,+7,+7,-,-,-,-
Killer Bee,d/b+3,low,2.5,0.25,-,-,-,-,-,-,i29,-12,+5,KND,-,-,-,-
Shinobi Cyclone,d/b+4,low,2,0,-,-,-,-,-,-,i24,-14,+4,KND,-,-,-,-
Elbow Strike,b+1,high,2,1,-,-,-,-,-,-,i16,+5 (OC),+5 (OC),KND,-,-,-,-
-,b+2,high,1.5,1,-,-,-,-,-,-,i15,-14,-3,-3,-,-,-,-
Unicorn's Tail,"b+2, 2, 3","high, mid, mid",1.5,1,-,-,-,-,-,-,i15,-19,KND,-,-,-,-,-
-,"(b+2), 2, 3","high, mid, mid",1.5,1,-,-,-,-,-,-,i15,-19,KND,-,-,-,-,-
-,"(b+2), (2), 3",-,-,-,-,-,-,-,-,-,i21,-19,KND,LAUNCH,-,-,-,-
Deadly Talon,"b+2, 2, 1+2",-,-,-,-,-,-,-,-,-,i15,-30,KND,-,-,-,-,-
-,"(b+2), 2, 1+2",-,-,-,-,-,-,-,-,-,i15,-30,KND,-,-,-,-,-
-,"(b+2), (2), 1+2",-,-,-,-,-,-,-,-,-,i20,-30,KND,KND,-,-,-,-
-,"b+2, 4",-,-,-,-,-,-,-,-,-,i15,-7,+4,+4,-,-,-,-
-,"(b+2), 4",-,-,-,-,-,-,-,-,-,i24,-7,+4,+4,-,-,-,-
Missing Talon to Galatine,"b+2, 4, 2",-,-,-,-,-,-,-,-,-,i15,-9,KND,-,-,-,-,-
-,"(b+2), 4, 2",-,-,-,-,-,-,-,-,-,i24,-9,KND,-,-,-,-,-
-,"(b+2), (4), 2",-,-,-,-,-,-,-,-,-,i20,-9,KND,KND,-,-,-,-
Hades Heel,b+3,-,-,-,-,-,-,-,-,-,i27,+1,KND,KND,-,-,-,-
-,b+4,-,-,-,-,-,-,-,-,-,i14,-11,0,0,-,-,-,-
-,"b+4, B+4, 3",-,-,-,-,-,-,-,-,-,i14,-11,0,-,-,-,-,-
-,"(b+4), (B+4), 3",-,-,-,-,-,-,-,-,-,i20,-11,0,0,-,-,-,-
-,"b+4, B+4, 3, 4",-,-,-,-,-,-,-,-,-,i14,-11,0,-,-,-,-,-
-,"(b+4), (B+4), 3, 4",-,-,-,-,-,-,-,-,-,i20,-11,0,-,-,-,-,-
-,"(b+4), (B+4), (3), 4",-,-,-,-,-,-,-,-,-,i28,-11,0,STUN,-,-,-,-
Skull Rave,"b+4, B+4, 3, 4, 2",-,-,-,-,-,-,-,-,-,i14,-13,KND,-,-,-,-,-
-,"(b+4), (B+4), 3, 4, 2",-,-,-,-,-,-,-,-,-,i20,-13,KND,-,-,-,-,-
-,"(b+4), (B+4), (3), 4, 2",-,-,-,-,-,-,-,-,-,i28,-13,KND,-,-,-,-,-
-,"(b+4), (B+4), (3), (4), 2",-,-,-,-,-,-,-,-,-,i21,-13,KND,KND,-,-,-,-
-,"b+4, B+4, 3, f+4",-,-,-,-,-,-,-,-,-,i14,-11,0,-,-,-,-,-
-,"(b+4), (B+4), 3, f+4",-,-,-,-,-,-,-,-,-,i20,-11,0,-,-,-,-,-
-,"(b+4), (B+4), (3), f+4",-,-,-,-,-,-,-,-,-,i53,-11,0,STUN,-,-,-,-
Skull Frenzy,"b+4, B+4, 3, f+4, 2",-,-,-,-,-,-,-,-,-,i14,-13,KND,-,-,-,-,-
-,"(b+4), (B+4), 3, f+4, 2",-,-,-,-,-,-,-,-,-,i20,-13,KND,-,-,-,-,-
-,"(b+4), (B+4), (3), f+4, 2",-,-,-,-,-,-,-,-,-,i53,-13,KND,-,-,-,-,-
-,"(b+4), (B+4), (3), (f+4), 2",-,-,-,-,-,-,-,-,-,i21,-6,KND,KND,-,-,-,-
Skull Rave Shadow,"b+4, B+4, 3, f+4, 3",-,-,-,-,-,-,-,-,-,i14,-6,LAUNCH,-,-,-,-,-
-,"(b+4), (B+4), 3, f+4, 3",-,-,-,-,-,-,-,-,-,i20,-6,LAUNCH,-,-,-,-,-
-,"(b+4), (B+4), (3), (f+4), 3",-,-,-,-,-,-,-,-,-,i26,-6,LAUNCH,LAUNCH,-,-,-,-
Skull Spin,"b+4, B+4, 3, 3+4",-,-,-,-,-,-,-,-,-,i14,-25,KND,-,-,-,-,-
-,"(b+4), (B+4), 3, 3+4",-,-,-,-,-,-,-,-,-,i20,-25,KND,-,-,-,-,-
-,"(b+4), (B+4), (3), 3+4",-,-,-,-,-,-,-,-,-,i26,-25,KND,KND,-,-,-,-
-,b+1+2,-,-,-,-,-,-,-,-,-,i31,-10,+1,+1,-,-,-,-
Illusion Sweep,"b+1+2, 3",-,-,-,-,-,-,-,-,-,i31,-28,KND,-,-,-,-,-
-,"(b+1+2), 3",-,-,-,-,-,-,-,-,-,i17,-28,KND,KND,-,-,-,-
War Hound,"b, B+2",-,-,-,-,-,-,-,-,-,i17,-10,LAUNCH,LAUNCH,-,-,-,-
-,"Time with enemy attack... b, B+2",mid,-,0,-,-,-,-,-,-,-,-,KND,KND,-,-,-,-
-,u/b+1,-,-,-,-,-,-,-,-,-,i16,-6,+5,+5,-,-,-,-
Gate Keeper,"u/b+1, 2",-,-,-,-,-,-,-,-,-,i16,-13,-2,-,-,-,-,-
-,"(u/b+1), 2",-,-,-,-,-,-,-,-,-,i18,-13,-2,-2,-,-,-,-
-,u/b+2,-,-,-,-,-,-,-,-,-,i15,-12,+9,+9,-,-,-,-
-,FC 1,-,-,-,-,-,-,-,-,-,i10,-11,+6,+6,-,-,-,-
-,FC 2,-,-,-,-,-,-,-,-,-,i11,-4,+7,+7,-,-,-,-
-,FC 3,-,-,-,-,-,-,-,-,-,i16,-15,-4,-4,-,-,-,-
-,FC 4,-,-,-,-,-,-,-,-,-,i12,-15,-4,-4,-,-,-,-
-,FC d/f+3+4,-,-,-,-,-,-,-,-,-,i18,-23,KND,LAUNCH,-,-,-,-
Quicksand Catastrophe,FC d/f+3+4:4,-,-,-,-,-,-,-,-,-,i18,-23,KND,-,-,-,-,-
10 Hit Combo 1,"u/b+1, 2, 2, 2, 4, 2, 3, 4, 2, 1+2",-,-,-,-,-,-,-,-,-,i16,-,KND,KND,-,-,-,-
-,"WR f, f, F (Full Screen)",-,-,-,-,-,-,-,-,-,i8,+13,KND,KND,-,-,-,-
-,"WR f, f, F (Full Screen) (On Grounded Opponent)",-,-,-,-,-,-,-,-,-,i12,-,KND,KND,-,-,-,-
-,WR 4,-,-,-,-,-,-,-,-,-,i14,-40,KND,KND,-,-,-,-
-,WR 1+2,-,-,-,-,-,-,-,-,-,i18,0,KND,KND,-,-,-,-
Rising Uppercut,WS 1,mid,1.5,0.5,-,-,-,-,-,-,i14,-14,LAUNCH,LAUNCH,-,-,-,-
Jackknife Elbow,WS 2,mid,1,0,-,-,-,-,-,-,i13,-8,+8,LAUNCH,-,-,-,-
Trident Kick,WS 3,-,-,-,-,-,-,-,-,-,i16,-8,KND,KND,-,-,-,-
Shadow Snap Kick,WS 4,mid,1.5,1,-,-,-,-,-,-,i11,-7,+4,+4,-,-,-,-
Spinning Middle Kick,WS 3+4,-,-,-,-,-,-,-,-,-,i16,-14,KND,KND,-,-,-,-
-,"Face Up, Feet Towards+3 or (After Rolling Forward)",-,-,-,-,-,-,-,-,-,i22,-12,+5,STUN,-,-,-,-
-,"Face Up, Feet Towards+4 or (After Rolling Forward)",-,-,-,-,-,-,-,-,-,i21,-12,+5,KND,-,-,-,-
-,"Face Up, Feet Towards, d+3 (or 4)",-,-,-,-,-,-,-,-,-,i13,-18,-3,-3,-,-,-,-
-,"Face Up, Feet Towards+3+4",-,-,-,-,-,-,-,-,-,i18,-21,KND,KND,-,-,-,-
-,"Face Up, Feet Towards, Roll Forward+1+2",-,-,-,-,-,-,-,-,-,i19,+2,KND,KND,-,-,-,-
-,"Face Down, Feet Away+3",-,-,-,-,-,-,-,-,-,i21,-20,+1,STUN,-,-,-,-
-,"Face Down, Feet Away+4",-,-,-,-,-,-,-,-,-,i21,-19,KND,KND,-,-,-,-
-,(Upon Landing) f,-,-,-,-,-,-,-,-,-,i33,-2,+3,+3,-,-,-,-
INTO CHARGE,,,,,,,,,,,,,,,,,,
-,1+2+3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"u+3, D+3",-,-,-,-,-,-,-,-,-,i26,-29,KND,KND,-,-,-,-
INTO HAZE,,,,,,,,,,,,,,,,,,
Haze,3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Left Right Combo to Haze,"1, 2, 3+4",-,-,-,-,-,-,-,-,-,i10,-35,-28,-,-,-,-,-
Fatal Elbow to Haze,"qcf+1, 3+4",-,-,-,-,-,-,-,-,-,i19,-22,-9,STUN,-,-,-,-
DURING HAZE,,,,,,,,,,,,,,,,,,
Kronos Cutter,HAZ 1,-,-,-,-,-,-,-,-,-,i18,-14,LAUNCH,LAUNCH,-,-,-,-
Aqua Spider,HAZ 3,-,-,-,-,-,-,-,-,-,i20,-9,+2,STUN,-,-,-,-
Blind Ghost,HAZ 4 (close),-,-,-,-,-,-,-,-,-,i17,-9,KND,KND,-,-,-,-
-,HAZ 4 (far),-,-,-,-,-,-,-,-,-,i17,-9,KND,KND,-,-,-,-
Crossing Paths,HAZ 1+2,-,-,-,-,-,-,-,WALL BOUNCE,-,i14,-13,KND,KND,-,-,-,-
INTO THE LABYRINTH,,,,,,,,,,,,,,,,,,
-,"Back towards wall... b, b, u/b",mid,2,2,-,-,-,-,-,-,i40,+6,KND,KND,-,-,-,-
Labyrinth,b+3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"3, 3, 4, B",-,-,-,-,-,-,-,-,-,i14,-16,-5,-,-,-,-,-
-,"(3), 3, 4, B",-,-,-,-,-,-,-,-,-,i16,-16,-5,-5,-,-,-,-
Chariot,3~4,"mid, mid",2.5,0,-,-,-,-,-,-,i25,-9,STUN,-,-,-,-,-
-,(3)~4,mid,3.5,-,-,-,-,-,-,-,i30,-9,STUN,STUN,-,-,-,-
Brocken Connect,"4, 1",-,-,-,-,-,-,-,-,-,i12,-2,+5,-,-,-,-,-
-,"(4), 1",-,-,-,-,-,-,-,-,-,i19,-2,+5,+5,-,-,-,-
-,u+3,high,1,0.5,-,-,-,-,-,-,i26,-2,+5,+5,-,-,-,-
-,"f+3, B",-,-,-,-,-,-,-,-,-,i17,-6,+5,+5,-,-,-,-
-,d/f+2,-,-,-,-,-,-,-,-,-,i16,-11,LAUNCH,LAUNCH,-,-,-,-
-,"qcf+2, B",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Black Hole,qcf+4,-,-,-,-,-,-,-,-,-,i19,-14,LAUNCH,LAUNCH,-,-,-,-
Assassin's Sting,d/b+2,-,-,-,-,-,-,-,-,-,i13,-14,+5,+5,-,-,-,-
-,"b+2, 2",-,-,-,-,-,-,-,-,-,i15,-3,+8,-,-,-,-,-
-,"(b+2), 2",-,-,-,-,-,-,-,-,-,i22,-3,+8,+8,-,-,-,-
Skull Smasher,"b+4, 4",-,-,-,-,-,-,-,-,-,i14,-9,+6,-,-,-,-,-
-,"(b+4), 4",-,-,-,-,-,-,-,-,-,i17,-9,+6,+6,-,-,-,-
Skull Smasher Feint,"b+4, B+4",-,-,-,-,-,-,-,-,-,i14,+1 (OC),+2 (OC),-,-,-,-,-
-,"(b+4), B+4",-,-,-,-,-,-,-,-,-,i37,+1 (OC),KND,KND,-,-,-,-
Illusion Strike,"b+1+2, 2",-,-,-,-,-,-,-,-,-,i31,+1,+4 (OC),-,-,-,-,-
*,"(b+1+2), 2",-,-,-,-,-,-,-,-,-,i33,+1,+4 (OC),KND,-,-,-,-
STAY IN THE LABYRINTH,,,,,,,,,,,,,,,,,,
-,"LAB f+1+2, B",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Labyrinth to Front Flip,"LAB f, f, f (far)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,LAB 2,-,-,-,-,-,-,-,-,-,i10,+1,+8,+8,-,-,-,-
-,"LAB 2, 1, B",-,-,-,-,-,-,-,-,-,i10,-5,+1,-,-,-,-,-
-,"LAB (2), 1, B",-,-,-,-,-,-,-,-,-,i14,-5,+1,+1,-,-,-,-
Fafnir,"LAB 3, 4, 4",-,-,-,-,-,-,-,-,-,i10,-9,KND,-,-,-,-,-
-,"LAB (3), 4, 4",-,-,-,-,-,-,-,-,-,i28,-9,KND,-,-,-,-,-
-,"LAB (3), (4), 4",-,-,-,-,-,-,-,-,-,i32,-9,KND,KND,-,-,-,-
Soul Steal,LAB f+1,-,-,-,-,-,-,-,-,-,i16,-13 (FT),+5 (BT),+5 (BT),-,-,-,-
-,"LAB f+3, B",-,-,-,-,-,-,-,-,-,i13,-11,0,0,-,-,-,-
-,LAB f+4,-,-,-,-,-,-,-,-,-,i16,-9,+2,+2,-,-,-,-
Reverse Chakram,LAB f+3+4,-,-,-,-,-,-,-,-,-,i25,-9,KND,KND,-,-,-,-
-,LAB b+2,-,-,-,-,-,-,-,-,-,i16,-2,+6,+6,-,-,-,-
Cannon Tail,LAB b+3,-,-,-,HOMING,-,-,-,-,-,i18,+5,KND,KND,-,-,-,-
Vermillion,"LAB f, F+3+4 (close)",-,-,-,-,-,-,-,-,-,i23,-18,LAUNCH,LAUNCH,-,-,-,-
EXIT THE LABYRINTH,,,,,,,,,,,,,,,,,,
Sixth Sense,(LAB) f+1+2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Labyrinth,LAB b+3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,LAB 1,-,-,-,-,-,-,-,-,-,i8,-1,+5,+5,-,-,-,-
Blind Lance,"LAB 1, 4",-,-,-,-,-,-,-,-,-,i8,-9,KND,-,-,-,-,-
-,"LAB (1), 4",-,-,-,-,-,-,-,-,-,i16,-9,KND,KND,-,-,-,-
Backfist & Straight,"LAB 2, 1",-,-,-,-,-,-,-,-,-,10,-1,+5,-,-,-,-,-
-,"LAB (2), 1",-,-,-,-,-,-,-,-,-,i14,-1,+5,+5,-,-,-,-
Blinding Knife,"LAB 2, 2",-,-,-,-,-,-,-,-,-,i10,-9,+2,-,-,-,-,-
-,"LAB (2), 2",-,-,-,-,-,-,-,-,-,i21,-9,+2,+2,-,-,-,-
-,LAB 3,-,-,-,-,-,-,-,-,-,i10,-11,0,0,-,-,-,-
-,"LAB 3, 4",-,-,-,-,-,-,-,-,-,i10,0,+1,-,-,-,-,-
-,"LAB (3), 4",-,-,-,-,-,-,-,-,-,i28,0,+1,+11 (OC),-,-,-,-
Crescent Mirage,"LAB 3, 4, 3",-,-,-,-,-,-,-,-,-,i10,-6,LAUNCH,-,-,-,-,-
-,"LAB (3), 4, 3",-,-,-,-,-,-,-,-,-,i28,-6,LAUNCH,-,-,-,-,-
-,"LAB (3), (4), 3",-,-,-,-,-,-,-,-,-,i27,-6,LAUNCH,LAUNCH,-,-,-,-
Spiral Cannon,LAB 3+4,-,-,-,-,-,-,-,-,-,i15,-20,LAUNCH,LAUNCH,-,-,-,-
-,LAB f+2,-,-,-,-,-,-,-,-,-,i17,-5,+6,+6,-,-,-,-
Cold Massacre,"LAB f+2, 3",-,-,-,-,-,-,-,-,-,i17,-7,KND,-,-,-,-,-
-,"LAB (f+2), 3",-,-,-,-,-,-,-,-,-,i24,-7,KND,KND,-,-,-,-
-,"LAB f+2, 4",-,-,-,-,-,-,-,-,-,i17,-7,+4,-,-,-,-,-
-,"LAB (f+2), 4",-,-,-,-,-,-,-,-,-,i20,-7,+4,+4,-,-,-,-
Massacre to Galatine,"LAB f+2, 4, 2",-,-,-,-,-,-,-,-,-,i17,-9,KND,-,-,-,-,-
-,"LAB (f+2), 4, 2",-,-,-,-,-,-,-,-,-,i20,-9,KND,-,-,-,-,-
-,"LAB (f+2), (4), 2",-,-,-,-,-,-,-,-,-,i20,-9,KND,KND,-,-,-,-
Demon Knee,LAB f+3,-,-,-,-,-,-,-,-,-,i13,-8,+3,KND,-,-,-,-
Kama Kick Combo,"LAB f+4, 3",-,-,-,-,-,-,-,-,-,i16,-11,+4,-,-,-,-,-
-,"LAB (f+4), 3",-,-,-,-,-,-,-,-,-,i23,-11,+4,+4,-,-,-,-
Shinobi Cyclone,LAB d+3 (close),-,-,-,-,-,-,-,-,-,i25,-26,LAUNCH,LAUNCH,-,-,-,-
-,LAB d+3 (far),-,-,-,-,-,-,-,-,-,i25,-26,0,0,-,-,-,-
Abyss Cannon,"LAB b+2, 3",-,-,-,-,-,-,-,-,-,i16,-20,LAUNCH,-,-,-,-,-
-,"LAB (b+2), 3",-,-,-,-,-,-,-,-,-,i20,-20,LAUNCH,LAUNCH,-,-,-,-
Abyss Spear,"LAB b+2, 4",-,-,-,-,-,-,-,-,-,i16,-9,0,-,-,-,-,-
-,"LAB (b+2), 4",-,-,-,-,-,-,-,-,-,i17,-9,0,LAUNCH,-,-,-,-
Gremlin Smasher,"LAB f, F+3",-,-,-,-,-,-,-,-,-,i21,-9,KND,KND,-,-,-,-
Vermillion,"LAB f, F+3+4 (far)",-,-,-,-,-,-,-,-,-,i23,-18,LAUNCH,LAUNCH,-,-,-,-
10 Hit Combo 2,"LAB 2, 2, 1, 2, 4, 2, 3, 4, 2, 1+2",-,-,-,-,-,-,-,-,-,i10,-,KND,KND,-,-,-,-
INTO PHANTOM WARP,,,,,,,,,,,,,,,,,,
Phantom Warp,"LAB f, f, f (close)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"3~4, F",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fafnir,"LAB 3, 4, 4, F",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"LAB f+3+4, F",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
INTO SHADOW SPRINT,,,,,,,,,,,,,,,,,,
Shadow Sprint,qcf,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
