MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
Tremor Stomp,"f, F+3",mid,-,-,-,-,-,-,-,30 [36],i32,+8 (OC),+8 (OC),GROUND BOUNCE,-,-,-,-
-,"f, F+4",mid,-,-,-,-,-,-,-,13 [15],i19,-15,LAUNCH,-,-,-,-,-
Spreading Wings,"f, F+4, 3","mid, mid",-,-,-,low,-,-,-,"13 [15], 14",i19,-14,KND,-,-,-,-,-
-,"(f, F+4), 3",mid,-,-,-,low,-,-,-,21 [25],i20,-14,LAUNCH,LAUNCH,-,-,-,-
Severing Sword,"f, f, f+3 (or WR 3)",mid,-,-,-,low,-,-,-,30 [36],i20,+6,KND,KND,-,-,-,-
-,d/f+1,mid,-,-,-,-,-,-,-,12 [14],i14,0,+6,+6,-,-,-,-
-,d/f+2,mid,-,-,-,-,-,-,-,15 [18],i20,-9,+4,-,-,-,-,-
God Fist,"d/f+2, 2","mid, mid",-,-,-,-,-,-,-,"15 [18], 21",i20,-6,KND,-,-,-,-,-
-,"(d/f+2), 2",mid,-,-,-,-,-,-,-,21 [25],i13,-6,KND,KND,-,-,-,-
Lift Kick,d/f+3,mid,-,-,-,-,-,-,-,21 [25],i18,-7,KND,KND,-,-,-,-
Front Kick,d/f+4,mid,-,-,-,-,-,-,-,15 [18],i15,-6,+5,+5,-,-,-,-
Ruinous Halberd,d/f+3+4,mid,-,-,-,-,-,-,-,23 [27],i23,-8,KND,KND,-,-,-,-
Heavy Hammer,d+2,low,-,-,-,high,-,-,-,17 [20],i20,-12,-1,KND,-,-,-,-
-,d+4,low,-,-,-,-,-,-,-,7 [8],i14,-11,0,0,-,-,-,-
Parting Heavens,"d+4, 1+2","low, mid",-,-,-,-,-,-,-,"7 [8], 22",i14,-10,KND,-,-,-,-,-
-,"(d+4), 1+2",mid,-,-,-,-,-,-,-,22 [26],i26,-10,KND,KND,-,-,-,-
-,d/b+1,mid,-,-,-,-,-,-,-,12 [14],i16,-12,+4,+4,-,-,-,-
Spear of Lu Bu,"d/b+1, 2","mid, mid",-,-,-,-,-,-,-,"12 [14], 18",i16,-12,+5,-,-,-,-,-
-,"(d/b+1), 2",mid,-,-,-,-,-,-,-,18 [21],i23,-12,KND,KND,-,-,-,-
Spinning Neck Strike,"d/b+1, 4","mid, high",-,-,-,-,-,-,-,"12 [14], 23",i16,-2,KND,-,-,-,-,-
-,"(d/b+1), 4",high,-,-,-,-,-,-,-,23 [27],i24,-2,KND,KND,-,-,-,-
-,d/b+2,low,-,-,-,high,-,-,-,5 [6],i20,-11,0,0,-,-,-,-
-,"d/b+2, 2","low, low",-,-,-,high,-,-,-,"5 [6], 10",i20,-16,KND,-,-,-,-,-
-,"(d/b+2), 2",low,-,-,-,high,-,-,-,10 [12],i28,-16,KND,KND,-,-,-,-
-,"d/b+2, 2, B",low,-,-,-,high,-,-,-,5 [6],i20,-17,-6,-6,-,-,-,-
Hellwinds,"d/b+2, 2, 2","low, low, mid",-,-,-,-,-,-,-,"5 [6], 10, 21",i20,-8,KND,-,-,-,-,-
-,"(d/b+2), 2, 2","low, mid",-,-,-,-,-,-,-,"10 [12], 21",i28,-8,KND,-,-,-,-,-
-,"(d/b+2), (2), 2",mid,-,-,-,-,-,-,-,30 [36],i28,-8,KND,KND,-,-,-,-
Piercing Arrow,d/b+3,low,-,-,-,high,-,-,-,12 [14],i16,-15,+4,+4,-,-,-,-
Sweep Kick,d/b+4,low,-,-,-,high,-,-,-,20 [24],i30,-26,STUN,STUN,-,-,-,-
-,d/b+1+2,mid,-,-,-,-,-,-,-,15 [18],i21,0,+8,+8,-,-,-,-
Dragon Slayer,"d/b+1+2, 2","mid, low",-,-,-,high,-,-,-,"15 [18], 15",i21,-11,0,-,-,-,-,-
-,"(d/b+1+2), 2",low,-,-,-,high,-,-,-,15 [18],i29,-11,0,KND,-,-,-,-
Iron Palm,b+1,high,-,-,-,-,-,-,-,17 [20],i10,-10,+1,KND,-,-,-,-
Falcon's Beak,"b, f+1",mid,-,-,-,-,-,-,-,25 [30],i25,-15,KND,KND,-,-,-,-
-,b+2,mid,-,-,-,-,-,-,-,15 [18],i17,-11,0 (OC),0 (OC),-,-,-,-
-,"b+2, 3","mid, low",-,-,-,high,-,-,-,"15 [18], 8",i17,-11,0,-,-,-,-,-
-,"(b+2), 3",low,-,-,-,high,-,-,-,15 [18],i22,-11,0,+8 (OC),-,-,-,-
-,"b+2, 3, 4","mid, low, mid",-,-,-,-,-,-,-,"15 [18], 8, 12",i17,-12,KND,-,-,-,-,-
-,"(b+2), 3, 4","low, mid",-,-,-,-,-,-,-,"8 [9], 12",i22,-12,KND,-,-,-,-,-
-,"(b+2), (3), 4",mid,-,-,-,-,-,-,-,12 [14],i24,-12,KND,KND,-,-,-,-
Hungry Tiger,"b+2, 3, 4, 2","mid, low, mid, mid",-,-,-,-,-,-,-,"15 [18], 8, 12, 14",i17,-6,KND,-,-,-,-,-
-,"(b+2), 3, 4, 2","low, mid, mid",-,-,-,-,-,-,-,"8 [10], 12, 14",i22,-6,KND,-,-,-,-,-
-,"(b+2), (3), 4, 2","mid, mid",-,-,-,-,-,-,-,"12 [14], 14",i24,-6,KND,-,-,-,-,-
-,"(b+2), (3), (4), 2",mid,-,-,-,-,-,-,-,21 [25],i24,-6,+4 (OC),+4 (OC),-,-,-,-
-,b+3,mid,-,-,-,-,-,-,-,12 [14],i23,-8,+3,+3,-,-,-,-
Zhuan Shen Lian Wu,"b+3, 3","mid, high",-,-,-,-,-,-,-,"12 [14], 15",i23,-6,+3,-,-,-,-,-
-,"(b+3), 3",high,-,-,-,-,-,-,-,15 [18],i17,-6,+3,STUN,-,-,-,-
Fish Hook,b+4,mid,-,-,-,-,-,-,-,14 [16],i12,-9,+2,+2,-,-,-,-
Iron Fortress,b+1+2,mid,-,-,-,-,-,-,-,30 [36],i13,-19,KND,KND,-,-,-,-
Throat Gouge,u/b+2,"mid, high",-,-,-,-,-,-,-,"13 [15], 21",i16,-10,+9,-,-,-,-,-
-,u/b+2 (second hit only),high,-,-,-,-,-,-,-,21 [25],i32,-10,+9,+9,-,-,-,-
Landslide,qcf+1,low,-,-,-,high,-,-,-,23 [27],i22,-14,LAUNCH,LAUNCH,-,-,-,-
Mountain Crusher,qcf+2,mid,-,-,-,high,-,-,-,22 [26],i22,-14,LAUNCH,LAUNCH,-,-,-,-
Yan Wang's Wrath,qcf+1+2,mid,-,-,-,high*,-,-,-,23 [27],i16,+5,+9 (OC),KND,-,-,-,-
-,FC 1,s. mid,-,-,-,high,-,-,-,5 [6],i10,-5,+6,+6,-,-,-,-
-,FC 2,s. mid,-,-,-,high,-,-,-,8 [9],i11,-4,+7,+7,-,-,-,-
-,FC 3,low,-,-,-,high,-,-,-,12 [14],i16,-17,-3,-3,-,-,-,-
-,FC 4,low,-,-,-,high,-,-,-,10 [12],i12,-15,-4,-4,-,-,-,-
Silent Arrow,FC d/f+1,low,-,-,-,high,-,-,-,18 [21],i21,-13,-2,KND,-,-,-,-
Monkey Strike,FC d/f+2,mid,-,-,-,-,-,-,-,25 [30],i18,-14,STUN,STUN,-,-,-,-
-,SS 3,high,-,-,-,-,-,-,-,12 [14],i18,-13,-2,-2,-,-,-,-
Sweep Kick,SS 4 (close),low,-,-,-,high,-,-,-,21 [25],i20,-31,STUN,STUN,-,-,-,-
-,SS 4 (far),low,-,-,-,high,-,-,-,14 [16],i20,-31,-3,STUN,-,-,-,-
Enlightened Circle,SS 1+2,mid,-,-,-,-,-,-,-,24 [28],i22,+1,KND,KND,-,-,-,-
-,"WR f, f, F (Full Screen)",mid,-,-,-,-,-,-,-,30 [36],i8,+13,KND,KND,-,-,-,-
-,"WR f, f, F (Full Screen) (On Grounded Opponent)",low,-,-,-,-,-,-,-,8 [9],i12,-,KND,KND,-,-,-,-
Shunjingozan,WR 4 ,low,-,-,-,high,-,-,-,17 [20],i14,-40,KND,KND,-,-,-,-
-,WR 1+2,mid,-,-,-,low*,-,-,-,24 [28],i18,0,KND,KND,-,-,-,-
-,WS 1,mid,-,-,-,-,-,-,-,11 [13],i14,-1,+5,+5,-,-,-,-
-,"WS 1, 2","mid, mid",-,-,-,-,-,-,-,"11 [13], 12",i14,-10,+1,-,-,-,-,-
-,"WS (1), 2",mid,-,-,-,-,-,-,-,12 [14],i9,-10,+1,+1,-,-,-,-
Dancing Dragon,"WS 1, 2, 1","mid, mid, mid",-,-,-,-,-,-,-,"11 [13], 12, 20",i14,-12,KND,-,-,-,-,-
-,"WS (1), 2, 1","mid, mid",-,-,-,-,-,-,-,"12 [14], 20",i9,-12,KND,-,-,-,-,-
-,"WS (1), (2), 1",mid,-,-,-,-,-,-,-,20 [24],i17,-12,KND,KND,-,-,-,-
Adamantine Uppercut,WS 2,mid,-,-,-,-,-,-,-,17 [20],i15,-9,KND,KND,-,-,-,-
Bow Kick,WS 3,mid,-,-,-,high,-,-,-,16 [19],i15,-12,LAUNCH,LAUNCH,-,-,-,-
Rising Heel Kick,WS 4,mid,-,-,-,-,-,-,-,18 [21],i11,-7,+4,+29,-,-,-,-
Push Hands,WS 1+2,mid,-,-,-,-,-,-,-,25 [30],i23,-10,KND,KND,-,-,-,-
Spring Up,While down (facing up) 3+4,mid,-,-,-,-,-,-,-,20 [24],i30,-5,KND,KND,-,-,-,-
Thunder Stomp,(While enemy is down) d+3+4,low,-,-,-,-,-,-,-,19 [22],i24,-,KND,KND,-,-,-,-
10 Hit Combo 1,"1, 1, 2, 1, 3, 4, 2, 2, 2, 2",-,-,-,-,-,-,-,-,83 [84],i10,-,KND,-,-,-,-,-
10 Hit Combo 2,"1, 1, 2, 1, 3, 4, 2, 4, 2, 1+2",-,-,-,-,-,-,-,-,110 [111],i10,-,KND,-,-,-,-,-
-,"Face Up, Feet Towards+3 or (After Rolling Forward)",low,-,-,-,high,-,-,-,10 [12],i22,-12,+5,STUN,-,-,-,-
-,"Face Up, Feet Towards+4 or (After Rolling Forward)",mid,-,-,-,-,-,-,-,18 [21],i22,-12,+5,KND,-,-,-,-
-,"Face Up, Feet Towards, d+3 (or 4)",low,-,-,-,"mid, high",-,-,-,5 [6],i13,-18,-3,-3,-,-,-,-
-,"Face Up, Feet Towards, Roll Forward+1+2",mid,-,-,-,low*,-,-,-,15 [18],i19,+2,KND,KND,-,-,-,-
-,"Face Down, Feet Away+3",mid,-,-,-,low*,-,-,-,10 [12],i21,-20,+1,STUN,-,-,-,-
-,"Face Down, Feet Away+4 (close)",low,-,-,-,high,-,-,-,15 [18],i21,-19,KND,KND,-,-,-,-
-,"Face Down, Feet Away+4 (far)",low,-,-,-,high,-,-,-,10 [12],i21,-19,KND,KND,-,-,-,-
-,(Upon Landing) f,mid,-,-,-,low*,-,-,-,4,i33,-2,+3,+3,-,-,-,-
INTO DECEPTIVE STEP,,,,,,,,,,,,,,,,,,
Deceptive Step,b+3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"d/b+1, B",mid,-,-,-,high,-,-,-,12 [14],i16,-35,-19,-19,-,-,-,-
DURING DECEPTIVE STEP,,,,,,,,,,,,,,,,,,
-,KNP f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fractured Diamond,KNP 1,low,-,-,-,high,-,-,-,22 [26],i20,-13,+8 (OC),KND,-,-,-,-
Fei He Zhang,KNP 2,high,-,-,-,-,-,-,-,20 [24],i14,-9,KND,KND,-,-,-,-
Rising Swallow Kick,KNP 3,mid,-,-,-,low,-,-,-,17 [20],i22,-12,LAUNCH,LAUNCH,-,-,-,-
-,KNP 4,mid,-,-,-,low,-,-,-,30 [36],i31,-7,KND,KND,-,-,-,-
Leaping Lion,"KNP 4, 3+4","mid, mid",-,-,-,high,-,-,-,"30 [36], 20",i31,-33,KND,-,-,-,-,-
-,"KNP (4), 3+4",mid,-,-,-,high,-,-,-,20 [24],i39,-5,KND,KND,-,-,-,-
INTO SHIFTING CLOUDS,,,,,,,,,,,,,,,,,,
Shifting Clouds,f+3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"d/b+1, F",mid,-,-,-,high,-,-,-,12 [14],-,-,-,-,-,-,-,-
DURING SHIFTING CLOUDS,,,,,,,,,,,,,,,,,,
-,STC b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bao Dan Po,STC 1,mid,-,-,-,-,-,-,-,20 [24],i15,-13,LAUNCH,LAUNCH,-,-,-,-
Poison Chalice,STC 2,mid,-,-,-,-,-,-,-,15 [18],i20,+8,KND,KND,-,-,-,-
Scorpion Sting,STC 3,high,-,-,-,-,-,-,-,30 [36],i20,-14,+2,KND,-,-,-,-
Jin Bu Zhen,STC 4,low,-,-,-,-,-,-,-,20 [24],i20,-14,+2,KND,-,-,-,-
-,STC 1+2,mid,-,-,-,-,-,-,-,7 [8],i15,-9,+2,+2,-,-,-,-
-,"STC 1+2, 1","mid, high",-,-,-,-,-,-,-,"7 [8], 8",i15,-11,0,-,-,-,-,-
-,"STC (1+2), 1",high,-,-,-,-,-,-,-,8 [9],i10,-11,0,0,-,-,-,-
Feng Ya Lian Ji,"STC 1+2, 1, 2","mid, high, high",-,-,-,-,-,-,-,"7 [8], 8, 18",i15,-11,KND,-,-,-,-,-
-,"STC (1+2), 1, 2","high, high",-,-,-,-,-,-,-,"8 [9], 18",i10,-11,KND,-,-,-,-,-
-,"STC (1+2), (1), 2",high,-,-,-,-,-,-,-,18 [21],i13,-11,KND,KND,-,-,-,-
TO ZHUAN SHEN HUAN WU,,,,,,,,,,,,,,,,,,
Zhuan Shen Huan Wu,B+3~4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"1, 2, 2, B","high, high, high",-,-,-,-,-,-,-,"7 [8], 9, 10",i10,-11,+3,+3,-,-,-,-
-,"2, 4, 1~B","high, mid",-,-,-,-,-,-,-,"8 [9], 10",i10,-13,-2,-2,-,-,-,-
Peacock Sweep,"3, 3, 4","high, high, low",-,-,-,-,-,-,-,"15 [18], 18, 23",i16,-12,KND,KND,-,-,-,-
-,"3, 3, 4~B","high, high",-,-,-,-,-,-,-,"15 [18], 18",i16,-17,-6,-6,-,-,-,-
-,"3~4, B",mid,-,-,-,low,-,-,-,27 [32],i34,-7,STUN,STUN,-,-,-,-
-,"f+4, B",high,-,-,-,-,-,-,-,15 [18],i18,-5,STUN,STUN,-,-,-,-
Hidden Intentions,SS 2,high,-,-,-,-,-,-,-,18 [21],i15,+1,+9,+9,-,-,-,-
-,"SS 3, B",high,-,-,-,-,-,-,-,12 [14],i18,-11,0,0,-,-,-,-
Jade Spear to Hustle Elbow,"SS 3, 2","high, mid",-,-,-,-,-,-,-,"12 [14], 20",i18,-5,KND,-,-,-,-,-
-,"SS (3), 2",mid,-,-,-,-,-,-,-,20 [24],i29,-5,KND,KND,-,-,-,-
EXIT ZHUAN SHEN HUAN WU,,,,,,,,,,,,,,,,,,
-,"(During BT) b, f, u or d",-,-,-,-,-,-,-,-,12 [14],-,-,-,-,-,-,-,-
Backfist,BT 1,high,-,-,-,-,-,-,-,12 [14],i12,-1,+14,+14,-,-,-,-
Circling Tiger,"BT 2, 2","mid, mid",-,-,-,-,-,-,-,"12 [14], 17",i16,-13,KND,-,-,-,-,-
-,"BT (2), 2",mid,-,-,-,-,-,-,-,17 [20],i28,-13,KND,KND,-,-,-,-
-,BT 3,mid,-,-,-,-,-,-,-,30 [36],i32,+8 (OC),+8 (OC),GROUND BOUNCE,-,-,-,-
-,BT 4,high,-,-,-,-,-,-,-,18 [21],i10,-8,KND,KND,-,-,-,-
Reverse Sweep Kick,BT d+3 (close),low,-,-,-,high,-,-,-,21 [25],i18,-26,STUN,STUN,-,-,-,-
-,BT d+3 (far),low,-,-,-,high,-,-,-,14 [16],i18,-26,-4,STUN,-,-,-,-
Hustle Elbow,BT 1+2,mid,-,-,-,-,-,-,-,22 [26],i16,-5,KND,KND,-,-,-,-
Pao Lau Impaler,BT 1+4 (or 2+3),high throw,-,-,-,-,-,-,-,50,I12,-6,KND,KND,-,-,-,-
STAY IN ZHUAN SHEN HUAN WU,,,,,,,,,,,,,,,,,,
-,BT 2,mid,-,-,-,-,-,-,-,12 [14],I16,-6,+5,+5,-,-,-,-
POWER CRUSHES,,,,,,,,,,,,,,,,,,
Nian Zhang Mie Ba,"f, F+1+2",mid,-,-,-,-,-,-,-,21 [25],i23,-12,KND,KND,-,-,-,-
-,"f, F+1+2*",mid,-,-,-,-,-,-,-,28 [33],i16,+1,+23,+23,-,-,-,-
RAGE MOVES,,,,,,,,,,,,,,,,,,
Rage Art,(During Rage) d+1+2,mid,-,-,-,-,-,-,-,55 [57],i21,-22,KND,KND,-,-,-,-
Rage Drive,(During Rage) b+1+2*,mid,-,-,-,-,-,-,-,35 [42],i13,+3,KND,KND,-,-,-,-
UNBLOCKABLE MOVES,,,,,,,,,,,,,,,,,,
Death Palm,u/b+1+2,mid!,-,-,-,-,-,-,-,70 [84],i79,!,KND,KND,-,-,-,-
THROWS,,,,,,,,,,,,,,,,,,
Neck Twister,Approach enemy... 1+3,high throw,-,-,-,-,-,-,-,35,i12,-6,KND,-,-,-,-,-
Serpent Slayer,Approach enemy... 2+4,high throw,-,-,-,-,-,-,-,35,i12,-3,KND,-,-,-,-,-
Neck Twister,Approach enemy... f+1+3,high throw,-,-,-,-,-,-,-,35,i15,-6,KND,-,-,-,-,-
Serpent Slayer,Approach enemy... f+2+4,high throw,-,-,-,-,-,-,-,35,i15,-3,KND,-,-,-,-,-
Avalanche,Approach enemy... d/f+1+2,high throw,-,-,-,-,-,-,-,40,i12,-,KND,-,-,-,-,-
Jaws of Death,Approach from left side... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,40,i12,-3,KND,-,-,-,-,-
Wandering Soul,Approach from right side... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,40,i12,-3,KND,-,-,-,-,-
Violent Storm,Approach from behind... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,50,i12,-,KND,-,-,-,-,-
-,"WR f, f, F (Mid Screen)",mid throw,-,-,-,-,-,-,-,5,i16,-5 (BT),KND,-,-,-,-,-
DURING TACKLE,,,,,,,,,,,,,,,,,,
-,(During Tackle) 1 (or 2),-,-,-,-,-,-,-,-,5,-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5, 15",-,-,KND,-,-,-,-,-
THROWS,,,,,,,,,,,,,,,,,,
Lingering Shadow,qcf,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,1+2+3+4 (Hold),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Taunt,1+3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shifting Clouds,Time with enemy punch... f+3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Attack Reversal,Time with enemy punch... b+1+3 (or b+2+4),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
