MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
Shuang Huan Da,"d/f+1, 2","mid, high",-,-,-,-,-,-,-,"13 [15], 20",i13,-6,KND,-,-,-,-,-
-,"(d/f+1), 2",high,-,-,-,-,-,-,-,20 [24],i18,-6,KND,KND,-,-,-,-
Sheng Pao,d/f+2,mid,-,-,-,-,-,-,-,14 [16],i15,-13,LAUNCH,LAUNCH,-,-,-,-
Chuan Pao,d/f+3,mid,-,-,-,-,-,-,-,22 [26],i17,-9,KND,KND,-,-,-,-
Gui Xi,d/f+2+3,low,-,-,-,high,-,-,-,19 [22],i23,-12,+5,KND,-,-,-,-
Fu Hu,d+1,mid,-,-,-,-,-,-,-,18 [21],i18,-3,+4,STUN,-,-,-,-
-,"d+1, D",mid,-,-,-,-,-,-,-,18 [21],i18,-3,+4,STUN,-,-,-,-
Pi Zhong,d+2,mid,-,-,-,-,-,-,-,23 [27],i21,+4 (OC),+9 (OC),KND,-,-,-,-
-,d+4,low,-,-,-,-,-,-,-,10 [12],i16,-12,-1,-1,-,-,-,-
Sao Tang Ti to Shang Bu Zhuang Zhang,"d+4, 2","low, high",-,-,-,-,-,-,-,"10 [12], 23",i16,-5,KND,-,-,-,-,-
-,"(d+4), 2",high,-,-,-,-,-,-,-,23 [27],i26,-5,KND,KND,-,-,-,-
-,d/b+2,high,-,-,-,-,-,-,-,11 [13],i14,-17,+2,+2,-,-,-,-
Chong Tian Zhang to Fu Bo,"d/b+2, 2","high, mid",-,-,-,-,-,-,-,"11 [13], 17",i14,-7,+5 (OC),-,-,-,-,-
-,"(d/b+2), 2",mid,-,-,-,-,-,-,-,17 [20],i24,-7,+5 (OC),KND,-,-,-,-
Lie Huo Fan Jiao,d/b+3,high,-,-,-,high,-,-,-,23 [27],i25,-8,LAUNCH,LAUNCH,-,-,-,-
-,d/b+4 (close),low,-,-,-,high,-,-,-,18 [21],i20,-31,+2,STUN,-,-,-,-
-,d/b+4 (far),low,-,-,-,high,-,-,-,12 [14],i20,-31,+2,STUN,-,-,-,-
Qian Sao Lei Wang Quan,"d/b+4, 1","low, mid",-,-,-,-,-,-,-,"18 [21], 18",i20,-31,KND,-,-,-,-,-
-,"(d/b+4), 1",mid,-,-,-,-,-,-,-,27 [32],i24,-16,KND,KND,-,-,-,-
-,d/b+1+2,mid,-,-,-,-,-,-,-,17 [20],i21,-9,+7,+7,-,-,-,-
Ba Wang Zhe Jiang,"d/b+1+2, 1","mid, mid",-,-,-,-,-,-,-,"17 [20], 20",i21,-12,KND,-,-,-,-,-
-,"(d/b+1+2), 1",mid,-,-,-,-,-,-,-,20 [24],i17,-12,KND,KND,-,-,-,-
-,b+1,mid,-,-,-,high,-,-,-,17 [20],i18,-12,+1,+1,-,-,-,-
-,b+2,mid,-,-,-,-,-,-,-,11 [13],i15,-11,0,0,-,-,-,-
Wu Hu Chu Dong,"b+2, 1","mid, high",-,-,-,-,-,-,-,"11 [13], 11",i15,-4,+7,-,-,-,-,-
-,"(b+2), 1",high,-,-,-,-,-,-,-,11 [13],i22,-4,+7,+7,-,-,-,-
Er Lang Dan Shan,"b+2, 1+2","mid, mid",-,-,-,-,-,-,-,"11 [13], 21",i15,-11,+8 (OC),-,-,-,-,-
-,"(b+2), 1+2",mid,-,-,-,-,-,-,-,21 [25],i27,-11,+8 (OC),STUN,-,-,-,-
-,b+3,mid,-,-,-,-,-,-,-,15 [18],i14,-7,+4,+4,-,-,-,-
Ying Mian Tui,"b+3, 1","mid, mid",-,-,-,-,-,-,-,"15 [18], 16",i14,-7,+4,-,-,-,-,-
-,"(b+3), 1",mid,-,-,-,-,-,-,-,16 [19],i20,-7,+4,+4,-,-,-,-
-,b+4,mid,-,-,-,-,-,-,-,15 [18],i18,-8,+5,+5,-,-,-,-
Dragon's Impact,"b+4, 1+2","mid, mid",-,-,-,-,-,-,-,"15 [18], 21",i18,-9,KND,-,-,-,-,-
-,"(b+4), 1+2",mid,-,-,-,-,-,-,-,21 [25],i30,-9,KND,KND,-,-,-,-
Cuo Zhang,b+1+4,"high, low",-,-,-,-,-,-,-,"10 [12], 12",i19,-13,+3,+16,-,-,-,-
-,"b, f+1+2",mid,-,-,-,-,-,-,-,15 [18],i17,-24,-11,-11,-,-,-,-
-,"b, f+1+2, 1+2","mid, mid",-,-,-,-,-,-,-,"15 [18], 13",i17,-14,-3,-,-,-,-,-
-,"(b, f+1+2), 1+2",mid,-,-,-,-,-,-,-,13 [15],i21,-14,-3,+7,-,-,-,-
Jin Gang Hua Shan Tuo Tian Zhang,"b, f+1+2, 1+2, 2","mid, mid, mid",-,-,-,-,-,-,-,"15 [18], 13, 25",i17,-17,KND,-,-,-,-,-
-,"(b, f+1+2), 1+2, 2","mid, mid",-,-,-,-,-,-,-,"13 [15], 25",i21,-17,KND,-,-,-,-,-
-,"(b, f+1+2), (1+2), 2",mid,-,-,-,-,-,-,-,25 [30],i20,-17,KND,KND,-,-,-,-
-,"b, f+1+2, 1+2, qcf+2","mid, mid, mid",-,-,-,-,-,-,-,"15 [18], 13, 30",i17,-17,KND,-,-,-,-,-
Tiao Shan Jiang Jiao,"f, f, f+3 (or WR 3)",mid,-,-,-,low,-,-,-,30 [36],i23,+9,KND,KND,-,-,-,-
-,BT 1 or 2,high,-,-,-,-,-,-,-,15 [18],i8,-8,+3,+3,-,-,-,-
-,BT 3 or 4,high,-,-,-,-,-,-,-,18 [21],i10,-8,KND,KND,-,-,-,-
Tui Bu Dan Yi,BT 1+2,mid,-,-,-,-,-,-,-,21 [25],i11,-20,KND,KND,-,-,-,-
-,FC 1,s. mid,-,-,-,high,-,-,-,5 [6],i10,-5,+6,+6,-,-,-,-
-,FC 2,s. mid,-,-,-,high,-,-,-,8 [9],i11,-4,+7,+7,-,-,-,-
-,FC 3,low,-,-,-,high,-,-,-,12 [14],i16,-17,-3,-3,-,-,-,-
-,FC 4,low,-,-,-,high,-,-,-,10 [12],i12,-15,-4,-4,-,-,-,-
Hou Sao Xuan,FC d/f+3,low,-,-,-,high,-,-,-,20 [24],i21,-26,KND,KND,-,-,-,-
Da Kai,SS 1+2,mid,-,-,-,-,-,-,-,30 [36],i19,-10,KND,KND,-,-,-,-
-,"WR f, f, F (Full Screen)",mid,-,-,-,-,-,-,-,30 [36],i8,+13,KND,KND,-,-,-,-
-,"WR f, f, F (Full Screen) (On Grounded Opponent)",low,-,-,-,-,-,-,-,8 [9],i12,-,KND,KND,-,-,-,-
-,WR 4,low,-,-,-,high,-,-,-,17 [20],i14,-37,KND,KND,-,-,-,-
-,WR+1+2,mid,-,-,-,low,-,-,-,24 [28],i18,0,KND,KND,-,-,-,-
-,WS 1,mid,-,-,-,-,-,-,-,13 [15],i14,-8,+4,+4,-,-,-,-
-,"WS 1, 4","mid, low",-,-,-,-,-,-,-,"13 [15], 12",i14,-12,-1,-,-,-,-,-
-,"WS (1), 4",low,-,-,-,-,-,-,-,12 [14],i19,-12,-1,-1,-,-,-,-
Huo Da Ding Zhou,"WS 1, 4, 1","mid, low, mid",-,-,-,-,-,-,-,"13 [15], 12, 24",i14,-14,KND,-,-,-,-,-
-,"WS (1), 4, 1","low, mid",-,-,-,-,-,-,-,"12 [14], 24",i19,-14,KND,-,-,-,-,-
-,"WS (1), (4), 1",mid,-,-,-,-,-,-,-,24 [28],i22,-14,KND,KND,-,-,-,-
Shang Bu Gua Shan,WS 2,mid,-,-,-,-,-,-,-,15 [18],i16,-13,LAUNCH,LAUNCH,-,-,-,-
-,WS 3,mid,-,-,-,-,-,-,-,9 [10],i13,-6,+5,+5,-,-,-,-
-,"WS 3, 1","mid, mid",-,-,-,-,-,-,-,"9 [10], 9",i13,-10,+3,-,-,-,-,-
-,"WS (3), 1",mid,-,-,-,-,-,-,-,9 [10],i21,-10,+3,+3,-,-,-,-
Liang Yi Er Tui Ya Zhou,"WS 3, 1, 2","mid, mid, high",-,-,-,-,-,-,-,"9 [10], 9, 20",i13,-9,KND,-,-,-,-,-
-,"WS (3), 1, 2","mid, high",-,-,-,-,-,-,-,"9 [10], 20",i21,-9,KND,-,-,-,-,-
-,"WS (3), (1), 2",high,-,-,-,-,-,-,-,20 [24],i24,-9,KND,KND,-,-,-,-
-,WS 4,mid,-,-,-,-,-,-,-,15 [18],i11,-12,KND,KND,-,-,-,-
Rising Bei Zhe Kao,"WS 4, 1+2","mid, mid",-,-,-,-,-,-,-,"15 [18], 19",i11,-12,KND,-,-,-,-,-
-,"WS (4), 1+2",mid,-,-,-,-,-,-,-,28 [33],i25,-12,KND,KND,-,-,-,-
Le Kua Kao,WS 1+2,mid,-,-,-,-,-,-,-,25 [30],i13,-15,+22,+22,-,-,-,-
Zhen Jiao,(While enemy is down) d+3+4,low,-,-,-,-,-,-,-,19 [22],i24,-,KND,KND,-,-,-,-
10 Hit Combo 1,"2, 1, 3, 2, 1, 2, 3, 1, 2, 1+2",-,-,-,-,-,-,-,-,98 [99],i11,-,KND,KND,-,-,-,-
10 Hit Combo 2,"2, 1, 3, 2, 1, 3, 2, 4, 2, 1+2",-,-,-,-,-,-,-,-,100 [101],i11,-,KND,KND,-,-,-,-
-,"Face Up, Feet Towards+3 or (After Rolling Forward)",low,-,-,-,high,-,-,-,10 [12],i22,-12,+5,STUN,-,-,-,-
-,"Face Up, Feet Towards+4 or (After Rolling Forward)",mid,-,-,-,-,-,-,-,18 [21],i22,-12,+5,KND,-,-,-,-
-,"Face Up, Feet Towards, d+3 (or 4)",low,-,-,-,"mid, high",-,-,-,5 [6],i13,-18,-3,-3,-,-,-,-
-,"Face Up, Feet Towards+3+4",mid,-,-,-,low*,-,-,-,20 [24],i18,-21,KND,KND,-,-,-,-
-,"Face Up, Feet Towards, Roll Forward+1+2",mid,-,-,-,low*,-,-,-,15 [18],i19,+2,KND,KND,-,-,-,-
-,"Face Down, Feet Away+3",low,-,-,-,high,-,-,-,10 [12],i21,-20,+1,STUN,-,-,-,-
-,"Face Down, Feet Away+4 (close)",mid,-,-,-,-,-,-,-,15 [18],i21,-19,-8,KND,-,-,-,-
-,"Face Down, Feet Away+4 (far)",mid,-,-,-,-,-,-,-,10 [12],i21,-19,-8,KND,-,-,-,-
-,(Upon Landing) f,mid,-,-,-,low*,-,-,-,4,i33,-2,+3,+3,-,-,-,-
INTO FO BU,,,,,,,,,,,,,,,,,,
Fo Bu,d+1+2 or (FC d/b or d+1+2),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"3, 2, D","high, high",-,-,-,-,-,-,-,"15 [18], 10",i19,-20,-9,-,-,-,-,-
-,"u/f+2, D",mid,-,-,-,low,-,-,-,15 [18],i18,-25,+7,+7,-,-,-,-
-,"f+3, D",high,-,-,-,-,-,-,-,23 [27],i20,-15,-11,+12,-,-,-,-
-,"d/b+1+2, D",mid,-,-,-,-,-,-,-,17 [20],i21,-28,-12,-12,-,-,-,-
-,"b+3, 1, D","mid, mid",-,-,-,-,-,-,-,"15 [18], 16",i14,-22,-11,-,-,-,-,-
-,"f, F+3, D",mid,-,-,-,low,-,-,-,20 [24],i26,-16,+29,+29,-,-,-,-
-,"KNK 1, D",high,-,-,-,-,-,-,-,14 [16],i18,-23,-12,-12,-,-,-,-
DURING FO BU,,,,,,,,,,,,,,,,,,
-,BOK 1,mid,-,-,-,high*,-,-,-,14 [16],i13,-4,+9,+9,-,-,-,-
Ya Sui Ying Quan,"BOK 1, 2","mid, mid",-,-,-,-,-,-,-,"14 [16], 20",i13,-14,+2,-,-,-,-,-
-,"BOK (1), 2",mid,-,-,-,-,-,-,-,20 [24],i17,-14,+2,+2,-,-,-,-
Fan Lan Chui,BOK 2,mid,-,-,-,high*,-,-,-,20 [24],i19,-9,LAUNCH,LAUNCH,-,-,-,-
Startled Crane,BOK 3,high,-,-,-,low,-,-,-,30 [36],i21,+9,S!,S!,-,-,-,-
Jin Ji Du Li,BOK 4,mid,-,-,-,-,-,-,-,14 [16],i20,-19,-13,-13,-,-,-,-
Tong Bei Shi,BOK 1+2,high,-,-,-,high*,-,-,-,26 [31],i26,-9,KND,KND,-,-,-,-
INTO JIN BU,,,,,,,,,,,,,,,,,,
Jin Bu,qcf,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,KNK D/F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,(During Tui Bu Jin Ji Du Li) D/F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DURING JIN BU,,,,,,,,,,,,,,,,,,
Lei Zhang,qcf+1,low,-,-,-,high,-,-,-,17 [20],i18,-13,-2,+11,-,-,-,-
Shang Bu Zhuang Zhang,qcf+2,mid,-,-,-,high*,-,-,-,14 [16],i17,-9,+9,KND,-,-,-,-
Lightning Spear,"qcf+2, 1","mid, mid",-,-,-,-,-,-,-,"14 [16], 17",i17,-6,+7,-,-,-,-,-
-,"(qcf+2), 1",mid,-,-,-,-,-,-,-,17 [20],i18,-6,+7,KND,-,-,-,-
Swallow Step,qcf+3+4,"mid, mid",-,-,-,low,-,-,-,"6 [7], 20",i18,-6,KND,KND,-,-,-,-
INTO JIN JI DU LI,,,,,,,,,,,,,,,,,,
Tui Bu Jin Ji Du Li,b+3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jin Ji Du Li,f+4,mid,-,-,-,-,-,-,-,14 [16],i17,-20,-14,-14,-,-,-,-
Ding Zhou Jin Ji Du Li,"b+1, 4","mid, mid",-,-,-,-,-,-,-,"17 [20, 14",i18,-20,-14,-,-,-,-,-
-,"(b+1), 4",mid,-,-,-,-,-,-,-,14 [16],i23,-20,-14,-14,-,-,-,-
-,"1, 2, B","high, high",-,-,-,-,-,-,-,"7 [8], 10",i10,-41,-33,-,-,-,-,-
Wu Dang Jin Ji Du Li,"3, 2, 4","high, high, mid",-,-,-,-,-,-,-,"15 [18], 10, 14",i14,-20,-14,-,-,-,-,-
-,"b+3, 1, B","mid, mid",-,-,-,-,-,-,-,"15 [18], 16",i14,-44,-33,-,-,-,-,-
-,BOK 4,mid,-,-,-,-,-,-,-,14 [16],i20,-19,-13,-13,-,-,-,-
DURING JIN JI DU LI,,,,,,,,,,,,,,,,,,
-,KNK 1,high,-,-,-,-,-,-,-,14 [16],i18,-9,+2,+2,-,-,-,-
Bai She Tui Chuang,"KNK 1, 2","high, mid",-,-,-,-,-,-,-,"14 [16], 17",i18,-9,+8,-,-,-,-,-
-,"KNK (1), 2",mid,-,-,-,-,-,-,-,17 [20],i18,-9,+8,KND,-,-,-,-
Heng Quan,KNK 2,high,-,-,-,-,-,-,-,18 [21],i17,-4,+15,+15,-,-,-,-
-,KNK 3,mid,-,-,-,low,-,-,-,17 [20],i17,-13,LAUNCH,LAUNCH,-,-,-,-
Er Qi Jiao,"KNK 3, 4","mid, mid",-,-,-,low,-,-,-,"17 [20], 14",i17,-12,LAUNCH,-,-,-,-,-
-,"KNK (3), 4",mid,-,-,-,low,-,-,-,20 [24],i20,-12,LAUNCH,LAUNCH,-,-,-,-
Cuo Ti Fu Ren,KNK 4,low,-,-,-,-,-,-,-,18 [21],i20,-12,+4,+10,-,-,-,-
POWER CRUSHES,,,,,,,,,,,,,,,,,,
Dual Rising Fists,1+2,mid,-,-,-,-,-,-,-,25 [30],i25,-12,KND,KND,-,-,-,-
Tong Bei Shi,BOK 1+2,high,-,-,-,high,-,-,-,26 [31],i26,-9,KND,KND,-,-,-,-
RAGE MOVES,,,,,,,,,,,,,,,,,,
Rage Art,(During Rage) d/f+1+2,mid,-,-,-,-,-,-,-,55 [57],i20,-22,KND,KND,-,-,-,-
Rage Drive,"(During Rage) f, F+2*",mid,-,-,-,-,-,-,-,35 [42],i13,+6,KND,KND,-,-,-,-
UNBLOCKABLE MOVES,,,,,,,,,,,,,,,,,,
Xiao Jia Er Lu Liang Yi Zhou,b+2+3,mid!,-,-,-,-,-,-,-,60 [72],i70,!,KND,KND,-,-,-,-
THROWS,,,,,,,,,,,,,,,,,,
Bao Hu Gui Shan,Approach enemy... 1+3,high throw,-,-,-,-,-,-,-,35,i12,-3,KND,-,-,-,-,-
Dan Yang Da,Approach enemy... 2+4,high throw,-,-,-,-,-,-,-,35,i12,-6,KND,-,-,-,-,-
Bao Hu Gui Shan,Approach enemy... f+1+3,high throw,-,-,-,-,-,-,-,35,i15,-3,KND,-,-,-,-,-
Dan Yang Da,Approach enemy... f+2+4,high throw,-,-,-,-,-,-,-,35,i15,-6,KND,-,-,-,-,-
Shuang Pai Shou,"Approach enemy... f, F+1+2",high throw,-,-,-,-,-,-,-,40,i12,-6,KND,-,-,-,-,-
Da Zhe Jiang,Approach from left side... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,40,i12,-3,KND,-,-,-,-,-
Chou Bie Zi,Approach from right side... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,40,i12,-3,KND,-,-,-,-,-
Yang Di Tou,Approach from behind... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,50,-,-,KND,-,-,-,-,-
-,"WR f, f, F (Mid Screen)",-,-,-,-,-,-,-,-,5,i16,-5 (BT),KND,-,-,-,-,-
DURING TACKLE,,,,,,,,,,,,,,,,,,
-,(During Tackle) 1 (or 2),-,-,-,-,-,-,-,-,5,-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5, 15",-,-,KND,-,-,-,-,-
SPECIAL,,,,,,,,,,,,,,,,,,
Shi Zi Xiao Zhang Kou,Time with enemy attack... b+1+2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shi Zi Zhou,Time with enemy punch... b+1+3 (or b+2+4),-,-,-,-,-,-,-,-,-,-,-,+5,-,-,-,-,-
Shi Zi Zhou,Time with enemy kick... b+1+3 (or b+2+4),-,-,-,-,-,-,-,-,34 (or 35),-,-,+5,-,-,-,-,-
Bao Zhou,Time with enemy high punch... u/b+1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
