MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
Kick Start,3,high,-,-,-,-,-,-,-,16 [19],i15,-12,+5,+5,-,-,-,-
-,"3, D",high,-,-,-,-,-,-,-,16 [19],i15,-12,+5,+5,-,-,-,-
Spinning Cutter,4,high,-,-,-,-,-,-,-,27 [32],i17,-7,KND,KND,-,-,-,-
Rising Force,"1+2+3+4, 2",mid,-,-,-,low,-,-,-,20,i16,-18,LAUNCH,LAUNCH,-,-,-,-
Lightning Screw,u/f+3,"mid, mid",-,-,-,low,-,-,-,"12 [14], 14",i16,-26,LAUNCH,LAUNCH,-,-,-,-
Storm Axle,u/f+4,mid,-,-,-,low,-,-,-,20 [24],i25,-9,GROUND BOUNCE,GROUND BOUNCE,-,-,-,-
Avanlache Spike,"u/f+3+4, 1",low,-,-,-,"low, mid, high",-,-,-,20 [24],i23,-13,+3 (OC),KND,-,-,-,-
Avanlache Stomp,"u/f+3+4, 4",mid,-,-,-,"low, mid, high",-,-,-,20 [44],i17,-8,+8 (OC),KND,-,-,-,-
-,f+1,high,-,-,-,-,-,-,-,10 [12],i13,-5,+6,+6,-,-,-,-
Flash Claw,"f+1, 2, B","high, mid",-,-,-,-,-,-,-,"10 [12], 11",i13,-8,+3,-,-,-,-,-
-,"(f+1), 2, B",mid,-,-,-,-,-,-,-,11 [13],i12,-8,+3,+3,-,-,-,-
Flash Bang,"f+1, 2, 3, B","high, mid, mid",-,-,-,-,-,-,-,"10 [12], 11, 20",i13,-12,KND,-,-,-,-,-
-,"(f+1), 2, 3, B","mid, mid",-,-,-,-,-,-,-,"11 [13], 20",i12,-12,KND,-,-,-,-,-
-,"(f+1), (2), 3, B",mid,-,-,-,-,-,-,-,20 [24],i24,-12,KND,KND,-,-,-,-
-,f+2,high,-,-,-,-,-,-,-,10 [12],i12,-6,+3,+3,-,-,-,-
Charge Factor,"f+2, 1, B","high, high",-,-,-,-,-,-,-,"10 [12], 12",i12,-6,+5,+5,-,-,-,-
-,"(f+2), 1, B",high,-,-,-,-,-,-,-,12 [14],i12,-6,+5,+5,-,-,-,-
Death Mask,"f+2, 4","high, high",-,-,-,-,-,-,-,"10 [12], 22",i12,-12,KND,KND,-,-,-,-
-,"(f+2), 4",high,-,-,-,-,-,-,-,22 [26],i18,-12,KND,KND,-,-,-,-
-,f+4,mid,-,-,-,-,-,-,-,12 [14],i17,-9,+7,+7,-,-,-,-
-,"f+4, 1","mid, mid",-,-,-,-,-,-,-,"12 [14], 8",i17,-9,+2,-,-,-,-,-
-,"(f+4), 1",mid,-,-,-,-,-,-,-,8 [9],i21,-9,+2,+2,-,-,-,-
-,"f+4, 1, 2","mid, mid, mid",-,-,-,-,-,-,-,"12 [14], 8, 8",i17,-10,+2,-,-,-,-,-
-,"(f+4), 1, 2","mid, mid",-,-,-,-,-,-,-,"8 [9], 8",i21,-10,+2,-,-,-,-,-
-,"(f+4), (1), 2",mid,-,-,-,-,-,-,-,8 [9],i12,-10,+2,+2,-,-,-,-
Volcanic Lightning,"f+4, 1, 2, 1","mid, mid, mid, mid",-,-,-,-,-,-,-,"12 [14], 8, 8, 20",i17,-14,KND,-,-,-,-,-
-,"(f+4), 1, 2, 1","mid, mid, mid",-,-,-,-,-,-,-,"8 [9], 8, 20",i21,-14,KND,-,-,-,-,-
-,"(f+4), (1), 2, 1","mid, mid",-,-,-,-,-,-,-,"8 [9], 20",i12,-14,KND,-,-,-,-,-
-,"(f+4), (1), (2), 1",mid,-,-,-,-,-,-,-,20 [24],i24,-14,KND,KND,-,-,-,-
Ark Blast,f+1+2,mid,-,-,-,-,-,-,-,20 [24],i15,-13,STUN,STUN,-,-,-,-
Power Slug,f+1+4,mid,-,-,-,-,-,-,-,28 [33],i13,-18,KND,KND,-,-,-,-
Surge Blast,"f, F+2",mid,-,-,-,-,-,-,-,20 [24],i21,-13,LAUNCH,LAUNCH,-,-,-,-
Electric Jolt,"f, F+3",mid,-,-,-,low,-,-,-,22 [26],i18,-8,KND,KND,-,-,-,-
-,"f, F+4",low,-,-,-,-,-,-,-,14 [16],i21,-31,+5,+5,-,-,-,-
Double Pulse,"f, F+4, 3","low, mid",-,-,-,-,-,-,-,"14 [16], 20",i21,-31,0,-,-,-,-,-
-,"(f, F+4), 3",mid,-,-,-,-,-,-,-,20 [24],i29,-16,0,0,-,-,-,-
Elbow Corona,"f, F+1+2",mid,-,-,-,-,-,-,-,20 [24],i16,-11,KND,S!,-,-,-,-
Double Action,"f, F+3+4","low, low",-,-,-,high,-,-,-,"11 [13], 15",i19,-16,0,0,-,-,-,-
-,"f, F+3+4 (second hit only)",low,-,-,-,-,-,-,-,15 [18],i29,-16,0,0,-,-,-,-
-,"f, b+2",mid,-,-,-,-,-,-,-,10 [12],i14,-12,0,0,-,-,-,-
Blue Bolt,"f, b+2, 1","mid, mid",-,-,-,-,-,-,-,"10 [12], 10",i14,-18,STUN,-,-,-,-,-
-,"(f, b+2), 1",mid,-,-,-,-,-,-,-,10 [12],i16,-18,STUN,STUN,-,-,-,-
Red Sprite,"f, f, f+3 (or WR 3)",mid,-,-,-,low,-,-,-,30 [36],i20,+8,KND,KND,-,-,-,-
-,d/f+1,mid,-,-,-,-,-,-,-,14 [16],i13,-1,+5,+5,-,-,-,-
-,d/f+2,mid,-,-,-,-,-,-,-,15 [18],i16,-8,+3,+3,-,-,-,-
Flashing Strike,"d/f+2, 1","mid, high",-,-,-,-,-,-,-,"15 [18], 14",i16,-7,S!,-,-,-,-,-
-,"(d/f+2), 1",high,-,-,-,-,-,-,-,20 [24],i20,-7,KND,KND,-,-,-,-
-,d/f+3,mid,-,-,-,-,-,-,-,15 [18],i16,-7,+3,+3,-,-,-,-
Outpost Blitz,"d/f+3, 3","mid, mid",-,-,-,-,-,-,-,"15 [18], 20",i16,-20,KND,-,-,-,-,-
-,"(d/f+3), 3",mid,-,-,-,low,-,-,-,20 [24],i25,-20,KND,KND,-,-,-,-
-,d/f+4,mid,-,-,-,-,-,-,-,6 [19],i15,-8,+2,+2,-,-,-,-
Tactical Sword,d+2,mid,-,-,-,-,-,-,-,17 [20],i18,0 (OC),+8 (OC),KND,-,-,-,-
-,d+3,low,-,-,-,-,-,-,-,8 [9],i15,-14,-3,-3,-,-,-,-
Tesla Gravity,"d+3, 1","low, high, high",-,-,-,-,-,-,-,"8 [9], 4, 10",i15,-42,+4,-,-,-,-,-
-,"(d+3), 1","high, high",-,-,-,-,-,-,-,"4, 10",i19,-7,+4,+4,-,-,-,-
Earth Battery,d+1+2,low,-,-,-,high,-,-,-,25 [30],i24,-20,KND,KND,-,-,-,-
-,d/b+1,low,-,-,-,high,-,-,-,9 [10],i17,-12,-1,-1,-,-,-,-
Arc Combination,"d/b+1, 3","low, high",-,-,-,-,-,-,-,"9 [10], 10",i17,-31,-1,-,-,-,-,-
-,"(d/b+1), 3",high,-,-,-,-,-,-,-,10 [12],i19,-12,-1,-1,-,-,-,-
-,"d/b+1, 3, D","low, high",-,-,-,-,-,-,-,"9 [10], 10",-,-,-,-,-,-,-,-
-,d/b+2,mid,-,-,-,-,-,-,-,12 [14],i15,-8,+3,+3,-,-,-,-
Double Tap,"d/b+2, 1","mid, mid",-,-,-,-,-,-,-,"12 [14], 8",i15,-8,+6,-,-,-,-,-
-,"(d/b+2), 1",mid,-,-,-,-,-,-,-,8 [9],i15,-8,+6,+6,-,-,-,-
HE Combination,"d/b+2, 3","mid, mid",-,-,-,-,-,-,-,"12 [14], 15",i15,-13,0,-,-,-,-,-
-,"(d/b+2), 3",mid,-,-,-,-,-,-,-,15 [18],i19,-13,0,+23,-,-,-,-
-,"(d/b+2), 3*","mid, mid",-,-,-,-,-,-,-,25 [30],i52,+8,KND,KND,-,-,-,-
Shadow Cutter,d/b+4,low,-,-,-,high,-,-,-,17 [20],i21,-26,+5,STUN,-,-,-,-
Inductance,d/b+1+2,mid,-,-,-,high,-,-,-,18 [21],i26,-14,+5,STUN,-,-,-,-
Chevron Slash,b+1,mid,-,-,-,-,-,-,-,17 [20],i15,-9,+4,KND,-,-,-,-
-,b+2,mid,-,-,-,-,-,-,-,12 [14],i16,-7,+4,+4,-,-,-,-
Gilbert Smash,"b+2, 1","mid, mid",-,-,-,-,-,-,-,"12 [14], 17",i16,-10,+3,-,-,-,-,-
-,"(b+2), 1",mid,-,-,-,-,-,-,-,17 [20],i15,-10,+3,KND,-,-,-,-
Gilbert Cannon,"b+2, 3","mid, high",-,-,-,-,-,-,-,"12 [14], 21",i16,-8,KND,-,-,-,-,-
-,"(b+2), 3",high,-,-,-,-,-,-,-,21 [25],i18,-8,KND,KND,-,-,-,-
-,b+3,mid,-,-,-,-,-,-,-,14 [16],i17,-12,+4,+4,-,-,-,-
Impulse Plus,"b+3, 4","mid, high",-,-,-,-,-,-,-,"14 [16], 20",i17,-8,KND,-,S!,-,-,-
-,"(b+3), 4",high,-,-,-,-,-,-,-,20 [24],i23,-8,KND,KND,S!,-,-,-
Magnetic Knee,b+4,mid,-,-,-,-,-,-,-,23,i15,-8,+8,-,-,-,-,-
Magnetic Knee Blast,CH b+4,mid,-,-,-,-,-,-,-,50,i15,-8,-,KND,-,-,-,-
Wind Liger,b+1+2,"mid, mid",-,-,-,high,-,-,-,"8 [9], 20",i21,-11,+6,-,-,-,-,-
-,b+1+2 (second hit only),mid,-,-,-,-,-,-,-,20 [24],i31,-11,+6,+6,-,-,-,-
-,BT 1 (or 2),high,-,-,-,-,-,-,-,15 [18],i8,-8,+3,+3,-,-,-,-
-,BT 3 (or 4),high,-,-,-,-,-,-,-,18 [21],i10,-8,KND,KND,-,-,-,-
-,FC 1,s. mid,-,-,-,high,-,-,-,5 [6],i10,-5,+6,+6,-,-,-,-
-,FC 2,s. mid,-,-,-,high,-,-,-,8 [9],i11,-4,+7,+7,-,-,-,-
-,FC 3,low,-,-,-,high,-,-,-,12 [14],i16,-17,-3,-3,-,-,-,-
-,FC 4,low,-,-,-,high,-,-,-,10 [12],i12,-15,-4,-4,-,-,-,-
Double Smack,FC d/f+1+2,"low, low",-,-,-,high,-,-,-,"10 [12], 14",i18,-12,+1,+1,-,-,-,-
-,FC d/f+1+2 (second hit only),low,-,-,-,-,-,-,-,14 [16],i31,-12,+1,+1,-,-,-,-
Shockwave,SS 2,mid,-,-,-,-,-,-,-,20 [24],i16,-7,KND,KND,-,-,-,-
-,"WR f, f, F (Full Screen)",mid,-,-,-,-,-,-,-,30 s[36],i8,+13,KND,KND,-,-,-,-
-,"WR f, f, F (Full Screen) (On Grounded Opponent)",low,-,-,-,-,-,-,-,8 [9],i12,-,KND,KND,-,-,-,-
-,WR 4,low,-,-,-,high,-,-,-,17 [20],i14,-40,KND,KND,-,-,-,-
-,WR+1+2,mid,-,-,-,"low, high",-,-,-,24 [28],i18,0,KND,KND,-,-,-,-
Streamer,WS 1,mid,-,-,-,-,-,-,-,16 [19],i15,-12,LAUNCH,LAUNCH,-,-,-,-
-,WS 2,mid,-,-,-,-,-,-,-,10 [12],i13,-9,+2,+2,-,-,-,-
Multiplied Force,"WS 2, 1","mid, mid",-,-,-,-,-,-,-,"10 [12], 17",i13,-12,+3 (OC),-,-,-,-,-
-,"WS (2), 1",mid,-,-,-,-,-,-,-,17 [20],i21,-12,+3 (OC),KND,-,-,-,-
Tower Cannon,WS 3,high,-,-,-,-,-,-,-,30 [36],i20,+7,KND,KND,-,-,-,-
-,WS 4,mid,-,-,-,-,-,-,-,16 [19],i11,-6,+5,+5,-,-,-,-
Stack Up,(While enemy is down) d+3+4,low,-,-,-,-,-,-,-,20 [24],i22,-,KND,KND,-,-,-,-
Force,"u/f+1, 2, 1, 1, 2, 2, 3, 3, 1+2, 1+2",-,-,-,-,-,-,-,-,88 [90],i13,-,KND,KND,-,-,-,-
-,"Face Up, Feet Towards+3 or (After Rolling Forward)",low,-,-,-,high,-,-,-,10 [12],i22,-12,+5,STUN,-,-,-,-
-,"Face Up, Feet Towards+4 or (After Rolling Forward)",mid,-,-,-,-,-,-,-,18 [21],i22,-12,+5,KND,-,-,-,-
-,"Face Up, Feet Towards, d+3 (or 4)",low,-,-,-,"mid, high",-,-,-,4,i13,-16,-3,-3,-,-,-,-
-,"Face Up, Feet Towards+3+4",mid,-,-,-,low,-,-,-,20 [24],i19,-21,KND,KND,-,-,-,-
-,"Face Up, Feet Towards, Roll Forward+1+2",mid,-,-,-,"low, high",-,-,-,15 [18],i19,+2,KND,KND,-,-,-,-
-,"Face Down, Feet Away+3",low,-,-,-,high,-,-,-,10 [12],i21,-20,+1,STUN,-,-,-,-
-,"Face Down, Feet Away+4 (close)",mid,-,-,-,-,-,-,-,15 [18],i21,-19,KND,KND,-,-,-,-
-,"Face Down, Feet Away+4 (far)",mid,-,-,-,-,-,-,-,10 [12],i21,-19,-8,KND,-,-,-,-
-,(Upon Landing) f,mid,-,-,-,low,-,-,-,4,i33,-2,+3,+3,-,-,-,-
INTO DYNAMIC ENTRY,,,,,,,,,,,,,,,,,,
Dynamic Entry,f+3,-,-,-,-,high,-,-,-,-,i13,-,-,-,-,-,-,-
Flash Bang to Dynamic Entry,"f+1, 2, 3","high, mid, mid",-,-,-,-,-,-,-,"10 [12], 11, 20",i12,-34,KND,KND,-,-,-,-
Outpost to Dynamic Entry,"d/f+3, D",mid,-,-,-,-,-,-,-,15 [18],i16,-33,-23,-23,-,-,-,-
Lightning Starter to Dynamic Entry,"WS 2, D",mid,-,-,-,-,-,-,-,10 [12],i13,-37,-26,-26,-,-,-,-
DURING DYNAMIC ENTRY,,,,,,,,,,,,,,,,,,
-,DEN 1,high,-,-,-,-,-,-,-,14 [16],i11,-3,+8,+8,-,-,-,-
Double Barrel,"DEN 1, 2","high, high",-,-,-,-,-,-,-,"14 [16], 20",i11,-6,KND,-,-,-,-,-
-,"DEN (1), 2",high,-,-,-,-,-,-,-,20 [24],i14,-6,KND,KND,-,-,-,-
Rimfire,DEN 2,mid,-,-,-,-,-,-,-,17 [20],i17,-8,+6,STUN,-,-,-,-
Spiral Kick,DEN 3,mid,-,-,-,-,-,-,WALL BOUNCE,25 [30],i27,+4,KND,KND,-,-,-,-
-,DEN 4,low,-,-,-,-,-,-,-,14 [16],i21,-31,+5,+5,-,-,-,-
Double Pulse,"DEN 4, 3","low, mid",-,-,-,-,-,-,-,"14 [16], 20",i21,-31,0,-,-,-,-,-
-,"DEN (4), 3",mid,-,-,-,-,-,-,-,20 [24],i30,-16,0,0,-,-,-,-
Into the Storm,DEN 1+2,high,-,-,-,-,-,-,-,20 [24],i12,-10,S!,S!,-,-,-,-
INTO SILENT ENTRY,,,,,,,,,,,,,,,,,,
Silent Entry,DEN F,-,-,-,-,hgh,-,-,-,-,-,-,-,-,-,-,-,-
Flash Claw to Silent Entry,"f+1, 2","high, mid",-,-,-,-,-,-,-,"10 [12], 11",i13,-46,-35,-35,-,-,-,-
Charge Factor to Silent Entry,"f+2, 1","high, high",-,-,-,-,-,-,-,"10 [12], 12",i12,-46,-35,-35,-,-,-,-
Surge Blast to Silent Entry,"f, F+2, F (must hit)",mid,-,-,-,-,-,-,-,20 [24],i21,-,-11,-11,-,-,-,-
Hollow Point to Silent Entry,"d/b+2, F",mid,-,-,-,-,-,-,-,12 [14],i15,-46,-35,-35,-,-,-,-
Impulse Kick to Silent Entry,"b+3, F",mid,-,-,-,-,-,-,-,14 [16],i17,-46,-30,-30,-,-,-,-
Streamer to Silent Entry,"WS 1, F (must hit)",mid,-,-,-,-,-,-,-,16 [19],i15,-,-12,-12,-,-,-,-
Lightning Starter to Silent Entry,"WS 2, F (must hit)",mid,-,-,-,-,-,-,-,10 [12],i13,-,-35,-35,-,-,-,-
Lock & Load to Silent Entry,"DEN 1, F",high,-,-,-,-,-,-,-,14 [16],i11,-46,-35,-35,-,-,-,-
Stack Up to Silent Entry,"(While enemy is down) d+3+4*, F",low,-,-,-,-,-,-,-,20 [24],i22,-,-,-,-,-,-,-
DURING SILENT ENTRY,,,,,,,,,,,,,,,,,,
Lightning Thrust,SEN 1,mid,-,-,-,high,-,-,WALL BOUNCE,27 [32],i12,-10,KND,KND,-,-,-,-
Turbine Hook,SEN 2,low,-,-,-,high,-,-,-,20 [24],i19,-13,+3 (OC),STUN,-,-,-,-
Rising Storm,SEN 3,mid,-,-,-,-,-,-,-,20 [24],i14,-14,LAUNCH,LAUNCH,-,-,-,-
Bolt Smash,SEN d/f+1,mid,-,-,-,-,-,-,-,20 [24],i14,-4,+4 (OC),+4 (OC),-,-,-,-
POWER CRUSHES,,,,,,,,,,,,,,,,,,
X-Ray,d/f+1+2,-,-,-,-,-,-,-,-,25 [30],i25,-12,KND,KND,-,-,-,-
RAGE MOVES,,,,,,,,,,,,,,,,,,
Rage Art,(During Rage) 1+2,-,-,-,-,-,-,-,-,55 [57],i20,-22,KND,KND,-,-,-,-
Rage Drive,(During Rage) SEN 1+2,-,-,-,-,-,-,-,-,27 [32],i12,-16,KND,KND,-,-,-,-
UNBLOCKABLE MOVES,,,,,,,,,,,,,,,,,,
Zeus,b+2+3,-,-,-,-,high,-,-,-,45 [54],i84,!,KND,KND,-,-,-,-
-,"(During Rage) (SEN 1+2), b+2+3",-,-,-,-,high,-,-,-,33 [39],i43,!,KND,KND,-,-,-,-
THROWS,,,,,,,,,,,,,,,,,,
Hostile Takedown,Approach enemy... 1+3,high throw,-,-,-,-,-,-,-,35,i12,-3,KND,-,-,-,-,-
Raging Thunder,Approach enemy... 2+4,high throw,-,-,-,-,-,-,-,35,i12,-3,KND,-,-,-,-,-
Apocalypse,Approach enemy... u/f+1+2,high throw,-,-,-,-,-,-,-,40,i12,-3,KND,-,-,-,-,-
Avanlache Drop,u/f+3+4*,high throw,-,-,-,-,-,-,-,40,i9,-7,KND,-,-,-,-,-
Hostile Takedown,Approach enemy... f+1+3,high throw,-,-,-,-,-,-,-,35,i15,-3,KND,-,-,-,-,-
Raging Thunder,Approach enemy... f+2+4,high throw,-,-,-,-,-,-,-,35,i15,-3,KND,-,-,-,-,-
SHB,"f, f, f+2+4",high throw,-,-,-,-,-,-,-,40,i11,-3,KND,-,-,-,-,-
Tactical Knee,Approach from left side... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,40,i12,-3,KND,-,-,-,-,-
Lethal Force,Approach from right side...  1+3 (or 2+4),high throw,-,-,-,-,-,-,-,40,i12,-3,KND,-,-,-,-,-
Swift Silence,Approach from behind... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,50,i12,-,KND,-,-,-,-,-
Rejection,"Approach mid-air enemy... f, f, f+2+4",high throw,-,-,-,-,-,-,-,31,i11,-,KND,-,-,-,-,-
-,DEN 2+3,high throw,-,-,-,-,-,-,-,40,i12,-3,KND,-,-,-,-,-
-,DEN Opponent in mid-air... 2+3,high throw,-,-,-,-,-,-,-,31,i12,-,KND,-,-,-,-,-
-,"WR f, f, F (Mid Screen)",mid throw,-,-,-,high,-,-,-,31,i16,-5 (BT),KND,-,-,-,-,-
DURING TACKLE,,,,,,,,,,,,,,,,,,
-,(During Tackle) 1 (or 2),-,-,-,-,-,-,-,-,5,-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5, 15",-,-,KND,-,-,-,-,-
SPECIAL,,,,,,,,,,,,,,,,,,
-,"u/b, b",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Avanlache Flip,u/f+3+4,-,-,-,-,"low, mid, high",-,-,-,-,-,-,-,-,-,-,-,-
