MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
Thunder Punch Combo,1+2,"mid, mid, s. mid",1.75,1.25,-,-,-,-,WALL BREAK / SPLAT,"3, 7, 20",i12,-14,KND,KND,FLOAT,-31,"1, 2",-
-,1+2 (second hit only),"mid, s. mid",2,1.25,SSR,-,-,-,WALL BREAK / SPLAT,"7 [8], 20",i21,-14,KND,KND,FLOAT,-31,2,-
Rolling Tiger,1+4,s. mid,3.5,2,-,-,-,-,WALL BREAK / SPLAT,27 [32],i21,-44,KND,KND,FLOAT,-60~,1,-
Lunging Tiger,2+3,s. mid,5,2.75,-,-,-,-,WALL BREAK / SPLAT,10 [12],i35,-51,KND,KND,FLOAT,-60~,1,-
Lethal Chop,u/f+2,"high, s. mid",1.75,1,SWR,-,-,-,WALL BREAK / SPLAT,"12 [14], 20",i14,-14,KND,KND,FLOAT,-31,2,-
-,u/f+3,mid,3,1,-,low,-,-,WALL BREAK / SPLAT,20 [24],i28,-12,KND,KND,FLOAT,-36,2,-
-,"u/f+3, 4","mid, mid",3,1,-,-,NO,NC,-,"20 [24], 8",i28,-7,KND,-,FLOAT,-,-,-
Hell Blade,"u/f+3, 4, 1","mid, mid, mid",3,0.5,-,-,NO,NC,-,"20 [24], 8, 12",i28,-11,KND,-,FLOOR BREAK,-,-,-
Axle Kick,"u/f+3, 4, 3","mid, mid, mid",3,0.25,-,-,NO,NC,-,"20 [24], 8, 8",i28,-11,S!,-,S!,-,-,-
Crushing Knee,u/f+4,mid,0.75,0.5,-,low,-,-,WALL SPLAT,13 [15],i15,-13,LAUNCH,LAUNCH,FLOAT,-31,2,-
Gut Crusher,f+3,mid,2,0,-,-,-,-,-,13 [15],i18,-8,0,0,FLOAT,-29,1,-
Demon's Gate Kick,f+4,high,1.75,0.25,HOMING,-,-,-,WALL BREAK / SPLAT,20 [24],i16,-8,+11,+11,S!,-30,2,-
Oroshi Heel,"f, F+4",mid,2,0.75,-,-,-,-,-,21 [25],i20,-7,GROUND BOUNCE,GROUND BOUNCE,FLOOR BREAK,-30,2,-
Diamond Flash,"f, f, f+2 (or WR 2)",mid,2,2.5,-,-,-,-,WALL BREAK / SPLAT,24 [28],i15,-4,KND,KND,SPIRAL,-33,2,-
-,d/f+1,mid,1.75,0,SWL,-,-,-,-,10 [12],i13,-3,+6,+6,FLOAT,-20,2,-
Crimson Dawn,"d/f+1, 2","mid, mid",1.75,0.25,-,-,NO,NC,WALL BREAK / SPLAT,"10 [12], 21",i13,-13,KND,-,FLOOR BREAK,-36,"2, 1",-
-,"(d/f+1), 2",mid,2,0.25,SSR,-,-,-,WALL BREAK / SPLAT,21 [25],i23,-13,KND,KND,FLOOR BREAK,-36,1,-
Tiger Wind Uppercut,d/f+2,mid,2,1,SSL,low,-,-,WALL SPLAT,"20 [24], 9",i18,-24,LAUNCH,LAUNCH,BACK FLIP,-51,1,-
Heel Thrust,d/f+3,mid,2,0.5,-,-,-,-,-,14 [16],i14,-9,+2,+2,FLOAT,-27,1,-
-,d+1,mid,1.75,0.25,SSR,-,-,-,-,15 [18],i16,-9,+2,+2,FLOOR BREAK,-26,2,-
Diamond Cleaver,"d+1, 2","mid, mid",1.75,0.25,-,-,NO,NCc,-,"15 [18], 20, 25",i16,-13,KND,-,FLOOR BREAK,-35,"2, 2",-
-,"(d+1), 2",mid,2.5,0.25,SSL,-,-,-,-,"25 [30], 20",i18,-13,KND,KND,FLOAT,-35,2,-
-,d+4,low,1.75,1,SWL / SSR,-,-,-,-,10 [12],i16,-13,-2,-2,FLOAT,-40,2,-
-,d/b+2,low,2,0.75,SSR,low,-,-,-,18 [21],i17,-14,-3,+3,FLOAT,-32,1,-
-,"d/b+2, 3","low, low",2,1.25,-,-,NO,NCc,-,"18 [21], 12",i17,-14,0,-,FLOAT,-28,"1, 2",-
-,"(d/b+2), 3",low,2,1.25,SSL / SSR,low,-,-,-,12 [14],i25,-14,0,+6,FLOAT,-28,2,-
Hellfire Spiral,"d/b+2, 3, 4","low, low, low",2,0.75,-,-,NO,NO,-,"18 [21], 12, 12",i17,-14,+5,-,FLOAT,-31,"1, 2, 2",-
-,"(d/b+2), 3, 4","low, low",2,0.75,-,-,NO,NCc,-,"12 [14], 12",i25,-14,+5,-,FLOAT,-31,"2, 2",-
-,"(d/b+2), (3), 4",low,2,0.75,SWL / SWR,low,-,-,-,12 [14],i25,-14,+5,KND,FLOAT,-31,2,-
Foot Breaker,d/b+3,low,1.5,0,-,-,-,-,-,14 [16],i17,-14,+2,+2,FLOAT,-32,1,-
Rolling Thunder,d/b+4,low,2,0.5,SSL,-,-,-,-,17 [20],i20,-12,+4,KND,FLOAT,-30,1,-
Deadly Crescent,d/b+1+2,mid,2,0.5,-,-,-,-,-,20 [24],i24,-4,KND,KND,FLOOR BREAK,-27,2,-
-,b+1,high,1.5,1,SSR,-,-,-,-,13 [15],i20,-16,-5,-5,FLOAT,-34,1,-
Dragon Slice,"b+1, 2","high, mid",1.5,1,-,-,NO,NC,-,"13 [15], 20",i20,-14,+2,-,FLOAT,-31,"1, 2",-
-,"(b+1), 2",mid,2,1,-,-,-,-,-,20 [24],i25,-14,+2,+2,FLOAT,-31,2,-
Rajomon,b+3,mid,2,1,-,-,-,-,-,16 [19],i16,-8,+3,+3,FLOAT,-26,1,-
Lightning Heel,b+4,mid,2,1,-,-,-,-,-,20 [24],i19,-13,+9,STUN,TURN OVER,-36,1,-
-,"b, f+2",mid,2,0.75,-,-,-,-,-,12 [14],i15,-12,-1,STUN,FLOAT,-29,2,-
-,"b, f+2, 1","mid, mid",2,0.5,-,-,NO,NC,-,"12 [14], 9",i15,-14,-1,-,FLOAT,-29,"2, 2",-
-,"(b, f+2), 1",mid,2,0.5,SSR,-,-,-,-,9 [10],i20,-14,-1,-1,FLOAT,-29,2,-
Tiger Demon's Gate,"b, f+2, 1, 4","mid, mid, high",2,0.5,-,-,NO,NO,WALL BREAK / SPLAT,"12 [14], 9, 20",i15,-6,+13,-,S!,-28,"2, 2, 2",-
-,"(b, f+2), 1, 4","mid, high",2,0.5,-,-,NO,NCc,WALL BREAK / SPLAT,"9 [10], 20",i20,-6,+13,-,S!,-28,"2, 2",-
-,"(b, f+2), (1), 4",high,1.5,0.5,SWL / SWR,-,-,-,WALL BREAK / SPLAT,20 [24],i18,-6,+13,+13,S!,-28,2,-
Tiger Demon's Breath,"b, f+2, 1, 1+2","mid, mid, mid",2,1,-,-,NO,NO,WALL BREAK / SPLAT,"12 [14], 9, 13, 14",i15,-14,KND,-,FLOAT,-31,"2, 2, 2",-
-,"(b, f+2), 1, 1+2","mid, mid",1,1,-,-,NO,NCc,WALL BREAK / SPLAT,"9 [10], 13, 14",i20,-14,KND,-,FLOAT,-31,"2, 2",-
-,"(b, f+2), (1), 1+2",mid,1.5,1,-,-,-,-,WALL BREAK / SPLAT,"14 [15], 14",i20,-14,KND,KND,FLOAT,-31,2,-
-,BT 1 (or 2),high,0.5,0.75,-,-,-,-,-,15 [18],i8,-8,+3,+3,FLOAT,-26,1,-
-,BT 3 (or 4),high,1.25,0.75,-,-,-,-,-,18 [21],i10,-8,KND,KND,FLOAT,-26,1,-
-,FC 1,s. mid,1,0.75,-,high,-,-,-,5 [6],i10,-5,+6,+6,FLOAT,-23,1,-
-,FC 2,s. mid,1,0.75,-,high,-,-,-,8 [9],i11,-4,+7,+7,FLOAT,-22,1,-
-,FC 3,low,1,0.75,SSL,high,-,-,-,12 [14],i16,-17,-3,-3,FLOAT,-32,1,-
-,FC 4,low,1.75,1,SWL / SSR,high,-,-,-,10 [12],i16,-15,-4,-4,FLOAT,-32,2,-
-,FC d/f+4,low,1.25,1.25,SWL / SWR,high,-,-,-,10 [12],i12,-15,-4,-4,FLOAT,-33,1,-
-,"WR f, f, F (Full Screen)",mid,0,0,SWL / SWR,-,-,-,WALL BREAK / SPLAT,30 [36],i8,+13,KND,KND,FLOAT,-35,13,-
-,"WR f, f, F (Full Screen) (On Grounded Opponent)",low,0,0,-,-,-,-,-,8 [9],i12,+6,KND,KND,-,-28,1,-
-,WR 4,low,4,0,SSL / SSR,high,-,-,-,17 [20],i14,-40,KND,KND,FLOAT,-39,17,-
-,WR+1+2,mid,4,0,-,high,-,-,WALL BREAK / SPLAT,24 [28],i18,0,KND,KND,FLOAT,40,19,-
-,WS 1,mid,1,0.25,SSR,-,-,-,-,12 [14],i12,-4,+7,+7,FLOAT,-21,2,-
Diamond Cutter,"WS 1, 2","mid, mid",1,1,-,-,YES,NC,WALL BREAK / SPLAT,"12 [14], 23",i12,-13,KND,-,FLOAT,-33,"2, 2",-
-,"WS (1), 2",mid,1.75,1,SSL,-,-,-,WALL BREAK / SPLAT,23 [27],i14,-13,KND,KND,FLOAT,-33,2,-
Demon Uppercut,WS 2,mid,2.5,0.5,SSL / SSR,-,-,-,WALL SPLAT,20 [24],i18,-12,LAUNCH,LAUNCH,FLOAT,-34,2,-
-,WS 3,mid,2,0.25,-,-,-,-,WALL BREAK / SPLAT,20 [24],i15,-11,KND,KND,FLOAT,-28,2,-
-,WS 4,mid,1.5,0.75,SSL,-,-,-,-,13 [15],i11,-3,+8,+8,FLOAT,-20,2,-
Demon's Gate Crasher,"WS 4, 4","mid, high",1.5,2,-,-,NO,NC,WALL BREAK / SPLAT,"13 [15], 16",i11,-6,+13,-,S!,-28,"2, 2",-
-,"WS (4), 4",high,1.5,2,HOMING,-,-,-,WALL BREAK / SPLAT,16 [19],i20,-6,+13,+13,S!,-28,2,-
Divine Justice,(While enemy is down) d+2,low,0,0.75,-,high,-,-,-,16 [20],i17,-13,KND,KND,-,-30,2,-
10 Hit Combo,"d/f+3, 1, 2, 3, 2, 1, 2, 3, 4, 2",-,-,-,-,-,-,-,-,82,i14,-,KND,KND,-,-,-,-
-,"Face Up, Feet Towards+3 or (After Rolling Forward)",low,1,1.5,SSL / SSR,low,-,-,-,10 [12],i22,-12,+5,STUN,FLOAT,-29,1,-
-,"Face Up, Feet Towards+4 or (After Rolling Forward)",mid,1,1.5,-,-,-,-,WALL BREAK / SPLAT,18 [21],i22,-12,+5,KND,FLOAT,-29,1,-
-,"Face Up, Feet Towards, d+3 (or 4)",low,0,1.5,SSR,"high, mid",-,-,-,4,i13,-16,-3,-3,FLOAT,-34,1,-
-,"Face Up, Feet Towards+3+4",mid,0.25,0,-,low,-,-,WALL BREAK / SPLAT,20 [24],i18,-21,KND,KND,FLOAT,-26,12,-
-,"Face Up, Feet Towards, Roll Forward+1+2",mid,4,0,-,-,-,-,WALL BREAK / SPLAT,15 [18],i19,+2,KND,KND,FLOAT,-42,6,-
-,"Face Down, Feet Away+3",low,0.5,0.75,SSL / SSR,high,-,-,-,10 [12],i21,-20,+1,STUN,FLOAT,-35,1,-
-,"Face Down, Feet Away+4 (close)",mid,0.75,1.5,-,-,-,-,WALL BREAK / SPLAT,15 [18],i21,-19,KND,KND,FLOAT,-37,1,-
-,"Face Down, Feet Away+4 (far)",mid,0.75,1.5,-,-,-,-,[WALL SPLAT],10 [12],i21,-19,-8,KND,FLOAT,-37,1,-
-,(Upon Landing) f,mid,0,0,-,-,-,-,-,4,i33,-2,+3,+3,FLOAT,-13,4,-
INTO FEARLESS WARRIOR,,,,,,,,,,,,,,,,,,
Fearless Warrior,f+3+4,-,3.5,-,-,low,-,-,-,-,-,-,-,-,-,-36,-,-
Gut Crusher to Fearless Warrior,"f+3, F",mid,2,0,-,low,-,-,-,13 [15],i18,-16,-8,-8,FLOAT,-37,1,-
-,(During Last Warrior) F,-,3.5,-,-,low,-,-,-,-,-,-,-,-,-,-37,-,-
DURING FEARLESS WARRIOR,,,,,,,,,,,,,,,,,,
Lightning God's Rage,RSS 1,mid,1.5,1.5,-,-,-,-,WALL BOUNCE,25 [30],i19,-9,KND,KND,FLOAT,-30,1,-
Wind God's Fury,RSS 2,high,0.5,1,SWL / SWR,-,-,-,WALL SPLAT,20 [24],i15,-10,LAUNCH,LAUNCH,FLOAT,-28,1,-
Oroshi,RSS 3,mid,2.5,0,-,low,-,-,-,20 [24],i23,-7,+7 (OC),+7 (OC),FLOOR BREAK,-27,5,-
-,RSS 4,low,2.5,1,SWL / SSR,-,-,-,-,17 [20],i18,-31,+5,+5,FLOAT,-29,1,-
Hellfire Burst,"RSS 4, 2","low, mid",2.5,1,-,-,NO,NC,WALL BREAK / SPLAT,"17 [20], 14",i18,-31,KND,-,FLOAT,-35,"1, 2",-
-,"RSS (4), 2",mid,2.5,0.25,-,-,-,-,WALL BREAK / SPLAT,20 [24],i26,-16,KND,KND,FLOAT,-35,2,-
Demon's Horn,RSS 1+2,mid,1.5,1.5,-,-,-,-,-,20 [24],i22,+4,+8,KND,SPIRAL,-27,2,-
INTO LAST WARRIOR,,,,,,,,,,,,,,,,,,
Last Warrior,b+3+4,-,-3.5,-,-,-,-,-,-,-,-,-,-,-,-,-54,-,-
-,RSS B,-,-3.5,-,-,-,-,-,-,-,-,-,-,-,-,-60~,-,-
POWER CRUSHES,,,,,,,,,,,,,,,,,,
Divine Guardian,Time with enemy attack... b+1+2,s. mid,-,-,-,-,-,-,WALL BREAK / SPLAT,30,-,-,-,-,-,-60~,-,-
Soul Strike,f+2,high,1.5,1.5,-,-,-,-,WALL BREAK / SPLAT,25 [30],i17,-9,KND,KND,FLOAT,-31,2,-
Diamond Tiger Strike,"f, F+2",mid,2,0.25,-,-,-,-,-,"17 [20], 20",i13,-16,KND,KND,FLOAT,-40,1,-
RAGE MOVES,,,,,,,,,,,,,,,,,,
Rage Art,(During Rage) d+1+2,mid,2,0,SSL / SSR,-,-,-,-,55 [57],i20,-22,KND,KND,ACTIVATE,-45,1,-
Rage Drive,"(During Rage) f, F+1+2","mid, s.mid",2,4.5,-,-,-,-,-,"17 [20], 20",i13,-12,KND,KND,FLOAT,-42,1,-
UNBLOCKABLE MOVES,,,,,,,,,,,,,,,,,,
Bloody Demon's Horn,RSS f+1+2,mid,2,-,-,-,-,-,-,30 [36],i50,!,KND,KND,FLOAT,-36,2,-
THROWS,,,,,,,,,,,,,,,,,,
Priestess Double Kick,Approach enemy... 1+3,high throw,1,-,-,-,-,-,-,35,i12,-3,KND,-,-,-24,3,-
Side Circle Throw,Approach enemy... 2+4,high throw,1,-,-,-,-,-,-,35,i12,-6,KND,-,-,-24,3,-
Priestess Double Kick,Approach enemy... f+1+3,high throw,1.5,-,-,-,-,-,-,35,i15,-3,KND,-,-,-32,3,-
Side Circle Throw,Approach enemy... f+2+4,high throw,1.5,-,-,-,-,-,-,35,i15,-6,KND,-,-,-32,3,-
Lightning Wrath,Approach enemy... d/f+1+2,high throw,1,-,-,-,-,-,-,40,i12,-6,KND,-,-,-26,1,-
Slicing Shoulder Wheel,Approach from left side... 1+3 (or 2+4),high throw,1,-,-,-,-,-,-,40,i12,-3,KND,-,-,-24,3,-
Slicing Shoulder Wheel,Approach from right side...  1+3 (or 2+4),high throw,1,-,-,-,-,-,-,40,i12,-3,KND,-,-,-24,3,-
Reverse Circle Throw,Approach from behind... 1+3 (or f+1+3),high throw,1,-,-,-,-,-,-,50,i12,-,KND,-,-,-24,3,-
Iron Side Strike,RSS 1+3,mid throw,0.5,-,-,-,-,-,-,15,i46,-3,+8,-,-,-21,3,-
-,"WR f, f, F (Mid Screen)",mid throw,0,-,-,-,-,-,-,5,i16,-5 (BT),KND,-,-,-32,1,-
DURING TACKLE,,,,,,,,,,,,,,,,,,
-,(During Tackle) 1 (or 2),-,-,-,-,-,-,-,-,5,-,KND,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5, 15",-,-,KND,-,-,-,-,-
SPECIAL,,,,,,,,,,,,,,,,,,
*,2+3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
