MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
-,"4, 4","high, low",-,-,-,-,-,-,-,15 [18],i11,-16,-2,-,-,-,-,-
-,"(4), 4",low,-,-,-,-,-,-,-,12 [14],i18,-16,-2,-2,-,-,-,-
Spinning Kicks Slash Uppercut,"4, 4, 1","high, low, mid",-,-,-,-,-,-,-,"15 [18], 12, 21 [14]",i11,-14,LAUNCH,-,-,-,-,-
-,"(4), 4, 1","low, mid",-,-,-,-,-,-,-,"12 [14], 21",i18,-14,LAUNCH,-,-,-,-,-
-,"(4), (4), 1",mid,-,-,-,-,-,-,-,21 [25],i27,-14,LAUNCH,LAUNCH,-,-,-,-
Spinning Kicks Palm Explosion,"4, 4, 1~2","high, low, mid",-,-,-,-,-,-,-,"15 [18], 12, 20",i11,-9,KND,-,-,-,-,-
-,"(4), 4, 1~2","low, mid",-,-,-,-,-,-,-,"12 [14], 20",i18,-9,KND,-,-,-,-,-
-,"(4), (4), 1~2",mid,-,-,-,-,-,-,-,20 [24],i20,-9,KND,STUN,-,-,-,-
Triple Spinning Kick,"4, 4, 4","high, low, high",-,-,-,-,-,-,-,"15 [18], 12, 23",i11,-6,KND,-,-,-,-,-
-,"(4), 4, 4","low, high",-,-,-,-,-,-,-,"12 [14], 23",i18,-6,KND,-,-,-,-,-
-,"(4), (4), 4",high,-,-,-,-,-,-,-,23 [27],i22,-6,KND,KND,-,-,-,-
Triple Spinning Low Kick,"4, 4, d+4","high, low, low",-,-,-,-,-,-,-,"15 [18], 12, 10",i11,-19,-8,-,-,-,-,-
-,"(4), 4, d+4","low, low",-,-,-,-,-,-,-,"12 [14], 10",i18,-19,-8,-,-,-,-,-
-,"(4), (4), d+4",low,-,-,-,-,-,-,-,10 [12],i23,-19,-8,-8,-,-,-,-
-,4~2,"low, high",-,-,-,-,-,-,-,"7 [8], 5",i15,-12,-4,+1,-,-,-,-
War Drum,"4~2, 1","low, high, mid",-,-,-,-,-,-,-,"7 [8], 5, 21",i15,-16,KND,-,-,-,-,-
-,"(4~2), 1",mid,-,-,-,-,-,-,-,21 [25],i18,-16,KND,KND,-,-,-,-
-,1+2,mid,-,-,-,-,-,-,-,14 [16],i18,-5,+1,+6,-,-,-,-
-,"1+2, 4","mid, high",-,-,-,-,-,-,-,"14 [16], 12",i18,-12,-1,-,-,-,-,-
-,"(1+2), 4",high,-,-,-,-,-,-,-,12 [14],i19,-12,-1,+4,-,-,-,-
Buffalo Retreat,"1+2, 4, 4","mid, high, mid",-,-,-,-,-,-,-,"14 [16], 12, 20",i18,-20,KND,-,-,-,-,-
-,"(1+2), 4, 4","high, mid",-,-,-,-,-,-,-,"12 [14], 20",i19,-20,KND,-,-,-,-,-
-,"(1+2), (4), 4",mid,-,-,-,-,-,-,-,20 [24],i19,-20,KND,KND,-,-,-,-
Buffalo Charge,"1+2, 4, b, f+1+2","mid, high, mid",-,-,-,-,-,-,-,"14 [16], 12, 25",i18,-10,KND,-,-,-,-,-
-,"(1+2), 4, b, f+1+2","high, mid",-,-,-,-,-,-,-,"12 [14], 25",i19,-10,KND,-,-,-,-,-
-,"(1+2), (4), b, f+1+2",mid,-,-,-,-,-,-,-,25 [30],i15,-10,KND,KND,-,-,-,-
Bear Trap,1+4,"mid, low",-,-,-,-,-,-,-,"12 [14], 21",i18,-26,KND,-,-,-,-,-
-,1+4 (second hit only),low,-,-,-,-,-,-,-,21 [25],i45,-26,KND,STUN,-,-,-,-
Bear Trap,"1+4, D",mid,-,-,-,-,-,-,-,12 [14],i18,-18,-7 (OC),-7 (OC),-,-,-,-
Shove It Up,u/f+1,mid,-,-,-,-,-,-,-,17 [20],i15,-8,+4,KND,-,-,-,-
-,u/f+4,mid,-,-,-,low,-,-,-,8 [9],i16,-8,+4,+4,-,-,-,-
Double Lift Kick,"u/f+4, 3","mid, mid",-,-,-,-,-,-,-,"8 [9], 8",i16,-13,LAUNCH,-,-,-,-,-
-,"(u/f+4), 3",mid,-,-,-,low,-,-,-,8 [9],i13,-13,LAUNCH,LAUNCH,-,-,-,-
Mountain Breeze,"u/f+4, 3, 1","mid, mid, mid",-,-,-,-,-,-,-,"8 [9], 8",i16,-6,LAUNCH,-,-,-,-,-
-,"(u/f+4), 3, 1","mid, mid",-,-,-,-,-,-,-,8 [9],i13,-6,LAUNCH,-,-,-,-,-
-,"(u/f+4), (3), 1",mid,-,-,-,-,-,-,-,25 [30],i32,-6,KND,KND,-,-,-,-
Foot Stomp,u/f+3+4,mid,-,-,-,"high, mid, low",-,-,-,30 [36],i35,-13,KND,KND,-,-,-,-
-,f+2,high,-,-,-,-,-,-,-,10 [12],i12,-2,+7,+7,-,-,-,-
-,"f+2, 1","high, high",-,-,-,-,-,-,-,"10 [12], 14",i12,-1,+5,-,-,-,-,-
-,"(f+2), 1",high,-,-,-,-,-,-,-,14 [16],i15,-1,+5,+10,-,-,-,-
Bucking Steed,"f+2, 1, 2","high, high, mid",-,-,-,-,-,-,-,"10 [12], 14, 18",i12,-10,+2,-,-,-,-,-
-,"(f+2), 1, 2","high, mid",-,-,-,-,-,-,-,"14 [16], 18",i15,-10,+2,-,-,-,-,-
-,"(f+2), (1), 2",mid,-,-,-,-,-,-,-,18 [21],i18,-10,+2,STUN,-,-,-,-
Angry Steed,"f+2, 4","high, mid",-,-,-,-,-,-,-,"10 [12], 16",i12,-8,+5,-,-,-,-,-
-,"(f+2), 4",mid,-,-,-,-,-,-,-,16 [19],i21,-8,+5,KND,-,-,-,-
Lashing Arrow,f+3~1,high,-,-,-,-,-,-,-,24 [28],i12,-3,KND,KND,-,-,-,-
-,f+4,mid,-,-,-,-,-,-,-,13 [15],i15,-10,+3,+3,-,-,-,-
Deceptive Spirit,"f+4, 1","mid, mid",-,-,-,-,-,-,-,"13 [15], 23",i15,-14,KND,-,-,-,-,-
-,"(f+4), 1",mid,-,-,-,-,-,-,-,23 [27],i27,-14,KND,KND,-,-,-,-
Party Crasher,"f, F+1",mid,-,-,-,-,-,-,-,11 [13],i11,-2,+4,+7,-,-,-,-
Elbow Skyscraper Kick,"f, F+1, 4","mid, high",-,-,-,-,-,-,-,"11 [13], 17",i11,-4,+15,-,-,-,-,-
-,"(f, F+1), 4",high,-,-,-,-,-,-,-,17 [20],i24,-4,+15,S!,-,-,-,-
Bison Smash,"f, F+2",mid,-,-,-,-,-,-,-,23 [27],i18,-14,KND,KND,-,-,-,-
Lift Kick,"f, F+3",mid,-,-,-,-,-,-,-,21 [25],i12,-14,KND,KND,-,-,-,-
Double Palm Push,"f, F+1+2",mid,-,-,-,-,-,-,-,27 [32],i13,-7,KND,KND,-,-,-,-
Flaming Arrow,"f, f, f+1 (or WR 1)",high,-,-,-,-,-,-,-,28 [33],i12,+4,KND,KND,-,-,-,-
-,"f, f, f+2 (or WR 2)",mid,-,-,-,-,-,-,-,15 [18],i14,-14,+1,+1,-,-,-,-
Dream Catcher,"f, f, f+2, 1 (or WR 2, 1)","mid, mid",-,-,-,-,-,-,-,"15 [18], 21",i14,-13,KND,-,-,-,-,-
-,"(f, f, f+2), 1 (or WR (2), 1)",mid,-,-,-,-,-,-,-,21 [25],i17,-13,KND,KND,-,-,-,-
Super Slash,"f, f, f+3 (or WR 3)",mid,-,-,-,low,-,-,-,30 [36],i23,0,KND,KND,-,-,-,-
Low Blow,d/f+1,mid,-,-,-,-,-,-,-,14 [16],i11,-6,0,+5,-,-,-,-
-,d/f+2,mid,-,-,-,-,-,-,-,8 [9],i15,-9,+2,+2,-,-,-,-
Twisting Arrow Cannon,"d/f+2, 1","mid, mid",-,-,-,-,-,-,-,"8 [9], 12",i15,-18,LAUNCH,-,-,-,-,-
-,"(d/f+2), 1",mid,-,-,-,-,-,-,-,12 [14],i27,-18,LAUNCH,LAUNCH,-,-,-,-
Twisting Arrow to High Kick,"d/f+2, 4","mid, high",-,-,-,-,-,-,-,"8 [9], 18",i15,-6,+5,-,-,-,-,-
-,"(d/f+2), 4",high,-,-,-,-,-,-,-,18 [21],i24,-6,+5,+5,-,-,-,-
-,d/f+3,mid,-,-,-,-,-,-,-,14 [16],i13,-7,+4,+4,-,-,-,-
Left nee Hunting Tomahawk,"d/f+3, 1+2","mid, mid",-,-,-,-,-,-,-,"14 [16], 18",i13,-13,KND,-,-,-,-,-
-,"(d/f+3), 1+2",mid,-,-,-,-,-,-,-,27 [32],i25,-13,KND,KND,-,-,-,-
-,d/f+4,mid,-,-,-,-,-,-,-,14 [16],i14,-10,+1,+1,-,-,-,-
-,"d/f+4, 2","mid, mid",-,-,-,-,-,-,-,"14 [16], 10",i14,-13,-2,-,-,-,-,-
-,"(d/f+4), 2",mid,-,-,-,-,-,-,-,10 [12],i19,-13,-2,-2,-,-,-,-
Mountain Crusher,"d/f+4, 2, 1","mid, mid, mid",-,-,-,-,-,-,-,"14 [16], 10, 25",i14,-14,KND,-,-,-,-,-
-,"(d/f+4), 2, 1","mid, mid",-,-,-,-,-,-,-,"10 [12], 25",i19,-14,KND,-,-,-,-,-
-,"(d/f+4), (2), 1",mid,-,-,-,-,-,-,-,25 [30],i20,-14,KND,KND,-,-,-,-
-,"d/f+4, 2~b, F+1","mid, mid, mid",-,-,-,-,-,-,-,"14 [16], 10, 30",i14,-14,KND,-,-,-,-,-
-,"(d/f+4), 2~b, F+1","mid, mid",-,-,-,-,-,-,-,"10 [12], 30",i19,-14,KND,-,-,-,-,-
-,"(d/f+4), (2)~b, F+1",mid,-,-,-,-,-,-,-,30 [36],i20,-14,KND,KND,-,-,-,-
Red Orchid Combo,"d/f+4, 2, 3","mid, mid, high",-,-,-,-,-,-,-,"14 [16], 10, 18",i14,-5,KND,-,-,-,-,-
-,"(d/f+4), 2, 3","mid, high",-,-,-,-,-,-,-,"10 [12], 18",i19,-5,KND,-,-,-,-,-
-,"(d/f+4), (2), 3",high,-,-,-,-,-,-,-,18 [21],i20,-5,KND,KND,-,-,-,-
Leaping Spin Kicks,d/f+3+4,"s. mid, mid",-,-,-,-,-,-,-,"10 [12], 20",i17,-7,+9,-,-,-,-,-
-,d/f+3+4 (second hit only),mid,-,-,-,-,-,-,-,20 [24],i38,-7,+9,+9,-,-,-,-
-,d+2 (or FC 2),s. mid,-,-,-,-,-,-,-,8 [9],i11,-4,+7,+7,-,-,-,-
Left Knee Combo,"d+2, 3 (or FC 2, 3)","s. mid, mid",-,-,-,-,-,-,-,"8 [9], 13",i11,-10,+1,-,-,-,-,-
-,"(d+2), 3 (or FC (2), 3)",mid,-,-,-,-,-,-,-,13 [15],i18,-10,+1,+1,-,-,-,-
Jamming Low Kick,d+3,low,-,-,-,-,-,-,-,10 [12],i13,-12,-1,+4,-,-,-,-
-,d+4,low,-,-,-,-,-,-,-,12 [14],i20,-16,-2,-2,-,-,-,-
Razor's Edge,"d+4, 1","low, high",-,-,-,-,-,-,-,"12 [14], 21",i20,-14,LAUNCH,-,-,-,-,-
-,"(d+4), 1",high,-,-,-,-,-,-,-,21 [25],i27,-14,LAUNCH,LAUNCH,-,-,-,-
Razor's Edge Blast,"d+4, 1~2","low, mid",-,-,-,-,-,-,-,"12 [14], 20",i20,-9,KND,-,-,-,-,-
-,"(d+4), 1~2",mid,-,-,-,-,-,-,-,20 [24],i20,-9,KND,STUN,-,-,-,-
Sweep Head Kick,"d+4, 4","low, high",-,-,-,-,-,-,-,"12 [14], 23",i20,-6,KND,-,-,-,-,-
-,"(d+4), 4",high,-,-,-,-,-,-,-,23 [27],i22,-6,KND,KND,-,-,-,-
Sweep Low Kick,"d+4, d+4","low, low",-,-,-,-,-,-,-,"12 [14], 10",i20,-19,-8,-,-,-,-,-
-,"(d+4), d+4",low,-,-,-,-,-,-,-,10 [12],i23,-19,-8,-8,-,-,-,-
Angry Bull,d+1+2,mid,-,-,-,-,-,-,-,27 [32],i16,-14,KND,KND,-,-,-,-
-,"d, D/F+1",mid,-,-,-,high,-,-,-,14 [16],i11,-6,0,+5,-,-,-,-
Lightning Bolt,"d, D/F+1, 2","mid, mid",-,-,-,-,-,-,-,"14 [16], 25",i11,-14,KND,-,-,-,-,-
-,"(d, D/F+1), 2",mid,-,-,-,-,-,-,-,25 [30],i20,-14,KND,KND,-,-,-,-
Spirit Cannon,qcf+2,high,-,-,-,-,-,-,-,15 [18],i15,-8,LAUNCH,LAUNCH,-,-,-,-
Dancing Hatchet,d/b+1,mid,-,-,-,-,-,-,-,17 [20],i19,-12,+5,STUN,-,-,-,-
-,d/b+2,mid,-,-,-,-,-,-,-,13 [15],i15,-10,+1,+1,-,-,-,-
Trickling Stream,"d/b+2, 1","mid, low",-,-,-,-,-,-,-,"13 [15], 7",i15,-11,-4,-,-,-,-,-
-,"(d/b+2), 1",low,-,-,-,-,-,-,-,7 [8],i20,-11,-4,0,-,-,-,-
-,d/b+4,low,-,-,-,-,-,-,-,11 [13],i15,-12,-1,+4,-,-,-,-
Trapping Arrow,"d/b+4, 1","low, mid",-,-,-,-,-,-,-,"11 [13], 21",i26,-10,KND,-,-,-,-,-
-,"(d/b+4), 1",mid,-,-,-,-,-,-,-,21 [25],i26,-10,KND,KND,-,-,-,-
Tiger Swat,b+1,mid,-,-,-,-,-,-,-,18 [21],i18,-9,+5 (OC),GROUND BOUNCE,-,-,-,-
-,b+2,high,-,-,-,-,-,-,-,14 [16],i13,-10,+1,+1,-,-,-,-
-,"b+2, 3","high, high",-,-,-,-,-,-,-,"14 [16], 15",i13,-12,+4,-,-,-,-,-
-,"(b+2), 3",high,-,-,-,-,-,-,-,15 [18],i25,-12,+4,+4,-,-,-,-
Pao Quan Swallow Combo,"b+2, 3, 1+2","high, high, mid",-,-,-,-,-,-,-,"14 [16], 15, 21",i13,-13,KND,-,-,-,-,-
-,"(b+2), 3, 1+2","high, mid",-,-,-,-,-,-,-,"15 [18], 21",i25,-13,KND,-,-,-,-,-
-,"(b+2), (3), 1+2",mid,-,-,-,-,-,-,-,21 [25],i28,-13,KND,KND,-,-,-,-
-,b+3,low,-,-,-,low,-,-,-,17 [20],i27,-13,+4,STUN,-,-,-,-
Double Sweep,"b+3, 4","low, low",-,-,-,-,-,-,-,"17 [20], 10",i27,-8,STUN,-,-,-,-,-
-,"(b+3), 4",low,-,-,-,low,-,-,-,10 [12],i36,-8,STUN,STUN,-,-,-,-
Heaven Shatter Kick,b+4,high,-,-,HOMING,-,-,-,-,20 [24],i18,+1,KND,KND,-,-,-,-
Twin Arrow,b+1+2,mid,-,-,-,high,-,-,-,23 [27],i21,+3,STUN,STUN,-,-,-,-
-,BT 1 (or 2),high,-,-,-,-,-,-,-,15 [18],i8,-8,+3,+3,-,-,-,-
-,BT 3 (or 4),high,-,-,-,-,-,-,-,18 [21],i10,-8,KND,KND,-,-,-,-
-,FC 1,s. mid,-,-,-,high,-,-,-,5 [6],i10,-5,+6,+6,-,-,-,-
-,FC 3,low,-,-,-,high,-,-,-,12 [14],i16,-17,-3,-3,-,-,-,-
-,FC 4,low,-,-,-,-,-,-,-,10 [12],i12,-15,-4,-4,-,-,-,-
Body Elbow,FC d/f+2,mid,-,-,-,-,-,-,-,25 [30],i12,-14,KND,KND,-,-,-,-
-,FC d/f+4,low,-,-,-,high,-,-,-,9 [10],i16,-14,-3,-3,-,-,-,-
Spinning Sweep Combo,"FC d/f+4, 3","low, mid",-,-,-,-,-,-,-,"9 [10], 23",i16,-17,KND,-,-,-,-,-
-,"FC (d/f+4), 3",mid,-,-,-,low,-,-,-,23 [27],i38,-17,KND,KND,-,-,-,-
Snake Step,SS 2,mid,-,-,-,high,-,-,-,15 [18],i18,-5,+3,STUN,-,-,-,-
Side Kick,SS 3,mid,-,-,-,-,-,-,-,23 [27],i20,-6,KND,KND,-,-,-,-
Handstand Kick,SS 3+4,"mid, mid",-,-,-,high,-,-,-,"10 [12], 10",i22,-21,LAUNCH,LAUNCH,-,-,-,-
-,"WR f, f, F (Full Screen)",mid,-,-,-,-,-,-,-,30 [36],i8,-13,KND,KND,-,-,-,-
-,"WR f, f, F (Full Screen) (On Grounded Opponent)",low,-,-,-,-,-,-,-,8 [9],i12,+6,KND,KND,-,-,-,-
-,WR 4,low,-,-,-,high,-,-,-,17 [20],i14,-37,KND,KND,-,-,-,-
-,WR 1+2,mid,-,-,-,"high, low",-,-,-,24 [28],i18,0,KND,KND,-,-,-,-
Flash Uppercut,WS 1,mid,-,-,-,-,-,-,-,15 [18],i15,-13,LAUNCH,LAUNCH,-,-,-,-
Palm Explosion,WS 1~2,mid,-,-,-,-,-,-,-,20 [24],i20,-9,KND,STUN,-,-,-,-
-,WS 2,mid,-,-,-,-,-,-,-,11 [13],i18,-17,-9,-6,-,-,-,-
Tequila Sunrise Backfist,"WS 2, 1","mid, high",-,-,-,-,-,-,-,"11 [13], 20",i18,-4,KND,-,-,-,-,-
-,"WS (2), 1",high,-,-,-,-,-,-,-,20 [24],i24,-4,KND,S!,-,-,-,-
Tequila Sunrise Elbow Smash,"WS 2, 2","mid, mid",-,-,-,-,-,-,-,"11 [13], 16",i18,-16,KND,-,-,-,-,-
-,"WS (2), 2",mid,-,-,-,-,-,-,-,16 [19],i22,-16,KND,KND,-,-,-,-
Tequila Sunrise Double Elbow,"WS 2, 2, 1+2","mid, mid, mid",-,-,-,-,-,-,-,"11 [13], 16, 17",i18,-16,KND,-,-,-,-,-
-,"WS (2), 2, 1+2","mid, mid",-,-,-,-,-,-,-,"16 [19], 17",i22,-16,KND,-,-,-,-,-
-,"WS (2), (2), 1+2",mid,-,-,-,-,-,-,-,25 [30],i19,-16,KND,KND,-,-,-,-
Middle Sobat,WS 3,mid,-,-,-,-,-,-,-,21 [25],i14,-7,+15,KND,-,-,-,-
Skyscraper Kick,WS 4,mid,-,-,-,-,-,-,-,21 [25],i11,-15,KND,KND,-,-,-,-
10 Hit Combo 1,"2, 1, 1, 2, 3, 3, 3, 4, 4, 1",-,-,-,-,-,-,-,-,86,i10,-,KND,-,-,-,-,-
10 Hit Combo 2,"2, 1, 1, 2, 3, 3, 2, 1, 4, 3",-,-,-,-,-,-,-,-,89,i10,-,KND,-,-,-,-,-
-,"Face Up, Feet Towards+3 or (After Rolling Forward)",low,-,-,-,high,-,-,-,10 [12],i22,-12,+5,STUN,-,-,-,-
-,"Face Up, Feet Towards+4 or (After Rolling Forward)",mid,-,-,-,-,-,-,-,18 [21],i22,-12,+5,KND,-,-,-,-
-,"Face Up, Feet Towards, d+3 (or 4)",low,-,-,-,"high, mid",-,-,-,5 [6],i13,-18,-3,-3,-,-,-,-
-,"Face Up, Feet Towards+3+4",mid,-,-,-,low,-,-,-,20 [24],i18,-21,KND,KND,-,-,-,-
-,"Face Up, Feet Towards, Roll Forward+1+2",mid,-,-,-,"high, low",-,-,-,15 [18],i19,+2,KND,KND,-,-,-,-
-,"Face Down, Feet Away+3",low,-,-,-,high,-,-,-,10 [12],i21,-20,+1,STUN,-,-,-,-
-,"Face Down, Feet Away+4 (close)",mid,-,-,-,-,-,-,-,15 [18],i21,-19,KND,KND,-,-,-,-
-,"Face Down, Feet Away+4 (far)",mid,-,-,-,-,-,-,-,10 [12],i21,-19,-10,KND,-,-,-,-
-,(Upon Landing) f,mid,-,-,-,low,-,-,-,4,i33,-2,+3,+3,-,-,-,-
INTO SPIN BEHIND,,,,,,,,,,,,,,,,,,
Spin Behind,2:B (only during hit from front),high,-,-,-,-,-,-,-,10 [12],i12,-8,+5,+5,-,-,-,-
DURING SPIN BEHIND,,,,,,,,,,,,,,,,,,
Double Fist,(During Spin Behind) 1+2,high,-,-,-,-,-,-,-,20 [24],i16,-,+3,-,-,-,-,-
INTO SWIFT STEP,,,,,,,,,,,,,,,,,,
Swift Step,f+3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dashing Steed to Swift Step,"f+2, 1, 3","high, high",-,-,-,-,-,-,-,"10 [12], 14",i12,-23,-17,-,-,-,-,-
-,"(f+2), 1, 3",high,-,-,-,-,-,-,-,14 [16],i15,-23,-17,-12,-,-,-,-
-,"(f+2), (1), 3",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Twisting Arrow to Swift Step,"d/f+2, 3",mid,-,-,-,-,-,-,-,8 [9],i15,-21,-10,-10,-,-,-,-
-,"(d/f+2), 3",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DURING SWIFT STEP,,,,,,,,,,,,,,,,,,
Swift Step Explosion,(Duriing Swift Step) 2,mid,-,-,-,-,-,-,-,20 [24],i16,-8,KND,STUN,-,-,-,-
Deceptive Kick,(Duriing Swift Step) 4,low,-,-,-,-,-,-,-,17 [20],i18,-13,+2,STUN,-,-,-,-
Leaping Spin Kicks,(Duriing Swift Step) u/f+3+4,"mid, high",-,-,-,high,-,-,-,"8 [9], 12",i24,-16,LAUNCH,LAUNCH,-,-,-,-
INTO WIND ROLL,,,,,,,,,,,,,,,,,,
Left Right Combo to Wind Roll,"1, 2, 3 (or 4)",high,-,-,-,-,-,-,-,"7 [8], 8",i10,-9,-3,-,-,-,-,-
-,"(1), 2, 3 (or 4)",high,-,-,-,-,-,-,-,8 [9],i13,-9,-3,-3,-,-,-,-
-,"(1), (2), 3 (or 4)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wind Roll,3+4 (or u+3+4),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rapid Counter Attack to Wind Roll,"d, D/F+1, 3 (or 4)",mid,-,-,-,-,-,-,-,14 [16],i11,-8,-2,+3,-,-,-,-
Tequila Sunrise to Wind Roll,"WS 2, 3 (or 4)",mid,-,-,-,-,-,-,-,11 [13],i18,-8,0,+3,-,-,-,-
DURING WIND ROLL,,,,,,,,,,,,,,,,,,
War Club,CES 1,high,-,-,-,-,-,-,-,14 [16],i15,0,+6,STUN,-,-,-,-
Wind Hatchet,CES 2,mid,-,-,-,-,-,-,-,20 [24],i18,-9,+11,+11,-,-,-,-
-,CES 3,mid,-,-,-,-,-,-,-,10 [12],i18,-17,-7,-7,-,-,-,-
Hunting Tomahawk,"CES 3, 1+2","mid, mid",-,-,-,-,-,-,-,"10 [12], 27",i18,-13,KND,-,-,-,-,-
-,"CES (3), 1+2",mid,-,-,-,-,-,-,-,27 [32],i31,-13,KND,KND,-,-,-,-
-,CES 4,low,-,-,-,high,-,-,-,14 [16],i20,-26,+6,+6,-,-,-,-
Wind Roll Explosion,"CES 4, 1+2","low, mid",-,-,-,-,-,-,-,"14 [16], 18",i20,-26,KND,-,-,-,-,-
-,"CES (4), 1+2",mid,-,-,-,-,-,-,-,27 [32],i22,-16,KND,KND,-,-,-,-
POWER CRUSHES,,,,,,,,,,,,,,,,,,
Boulder Smash,f+1+2,mid,-,-,-,-,-,-,-,25 [30],i18,-14,KND,KND,-,-,-,-
RAGE MOVES,,,,,,,,,,,,,,,,,,
Rage Art,(During Rage) d/f+1+2,mid,-,-,-,high,-,-,-,55 [57],i20,-22,KND,KND,-,-,-,-
Rage Drive,(During Rage) f+2+3,"mid, mid",-,-,-,-,-,-,-,"20 [24], 24",i15,+2,KND,KND,-,-,-,-
Rage Drive,(During Rage) f+2+3 (second hit only),mid,-,-,-,high,-,-,-,35 [42],i49,+2,KND,KND,-,-,-,-
UNBLOCKABLE ATTACKS,,,,,,,,,,,,,,,,,,
Heavy Uppercut,f+1+4 (B to cancel),mid,-,-,-,high,-,-,-,30 [36],i67,-,LAUNCH,LAUNCH,-,-,-,-
THROWS,,,,,,,,,,,,,,,,,,
Backdrop,Approach enemy... 1+3,high,-,-,-,-,-,-,FLOOR BREAK,35,i12,-6,KND,-,-,-,-,-
Shoulder Screw,Approach enemy... 2+4,high,-,-,-,-,-,-,-,35,i12,-3,KND,-,-,-,-,-
Backdrop,Approach enemy... f+1+3,high,-,-,-,-,-,-,FLOOR BREAK,35,i15,-6,KND,-,-,-,-,-
Shoulder Screw,Approach enemy... f+2+4,high,-,-,-,-,-,-,-,35,i15,-3,KND,-,-,-,-,-
Arm Lock Suplex,Approach enemy... u/f+1+2,high,-,-,-,-,-,-,-,37,i11,-6,KND,-,-,-,-,-
Fisherman's Suplex,Approach enemy... d/f+1+3,high,-,-,-,-,-,-,FLOOR BREAK,37,i12,-2,KND,-,-,-,-,-
Mad Axes,"Approach enemy... d, d/b, b, f+2",high,-,-,-,-,-,-,-,42,i10,-4,KND,-,-,-,-,-
Seesaw Toss,Approach enemy... b+2+4,high,-,-,-,-,-,-,-,20,i11,-2,0,-,-,-,-,-
Cross Arm Suplex,"While crouching... d/b, d, d/b+1+2",high,-,-,-,-,-,-,-,45,i12,-6,KND,-,-,-,-,-
Jumping Neck Breaker Drop,Approach from left side... 1+3 (or 2+4),high,-,-,-,-,-,-,-,45,i12,-3,KND,-,-,-,-,-
Tiger Spin,Approach from right side... 1+3 (or 2+4),high,-,-,-,-,-,-,-,40,i12,-3,KND,-,-,-,-,-
