MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
Whipping Fury,"1, 4, 2, 4","high, high, high, mid",-,-,-,-,-,-,-,"7 [8], 14, 18, 21",i10,-5,KND,-,-,-,-,-
-,"(1), 4, 2, 4","high, high, mid",-,-,-,-,-,-,-,"14 [16], 18, 21",i15,-5,KND,-,-,-,-,-
-,"(1), (4), 2, 4","high, mid",-,-,-,-,-,-,-,"17 [20], 21",i26,-5,KND,-,-,-,-,-
-,"(1), (4), (2), 4",mid,-,-,-,-,-,-,-,21 [25],i30,-5,KND,KND,-,-,-,-
Jab to Double Spin Kick,"1, 4, 3","high, high, mid",-,-,-,-,-,-,-,"7 [8], 14, 15",i10,-10,+1,-,-,-,-,-
-,"(1), 4, 3","high, mid",-,-,-,-,-,-,-,"14 [16], 15",i15,-10,+1,-,-,-,-,-
-,"(1), (4), 3",mid,-,-,-,-,-,-,-,15 [18],i21,-10,+1,+1,-,-,-,-
Running Blind,"1, 4, 3, 3","high, high, mid, high",-,-,-,-,-,-,-,"7 [8], 14, 15, 18",i10,-7,+7,-,-,-,-,-
-,"(1), 4, 3, 3","high, mid, high",-,-,-,-,-,-,-,"14 [16], 15, 18",i15,-7,+7,-,-,-,-,-
-,"(1), (4), 3, 3","mid, high",-,-,-,-,-,-,-,"15 [18], 18",i21,-7,+7,-,-,-,-,-
-,"(1), (4), (3), 3",high,-,-,-,-,-,-,-,18 [21],i23,-7,+7,+7,-,-,-,-
-,2,high,-,-,-,-,-,-,-,10 [12],i10,+1,+7,+7,-,-,-,-
PK Combination,"2, 3","high, mid",-,-,-,-,-,-,-,"10 [12], 14",i10,-10,+6,-,-,-,-,-
-,"(2), 3",mid,-,-,-,-,-,-,-,14 [16],i16,-10,+6,+6,-,-,-,-
-,3,mid,-,-,-,-,-,-,-,14 [16],i16,-4,+7,+7,-,-,-,-
-,"3, 2","mid, mid",-,-,-,-,-,-,-,"14 [16], 11",i16,-10,+1,-,-,-,-,-
-,"(3), 2",mid,-,-,-,-,-,-,-,11 [13],i22,-10,+1,+1,-,-,-,-
-,"3, 2, 1","mid, mid, mid",-,-,-,-,-,-,-,"14 [16], 11, 10",i16,-9,+2,-,-,-,-,-
-,"(3), 2, 1","mid, mid",-,-,-,-,-,-,-,"11 [13], 10",i22,-9,+2,-,-,-,-,-
-,"(3), (2), 1",mid,-,-,-,-,-,-,-,10 [12],i20,-9,+2,+2,-,-,-,-
Mid Kick to Rush,"3, 2, 1, 2","mid, mid, mid, mid",-,-,-,-,-,-,-,"14 [16], 11, 10, 14",i16,-10,KND,-,-,-,-,-
-,"(3), 2, 1, 2","mid, mid, mid",-,-,-,-,-,-,-,"11 [13], 10, 14",i22,-10,KND,-,-,-,-,-
-,"(3), (2), 1, 2","mid, mid",-,-,-,-,-,-,-,"10 [12], 14",i20,-10,KND,-,-,-,-,-
-,"(3), (2), 1, 2",mid,-,-,-,-,-,-,-,14 [16],i19,-10,KND,KND,-,-,-,-
Gatling Combination,"3, 2, 1, 4","mid, mid, mid, low",-,-,-,-,-,-,-,"14 [16], 11, 10, 12",i16,-11,0,-,-,-,-,-
-,"(3), 2, 1, 4","mid, mid, low",-,-,-,-,-,-,-,"11 [13], 10, 12",i22,-11,0,-,-,-,-,-
-,"(3), (2), 1, 4","mid, low",-,-,-,-,-,-,-,"10 [12], 12",i20,-11,0,-,-,-,-,-
-,"(3), (2), (1), 4",low,-,-,-,-,-,-,-,12 [14],i22,-11,0,0,-,-,-,-
-,"3, 3","mid, high",-,-,-,-,-,-,-,"14 [16], 13",i16,-6,+6,-,-,-,-,-
-,"(3), 3",high,-,-,-,-,-,-,-,13 [15],i23,-6,+6,+6,-,-,-,-
Anaconda Bite,"3, 3, 2","mid, high, high",-,-,-,-,-,-,-,"14 [16], 13, 20",i16,-7,LAUNCH,-,-,-,-,-
-,"(3), 3, 2","high, high",-,-,-,-,-,-,-,"13 [15], 20",i23,-7,LAUNCH,-,-,-,-,-
-,"(3), (3), 2",high,-,-,-,-,-,-,-,20 [24],i22,-7,LAUNCH,LAUNCH,-,-,-,-
Anaconda Rage,"3, 3, 4","mid, high, mid",-,-,-,-,-,-,-,"14 [16], 13, 25",i16,-12,KND,-,-,-,-,-
-,"(3), 3, 4","high, mid",-,-,-,-,-,-,-,"13 [15], 25",i23,-12,KND,-,-,-,-,-
-,"(3), (3), 4",mid,-,-,-,-,-,-,-,25 [30],i28,-12,KND,KND,-,-,-,-
-,4,high,-,-,-,-,-,-,-,15 [18],i12,-7,+6,LAUNCH,-,-,-,-
-,"4, 3","high, mid",-,-,-,-,-,-,-,"15 [18], 12 [8]",i12,-10,+4,-,-,-,-,-
-,"(4), 3",mid,-,-,-,-,-,-,-,12 [14],i24,-10,+4,+4,-,-,-,-
Double Spin Tomahawk,"4, 3, 4","high, mid, mid",-,-,-,-,-,-,-,"15 [18], 12 [8], 16",i12,-12,KND,-,-,-,-,-
-,"(4), 3, 4","mid, mid",-,-,-,-,-,-,-,"12 [14], 16",i24,-12,KND,-,-,-,-,-
-,"(4), (3), 4",mid,-,-,-,-,-,-,-,16 [19],i25,-12,KND,S!,-,-,-,-
-,"(4), (3), 4*",mid,-,-,-,-,-,-,-,25 [30],i17,-6,KND,S!,-,-,-,-
Triple Spin Kick,"4, 3, f+4","high, mid, high",-,-,-,-,-,-,-,"15 [18], 12 [8], 18 [9]",i12,-5,+6,-,-,-,-,-
-,"(4), 3, f+4","mid, high",-,-,-,-,-,-,-,"12 [14], 18",i24,-5,+6,-,-,-,-,-
-,"(4), (3), f+4",high,-,-,-,-,-,-,-,18 [21],i24,-5,+6,LAUNCH,-,-,-,-
-,1+2,mid,-,-,-,high,-,-,-,16 [19],i17,-7,+6,-5 (BT),-,-,-,-
Snake Pit,"1+2, 2","mid, mid",-,-,-,-,-,-,-,"16 [19], 20",i17,-14,KND,-,-,-,-,-
-,"(1+2), 2",mid,-,-,-,-,-,-,-,20 [24],i26,-14,KND,STUN,-,-,-,-
Middle Side Kick,3+4,mid,-,-,-,-,-,-,-,20 [24],i18,-13,KND,STUN,-,-,-,-
Rolling Driver,u/f+3,mid,-,-,-,low,-,-,-,15 [18],i27,0,KND,KND,-,-,-,-
Orbital Heel Kick,u/f+4,mid,-,-,-,"high, low",-,-,-,22 [26],i24,-5,STUN,STUN,-,-,-,-
-,f+2,mid,-,-,-,-,-,-,-,10 [12],i15,-10,+1,+1,-,-,-,-
-,"f+2, 1","mid, mid",-,-,-,-,-,-,-,"10 [12], 12",i15,-10,+1,-,-,-,-,-
-,"(f+2), 1",mid,-,-,-,-,-,-,-,12 [14],i10,-10,+1,+1,-,-,-,-
Right Left to Spin Kick,"f+2, 1, 4","mid, mid, mid",-,-,-,-,-,-,-,"10 [12], 12, 20",i15,-13,KND,-,-,-,-,-
-,"(f+2), 1, 4","mid, mid",-,-,-,-,-,-,-,"12 [14], 20",i10,-13,KND,-,-,-,-,-
-,"(f+2), (1), 4",mid,-,-,-,-,-,-,-,20 [24],i18,-13,KND,KND,-,-,-,-
Knee Strike,f+3,mid,-,-,-,-,-,-,-,18 [21],i16,0,+1,STUN,-,-,-,-
-,f+4,mid,-,-,-,-,-,-,-,10 [12],i18,-9,0,0,-,-,-,-
Boa Crusher,"f+4, 1","mid, mid",-,-,-,-,-,-,-,"10 [12], 10",i18,-13,STUN,-,-,-,-,-
-,"(f+4), 1",mid,-,-,-,-,-,-,-,10 [12],i25,-13,STUN,STUN,-,-,-,-
Sidestep Elbow,f+1+2,high,-,-,-,-,-,-,-,22 [26],i22,+8,KND,KND,-,-,-,-
Slash Kick,"f, F+3",mid,-,-,-,-,-,-,-,25 [30],i22,-13,KND,KND,-,-,-,-
-,"f, F+3*",mid,-,-,-,-,-,-,-,33 [39],i16,+8,KND,KND,-,-,-,-
Mach Kick,"f, F+4",high,-,-,-,-,-,-,-,32 [38],i7,-10,KND,STUN,-,-,-,-
Jet Uppercut,"f, b+2",high,-,-,-,-,-,-,-,20 [24],i14,-7,LAUNCH,LAUNCH,-,-,-,-
Snake Slash,"f, f, f+3 (or WR 3)",mid,-,-,-,low,-,-,-,30 [36],i22,+9,KND,KND,-,-,-,-
-,D/F+1,mid,-,-,-,-,-,-,-,8 [9],i15,-5,+1,+1,-,-,-,-
-,"D/F+1, 1","mid, mid",-,-,-,-,-,-,-,"8 [9], 2",i15,-10,-4,-,-,-,-,-
-,"(D/F+1), 1",mid,-,-,-,-,-,-,-,2,i10,-10,-4,-4,-,-,-,-
-,"D/F+1, 1, 1","mid, mid, mid",-,-,-,-,-,-,-,"8 [9], 2, 2",i15,-10,-4,-,-,-,-,-
-,"(D/F+1), 1, 1","mid, mid",-,-,-,-,-,-,-,"2, 2",i10,-10,-4,-,-,-,-,-
-,"(D/F+1), (1), 1",mid,-,-,-,-,-,-,-,2,i10,-10,-4,-4,-,-,-,-
Vulcan Cannon,"D/F+1, 1, 1, 1","mid, mid, mid, mid",-,-,-,-,-,-,-,"8 [9], 2, 2, 2",i15,-10,-4,-,-,-,-,-
-,"(D/F+1), 1, 1, 1","mid, mid, mid",-,-,-,-,-,-,-,"2, 2, 2",i10,-10,-4,-,-,-,-,-
-,"(D/F+1), (1), 1, 1","mid, mid",-,-,-,-,-,-,-,"2, 2",i10,-10,-4,-,-,-,-,-
-,"(D/F+1), (1), (1), 1",mid,-,-,-,-,-,-,-,2,i10,-10,-4,-4,-,-,-,-
Double Body Blow,"d/f+1, 2","mid, mid",-,-,-,-,-,-,-,"8 [9], 20",i15,-15,+1,-,-,-,-,-
-,"(d/f+1), 2",mid,-,-,-,-,-,-,-,20 [24],i23,-15,+1,KND,-,-,-,-
-,d/f+2,mid,-,-,-,-,-,-,-,12 [14],i13,-6,+5,+5,-,-,-,-
Blackout Combo,"d/f+2, 1","mid, high",-,-,-,-,-,-,-,"12 [14], 11",i13,-4,+4,-,-,-,-,-
-,"(d/f+2), 1",high,-,-,-,-,-,-,-,11 [13],i16,-4,+4,+4,-,-,-,-
Blackout Trap,"d/f+2, 3","mid, mid",-,-,-,-,-,-,-,"12 [14], 20",i13,-13,KND,-,-,-,-,-
-,"(d/f+2), 3",mid,-,-,-,-,-,-,-,20 [24],i23,-13,KND,STUN,-,-,-,-
Snake Edge,d/f+3,low,-,-,-,"mid, low",-,-,-,20 [24],i29,-26,STUN,STUN,-,-,-,-
Wolf's Tail,d/f+4,mid,-,-,-,-,-,-,-,23 [27],i22,-5,KND,KND,S!,-,-,-
-,d+2,mid,-,-,-,-,-,-,-,14 [16],i14,-2,+1 (OC),+8 (OC),-,-,-,-
Python Crush,"d+2, 3","mid, mid",-,-,-,-,-,-,-,"14 [16], 21",i14,-10,KND,-,-,-,-,-
-,"(d+2), 3",mid,-,-,-,-,-,-,-,21 [25],i22,-10,KND,STUN,-,-,-,-
-,d+3,low,-,-,-,-,-,-,-,10 [12],i16,-11,0,0,-,-,-,-
Quick Low Screw Punch,"d+3, 2","low, high",-,-,-,-,-,-,-,"10 [12], 22",i16,-7,KND,-,-,-,-,-
-,"(d+3), 2",high,-,-,-,-,-,-,-,22 [26],i21,-7,KND,KND,-,-,-,-
Low Kick,d+4,low,-,-,-,-,-,-,-,11 [13],i15,-11,0,0,-,-,-,-
-,d+1+2,"mid, mid",-,-,-,-,-,-,-,"10 [12], 15",i17,-10,+3,+3,-,-,-,-
-,d+1+2 (second hit only),mid,-,-,-,-,-,-,-,15 [18],i17,-10,+3,+3,-,-,-,-
Hammer Driver Hatchet,"d+1+2, 3","mid, mid, low",-,-,-,-,-,-,-,"10 [12], 15, 20",i17,-13,+4,-,-,-,-,-
-,"d+1+2 (second hit only), 3","mid, low",-,-,-,-,-,-,-,"15 [18], 20",i17,-13,+4,-,-,-,-,-
-,"(d+1+2), 3",low,-,-,-,-,-,-,-,20 [24],i17,-13,+4,KND,-,-,-,-
Snake Bomb,d+1+2~2,mid,-,-,-,-,-,-,-,24 [28],i30,+2,GROUND BOUNCE,GROUND BOUNCE,-,-,-,-
-,d+3+4,low,-,-,-,-,-,-,-,15 [18],i19,-12,-1,+4,-,-,-,-
Side Low Knuckle Whip,"d+3+4, 2","low, mid",-,-,-,-,-,-,-,"15 [18], 23",i19,-12,KND,-,-,-,-,-
-,"(d+3+4), 2",mid,-,-,-,high,-,-,-,23 [27],i29,-12,KND,KND,-,-,-,-
-,"d+3+4, 2, d/b",low,-,-,-,-,-,-,-,15 [18],i19,-23,-12,-7,-,-,-,-
Stomach Blow,d/b+2,mid,-,-,-,-,-,-,-,13 [15],i15,-6,+8,+8,-,-,-,-
Sweeper Kick,d/b+3,low,-,-,-,high,-,-,-,11 [13],i16,-12,-1,+4,-,-,-,-
Crash Impact,d/b+1+2,"mid, high",-,-,-,-,-,-,-,"14 [16], 17",i15,-13,KND,KND,-,-,-,-
-,d/b+1+2 (second hit only),high,-,-,-,-,-,-,-,25 [30],i27,-13,KND,KND,-,-,-,-
Chopping Elbow,b+1,mid,-,-,-,-,-,-,-,21 [25],i20,+3,+7 (OC),GROUND BOUNCE,-,-,-,-
-,b+2,high,-,-,-,-,-,-,-,18 [21],i17,-7,+4,STUN,-,-,-,-
Double Back Knuckle,"b+2, 1","high, high",-,-,-,-,-,-,-,"18 [21], 17",i17,0,STUN,-,-,-,-,-
-,"(b+2), 1",high,-,-,-,-,-,-,-,17 [20],i19,0,STUN,STUN,-,-,-,-
-,"b+2, 1, u, u (or d, d)",high,-,-,-,-,-,-,-,18 [21],i17,-27,-16,STUN,-,-,-,-
Hands of Doom,"b+2, 1, 2","high, high, high",-,-,-,-,-,-,-,"18 [21], 17, 22",i17,-9,KND,-,-,-,-,-
-,"(b+2), 1, 2","high, high",-,-,-,-,-,-,-,"17 [20], 22",i19,-9,KND,-,-,-,-,-
-,"(b+2), (1), 2",high,-,-,-,-,-,-,-,22 [26],i24,-9,KND,-,-,-,-,-
Wolf Bite,"b+2, 1, 4","high, high, mid",-,-,-,-,-,-,-,"18 [21], 17, 14",i17,-5,S!,-,-,-,-,-
-,"(b+2), 1, 4","high, mid",-,-,-,-,-,-,-,"17 [20], 14",i19,-5,S!,-,-,-,-,-
-,"(b+2), (1), 4",mid,-,-,-,-,-,-,-,21 [25],i30,-5,KND,KND,-,-,-,-
Wolf Call,"b+2, 4","high, mid",-,-,-,-,-,-,-,"18 [21], 21",i17,-5,KND,-,-,-,-,-
-,"(b+2), 4",mid,-,-,-,-,-,-,-,21 [25],i30,-5,KND,S!,-,-,-,-
-,b+3,mid,-,-,-,-,-,-,-,12 [14],i19,-7,+4,+4,-,-,-,-
-,"b+3, 2","mid, high",-,-,-,-,-,-,-,"12 [14], 12",i19,-4,+7,-,-,-,-,-
-,"(b+3), 2",high,-,-,-,-,-,-,-,12 [14],i16,-4,+7,+7,-,-,-,-
-,"b+3, 2, 1","mid, high, mid",-,-,-,-,-,-,-,"12 [14], 12, 10",i19,-9,+2,-,-,-,-,-
-,"(b+3), 2, 1","high, mid",-,-,-,-,-,-,-,"12 [14], 10",i16,-9,+2,-,-,-,-,-
-,"(b+3), (2), 1",mid,-,-,-,-,-,-,-,10 [12],i20,-9,+2,+2,-,-,-,-
Front Kick to Rush,"b+3, 2, 1, 2","mid, high, mid, mid",-,-,-,-,-,-,-,"12 [14], 12, 10, 14",i19,-10,KND,-,-,-,-,-
-,"(b+3), 2, 1, 2","high, mid, mid",-,-,-,-,-,-,-,"12 [14], 10, 14",i16,-10,KND,-,-,-,-,-
-,"(b+3), (2), 1, 2","mid, mid",-,-,-,-,-,-,-,"10 [12], 14",i20,-10,KND,-,-,-,-,-
-,"(b+3), (2), (1), 2",mid,-,-,-,-,-,-,-,14 [16],i19,-10,KND,KND,-,-,-,-
Run for Cover,"b+3, 2, 1, 4","mid, high, mid, low",-,-,-,-,-,-,-,"12 [14], 12, 10, 12",i16,-11,0,-,-,-,-,-
-,"(b+3), 2, 1, 4","high, mid, low",-,-,-,-,-,-,-,"12 [14], 10, 12",i20,-11,0,-,-,-,-,-
-,"(b+3), (2), 1, 4","mid, low",-,-,-,-,-,-,-,"10 [12], 12",i19,-11,0,-,-,-,-,-
-,"(b+3), (2), (1), 4",low,-,-,-,-,-,-,-,12 [14],i22,-11,0,0,-,-,-,-
Front Kick to Double Hammer,"b+3, 1+2","mid, mid",-,-,-,-,-,-,-,"12 [14], 25",i19,-6,+4 (OC),-,-,-,-,-
-,"(b+3), 1+2",mid,-,-,-,-,-,-,-,25 [30],i22,-6,+4 (OC),KND,-,-,-,-
-,"b+3, 1+2, D","mid, mid",-,-,-,-,-,-,-,"12 [14], 25",i19,-6,+4 (OC),-,-,-,-,-
Knee Break,b+4,mid,-,-,-,-,-,-,-,18 [21],i16,-10,STUN,STUN,-,-,-,-
Wedge Driver,"b, d/f+4",mid,-,-,-,-,-,-,-,23 [27],i13,-13,STUN,KND,-,-,-,-
Flying Knee Kick,"b, B+4",mid,-,-,-,low,-,-,-,24 [28],i21,-16,KND,KND,-,-,-,-
Gatling Rush,"u/b+1+2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 4",mid (x11),-,-,-,-,-,-,-,"5 [6], 2 (x9), 14",i15,-35,KND,-,-,-,-,-
-,qcf+2,high,-,-,high,-,-,-,-,18 [21],i15,-6,+2,+2,-,-,-,-
Cross Bazooka,"qcf+2, 1","high, mid",-,-,-,-,-,-,-,"18 [21], 26",i15,-11,KND,-,-,-,-,-
-,"(qcf+2), 1",mid,-,-,-,-,-,-,-,26 [31],i15,-11,KND,KND,-,-,-,-
-,qcf+4,mid,-,-,high,-,-,-,-,13 [15],i18,-5,+1,+3,-,-,-,-
-,"qcf+4, 1","mid, high",-,-,-,-,-,-,-,"13 [15], 14",i18,0,STUN,-,-,-,-,-
-,"(qcf+4), 1",high,-,-,-,-,-,-,-,14 [16],i27,0,STUN,STUN,-,-,-,-
-,"qcf+4, 1, u, u (or d, d)",mid,-,-,-,-,-,-,-,13 [15],i18,-29,-23,-,-,-,-,-
Snake Spin Mach Breaker,"qcf+4, 1, 2","mid, high, high",-,-,-,-,-,-,-,"13 [15], 14, 22",i18,-9,KND,-,-,-,-,-
-,"(qcf+4), 1, 2","high, high",-,-,-,-,-,-,-,"14 [16], 22",i27,-9,KND,-,-,-,-,-
-,"(qcf+4), (1), 2",high,-,-,-,-,-,-,-,22 [26],i24,-9,KND,KND,-,-,-,-
Snake Spin Middle Kick,"qcf+4, 1, 4","mid, high, mid",-,-,-,-,-,-,-,"13 [15], 14, 14",i18,-5,S!,-,-,-,-,-
-,"(qcf+4), 1, 4","high, mid",-,-,-,-,-,-,-,"14 [16], 14",i27,-5,S!,-,-,-,-,-
-,"(qcf+4), (1), 4",mid,-,-,low,-,-,-,-,21 [25],i30,-5,KND,KND,-,-,-,-
Requiem,qcf+1+2,mid,-,-,high,-,-,-,-,28 [33],i15,-12,KND,KND,-,-,-,-
-,qcb+2,mid,-,-,-,-,-,-,-,16 [19],i15,-9,+6,+6,-,-,-,-
Smash and Mach Kick,"qcb+2, 4","mid, high",-,-,-,-,-,-,-,"16 [19], 25",i15,-10,KND,-,-,-,-,-
-,"(qcb+2), 4",high,-,-,-,-,-,-,-,25 [30],i22,-10,KND,S!,-,-,-,-
Hatchet Kick,qcb+3,low,-,-,-,-,-,-,-,21 [25],i19,-13,+4,KND,-,-,-,-
Kickoff,qcb+4,mid,-,-,-,-,-,-,-,21 [25],i17,-12,LAUNCH,LAUNCH,-,-,-,-
-,BT 1 (or 2),high,-,-,-,-,-,-,-,15 [18],i8,-8,+3,+3,-,-,-,-
-,BT 3 (or 4),high,-,-,-,-,-,-,-,18 [21],i10,-8,KND,KND,-,-,-,-
-,FC 1,s. mid,-,-,high,-,-,-,-,5 [6],i10,-5,+6,+6,-,-,-,-
-,FC 2,s. mid,-,-,high,-,-,-,-,8 [9],i10,-4,+7,+7,-,-,-,-
-,FC 3,low,-,-,high,-,-,-,-,12 [14],i16,-7,-3,-3,-,-,-,-
-,FC 4,low,-,-,high,-,-,-,-,10 [12],i12,-15,-4,-4,-,-,-,-
Nothern Cross,FC d/f+4,mid,-,-,high,-,-,-,-,21 [25],i15,-10,+13,S!,-,-,-,-
Hellraiser,SS 1,high,-,-,-,-,-,-,-,23 [27],i17,-5,STUN,STUN,-,-,-,-
-,SS 2,mid,-,-,-,-,-,-,-,20 [24],i20,-6,KND,KND,-,-,-,-
Shock & Awe,"SS 2, 3","mid, low",-,-,-,-,-,-,-,"20 [24], 14",i20,-13,KND,-,-,-,-,-
-,"SS (2), 3",low,-,-,-,-,-,-,-,20 [24],i27,-13,KND,STUN,-,-,-,-
-,"WR f, f, F (Full Screen)",mid,-,-,-,-,-,-,-,30 [36],i8,+13,KND,KND,-,-,-,-
-,"WR f, f, F (Full Screen) (On Grounded Opponent)",low,-,-,-,-,-,-,-,8 [9],i12,!,KND,KND,-,-,-,-
-,WR 4,low,-,-,high,-,-,-,-,17 [20],i14,-40,KND,KND,-,-,-,-
-,WR 1+2,mid,-,-,"high, low",-,-,-,-,24 [28],i18,0,KND,KND,-,-,-,-
Left Upper,WS 1,mid,-,-,-,-,-,-,-,20 [24],i15,-16,LAUNCH,LAUNCH,-,-,-,-
Right Upper,WS 2,mid,-,-,-,-,-,-,-,18 [21],i19,-10,+1,+1,-,-,-,-
Fisherman's Slam,WS 2:f+2 (or b+2),"mid, mid throw",-,-,-,-,-,-,-,"18 [21], 25",i19,!,GROUND BOUNCE,-,-,-,-,-
High Knee Kick,WS 3,mid,-,-,-,-,-,-,-,18 [21],i12,-10,+4,STUN,-,-,-,-
Double High Knee Kick,"WS 3, 4","mid, mid",-,-,-,-,-,-,-,"18 [21], 25",i28,-10,+4,-,-,-,-,-
-,"WS (3), 4",mid,-,-,-,-,-,-,-,25 [30],i28,-10,+4,KND,-,-,-,-
10 Hit Combo 1,"b+3, 4, 1, 2, 1, 4, 2, 1, 4, 2",-,-,-,-,-,-,-,-,80,i19,-,KND,-,-,-,-,-
10 Hit Combo 2,"b+3, 4, 1, 2, 1, 4, 3, 3, 2",-,-,-,-,-,-,-,-,107,i19,-,KND,-,-,-,-,-
-,"Face Up, Feet Towards+3 or (After Rolling Forward)",low,-,-,high,-,-,-,-,10 [12],i22,-12,+5,STUN,-,-,-,-
-,"Face Up, Feet Towards+4 or (After Rolling Forward)",mid,-,-,-,-,-,-,-,18 [21],i22,-12,+5,KND,-,-,-,-
-,"Face Up, Feet Towards, d+3 (or 4)",low,-,-,"high, mid",-,-,-,-,5 [6],i13,-18,-3,-3,-,-,-,-
-,"Face Up, Feet Towards+3+4",mid,-,-,low,-,-,-,-,20 [24],i19,+2,KND,KND,-,-,-,-
-,"Face Up, Feet Towards, Roll Forward+1+2",mid,-,-,"high, low",-,-,-,-,15 [18],i19,+2,KND,KND,-,-,-,-
-,"Face Down, Feet Away+3",low,-,-,high,-,-,-,-,10 [12],i21,-20,+1,STUN,-,-,-,-
-,"Face Down, Feet Away+4 (close)",mid,-,-,-,-,-,-,-,10 [12],i21,-19,KND,KND,-,-,-,-
-,"Face Down, Feet Away+4 (far)",mid,-,-,-,-,-,-,-,15 [18],i21,-19,-10,KND,-,-,-,-
-,(Upon Landing) f,mid,-,-,low,-,-,-,-,4,i33,-2,+3,+3,-,-,-,-
INTO SLITHER STEP,,,,,,,,,,,,,,,,,,
