MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
Double Back Fist,"2, 2","high, mid",-,-,-,-,-,-,-,"10 [12], 24",i12,-8,+4,-,-,-,-,-
-,"(2), 2",mid,-,-,-,-,-,-,-,24 [27],i24,-10,+6,STUN,-,-,-,-
-,3,high,-,-,-,-,-,-,-,14 [16],i14,-8,+4,+4,-,-,-,-
-,"3, 1","high, high",-,-,-,-,-,-,-,"14 [16], 7",i14,-1,+7,-,-,-,-,-
-,"(3), 1",high,-,-,-,-,-,-,-,7 [8],i19,-1,+7,+7,-,-,-,-
Agony Spear,"3, 1, 4","high, high, mid",-,-,-,-,-,-,-,"14 [16], 7, 17",i14,-6,+8,-,-,-,-,-
-,"(3), 1, 4","high, mid",-,-,-,-,-,-,-,"7 [8], 17",i19,-6,+8,-,-,-,-,-
-,"(3), (1), 4",mid,-,-,-,-,-,-,-,17 [20],i21,-6,+8,STUN,-,-,-,-
Roundhouse,4,high,-,-,-,-,-,-,-,18 [21],i12,-9,+2,STUN,-,-,-,-
Demon Scissors,4~3,"mid, mid",-,-,-,low,-,-,-,"18 [21], 17",i31,-11,KND,KND,-,-,-,-
Acute Pain,1+2,"mid, mid",-,-,-,-,-,-,-,"5 [6], 20",i12,-14,KND,KND,-,-,-,-
Searing Edge,u/f+3,mid,-,-,-,low,-,-,-,25 [30],i19,-9,KND,KND,-,-,-,-
-,u/f+4,mid,-,-,-,low,-,-,-,16 [19],i25,-12,-1,-1,-,-,-,-
-,"u/f+4, 4","mid, low",-,-,-,-,-,-,-,"16 [19], 12",i25,-23,STUN,-,-,-,-,-
-,"(u/f+4), 4",low,-,-,-,-,-,-,-,12 [14],i47,-23,STUN,STUN,-,-,-,-
-,"u/f+4, 4, 4","mid, low, low",-,-,-,-,-,-,-,"16 [19], 12, 7",i25,-23,KND,-,-,-,-,-
-,"(u/f+4), 4, 4","low, low",-,-,-,-,-,-,-,"12 [14], 7",i47,-23,KND,-,-,-,-,-
-,"(u/f+4), (4), 4",low,-,-,-,-,-,-,-,10 [12],i24,-23,KND,KND,-,-,-,-
Roundhouse to Triple Spin Kick,"u/f+4, 4, 4, 4","mid, low, low, mid",-,-,-,-,-,-,-,"16 [19], 12, 7, 10",i25,-23,KND,-,-,-,-,-
-,"(u/f+4), 4, 4, 4","low, low, mid",-,-,-,-,-,-,-,"12 [14], 7, 10",i47,-23,KND,-,-,-,-,-
-,"(u/f+4), (4), 4, 4","low, mid",-,-,-,-,-,-,-,"10 [12], 14",i24,-23,KND,-,-,-,-,-
-,"(u/f+4), (4), (4), 4",mid,-,-,-,-,-,-,-,20 [24],i22,-23,KND,KND,-,-,-,-
Oni Front Kick,f+3,mid,-,-,-,-,-,-,-,22 [26],i19,-13,+5,STUN,-,-,-,-
Right Splits Kick,f+4,mid,-,-,-,-,-,-,-,20 [24],i19,+4 (OC),+7 (OC),KND,-,-,-,-
Glorious Demon God Fist,f+1+2,mid,-,-,-,-,-,-,-,20 [24],i25,-9,KND,KND,-,-,-,-
Zankyosho,"f, F+2",high,-,-,-,-,-,-,-,30 [36],i13,-11,KND,KND,-,-,-,-
Left Splits Kick,"f, F+3",mid,-,-,-,-,-,-,-,25 [30],i20,-3,STUN,STUN,-,-,-,-
Devil's Steel Petal,"f, F+4",mid,-,-,-,-,-,-,-,22 [26],i17,-9,+5,STUN,-,-,-,-
Leaping Sidekick,"f, f, f+3 (or WR 3)",mid,-,-,-,low,-,-,-,30 [36],i22,+9,KND,KND,-,-,-,-
Dragon Uppercut,"f, n, d, d/f+1",mid,-,-,-,high*,-,-,-,30 [36],i22,-15,KND,KND,-,-,-,-
Wind God Fist,"f, n, d, d/f+2",high,-,-,-,high*,-,-,-,23 [27],i11,-10,LAUNCH,LAUNCH,-,-,-,-
Electric Wind God Fist,"f, n, d, d/f:2",high,-,-,-,high*,-,-,-,23 [27],i11,+5,LAUNCH,LAUNCH,-,-,-,-
Hell Lancer,"f, n, d, d/f+3",high,-,-,-,low,-,-,-,40 [48],i21,-5,KND,KND,-,-,-,-
-,"f, n, d, d/f+4",low,-,-,-,-,-,-,-,15 [18],i16,-23,-3,STUN,-,-,-,-
Spinning Demon to Left Hook,"f, n, d, d/f+4, 1","low, mid",-,-,-,-,-,-,-,"15 [18], 18",i16,-23,KND,-,-,-,-,-
-,"(f, n, d, d/f+4), 1",mid,-,-,-,-,-,-,-,27 [32],i25,-16,KND,KND,-,-,-,-
Spinning Demon,"f, n, d, d/f+4, 4","low, low",-,-,-,-,-,-,-,"15 [18], 8",i16,-23,KND,-,-,-,-,-
-,"(f, n, d, d/f+4), 4",low,-,-,-,-,-,-,-,12 [14],i24,-23,STUN,STUN,-,-,-,-
-,d/f+1,mid,-,-,-,-,-,-,-,11 [13],i15,-7,+9,+9,-,-,-,-
Slicing Blade,"d/f+1, 2","mid, mid",-,-,-,-,-,-,-,"11 [13], 20",i15,-13,KND,-,-,-,-,-
-,"(d/f+1), 2",mid,-,-,-,-,-,-,-,20 [24],i20,-13,KND,KND,-,-,-,-
Slaughter High Kick,"d/f+1, 4","mid, high",-,-,-,-,-,-,-,"11 [13], 20",i15,-4,+17,-,-,-,-,-
-,"(d/f+1), 4",high,-,-,-,-,-,-,-,20 [24],i16,-4,+17,+17,-,-,-,-
Devastator,"d/f+1, f+2","mid, mid",-,-,-,-,-,-,-,"11 [13], 22",i15,-12,KND,-,-,-,-,-
-,"(d/f+1), f+2",mid,-,-,-,-,-,-,-,22 [26],i20,-12,KND,KND,-,-,-,-
Abolishing Fist,d/f+2,mid,-,-,-,-,-,-,-,22 [26],i14,-12,+5,STUN,-,-,-,-
Impaling Knee,d/f+3,mid,-,-,-,-,-,-,-,13 [15],i18,-7,+9,+9,-,-,-,-
-,"d/f+3, 2","mid, mid",-,-,-,-,-,-,-,"13 [15], 15",i18,-11,+5,-,-,-,-,-
-,"(d/f+3), 2",mid,-,-,-,-,-,-,-,15 [18],i20,-11,+5,+5,-,-,-,-
Impaling Knee Twin Thrust,"d/f+3, 2, 1","mid, mid, mid",-,-,-,-,-,-,-,"13 [15], 15, 21",i18,-18,KND,-,-,-,-,-
-,"(d/f+3), 2, 1","mid, mid",-,-,-,-,-,-,-,"15 [18], 21",i20,-18,KND,-,-,-,-,-
-,"(d/f+3), (2), 1",mid,-,-,-,-,-,-,-,21 [25],i25,-18,KND,KND,-,-,-,-
-,d/f+4,mid,-,-,-,-,-,-,-,10 [12],i13,-9,+2,+2,-,-,-,-
Tsunami Kick,"d/f+4, 4","mid, mid",-,-,-,-,-,-,-,"10 [12], 16",i13,-15,-4 (OC),-,-,-,-,-
-,"(d/f+4), 4",mid,-,-,-,-,-,-,-,16 [19],i15,-15,-4 (OC),-4 (OC),-,-,-,-
Nejiri Uraken,d+1+2,low,-,-,-,high,-,-,-,18 [21],i25,-14,+1,STUN,-,-,-,-
Lion Slayer,d/b+2,mid,-,-,-,-,-,-,-,20 [24],i20,-9,KND,KND,-,-,-,-
Sliding Low Kick,d/b+3,low,-,-,-,high,-,-,-,14 [16],i19,-12,-1,+7,-,-,-,-
Stature Smash,d/b+4,low,-,-,-,-,-,-,-,18 [21],i20,-12,+4,+17,-,-,-,-
-,b+1,high,-,-,-,-,-,-,-,13 [15],i11,-10,+1,+1,-,-,-,-
Sokushitsu Goda,"b+1, 2","high, mid",-,-,-,-,-,-,-,"13 [15], 20",i11,-14,KND,-,-,-,-,-
-,"(b+1), 2",mid,-,-,-,-,-,-,-,20 [24],i20,-14,KND,KND,-,-,-,-
-,b+2,mid,-,-,-,-,-,-,-,12 [14],i14,-8,+4,+4,-,-,-,-
-,"b+2, 4","mid, high",-,-,-,-,-,-,-,"12 [14], 12",i14,-3,+8,-,-,-,-,-
-,"(b+2), 4",high,-,-,-,-,-,-,-,12 [14],i22,-3,+8,+8,-,-,-,-
Rampaging Demon,"b+2, 4, 1","mid, high, mid",-,-,-,-,-,-,-,"12 [14], 12, 22",i14,-14,KND,-,-,-,-,-
-,"(b+2), 4, 1","high, mid",-,-,-,-,-,-,-,"12 [14], 22",i22,-14,KND,-,-,-,-,-
-,"(b+2), (4), 1",mid,-,-,-,-,-,-,-,22 [26],i19,-14,KND,KND,-,-,-,-
-,b+3,high,-,-,-,-,-,-,-,15 [18],i18,-8,+3,+3,-,-,-,-
-,"b+3, 1","high, high",-,-,-,-,-,-,-,"15 [18], 10",i18,0,+6,-,-,-,-,-
-,"(b+3), 1",high,-,-,-,-,-,-,-,10 [12],i30,0,+6,+6,-,-,-,-
-,"b+3, 1, 4","high, high, low",-,-,-,-,-,-,-,"15 [18], 10, 10",i18,-10,+7,-,-,-,-,-
-,"(b+3), 1, 4","high, low",-,-,-,-,-,-,-,"10 [12], 10",i31,-10,+7,-,-,-,-,-
-,"(b+3), (1), 4",low,-,-,-,-,-,-,-,10 [12],i47,-10,+7,+7,-,-,-,-
Demon's Wrath,"b+3, 1, 4, 1","high, high, low, mid",-,-,-,-,-,-,-,"15 [18], 10, 10, 15",i18,-14,KND,-,-,-,-,-
-,"(b+3), 1, 4, 1","high, low, mid",-,-,-,-,-,-,-,"10 [12], 10, 15",i30,-14,KND,-,-,-,-,-
-,"(b+3), (1), 4, 1","low, mid",-,-,-,-,-,-,-,"10 [12], 15",i46,-14,KND,-,-,-,-,-
-,"(b+3), (1), (4), 1",mid,-,-,-,-,-,-,-,15 [18],i15,-14,KND,KND,-,-,-,-
Reign of Terror,"b+3, 1, 4, 3","high, high, low, low",-,-,-,-,-,-,-,"15 [18], 10, 10, 12",i18,-12,+1,-,-,-,-,-
-,"(b+3), 1, 4, 3","high, low, low",-,-,-,-,-,-,-,"10 [12], 10, 12",i30,-12,+1,-,-,-,-,-
-,"(b+3), (1), 4, 3","low, low",-,-,-,-,-,-,-,"10 [12], 12",i46,-12,+1,-,-,-,-,-
-,"(b+3), (1), (4), 3",low,-,-,-,-,-,-,-,12 ['14],i20,-12,+1,+1,-,-,-,-
Flash Tornado,b+4,high,-,-,-,-,-,-,-,20 [24],i19,-5,+16,S!,-,-,-,-
Kumo Kiri,b+1+2,mid,-,-,-,-,-,-,-,21 [25],i22,-12,+5,STUN,-,-,-,-
-,BT 1 (or 2),high,-,-,-,-,-,-,-,15 [18],i8,-8,+3,+3,-,-,-,-
-,BT 3 (or 4),high,-,-,-,-,-,-,-,18 [21],i10,-8,KND,KND,-,-,-,-
-,FC 1,s. mid,-,-,-,high,-,-,-,5 [6],i10,-5,+6,+6,-,-,-,-
-,FC 2,s. mid,-,-,-,high,-,-,-,8 [9],i11,-4,+7,+7,-,-,-,-
-,FC 3,low,-,-,-,high,-,-,-,12 [14],i16,-17,-3,-3,-,-,-,-
-,FC 4,low,-,-,-,high,-,-,-,10 [12],i12,-15,-4,-4,-,-,-,-
Tombstone Crusher,FC d/f+3+4,mid,-,-,-,high,-,-,-,24 [28],i23,-11,KND,KND,-,-,-,-
Shattered Spine,SS 3,mid,-,-,-,-,-,-,-,23 ][27],i23,-7,STUN,STUN,-,-,-,-
Law Breaker,SS 1+2,high,-,-,-,-,-,-,-,25 [30],i16,-6,KND,KND,-,-,-,-
-,"WR f, f, F (Full Screen)",mid,-,-,-,-,-,-,-,30 [36],i8,+13,KND,KND,-,-,-,-
-,"WR f, f, F (Full Screen) (On Grounded Opponent)",low,-,-,-,-,-,-,-,8 [9],i12,-,KND,KND,-,-,-,-
-,WR 4,low,-,-,-,high,-,-,-,17 [20],i14,-40,KND,KND,-,-,-,-
-,WR+1+2,mid,-,-,-,low*,-,-,-,24 [28],i18,0,KND,KND,-,-,-,-
-,WS 1,mid,-,-,-,-,-,-,-,10 [12],i13,-5,+5,+5,-,-,-,-
Twin Pistons,"WS 1, 2","mid, mid",-,-,-,-,-,-,-,"10 [12], 12",i13,-12,LAUNCH,-,-,-,-,-
-,"WS (1), 2",mid,-,-,-,-,-,-,-,12 [14],i22,-12,LAUNCH,LAUNCH,-,-,-,-
Demon God Fist,WS 2,mid,-,-,-,-,-,-,-,25 [30],i16,-18,STUN,STUN,-,-,-,-
Engetsusen,WS 3,mid,-,-,-,-,-,-,-,24 [28],i21,-5,KND,KND,S!,-,-,-
-,WS 4,mid,-,-,-,-,-,-,-,13 [15],i11,-3,+8,+8,-,-,-,-
Tsunami Kick,"WS 4, 4","mid, mid",-,-,-,-,-,-,-,"13 [15], 16",i11,-15,-4 (OC),-,-,-,-,-
-,"WS (4), 4",mid,-,-,-,-,-,-,-,16 [19],i15,-15,-4 (OC),-4 (OC),-,-,-,-
Oni Stomp,(While enemy is down) d+3+4,low,-,-,-,-,-,-,-,20 [24],i23,-,KND,KND,-,-,-,-
10 Hit Combo 1,"f, f, n, 2, 1, 2, 2, 3, 4, 4, 3, 2, 1",-,-,-,-,-,-,-,-,113 [115],i12,-,KND,KND,-,-,-,-
10 Hit Combo 2,"f, f, n, 2, 1, 4, 4, 2, 4, 3, 2, 1",-,-,-,-,-,-,-,-,107 [109],i12,-,KND,KND,-,-,-,-
-,"Face Up, Feet Towards+3 or (After Rolling Forward)",low,-,-,-,high,-,-,-,10 [12],i22,-12,+5,STUN,-,-,-,-
-,"Face Up, Feet Towards+4 or (After Rolling Forward)",mid,-,-,-,-,-,-,-,18 [21],i22,-12,+5,KND,-,-,-,-
-,"Face Up, Feet Towards, d+3 (or 4)",low,-,-,-,"mid, high",-,-,-,5 [6],i13,-18,-3,-3,-,-,-,-
-,"Face Up, Feet Towards+3+4",mid,-,-,-,low*,-,-,-,20 [24],i19,-21,KND,KND,-,-,-,-
-,"Face Up, Feet Towards, Roll Forward+1+2",mid,-,-,-,low*,-,-,-,15 [18],i19,+2,KND,KND,-,-,-,-
-,"Face Down, Feet Away+3",low,-,-,-,high,-,-,-,10 [12],i21,-20,+1,STUN,-,-,-,-
-,"Face Down, Feet Away+4 (close)",mid,-,-,-,-,-,-,-,15 [18],i21,-19,KND,KND,-,-,-,-
-,"Face Down, Feet Away+4 (far)",mid,-,-,-,-,-,-,-,10 [12],i21,-19,KND,KND,-,-,-,-
-,(Upon Landing) f,mid,-,-,-,low*,-,-,-,4,i33,-2,+3,+3,-,-,-,-
INTO DEVIL TRANSFORMATION,,,,,,,,,,,,,,,,,,
Devil Transformation,(During Rage) u/b+1+2,mid,-,-,-,-,-,-,-,-,i20,-6,KND,KND,-,-,-,-
Rage Drive,"(During Rage) f, n, d, d/f+1+4:U/F",mid,-,-,-,high*,-,-,-,"45 [54], 18",i18,-,KND,KND,-,-,-,-
DURING DEVIL TRANSFORMATION,,,,,,,,,,,,,,,,,,
-,DVK u/b+1+2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Elkeid,DVK f+1+2,mid,-,-,-,high,-,-,-,23 [27],i22,-9,KND,KND,-,-,-,-
-,DVK d/f+1,mid,-,-,-,-,-,-,-,12 [14],i15,-7,+9,+9,-,-,-,-
Twin Pistons,"DVK d/f+1, 2","mid, mid",-,-,-,-,-,-,-,"12 [14], 12",i15,-13,LAUNCH,-,-,-,-,-
-,"DVK (d/f+1), 2",mid,-,-,-,-,-,-,-,12 [14],i18,-13,LAUNCH,LAUNCH,-,-,-,-
Devil Fist,"DVK f, F+2",mid,-,-,-,high,-,-,-,"22 [26], 5, 5, 6",i16,-12,KND,KND,-,-,-,-
Heaven's Door,"DVK f, n, d, d/f+1:U/F",mid,-,-,-,high*,-,-,-,"33 [39], 16",i22,-,KND,KND,-,-,-,-
Devil Twister,DVK SS 2,mid,-,-,-,-,-,-,-,27 [32],i17,-22,LAUNCH,LAUNCH,-,-,-,-
Sorai Zanba,DVK (While enemy is down) d+1+2,low,-,-,-,-,-,-,-,21 [26],i22,-,KND,KND,-,-,-,-
POWER CRUSHES,,,,,,,,,,,,,,,,,,
Soul Thrust,f+2,mid,-,-,-,-,-,-,-,25 [30],i20,-12,KND,KND,-,-,-,-
RAGE MOVES,,,,,,,,,,,,,,,,,,
Rage Art,(During Rage) d/f+1+2,mid,-,-,-,-,-,-,-,55 [57],i20,-22,KND,KND,-,-,-,-
-,"(During Rage) f, n, d, d/f+1+4",mid,-,-,-,high*,-,-,-,45 [54],i18,+5,KND,KND,-,-,-,-
UNBLOCKABLE MOVES,,,,,,,,,,,,,,,,,,
Lightning Uppercut,b+1+4,mid!,-,-,-,-,-,-,-,25 [30],i43,!,KND,KND,-,-,-,-
Lightning Screw Uppercut,B+1+4,mid!,-,-,-,-,-,-,-,60 [72],i63,!,KND,KND,-,-,-,-
Inferno,DVK 1+2,high!,-,-,-,-,-,-,-,44 [52],i40,!,KND,KND,-,-,-,-
Devil Blaster,DVK 3+4,mid!,-,-,-,low,-,-,-,33 [39],i60,!,KND,KND,-,-,-,-
Reverse Devil Blaster,"DVK 3+4, 3+4",mid!,-,-,-,low,-,-,-,33 [39],i60,!,KND,KND,-,-,-,-
Air Inferno,DVK u/f+1+2,high!,-,-,-,-,-,-,-,20 [24],i18,!,KND,KND,-,-,-,-
THROWS,,,,,,,,,,,,,,,,,,
Double Face Kick,Approach enemy... 1+3,high throw,-,-,-,-,-,-,-,35,i12,0 (BT),KND,-,-,-,-,-
Hip Throw,Approach enemy... 2+4,high throw,-,-,-,-,-,-,-,35,i12,0 (BT),KND,-,-,-,-,-
Double Face Kick,Approach enemy... f+1+3,high throw,-,-,-,-,-,-,-,35,i15,0 (BT),KND,-,-,-,-,-
Hip Throw,Approach enemy... f+2+4,high throw,-,-,-,-,-,-,-,35,i15,0 (BT),KND,-,-,-,-,-
Stonehead,"Approach enemy... f, F+1+2",high throw,-,-,-,-,-,-,-,35,i12,0,KND,-,-,-,-,-
Ultimate Tackle,d/b+1+2,mid throw,-,-,-,-,-,-,-,5,i26,-5 (BT),KND,-,-,-,-,-
Steel Pedal Drop,Approach from left side... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,40,i12,-3,KND,-,-,-,-,-
Skull Smash,Approach from right side...  1+3 (or 2+4),high throw,-,-,-,-,-,-,-,40,i12,-3,KND,-,-,-,-,-
Reverse Neck Throw,Approach from behind... 1+3 (or f+1+3),high throw,-,-,-,-,-,-,-,50,i12,-,KND,-,-,-,-,-
Gates of Hell,"FC d/f, d, d/f+1+2",high throw,-,-,-,-,-,-,-,40,i12,-6,KND,-,-,-,-,-
-,"WR f, f, F (Mid Screen)",mid throw,-,-,-,-,-,-,-,5,i16,-5 (BT),KND,-,-,-,-,-
DURING TACKLE,,,,,,,,,,,,,,,,,,
-,(During Tackle) 1 (or 2),-,-,-,-,-,-,-,-,5,-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5",-,-,KND,-,-,-,-,-
Ultimate Punch,"(During Tackle) 1/2, 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5, 15",-,-,KND,-,-,-,-,-
SPECIAL,,,,,,,,,,,,,,,,,,
-,"Even frame... f, n",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"Odd frame... f, n",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"f, n, d, D/F",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
