MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
Switch-Kick Tornado,"f+3, 4","mid, mid",2.5,0,-,-,NO,NCc,-,"15 [18], 13",i16,-7,+3,-,-,-29,"2, 3",-
-,"(f+3), 4",mid,2.5,0,SSL,-,-,-,-,13 [15],i27,-7,+3,+3,FLOAT,-29,3,-
Switch-Kick Tornado,"f+3, 4, 3","mid, mid, high",2.5,1.75,-,-,NO,NCc,WALL BREAK / SPLAT,"15 [18], 13, 22",i16,-7,KND,-,-,-36,"2, 3, 1",-
-,"(f+3), 4, 3","mid, high",2.5,1.75,-,-,NO,NC,WALL BREAK / SPLAT,"13 [15], 22",i27,-7,KND,-,-,-36,"3, 1",-
-,"(f+3), (4), 3",high,2.5,1.75,-,-,-,-,WALL BREAK / SPLAT,22 [26],i25,-7,KND,KND,S!,-36,1,-
Wind-Up Stomp,f+4,mid,2.5,0,SSR,-,-,-,-,21 [25],i23,+2 (OC),+7 (OC),KND,FLOOR BREAK,-26,6,-
Shoulder Impact,f+1+4,mid,2.5,0,-,-,-,-,WALL BREAK / SPLAT,28 [33],i13,-20,KND,KND,FLOAT,-37,3,-
Minced Liver,d/f+1,mid,1.5,0.5,SSR,-,-,-,-,12 [14],i13,-1,+7,+7,FLOAT,-18,2,-
Concussion Hook,d/f+2,mid,1.5,0.75,SWL / SWR,-,-,-,-,21 [25],i15,-12,-1,KND,FLOOR BREAK,-29,2,-
Dark Knee Lift,d/f+3,mid,1.75,1,-,-,-,-,-,17 [20],i17,-5,+5,STUN,TURN OVER,-28,2,-
Spinning Lariat,d/f+1+2,mid,2.5,0.5,HOMING,-,-,-,-,20 [24],i25,-7,KND,KND,S!,-33,2,-
Frakensteiner,d/f+3+4 (far),s.mid,2.5,-,-,-,-,-,-,15 [18],i28,-12,-1 (OC),-1 (OC),FLOOR BREAK,-29,8,-
-,d+1 (or FC 1),s. mid,0.5,0.5,-,-,-,-,-,5 [6],i10,-5,+6,+6,FLOAT,-23,1,-
Knee Lift Combination,"d+1, 4 (or FC 1, 4)","s. mid, mid",0.5,0.5,-,-,YES,NCc,-,"5 [6], 13",i10,-10,+6,-,-,-28,"1, 1",-
-,"(d+1), 4 (or FC (1), 4)",mid,2,0.5,-,-,-,-,-,13 [15],i15,-10,+6,+6,FLOAT,-28,1,-
-,d+2,mid,2,0.5,-,-,-,-,-,17 [20],i17,-5,+5 (OC),+9 (OC),FLOOR BREAK,-26,2,-
-,"d+2, 4","mid, mid",2,0.25,-,-,NO,NO,-,"17 [20], 17",i17,-14,-3,-,-,-37,"2, 2",-
-,"(d+2), 4",mid,2.5,0.25,SSL,-,-,-,-,17 [20],i22,-14,-3,-3,TURN OVER,-37,2,-
Blackjack Combination,"d+2, 4, 3","mid, mid, mid",2,0,-,-,NO,NO,-,"17 [20], 17, 20",i17,-11,KND,-,-,-37,"2, 2, 6",-
-,"(d+2), 4, 3","mid, mid",2.5,0,-,-,NO,NC,-,"17 [20], 20",i22,-11,KND,-,-,-37,"2, 6",-
-,"(d+2), (4), 3",mid,3,0,-,-,-,-,-,20 [24],i35,-11,KND,KND,FLOOR BREAK,-37,6,-
Stomp,d+3,low,1.75,0.5,SSL / SSR,-,-,-,-,12 [14],i17,-12,+1,+1,FLOAT,-30,1,-
-,d+4,low,2,0.25,SWL / SSR,-,-,-,-,9 [10],i14,-13,-2,-2,FLOAT,-31,1,
Corporate Elbow,d+1+2,mid,2.5,2.5,-,-,-,-,-,25 [30],i30,-8 (OC),0 (OC),0 (OC),FLOOR BREAK,-37,6,-
-,d+3+4,low,2.5,0.5,SSR,high,-,-,-,12 [14],i17,-16,-5,-3,FLOAT,-34,1,-
Taurus Cutter Edge,"d+3+4, 1","low, high",2.5,0,-,-,NO,NCc,WALL BREAK / SPLAT,"12 [14], 13",i17,-9,+15,-,-,-26,"1, 2",-
-,"(d+3+4), 1",high,3,0,SWL,-,-,-,WALL BREAK / SPLAT,13 [15],i20,-9,+15,S!,S!,-26,2,-
Taurus Cutter Trap,"d+3+4, 3","low, mid",2.5,1.5,-,-,NO,NCc,WALL BREAK / SPLAT,"12 [14], 13",i17,-16,KND,-,-,-33,"1, 2",-
-,"(d+3+4), 3",mid,3,1.5,SSR,-,-,-,WALL BREAK / SPLAT,13 [15],i23,-16,KND,KND,FLOAT,-33,2,-
Killer PK Combo,d/b+2,mid,2.5,0.75,-,-,-,-,-,10 [12],i14,-11,0,0,FLOAT,-29,1,-
-,"d/b+2, 3","mid, mid",2.5,2,-,-,NO,NCc,WALL BREAK / SPLAT,"10 [12], 20",i14,-16,KND,-,-,-35,"1, 2",-
-,"(d/b+2), 3",mid,3.5,2,-,-,-,-,WALL BREAK / SPLAT,20 [24],i28,-16,KND,KND,FLOAT,-35,2,-
Dark PK Combo,"d/b+2, 4","mid, high",2.5,2,-,-,NO,NC,WALL BREAK / SPLAT,"10 [12], 20",i14,-9,+13,-,-,-28,"1, 2",-
-,"(d/b+2), 4",high,2.5,2,SWL / SSR,-,-,-,WALL BREAK / SPLAT,20 [24],i20,-9,+13,KND,S!,-28,2,-
Foot Sweep,d/b+3,low,3,0,SWL,-,-,-,-,20 [24],i23,-26,+5 (OC),KND,FLOAT,-27,3,-
Low Drop Kick,d/b+4,low,3,0,-,-,-,-,-,20 [24],i29,-20,KND,KND,KND,-33,3,-
Stomping Headbutt,d/b+1+2,mid,2.5,1.5,SSL,-,-,-,-,30 [36],i26,-8,KND,KND,FLOOR BREAK,-33,2,-
-,b+1,high,2,0.25,-,-,-,-,-,12 [14],i12,-7,+5,STUN,FLOAT,-28,2,-
Dark Jab to Hell Stab,"b+1, 2","high, mid",2,0.5,-,-,YES,NC,-,"12 [14], 15",i12,-12,+6,-,-,-29,"2, 2",-
-,"(b+1), 2",mid,2,0.5,SSL / SSR,-,-,-,-,15 [18],i20,-12,+6,KND,FLOAT,-29,2,-
-,b+2,mid,2,0.5,-,-,-,-,-,10 [12],i15,-9,+2 (OC),+2 (OC),FLOAT,-27,1,-
-,"b+2, 1","mid, mid",2,1,-,-,NO,NC,-,"10 [12], 8",i15,-12,-1,-,-,-30,"1, 1",-
-,"(b+2), 1",mid,1.5,1,-,-,-,-,-,8 [9],i18,-12,-1,-1,FLOAT,-30,1,-
Knife Edge Combo,"b+2, 1, 2","mid, mid, high",2,1.5,-,-,NO,NCc,WALL BREAK / SPLAT,"10 [12], 8, 20",i15,-7,S!,-,-,-29,"1, 1, 2",-
-,"(b+2), 1, 2","mid, high",2,1.5,-,-,NO,NCc,WALL BREAK / SPLAT,"8 [9], 20",i18,-7,S!,-,-,-29,"1, 2",-
-,"(b+2), (1), 2",high,1.5,1.5,SSL,-,-,-,WALL BREAK / SPLAT,20 [24],i25,-7,S!,S!,S!,-29,2,-
Toll Kick,b+3,high,2.5,2.5,-,-,-,-,WALL BREAK / SPLAT,23 [27],i16,-10,KND,KND,FLOAT,-32,3,-
Toe Kick,b+4,mid,2,1.5,-,-,-,-,-,15 [18],i15,-11,0,0,FLOAT,-33,2,-
Blindside,b+1+2,mid,1.5,0.5,-,-,-,-,-,0,i18,+1,+5,+16,FLOAT,-26,1,-
Straight Arrow,b+1+4,mid,1.5,1.5,SWL,-,-,-,WALL BREAK / SPLAT,24 [28],i11,-13,KND,KND,FLOAT,-32,2,-
Water Parting Chop,u/b+1,high,2,1.5,HOMING,-,-,-,WALL BREAK / SPLAT,21 [25],i20,-6,KND,KND,FLOAT,-26,4,-
High Elbow Drop,u/f+2,mid,4.5,0,-,-,-,-,-,35 [42],i47,-17,KND,KND,FLOOR BREAK,-42,7,-
Switch Jumping Knee Attack,u/f+3,mid,2.5,0.25,SSL,-,-,-,-,18 [21],i21,-8,+5,STUN,BACK FLIP,-26,3,-
Rising Toe Kick,u/f+4,mid,1.25,0.5,SSL,-,-,-,WALL SPLAT,13 [15],i15,-13,LAUNCH,LAUNCH,FLOAT,-30,3,-
Capital Punishment,"u/f+1+2 (or u/f, 1+2)",mid,4,0.75,-,-,-,-,-,25 [30],i35,+2 (OC),STUN,STUN,FLOOR BREAK,-26,2,-
Scissors Kick,u/f+3+4,mid,2.75,0.5,-,-,-,-,-,23 [27],i32,-14,KND,KND,FLOAT,-26,7,-
Underhanded,"f, f, n+2",low,2,0.5,-,-,-,-,-,17 [20],i19,-18,+7,STUN,FLOAT,-29,1,-
Solar Plexus Punch,"f, F+2",mid,2.5,1.5,SSL,-,-,-,WALL BREAK / SPLAT,23 [27],i16,-11,KND,KND,FLOAT,-29,1,-
Comeback Kick,"f, F+3",high,2.5,1,HOMING,-,-,-,-,23 [27],i17,0,STUN,STUN,S!,-32,3,-
Brawler Kick,"f, F+4",mid,3,2.5,-,-,-,-,WALL BOUNCE,30 [36],i15,-14,KND,KND,FLOAT,-34,1,-
Flying Forearm,"f, F+1+2",mid,4,0,-,-,-,-,WALL BREAK / SPLAT,28 [33],i22,-14,KND,KND,FLOAT,-24,21,-
Drop Kick,"f, F+3+4",high,3,0,-,-,-,-,WALL BREAK / SPLAT,35 [42],i23,-10,KND,KND,FLOAT,-35,2,-
Shadow Lariat,"f, n, d, d/f+1",high,3,2,-,-,-,-,-,23 [27],i15,+6,KND,KND,FLOAT,-27,5,-
Dark Smash,"f, n, d, d/f+2",high,0.5,0.5,-,-,-,-,WALL SPLAT,20 [24],i11,-10,LAUNCH,LAUNCH,FLOAT,-27,2,-
Knee Vault,"f, n, d, d/f+4",mid,1.25,0,-,-,-,-,WALL BREAK / SPLAT,22 [26],i16,-9,KND,KND,FLOAT,-34,3,-
Flying Brawler Kick,"f, f, f+3 (or WR 3)",mid,3,2.5,-,-,-,-,WALL BREAK / SPLAT,30 [36],i23,+10,KND,KND,FLOAT,-24,3,-
Dashing Low Drop Kick,Run more than 3 steps... 4,low,1.5,0,-,-,-,-,-,20 [24],i20,-24,KND,KND,FLOAT,-35,5,-
Satellite Drop Kick,"f, f, f+3+4 (or WR 3+4)",mid,4.5,0,-,-,-,-,WALL BREAK / SPLAT,40 [48],i28,+17,KND,KND,TAIL SPIN,-35,7,-
Jugular Thrust Trap,(During Catch) 2,mid,-,-,-,-,-,-,-,17 [20],i17,-10,+2,STUN,FLOAT,-34,1,-
-,FC 2,s. mid,1.5,1,-,-,-,-,-,8 [9],i11,-4,+7,+7,FLOAT,-22,1,-
-,FC 3,low,2,1.5,SSL / SSR,-,-,-,-,12 [14],i18,-16,-2,-2,FLOAT,-31,1,-
-,FC 4,low,2,0.75,SWL / SWR,-,-,-,-,12 [14],i14,-15,-4,-4,FLOAT,-33,1,-
Backhand Chop,FC d/f+2,mid,2.5,0.5,SSR,-,-,-,-,23 [27],i24,+1,STUN,STUN,FLOAT,-25,2,-
-,"WR f, f, F (Full Screen)",mid,0,0.25,SWL / SWR,-,-,-,WALL BREAK / SPLAT,30 [36],i8,+13,KND,KND,FLOAT,-35,13,-
-,"WR f, f, F (Full Screen) (On Grounded Opponent)",low,0,-,-,-,-,-,-,8 [9],i12,-,KND,KND,-,-28,1,-
-,WR 1+2,mid,4,0,-,-,-,-,WALL BREAK / SPLAT,24 [28],i18,0,KND,KND,FLOAT,-40,19,-
Snap Uppercut,WS 1,mid,1.75,0.5,SSR,-,-,-,WALL SPLAT,16 [19],i16,-10,KND,KND,FLOAT,-28,1,-
Jugular Thrust,WS 2,mid,2,0.5,-,-,-,-,-,17 [20],i12,-10,+2,STUN,FLOAT,-34,1,-
-,WS 3,high,2,1.5,-,-,-,-,WALL BREAK / SPLAT,28 [33],i16,0,KND,KND,FLOAT,-27,1,-
-,WS 4,mid,1.5,1.5,SSL,-,-,-,-,20 [24],i11,-6,+5,+5,FLOAT,-23,2,-
-,SS 2,mid,1.5,0,SSL / SSR,-,-,-,-,10 [12],i15,-12,-1,-1,FLOAT,-28,3,-
Death Sandwich,"SS 2, 1","mid, mid",1.5,0,-,-,NO,NC,-,"10 [12], 10",i15,-13,STUN,-,-,-34,"3, 2",-
-,"SS (2), 1",mid,2.5,0,SSL / SSR,-,-,-,-,10 [12],i25,-13,STUN,STUN,FLOOR BREAK,-34,2,-
Buzz Saw Kick,SS 4,mid,2.5,1.5,SSL,-,-,-,WALL BREAK / SPLAT,22 [26],i19,-12,KND,STUN,FLOOR BREAK,-29,3,-
Neck Cutter Kick,SS 3+4,high,2.5,0.5,-,-,-,-,-,28 [33],i24,-6,+46,+46,FLOAT,-33,1,-
-,(While enemy is down) d+4,low,0,-,-,-,-,-,-,16 [19],i18,-,-5,-,-,-31,4,-
-,"(While enemy is down) d+4, 4","low, low",0,-,-,-,-,NC,-,"16 [19], 5",i18,-,-3,-,-,-31,"4, 4",-
Crazy Stomp,"(While enemy is down) d+4, 4, 4","low, low, low",0,-,-,-,-,NC,-,"16 [19], 5, 3",i18,-,-3,-,-,-31,"4, 4, 4",-
10 Hit Combo 1,"d/f+2, 1, 3, 2, 2, 4, 2, 1, 3+4, 2",-,1.5,-,-,-,NO,NO,-,98,i15,-,KND,-,-,-,-,-
10 Hit Combo 2,"d/f+2, 1, 3, 2, 2, 3, 4, 1+2, 2, 1+2",-,1.5,-,-,-,NO,NO,-,94,i15,-,KND,-,-,-,-,-
-,"Face Up, Feet Towards+3 or (After Rolling Forward)",low,1.5,1.5,SSL / SSR,-,-,-,-,10 [12],i22,-12,+5,STUN,FLOAT,-29,1,-
-,"Face Up, Feet Towards+4 or (After Rolling Forward)",mid,1,1.5,SSL,-,-,-,WALL BREAK / SPLAT,18 [21],i22,-12,+5,KND,FLOAT,-29,1,-
-,"Face Up, Feet Towards, d+3 (or 4)",low,0.25,1.5,SSR,-,-,-,-,6 [7],i13,-20,-3,-3,FLOAT,-18,1,-
-,"Face Up, Feet Towards, Roll Forward+1+2",mid,4,0,-,-,-,-,WALL BREAK / SPLAT,15 [18],19,+2,KND,KND,FLOAT,-42,6,-
-,"Face Down, Feet Away+3",low,1.5,0.5,SSL / SSR,-,-,-,-,10 [12],i21,-20,+1,STUN,FLOAT,-35,1,-
-,"Face Down, Feet Away+4 (close)",mid,1,1.5,-,-,-,-,WALL BREAK / SPLAT,15 [18],i21,-19,KND,KND,FLOAT,-37,1,-
-,"Face Down, Feet Away+4 (far)",mid,1,1.5,-,-,-,-,[WALL SPLAT],10 [12],i21,-19,-10,KND,FLOAT,-37,1,-
-,(Upon Landing) f,mid,0,0,-,-,-,-,-,4,i33,-2,+3,+3,FLOAT,-13,4,-
INTO BT,,,,,,,,,,,,,,,,,,
-,"1+2, B",mid,1.75,0.5,SSR,-,-,-,-,10 [12],i17,-10,0,0,FLOAT,-35,3,-
Round Out Kick,3+4,mid,3.5,0,SSL,low,-,-,-,10 [12],i25,-7,+3,+3,FLOAT,-19,8,-
-,"Face Up, Feet Towards+3+4",mid,1.5,0,-,high,-,-,WALL BREAK / SPLAT,25 [30],i16,-5,KND,KND,FLOAT,-33,13,-
DURING BT,,,,,,,,,,,,,,,,,,
Blind Kick,BT 3,mid,1,1.5,SWL / SSR,-,-,-,-,20 [24],i13,-20,STUN,STUN,BACK FLIP,-37,2,-
Turn Sobat,BT 4,mid,2,1.5,-,-,-,-,WALL BREAK / SPLAT,20 [24],i18,-10,KND,KND,FLOAT,-33,1,-
INTO CHARGE,,,,,,,,,,,,,,,,,,
-,1+2+3+4,-,-,-,-,-,-,-,-,21,i32,!,-,KND,KND,-14,8,-
-,"(During Counter Hit) WS 2, U",mid,2,-,-,-,-,-,-,20,i12,-,-,STUN,FLOAT,-34,1,-
DURING CHARGE,,,,,,,,,,,,,,,,,,
-,"(During Charge) f, n, d, d/f+2",high,0.5,0.5,SWL / SWR,-,-,-,WALL SPLAT,24,i11,+1,LAUNCH,LAUNCH,FLOAT,-22,2,-
INTO SHADOW STEP,,,,,,,,,,,,,,,,,,
Shadow Step,d+1+4 (or d+2+3),-,-,-,-,high,-,-,-,-,26,-,-,-,-,-,2,Auto parries lows
Stomping Headbutt Cancel to Shadow Step,"d/b+1+2, D",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-36,-,-
Comeback Kick to Shadow Step,"f, F+3, D",high,-,-,HOMING,-,-,-,-,23 [27],-,-,-,-,-,-40,3,-
DURING SHADOW STEP,,,,,,,,,,,,,,,,,,
-,D/F,-,-,-,-,high,-,-,-,-,-,-,-,-,-,-41,-,-
Shadow Press,(During Shadow Step) 1+2,mid,2,0,SWR,high,-,-,-,"18 [21], 15",i14,-18,KND,KND,FLOAT,-43,4,-
POWER CRUSHES,,,,,,,,,,,,,,,,,,
Hammer Impact,f+1+2,mid,2,1.5,-,-,-,-,-,25 [30],i20,-13,KND,KND,FLOOR BREAK,-52,2,-
RAGE MOVES,,,,,,,,,,,,,,,,,,
Rage Art,(During Rage) b+3+4,mid,2.5,0,-,-,-,-,-,55 [57],i20,-22,KND,KND,ACTIVATE,-44,2,-
Rage Drive,"(During Rage) f, n, d, d/f+1+2*",high,2,-,SWL / SWR,-,-,-,-,0,i19,!,+24,+24,FLOAT,-49,1,-
UNBLOCKABLE ATTACKS,,,,,,,,,,,,,,,,,,
Moonsault Drop,1+4,mid,3.5,-,-,-,-,-,-,25 [30],i52,!,KND,KND,FLOAT,-25,7,-
Burning Knuckle,"u/f+1+2* (or u/f, 1+2*)",mid,4.5,-,-,-,-,-,-,45 [54],i58,!,KND,KND,FLOOR BREAK,-36,2,-
Dark Inferno,"f, n, d, d/f+3",high,2,-,SWL / SSR,-,-,-,WALL BREAK / SPLAT,23 [27],i31,!,KND,KND,TAIL SPIN,-26,4,-
Poison Mist,"f, n, d, d/f+1+2",high,2,-,-,-,-,-,-,12 [14],i28,!,+7,+7,FLOAT,-20,11,-
Dark Destroyer,b+2+3 (D to cancel),mid,1.5,-,-,-,-,-,-,50 [60],i63,!,KND,KND,TAIL SPIN,-58,4,-
-,(During Charge) qcf+1,high,2,-,-,-,-,-,-,30,i20,!,-,0,FLOAT,-14,30,-
THROWS,,,,,,,,,,,,,,,,,,
-,"Back towards wall... b, b, u/b",high,2.25,-,-,"low, mid",-,-,-,40,i40,-,KND,-,-,-23,6,-
Knee Bash,Approach enemy... 1+3,high,1.5,-,-,-,-,-,-,35,i12,-6,KND,-,-,-24,3,-
Suplex,Approach enemy... 2+4,high,1.5,-,-,-,-,-,-,35,i12,-3,KND,-,-,-24,3,-
Phenomenon Shadow DDT,3+4*,high,1.5,-,-,-,-,-,-,40,i34,-,KND,-,-,-25,1,-
Knee Bash,Approach enemy... f+1+3,high,2,-,-,-,-,-,-,35,i15,-6,KND,-,-,-32,3,-
Suplex,Approach enemy... f+2+4,high,2,-,-,-,-,-,-,35,i15,-3,KND,-,-,-32,3,-
Brilliant Brawler Kick,"f, f, f+2+4 (or WR 2+4)",high,1,-,-,-,-,-,-,40,i10,-5,KND,-,-,-28,1,-
Double Arm Swing,"Approach enemy... f, hcf+1",high,1.5,-,-,-,-,-,-,65,i10,-7,KND,-,-,-28,1,-
Cobra Clutch,"Approach enemy... f, n, d, D/F+1+4 (or 2+3)",high,1,-,-,-,-,-,-,20,i12,-2,KND,-,-,-26,1,-
Driving Headbutt,Approach enemy... d/f+2+3,high,1.5,-,-,-,-,-,FLOOR BREAK,40,i12,-3,KND,-,-,-26,1,-
Frakensteiner,d/f+3+4 (close),s.mid throw,1.5,-,-,-,-,-,-,"15 [18], 30",28,-,KND,-,-,-28,8,-
Jaguar Screwdriver,"(During Suplex) d, d, d+1+2",-,-,-,-,-,-,-,FLOOR BREAK,38,-,-,KND,-,-,-,-,-
Hades Drop,Approach enemy... qcb+1+2,high,1,-,-,-,-,-,-,45,i11,-3,KND,-,-,-27,1,-
Tombstone Piledriver,"Approach enemy... d/b, f+2+4",high,1.5,-,-,-,-,-,FLOOR BREAK,58,i15,-3,KND,-,-,-27,1,-
DDT,"Approach enemy... d/b, d/b+1+2",high,1.5,-,-,-,-,-,-,45,i11,-6,KND,-,-,-27,1,-
Toe Kick to Stunner,b+4 (during hit from the front) 1+2,mid,2,-,-,-,-,-,-,20,15,-,KND,-,-,-33,2,-
Reverse Death Valley Bomb,Approach from left side... 1+3 (or 2+4),high,1.5,-,-,-,-,-,-,40,i12,-,KND,-,-,-24,3,-
Heavy Fall Reverse DDT,Approach from right side... 1+3 (or 2+4),high,1.5,-,-,-,-,-,FLOOR BREAK,40,i12,-,KND,-,-,-24,3,-
Reverse DDT,Approach from behind... 1+3 (or 2+4),high,1.5,-,-,-,-,-,-,60,i12,-,KND,-,-,-24,3,-
Demon Bomb,Approach (crouching enemy) d+1+3,mid,1.75,-,-,-,-,-,FLOOR BREAK,45,i12,-2,KND,-,-,-28,2,-
Spinning Leg Lock,Approach (crouching enemy) d+2+4,mid,1.75,-,-,-,-,-,-,45,i12,-2,KND,-,-,-28,2,-
Stand Up,(While enemy is down) d/b+2+4,mid,-,-,-,-,-,-,-,-,i18,-,KND,-,-,-38,3,-
Seesaw Whip,(Enemy on back) by the feet... d/b+1+3,mid,-,-,-,-,-,-,-,30,i18,-,KND,-,-,-38,3,-
Enzui Knee,(Enemy on back) by the head... d/b+1+3,mid,-,-,-,-,-,-,-,30,i18,-,KND,-,-,-38,3,-
Turn Over,(Enemy on back) by enemy's side... d/b+1+3 (or d/b+2+4),mmid,-,-,-,-,-,-,-,-,i18,-,KND,-,-,-38,3,-
Standing Heel Hold,(Enemy face down) by the feet... d/b+1+3,mid,-,-,-,-,-,-,-,35,i18,-,KND,-,-,-38,3,-
Wake-Up Lariat,(Enemy face down) by the head.. d/b+1+3,mid,-,-,-,-,-,-,-,40,i18,-,KND,-,-,-38,3,-
Back Mount,(Enemy face down) by enemy's side... d/b+1+3 (or d/b+2+4),mid,-,-,-,-,-,-,-,-,i18,-,KND,-,-,-38,3,-
Muscle Driver,"Approach mid-air enemy... f, hcf+1",high,-,-,-,-,-,-,-,31,i10,-,KND,-,FLOOR BREAK,-28,1,-
Running Cross Driver,"Approach mid-air enemy... f, f, f+2+4",high,-,-,-,-,-,-,-,45,i10,-,KND,-,FLOOR BREAK,-28,1,-
-,FC d/b+1+2,mid,2.5,-,-,-,-,-,-,5,i26,-,KND,-,-,-30,1,-
Armor King Driver,"FC d/b, d, d/b+1+2",high,1.5,-,-,-,-,-,FLOOR BREAK,45,i12,-6,KND,-,-,-26,1,-
-,"WR f, f, F (Mid Screen)",mid,0,-,-,-,-,-,-,5,i16,-5 (BT),KND,-,-,-32,1,-
DURING COBRA CLUTCH,,,,,,,,,,,,,,,,,,
Flinging Half Nelson,"(During Cobra Clutch) 2+4, 1+2, 1+2",-,-,-,-,-,-,-,-,25,-,-,KND,-,-,-,-,-
Sleeper,"(During Cobra Clutch) 3+4, 3+4, 1+2",-,-,-,-,-,-,-,-,15,-,-,KND,-,-,-,-,-
Neck Drop,"(During Cobra Clutch) 2, 1, 1+2",-,-,-,-,-,-,-,-,18,-,-,KND,-,-,-,-,-
DURING SLEEPER,,,,,,,,,,,,,,,,,,
Triple Trouble,"(During Sleeper) 1, 1, 1+2",-,-,-,-,-,-,-,-,20,-,-,KND,-,-,-,-,-
Human Necktie,"(During Sleeper) 3, 4, 1+2, 3+4",-,-,-,-,-,-,-,-,23,-,-,KND,-,-,-,-,-
Choke Sleeper,"(During Neck Drop) 4, 3, 3+4, 1+2",-,-,-,-,-,-,-,-,22,-,-,KND,-,-,-,-,-
3-Count Pound,"(During Neck Drop) 3+4, 2, 1, 1, 1+2",-,-,-,-,-,-,-,-,25,-,-,KND,-,-,-,-,-
DURING TACKLE,,,,,,,,,,,,,,,,,,
-,(During Tackle) 1 (or 2),-,-,-,-,-,-,-,-,5,-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5, 15",-,-,KND,-,-,-,-,-
SPECIAL,,,,,,,,,,,,,,,,,,
Catch,Time with enemy punch... b+1+3 (or b+2+4),-,-,-,-,-,-,-,-,25,-,-,KND,-,-,-43,-,-
