MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
Telefonazo,f+2,high,-,-,-,-,-,-,-,17 [20],i15,-3,+6,STUN,-,-,-,-
-,f+3,mid,-,-,-,-,-,-,-,13 [15],i20,-5,+7 (OC),+7 (OC),-,-,-,-
Emblema,"f+3, 4","mid, mid",-,-,-,-,-,-,-,"13 [15], 12",i20,-15,KND,-,-,-,-,-
-,"(f+3), 4",mid,-,-,-,-,-,-,-,12 [14],i20,-15,KND,STUN,-,-,-,-
-,f+4,mid,-,-,-,-,-,-,-,15 [18],i17,-7,+6,+6,-,-,-,-
Ciclón,"f+4, 2","mid, mid",-,-,-,-,-,-,-,15 [18],i17,-12,KND,-,-,-,-,-
-,"(f+4), 2",mid,-,-,-,-,-,-,-,20 [24],i33,-12,KND,S!,-,-,-,-
Calambre,f+1+2,high,-,-,-,-,-,-,-,20 [24],i14,-5,KND,KND,-,-,-,-
Rude Charge,f+2+3,mid,-,-,-,-,-,-,-,28 [33],i24,-7,KND,KND,-,-,-,-
-,"f, F+2",mid,-,-,-,high,-,-,-,14 [16],i18,-14,+2,+2,-,-,-,-
Megawatt Uppercut,"f, F+2, 1","mid, high",-,-,-,-,-,-,-,"14 [16], 27",i18,-5,KND,-,-,-,-,-
-,"(f, F+2), 1",high,-,-,-,-,-,-,-,27 [32],i17,-5,KND,KND,-,-,-,-
Megawatt Uppercut - Amplified,"f, F+2, 2","mid, mid",-,-,-,-,-,-,-,"14 [16], 23",i18,-13,KND,-,-,-,-,-
-,"(f, F+2), 2",mid,-,-,-,high,-,-,-,23 [27],i25,-13,KND,KND,-,-,-,-
-,"f, F+2, 2, D","mid, mid",-,-,-,-,-,-,-,"14 [16], 23",i18,-24,-8,-8,-,-,-,-
Direct Drive,"f, F+3",high,-,-,-,-,-,-,-,33 [39],i20,-9,S!,S!,-,-,-,-
Taconeo,"f, f, f+3 (or WR 3)",mid,-,-,-,low,-,-,-,30 [36],i23,+9,KND,KND,-,-,-,-
Flanco,d/f+1,mid,-,-,-,-,-,-,-,12 [14],i13,-2,+5,+5,-,-,-,-
Double Choking,"d/f+1, 1","mid, high",-,-,-,-,-,-,-,"12 [14], 13",i13,-3,+5,-,-,-,-,-
-,"(d/f+1), 1",high,-,-,-,-,-,-,-,13 [15],i22,-3,+5,+5,-,-,-,-
Double Choking Body,"d/f+1, 1, 2","mid, high, mid",-,-,-,-,-,-,-,"12 [14], 13, 18",i13,-12,+2,-,-,-,-,-
-,"(d/f+1), 1, 2","high, mid",-,-,-,-,-,-,-,"13 [15], 18",i22,-12,+2,-,-,-,-,-
-,"(d/f+1), (1), 2",mid,-,-,-,-,-,-,-,18 [21],i25,-12,+2,KND,-,-,-,-
Flanco y patada,"d/f+1, 1, 3","mid, high, low",-,-,-,-,-,-,-,"12 [14], 13, 13",i13,-12,+2,-,-,-,-,-
-,"(d/f+1), 1, 3","high, low",-,-,-,-,-,-,-,"13 [15], 13",i22,-12,+2,-,-,-,-,-
-,"(d/f+1), (1), 3",low,-,-,-,-,-,-,-,13 [15],i28,-12,+2,KND,-,-,-,-
Uno-dos,"d/f+1, 2","mid, mid",-,-,-,-,-,-,-,"12 [14], 18",i13,-12,+1,-,-,-,-,-
-,"(d/f+1), 2",mid,-,-,-,-,-,-,-,18 [21],i21,-12,+1,+1,-,-,-,-
-,d/f+2,mid,-,-,-,-,-,-,-,10 [12],i17,-7,+6,+6,-,-,-,-
Campeón,"d/f+2, 1","mid, mid",-,-,-,-,-,-,-,"10 [12], 10",i16,-15,LAUNCH,-,-,-,-,-
-,"(d/f+2), 1",mid,-,-,-,-,-,-,-,10 [12],i20,-15,LAUNCH,LAUNCH,-,-,-,-
Toro,"d/f+2, 2","mid, mid",-,-,-,-,-,-,-,"10 [12], 22",i16,-6,+13,-,-,-,-,-
-,"(d/f+2), 2",mid,-,-,-,-,-,-,-,22 [26],i30,-6,+13,+13,-,-,-,-
Hachazo,"d/f+2, d+2","mid, mid",-,-,-,-,-,-,-,"10 [12], 22",i16,-3,KND,-,-,-,-,-
-,"(d/f+2), d+2",mid,-,-,-,low,-,-,-,22 [26],i30,-3,KND,KND,-,-,-,-
-,d/f+3,mid,-,-,-,-,-,-,-,11 [13],i16,-6,+5,+5,-,-,-,-
Tunda,"d/f+3, 2","mid, mid",-,-,-,-,-,-,-,"11 [13], 14",i16,-6,+5,-,-,-,-,-
-,"(d/f+3), 2",mid,-,-,-,-,-,-,-,14 [16],i19,-6,+5,+5,-,-,-,-
-,d/f+4,mid,-,-,-,-,-,-,-,13 [15],i14,-7,4,4,-,-,-,-
Espada,"d/f+4, 1","mid, high",-,-,-,-,-,-,-,"13 [15], 8",i14,-5,+6,-,-,-,-,-
-,"(d/f+4), 1",high,-,-,-,-,-,-,-,8 [9],i20,-5,+6,+6,-,-,-,-
Sable,"d/f+4, 1, 1","mid, high, mid",-,-,-,-,-,-,-,"13 [15], 8, 17",i14,-10,+7,-,-,-,-,-
-,"(d/f+4), 1, 1","high, mid",-,-,-,-,-,-,-,"8 [9], 17",i20,-10,+7,-,-,-,-,-
-,"(d/f+4), (1), 1",mid,-,-,-,-,-,-,-,17 [20],i19,-10,+7,STUN,-,-,-,-
Codazo,d+2,mid,-,-,-,-,-,-,-,24 [28],i18,-7 (OC),+4 (OC),KND,-,-,-,-
Bajeza,d+3,low,-,-,-,-,-,-,-,15 [18],i21,-12,+1,+1,-,-,-,-
-,d+4,low,-,-,-,-,-,-,-,10 [12],i16,-11,0,0,-,-,-,-
Bajeza con cabeza,"d+4, 1+2","low, high",-,-,-,-,-,-,-,"10 [12], 20",i16,-8,+5 (OC),-,-,-,-,-
-,"(d+4), 1+2",high,-,-,-,-,-,-,-,20 [24],i27,-8,+5 (OC),+5 (OC),-,-,-,-
Rompeolas,d+1+2,mid,-,-,-,high,-,-,-,28 [33],i21,-12,KND,KND,-,-,-,-
Puntera de acero,d+3+4,mid,-,-,-,-,-,-,-,20 [24],i21,-15,KND,STUN,-,-,-,-
Tortura,d/b+1,low,-,-,-,high,-,-,-,12 [14],i24,-18,KND,KND,-,-,-,-
-,d/b+1*,low,-,-,-,high,-,-,-,12 [14],i21,-18,STUN,STUN,-,-,-,-
Vamos,d/b+2,mid,-,-,-,high,-,-,-,23 [27],i20,-9,KND,KND,-,-,-,-
Zancadilla,d/b+3,low,-,-,-,-,-,-,-,12 [14],i18,-13,+3,+3,-,-,-,-
Paso de baile,"d/b+3, 4","low, low",-,-,-,-,-,-,-,"12 [14], 13",i18,-19,-8,-,-,-,-,-
-,"(d/b+3), 4",low,-,-,-,-,-,-,-,13 [15],i24,-19,-8,-8,-,-,-,-
Segada,d/b+4,low,-,-,-,-,-,-,-,17 [20],i18,-14,+2,KND,-,-,-,-
Guantazo,b+1,high,-,-,-,-,-,-,-,17 [20],i11,-9,+2,STUN,-,-,-,-
-,b+2,high,-,-,-,-,-,-,-,15 [18],i16,-6,+2,+2,-,-,-,-
Coraje,"b+2, 2","high, mid",-,-,-,-,-,-,-,"15 [18], 22",i16,-7,+3 (OC),-,-,-,-,-
-,"(b+2), 2",mid,-,-,-,-,-,-,-,22 [26],i26,-7,+3 (OC),GROUND BOUNCE,-,-,-,-
Oleaje,b+3,mid,-,-,-,low,-,-,-,25 [30],i30,+7,+7 (OC),STUN,-,-,-,-
Manotazo,"b, f+1",high,-,-,-,-,-,-,-,23 [27],i21,-8,KND,KND,-,-,-,-
Tambor,u/b+1,mid,-,-,-,-,-,-,-,15 [18],i21,-5 (OC),-3 (OC),-3 (OC),-,-,-,-
Tambor y platillos,"u/b+1, 4","mid, low",-,-,-,-,-,-,-,"15 [18], 17",i21,-15,+9,-,-,-,-,-
-,"(u/b+1), 4",low,-,-,-,-,-,-,-,17 [20],i26,-15,+9,+9,-,-,-,-
-,BT 1 (or 2),high,-,-,-,-,-,-,-,15 [18],i8,-8,+3,+3,-,-,-,-
-,BT 3 (or 4),high,-,-,-,-,-,-,-,18 [21],i10,-8,KND,KND,-,-,-,-
-,FC 1,s. mid,-,-,-,high,-,-,-,5 [6],i10,-5,+6,+6,-,-,-,-
-,FC 2,s. mid,-,-,-,high,-,-,-,8 [9],i11,-4,+7,+7,-,-,-,-
-,FC 3,low,-,-,-,high,-,-,-,12 [14],i16,-17,-3,-3,-,-,-,-
-,FC 4,low,-,-,-,high,-,-,-,10 [12],i12,-15,-4,-4,-,-,-,-
Palmeo,FC d/f+2,mid,-,-,-,high,-,-,-,24 [28],i15,-12,+7,STUN,-,-,-,-
Punteo,FC d/f+4,low,-,-,-,low,-,-,-,23 [27],i22,-26,KND,KND,-,-,-,-
-,"WR f, f, F (Full Screen)",mid,-,-,-,-,-,-,-,30 [36],i8,+13,KND,KND,-,-,-,-
-,"WR f, f, F (Full Screen) (On Grounded Opponent)",low,-,-,-,-,-,-,-,8 [9],i12,-,KND,KND,-,-,-,-
-,WR 4,low,-,-,-,-,-,-,-,17 [20],i14,-40,KND,KND,-,-,-,-
-,WR 1+2,mid,-,-,-,-,-,-,-,24 [28],i18,0,KND,KND,-,-,-,-
Rasgado,WS 1,mid,-,-,-,-,-,-,-,16 [19],i11,-3,+8,+8,-,-,-,-
-,WS 2,mid,-,-,-,-,-,-,-,10 [12],i14,-8,+3,+3,-,-,-,-
-,"WS 2, 2","mid, high",-,-,-,-,-,-,-,"10 [12], 5",i14,-12,LAUNCH,-,-,-,-,-
-,"WS (2), 2",high,-,-,-,-,-,-,-,8 [9],i26,-12,LAUNCH,+6,-,-,-,-
Trinidad,"WS 2, 2, 2","mid, high, mid",-,-,-,-,-,-,-,"10 [12], 5, 12",i14,-6,KND,-,-,-,-,-
-,"WS (2), 2, 2","high, mid",-,-,-,-,-,-,-,"8 [9], 12",i26,-6,KND,-,-,-,-,-
-,"WS (2), (2), 2",mid,-,-,-,-,-,-,-,25 [30],i34,-6,KND,KND,-,-,-,-
Distorsión,"WS 2, 4","mid, high",-,-,-,-,-,-,-,"10 [12], 17",i14,-12,S!,-,-,-,-,-
-,"WS (2), 4",high,-,-,-,-,-,-,-,25 [30],i25,-12,S!,KND,-,-,-,-
Cabriola,WS 3,mid,-,-,-,-,-,-,-,23 [27],i18,-12,KND,KND,-,-,-,-
-,WS 4,mid,-,-,-,-,-,-,-,18 [21],i11,-6,+5,+5,-,-,-,-
Cejilla,WS 1+2,high,-,-,-,-,-,-,-,15 [18],i14,+1,+3,+3,-,-,-,-
-,"WS 1+2, 4, 1, 1, 2, 1, 4, 1, 2, 1",-,-,-,-,-,-,-,-,116 [119],i14,-,KND,KND,-,-,-,-
Pedaleo,(While enemy is down) d+3,low,-,-,-,-,-,-,-,20 [24],i20,-13,KND,KND,-,-,-,-
-,"Face Up, Feet Towards+3 or (After Rolling Forward)",low,-,-,-,-,-,-,-,10 [12],i22,-12,+5,STUN,-,-,-,-
-,"Face Up, Feet Towards+4 or (After Rolling Forward)",mid,-,-,-,-,-,-,-,18 [21],i22,-12,+5,KND,-,-,-,-
-,"Face Up, Feet Towards, d+3 (or 4)",low,-,-,-,-,-,-,-,5 [6],i13,-18,-3,-3,-,-,-,-
-,"Face Up, Feet Towards+3+4",mid,-,-,-,-,-,-,-,20 [24],i48,+10,KND,KND,-,-,-,-
-,"Face Up, Feet Towards, Roll Forward+1+2",mid,-,-,-,-,-,-,-,15 [18],i19,+2,KND,KND,-,-,-,-
-,"Face Down, Feet Away+3",low,-,-,-,-,-,-,-,10 [12],i21,-20,+1,STUN,-,-,-,-
-,"Face Down, Feet Away+4 (close)",mid,-,-,-,-,-,-,-,15 [18],i21,-19,-10,KND,-,-,-,-
-,"Face Down, Feet Away+4 (far)",mid,-,-,-,-,-,-,-,10 [12],i21,-19,KND,KND,-,-,-,-
-,(Upon Landing) f,mid,-,-,-,-,-,-,-,4,i33,-2,+3,+3,-,-,-,-
INTO SAVAGE STANCE,,,,,,,,,,,,,,,,,,
Savage Stance,3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Up-stroke to Savage Stance,"1, 2, 4, F","high, high, high",-,-,-,-,-,-,-,"7 [8], 12, 20",i10,+3,KND,-,-,-,-,-
Gancho doble to Savage Stance,"2, 1, F","high, high",-,-,-,-,-,-,-,"12 [14], 15",i11,-4,KND,-,-,-,-,-
Obús to Savage Stance,"u/f+1, F",mid,-,-,-,low,-,-,-,21 [25],i25,+3,KND,KND,-,-,-,-
Flanco to Savage Stance,"d/f+1, F",mid,-,-,-,-,-,-,-,12 [14],i13,-2,+5,+5,-,-,-,-
Double Choking to Savage Stance,"d/f+1, 1, F","mid, high",-,-,-,-,-,-,-,"12 [14], 13",i13,-3,+5,-,-,-,-,-
Flanco y patada to Savage Stance,"d/f+1, 1, 3, F","mid, high, low",-,-,-,-,-,-,-,"12 [14], 13, 13",i13,-12,KND,-,-,-,-,-
Espada to Savage Stance,"d/f+4, 1, F","mid, high",-,-,-,-,-,-,-,"13 [15], 8",i14,-5,+6,-,-,-,-,-
Bajeza con cabeza to Savage Stance,"d+4, 1+2, F","low, high",-,-,-,-,-,-,-,"10 [12], 20",i16,-8 (OC),+5 (OC),-,-,-,-,-
Zancadilla to Savage Stance,"d/b+3, F",low,-,-,-,-,-,-,-,12 [14],i18,-13,+3,+3,-,-,-,-
Guantazo to Savage Stance,"b+1, F",high,-,-,-,-,-,-,-,17 [20],i11,-9,+2,STUN,-,-,-,-
Oleaje to Savage Stance,"b+3, F",mid,-,-,-,-,-,-,-,25 [30],i17,+7,+7 (OC),STUN,-,-,-,-
Tambor to Savage Stance,"u/b+1, F",mid,-,-,-,-,-,-,-,15 [18],i21,-5 (OC),-3 (OC),-3 (OC),-,-,-,-
Rasgado to Savage Stance,"WS 1, F",mid,-,-,-,-,-,-,-,16 [19],i11,-3,+8,+8,-,-,-,-
Puño flecha to Savage Stance,"SAV 1, F",high,-,-,-,-,-,-,-,9 [10],i12,-2,+6,+6,-,-,-,-
Puños combinados to Savage Stance,"SAV 1, 2, F","high, mid",-,-,-,-,-,-,-,"9 [10], 8",i12,-10,+3,-,-,-,-,-
-,"SAV (1), 2, F",mid,-,-,-,-,-,-,-,8 [9],i15,-10,+3,+3,-,-,-,-
Traste to Savage Stance,"SAV 3, F",mid,-,-,-,-,-,-,-,12 [14],i15,-5,+1,+1,-,-,-,-
Traste doble to Savage Stance,"SAV 3, 3, F","mid, high",-,-,-,-,-,-,-,"12 [14], 17",i15,-9,-2,-,-,-,-,-
-,"SAV (3), 3, F",high,-,-,-,-,-,-,-,17 [20],i22,-9,-2,STUN,-,-,-,-
Bucking to Savage Stance,"SAV f+1+2, F",high,-,-,-,-,-,-,-,22 [26],i16,+5 (OC),+6 (OC),+6 (OC),-,-,-,-
Flanqueo to Savage Stance,"SAV d/f+1, F",mid,-,-,-,-,-,-,-,15 [18],i13,-2,+5,+5,-,-,-,-
Pateo to Savage Stance,"SAV d+4, F",low,-,-,-,-,-,-,-,8 [9],i15,-14,-3,-3,-,-,-,-
Pisoteo to Savage Stance,"SAV d+4, 3, F","low, mid",-,-,-,-,-,-,-,"8 [9], 12",i15,-15,-2,-,-,-,-,-
-,"SAV (d+4), 3, F",mid,-,-,-,-,-,-,-,12 [14],i26,-15,-2,-2,-,-,-,-
Segada to Savage Stance,"SAV d/b+3, F",low,-,-,-,-,-,-,-,20 [24],i19,-13,+5,KND,-,-,-,-
Garra to Savage Stance,"SAV b+1, F",mid,-,-,-,-,-,-,-,16 [19],i14,-7,+1,+1,-,-,-,-
DURING SAVAGE STANCE,,,,,,,,,,,,,,,,,,
Puño flecha,SAV 1,high,-,-,-,-,-,-,-,9 [10],i12,-2,+6,+6,-,-,-,-
Puños dobles,"SAV 1, 1","high, high",-,-,-,-,-,-,-,"9 [10], 20",i12,-9,KND,-,-,-,-,-
-,"SAV (1), 1",high,-,-,-,-,-,-,-,20 [24],i17,-9,KND,STUN,-,-,-,-
Puños combinados,"SAV 1, 2","high, mid",-,-,-,-,-,-,-,"9 [10], 8",i12,-10,+3,-,-,-,-,-
-,"SAV (1), 2",mid,-,-,-,-,-,-,-,8 [9],i15,-10,+3,+3,-,-,-,-
Puños en secuencia,"SAV 1, 2, 1","high, mid, mid",-,-,-,-,-,-,-,"9 [10], 8, 20",i12,-17,LAUNCH,-,-,-,-,-
-,"SAV (1), 2, 1","mid, mid",-,-,-,-,-,-,-,"8 [9], 20",i15,-17,LAUNCH,-,-,-,-,-
-,"SAV (1), (2), 1",mid,-,-,-,-,-,-,-,20 [24],i23,-17,LAUNCH,LAUNCH,-,-,-,-
Puños bomba,"SAV 1, 4","high, mid",-,-,-,-,-,-,-,"9 [10], 25",i12,-10,KND,-,-,-,-,-
-,"SAV (1), 4",mid,-,-,-,-,-,-,-,25 [30],i24,-10,KND,KND,-,-,-,-
Machaque,SAV 2,mid,-,-,-,-,-,-,-,32 [38],i16,-12,KND,KND,-,-,-,-
Traste,SAV 3,mid,-,-,-,-,-,-,-,12 [14],i15,-5,+1,+1,-,-,-,-
Traste doble,"SAV 3, 3","mid, high",-,-,-,-,-,-,-,"12 [14], 17",i15,-9,-2,-,-,-,-,-
-,"SAV (3), 3",high,-,-,-,-,-,-,-,17 [20],i22,-9,-2,STUN,-,-,-,-
Vuelta con ritmo,SAV 4,high,-,-,-,-,-,-,-,27 [32],i15,-5,KND,S!,-,-,-,-
Crazy Skip,SAV u/f+3,mid,-,-,-,-,-,-,-,25 [30],i15,-9,KND,KND,-,-,-,-
Bucking,SAV f+1+2,high,-,-,-,-,-,-,-,22 [26],i16,+5 (OC),+6 (OC),+6 (OC),-,-,-,-
Flanqueo,SAV d/f+1,mid,-,-,-,-,-,-,-,15 [18],i13,-2,+5,+5,-,-,-,-
Cumbre,SAV d/f+2,mid,-,-,-,high,-,-,-,23 [27],i19,-17,LAUNCH,LAUNCH,-,-,-,-
Pateo,SAV d+4,low,-,-,-,-,-,-,-,8 [9],i15,-14,-3,-3,-,-,-,-
Pisoteo,"SAV d+4, 3","low, mid",-,-,-,-,-,-,-,"8 [9], 12",i15,-15,-2,-,-,-,-,-
-,"SAV (d+4), 3",mid,-,-,-,-,-,-,-,12 [14],i26,-15,-2,-2,-,-,-,-
Segada,SAV d/b+3,low,-,-,-,-,-,-,-,20 [24],i19,-13,+5,KND,-,-,-,-
Barrida,SAV d/b+4,low,-,-,-,high,-,-,-,20 [24],i26,-29,KND,KND,-,-,-,-
Garra,SAV b+1,mid,-,-,-,-,-,-,-,16 [19],i14,-7,+1,+1,-,-,-,-
Choke Down,"SAV b+1, 2","mid, low",-,-,-,-,-,-,-,"16 [19], 15",i14,-18,KND,-,-,-,-,-
-,"SAV (b+1), 2",low,-,-,-,high,-,-,-,15 [18],i25,-18,KND,KND,-,-,-,-
Choke Up,"SAV b+1, 4","mid, mid",-,-,-,-,-,-,-,"16 [19], 17",i14,-10,+8,-,-,-,-,-
-,"SAV (b+1), 4",mid,-,-,-,-,-,-,-,17 [20],i25,-10,+8,KND,-,-,-,-
Tornillo,SAV b+2,mid,-,-,-,-,-,-,-,20 [24],i23,-9,+4,+4,-,-,-,-
POWER CRUSHES,,,,,,,,,,,,,,,,,,
Bota en la cara,b+4,mid,-,-,-,-,-,-,-,25 [30],i19,-13,KND,KND,-,-,-,-
Explosión,SAV b+3,mid,-,-,-,-,-,-,-,20 [24],i17,-7,KND,KND,-,-,-,-
Explosión to Savage Stance,"SAV b+3, F",mid,-,-,-,-,-,-,-,20 [24],i17,-7,KND,KND,-,-,-,-
Campana,SAV 1+2,mid,-,-,-,high,-,-,-,"20 [24], 5",i27,-21,LAUNCH,LAUNCH,-,-,-,-
Campana,SAV 1+2*,mid,-,-,-,high,-,-,-,"23 [27], 5",i22,-12,LAUNCH,LAUNCH,-,-,-,-
RAGE MOVES,,,,,,,,,,,,,,,,,,
Rage Art,(During Rage) b+1+2 (or SAV b+1+2),mid,-,-,-,-,-,-,-,55 [57],i20,-22,KND,KND,-,-,-,-
Rage Drive,(During Rage) d/b+1+2,"mid, mid",-,-,-,-,-,-,-,"10 [12], 10",i17,+3,S!,-,-,-,-,-
Rage Drive,(During Rage) d/b+1+2 (second hit only),mid,-,-,-,-,-,-,-,10 [12],i37,+3,S!,S!,-,-,-,-
UNBLOCKABLE ATTACKS,,,,,,,,,,,,,,,,,,
Burla,"f+3+4, F",mid,-,-,-,-,-,-,-,178,i41,!,KND,KND,-,-,-,-
THROWS,,,,,,,,,,,,,,,,,,
Paseo,Approach enemy... 1+3,high throw,-,-,-,-,-,-,-,35,i12,-3,KND,-,-,-,-,-
Masaje,Approach enemy... 2+4,high throw,-,-,-,-,-,-,-,35,i12,-3,KND,-,-,-,-,-
Paseo,Approach enemy... f+1+3,high throw,-,-,-,-,-,-,-,35,i15,-3,KND,-,-,-,-,-
Masaje,Approach enemy... f+2+4,high throw,-,-,-,-,-,-,-,35,i15,-3,KND,-,-,-,-,-
Caricia,Approach from left side... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,40,i12,-3,KND,-,-,-,-,-
Regalo,Approach from right side...  1+3 (or 2+4),high throw,-,-,-,-,-,-,-,40,i12,-3,KND,-,-,-,-,-
Detalle,Approach from behind... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,60,i12,-,KND,-,-,-,-,-
Exciter,Approach enemy... d/f+1+2,high throw,-,-,-,-,-,-,-,40,i12,-6,KND,-,-,-,-,-
Ultimate Tackle,FC 1+2,mid throw,-,-,-,-,-,-,-,5,i26,-5 (BT),KND,-,-,-,-,-
-,"WR f, f, F (Mid Screen)",mid throw,-,-,-,-,-,-,-,5,i16,-5 (BT),KND,-,-,-,-,-
DURING TACKLE,,,,,,,,,,,,,,,,,,
-,(During Tackle) 1 (or 2),-,-,-,-,-,-,-,-,5,-,-,KND,-,-,-,-,-
*,"(During Tackle) 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5",-,-,KND,-,-,-,-,-
*,"(During Tackle) 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5",-,-,KND,-,-,-,-,-
Ultimate Punch,"(During Tackle) 1/2, 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5, 15",-,-,KND,-,-,-,-,-
SPECIAL,,,,,,,,,,,,,,,,,,
Chulería,1+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
*,f+3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60~,-,-
