MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
-,"(1), 3~3, d/f+3","mid, mid",-,-,-,-,-,-,-,"20 [24], 20",i23,-14,KND,-,-,-,-,-
-,"(1), (3~3), d/f+3",mid,-,-,-,-,-,-,-,20 [24[,i19,-14,KND,KND,-,-,-,-
-,"1, d+3","high, low",-,-,-,-,-,-,-,"7 [8], 7",i10,-12,-1,-,-,-,-,-
-,"(1), d+3",low,-,-,-,-,-,-,-,7 [8],i16,-12,-1,-1,-,-,-,-
Left Jab to Double Low,"1, d+3, d+4","high, low, low",-,-,-,-,-,-,-,"7 [8], 7, 17",i10,-13,+3,-,-,-,-,-
-,"(1), d+3, d+4","low, low",-,-,-,-,-,-,-,"7 [8], 17",i16,-13,+3,-,-,-,-,-
-,"(1), (d+3), d+4",low,-,-,-,-,-,-,-,17 [20],i23,-13,+3,STUN,-,-,-,-
-,2,high,-,-,-,-,-,-,-,9 [10],i10,0,+9,+9,-,-,-,-
-,"2, 1","high, mid",-,-,-,-,-,-,-,"9 [10], 9",i10,-3,+6,-,-,-,-,-
-,"(2), 1",mid,-,-,-,-,-,-,-,9 [10],i16,-3,+6,+6,-,-,-,-
Double Thrust Roundhouse,"2, 1, 4","high, mid, high",-,-,-,-,-,-,-,"9 [10], 9, 18",i10,-9,+2,-,-,-,-,-
-,"(2), 1, 4","mid, high",-,-,-,-,-,-,-,"9 [10], 18",i16,-9,+2,-,-,-,-,-
-,"(2), (1), 4",high,-,-,-,-,-,-,-,18 [21],i18,-9,+2,+2,-,-,-,-
Double Thrust Low Trick Kick,"2, 1, 4~4","high, mid, low",-,-,-,-,-,-,-,"9 [10], 9, 20",i10,-31,KND,-,-,-,-,-
-,"(2), 1, 4~4","mid, low",-,-,-,-,-,-,-,"9 [10], 20",i16,-31,KND,-,-,-,-,-
-,"(2), (1), 4~4",low,-,-,-,-,-,-,-,20 [24],i20,-31,KND,KND,-,-,-,-
Switch Blade,"2, 4","high, high",-,-,-,-,-,-,-,"9 [10], 20",i10,-9,KND,-,-,-,-,-
-,"(2), 4",high,-,-,-,-,-,-,-,20 [24],i24,-9,KND,KND,-,-,-,-
-,3,high,-,-,-,-,-,-,-,19 [22],i14,-7,+4,+4,-,-,-,-
-,"3, 1","high, high",-,-,-,-,-,-,-,"19 [22], 7",i14,-1,+7,-,-,-,-,-
-,"(3), 1",high,-,-,-,-,-,-,-,7 [8],i20,-1,+7,+7,-,-,-,-
Kishin Rekko,"3, 1, 4","high, high, low",-,-,-,-,-,-,-,"19 [22], 7, 18",i14,-13,+3,-,-,-,-,-
-,"(3), 1, 4","high, low",-,-,-,-,-,-,-,"7 [8], 18",i20,-13,+3,-,-,-,-,-
-,"(3), (1), 4",low,-,-,-,-,-,-,-,18 [21],i18,-13,+3,STUN,-,-,-,-
High Right Roundhouse,4,high,-,-,-,-,-,-,-,18 [21],i13,-9,+16,STUN,-,-,-,-
Spinning Flare Kick,4~3 (or WS 4~3),mid,-,-,-,low,-,-,-,27 [32],i24,-14,KND,KND,-,-,-,-
Median Line Destruction,1+2,"mid, mid, high",-,-,-,-,-,-,-,"5 [6], 5, 20",i12,-14,KND,KND,-,-,-,-
Evading Middle Strike,u/f+2,mid,-,-,-,high*,-,-,-,18 [21],i15,-7,+6,+6,-,-,-,-
Left Spinning Jump Kick,u or u/f+3,mid,-,-,-,low,-,-,-,17 [20],i22,-9,+6,STUN,-,-,-,-
Front Jump Kick,u/f+4,mid,-,-,-,low,-,-,-,13 [15],i15,-13,LAUNCH,LAUNCH,-,-,-,-
Left Roundhouse,f+3,mid,-,-,-,-,-,-,-,16 [19],i12,-8,+3,+3,-,-,-,-
-,f+3~3,mid,-,-,-,-,-,-,-,20 [24],i23,+6,KND,KND,-,-,-,-
Heat Seeker,"f+3~3, d/f+3","mid, mid",-,-,-,-,-,-,-,"20 [24], 20",i23,-14,KND,-,-,-,-,-
-,"(f+3~3), d/f+3",mid,-,-,-,-,-,-,-,20 [24],i19,-14,KND,KND,-,-,-,-
Front Thrust Kick,f+4,mid,-,-,-,-,-,-,-,21 [25],i16,-8,+4,STUN,-,-,-,-
Double Chamber Punch,f+1+2,"high, high",-,-,-,-,-,-,-,"14 [16], 24",i14,-9,KND,KND,-,-,-,-
Demon's Paw,"f, F+2",mid,-,-,-,-,-,-,-,24 [28],i14,-8,KND,KND,-,-,-,-
Left Axe Kick,"f, F+3",mid,-,-,-,-,-,-,-,20 [24],i23,+2,KND,KND,-,-,-,-
-,"f, F+3, 1","mid, high",-,-,-,-,-,-,-,"20 [24], 5",i23,+1,KND,-,-,-,-,-
-,"f, F+3, 1, 3","mid, high, high",-,-,-,-,-,-,-,"20 [24], 5, 10",i23,-6,KND,-,-,-,-,-
-,"f, F+3, 1, 3, 2","mid, high, high, mid",-,-,-,-,-,-,-,"20 [24], 5, 10, 10",i23,-1,KND,-,-,-,-,-
-,"f, F+3, 1, 3, 2, 1","mid, high, high, mid, mid",-,-,-,-,-,-,-,"20 [24], 5, 10, 10, 10",i23,-7,KND,-,-,-,-,-
Kazama Style 6 Hit Combo,"f, F+3, 1, 3, 2, 1, 4","mid, high, high, mid, mid, low",-,-,-,-,-,-,-,"20 [24], 5, 10, 10, 10, 10",i23,-13,KND,-,-,-,-,-
Right Axe Kick,"f, F+4",high,-,-,-,-,-,-,-,19 [22],i21,+4,+8 (OC),KND,-,-,-,-
Thrusting Uppercut,"f, n, d, D/F+1",mid,-,-,-,high,-,-,-,20 [24],i16,-13,LAUNCH,LAUNCH,-,-,-,-
-,"f, n, d, d/f:1",mid,-,-,-,high*,-,-,-,22 [26],i16,-13,LAUNCH,LAUNCH,-,-,-,-
Wind Hook Fist,"f, n, d, d/f+2",high,-,-,-,high,-,-,-,20 [24],i11,-10,KND,S!,-,-,-,-
Electric Wind Hook Fist,"f, n, d, d/f:2",high,-,-,-,high*,-,-,-,25 [30],i11,+5,S!,S!,-,-,-,-
-,"f, n, d, d/f+3",mid,-,-,-,high,-,-,-,20 [24],i16,-9,+10,S!,-,-,-,-
-,"f, n, d, d/f+4",low,-,-,-,high,-,-,-,10 [12],i20,-31,STUN,STUN,-,-,-,-
L.L.R.K. to Spinning Flare Kick,"f, n, d, d/f+4, 3+4","low, mid",-,-,-,low,-,-,-,"10 [12], 18",i20,-31,KND,-,-,-,-,-
-,"(f, n, d, d/f+4), 3+4",mid,-,-,-,low,-,-,-,27 [32],i38,-14,KND,KND,-,-,-,-
-,d/f+1,mid,-,-,-,-,-,-,-,10 [12],i13,-3,+4,+6,-,-,-,-
Mid Left Punch to High Roundhouse Kick,"d/f+1, 4","mid, high",-,-,-,-,-,-,-,"10 [12], 18",i13,-9,+10,-,-,-,-,-
-,"(d/f+1), 4",high,-,-,-,-,-,-,-,18 [21],i18,-9,+10,KND,-,-,-,-
Mid Left Punch to Mid Sidekick,"d/f+1, 4~4","mid, mid",-,-,-,-,-,-,-,"10 [12], 24",i13,-12,STUN,-,-,-,-,-
-,"(d/f+1), 4~4",mid,-,-,-,-,-,-,-,24 [28],i20,-12,STUN,STUN,-,-,-,-
-,d/f+2,mid,-,-,-,-,-,-,-,15 [18],i15,-7,+4,LAUNCH,-,-,-,-
-,d/f+3,mid,-,-,-,-,-,-,-,12 [14],i14,-16,-5,-5,-,-,-,-
Left Sidekick to Stinger,"d/f+3, 3","mid, high",-,-,-,-,-,-,-,"12 [14], 14",i14,-8,+8,-,-,-,-,-
-,"(d/f+3), 3",high,-,-,-,-,-,-,-,14 [16],i20,-8,+8,+8,-,-,-,-
-,"d/f+3, 3, B","mid, high",-,-,-,-,-,-,-,"12 [14], 14",i20,-8,+8,-,-,-,-,-
Right Spinning Axe Kick,d/f+4,mid,-,-,-,-,-,-,-,22 [26],i20,-3,+8 (OC),GROUND BOUNCE,-,-,-,-
Suigetsu Strike,d/f+1+2,mid,-,-,-,-,-,-,-,20 [24],i23,-12,+6,+6,-,-,-,-
Corpse Thrust,d+1,mid,-,-,-,high*,-,-,-,24 [28],i21,-7,KND,KND,-,-,-,-
-,d+3,low,-,-,-,-,-,-,-,7 [8],i15,-13,-2,-2,-,-,-,-
Knee Popper to Sidekick,"d+3, 3","low, mid",-,-,-,-,-,-,-,"7 [8], 10",i15,-16,-1,-,-,-,-,-
-,"(d+3), 3",mid,-,-,-,-,-,-,-,10 [12],i21,-16,-1,-1,-,-,-,-
Right Sweep 1,d+4,low,-,-,-,high,-,-,-,13 [15],i16,-12,-1,-1,-,-,-,-
Double Lift Kick,d+3+4,"mid, mid",-,-,-,-,-,-,-,"5 [6], 20",i15,-19,LAUNCH,LAUNCH,-,-,-,-
-,d/b+2,mid,-,-,-,-,-,-,-,12 [14],i16,-10,-4,STUN,-,-,-,-
-,"d/b+2, 2","mid, high",-,-,-,-,-,-,-,"12 [14], 11",i16,-12,-7,-,-,-,-,-
-,"(d/b+2), 2",high,-,-,-,-,-,-,-,11 [13],i8,-12,-7,KND,-,-,-,-
Savage Sword,"d/b+2, 2, 3","mid, high, mid",-,-,-,-,-,-,-,"12 [14], 11, 21",i16,-9,KND,-,-,-,-,-
-,"(d/b+2), 2, 3","high, mid",-,-,-,-,-,-,-,"11 [13], 21",i8,-9,KND,-,-,-,-,-
-,"(d/b+2), (2), 3",mid,-,-,-,-,-,-,-,21 [25],i35,-9,KND,KND,-,-,-,-
Punch to Cascade Kick,"d/b+2, 3","mid, mid",-,-,-,-,-,-,-,"12 [14], 23",i16,-8,KND,-,-,-,-,-
-,"(d/b+2), 3",mid,-,-,-,-,-,-,-,23 [27],i27,-8,KND,KND,-,-,-,-
Left Spinning Back Kick,d/b+3,high,-,-,-,high,-,-,-,28 [33],i19,-13,KND,KND,-,-,-,-
Right Low Roundhouse,d/b+4,low,-,-,-,-,-,-,-,18 [21],i20,-13,+3,STUN,-,-,-,-
Power Stance,d/b+1+2,mid,-,-,-,-,-,-,-,-,i25,-25,-10,-10,-,-,-,-
-,b+2,mid,-,-,-,-,-,-,-,12 [14],i15,-11,0,0,-,-,-,-
Shun Masatsu,"b+2, 1","mid, mid",-,-,-,-,-,-,-,"12 [14], 10",i15,-9,+2,-,-,-,-,-
-,"(b+2), 1",mid,-,-,-,-,-,-,-,10 [12],i14,-9,+2,+2,-,-,-,-
Left Knee,b+3,mid,-,-,-,-,-,-,-,17 [20],i15,-6,+5,STUN,-,-,-,-
Spinning Sidekick,b+4,mid,-,-,-,-,-,-,-,21 [25],i17,-7,KND,KND,-,-,-,-
-,"b, f+2",mid,-,-,-,-,-,-,-,15 [18],i15,-7,+4,STUN,-,-,-,-
-,"b, f+2, 1","mid, high",-,-,-,-,-,-,-,"15 [18], 10",i15,-5,+6,-,-,-,-,-
-,"(b, f+2), 1",high,-,-,-,-,-,-,-,10 [12],i21,-5,+6,+6,-,-,-,-
Evil Intent,"b, f+2, 1, 2","mid, high, mid",-,-,-,-,-,-,-,"15 [18], 10, 20",i15,-5,KND,-,-,-,-,-
-,"(b, f+2), 1, 2","high, mid",-,-,-,-,-,-,-,"10 [12], 20",i21,-5,KND,-,-,-,-,-
-,"(b, f+2), (1), 2",mid,-,-,-,-,-,-,-,20 [24],i19,-5,KND,KND,-,-,-,-
Keito,"b, f+2, 3","mid, mid",-,-,-,-,-,-,-,"15 [18], 17",i15,-12,+9,-,-,-,-,-
-,"(b, f+2), 3",mid,-,-,-,-,-,-,-,17 [20],i25,-12,+6,STUN,-,-,-,-
-,"u/b+1+2, b, b",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,BT 1 (or 2),high,-,-,-,-,-,-,-,15 [18],i8,-8,+3,+3,-,-,-,-
-,BT 3 (or 4),high,-,-,-,-,-,-,-,18 [21],i10,-8,KND,KND,-,-,-,-
-,FC 1,s. mid,-,-,-,high,-,-,-,5 [6],i10,-5,+6,+6,-,-,-,-
-,FC 2,s. mid,-,-,-,high,-,-,-,8 [9],i11,-4,+7,+7,-,-,-,-
-,FC 3,low,-,-,-,high,-,-,-,12 [14],i16,-17,-3,-3,-,-,-,-
-,FC 4,low,-,-,-,high,-,-,-,10 [12],i12,-15,-4,-4,-,-,-,-
-,"WR f, f, F (Full Screen)",mid,-,-,-,-,-,-,-,30 [36],i8,+13,KND,KND,-,-,-,-
-,"WR f, f, F (Full Screen) (On Grounded Opponent)",low,-,-,-,-,-,-,-,8 [9],i12,-,KND,KND,-,-,-,-
-,WR 4,low,-,-,-,high,-,-,-,17 [20],i14,-40,KND,KND,-,-,-,-
-,WR 1+2,mid,-,-,-,low*,-,-,-,24 [28],i18,0,KND,KND,-,-,-,-
-,WS 1,mid,-,-,-,-,-,-,-,10 [12],i13,-6,+5,+5,-,-,-,-
Twin Lancer,"WS 1, 2","mid, mid",-,-,-,-,-,-,-,"10 [12], 16",i13,-8,+3 (OC),-,-,-,-,-
-,"WS (1), 2",mid,-,-,-,-,-,-,-,16 [19],i19,-8,+3 (OC),+3 (OC),-,-,-,-
Crouching Uppercut,WS 2,mid,-,-,-,-,-,-,-,14 [16],i14,-12,LAUNCH,LAUNCH,-,-,-,-
Bamboo Splitter,WS 3,mid,-,-,-,-,-,-,-,20 [24],i16,-9,+10,S!,-,-,-,-
Black Out,While enemy is down... d+2,low,-,-,-,-,-,-,-,19 [22],i19,-,KND,KND,-,-,-,-
10 Hit Combo,"f+2, 3, 3, 3, 2, 1, 2, 3, 4, 2",-,-,-,-,-,-,-,-,105 [107],i16,-,-,-,-,-,-,-
-,"Face Up, Feet Towards+3 or (After Rolling Forward)",low,-,-,-,high,-,-,-,10 [12],i22,-12,+5,STUN,-,-,-,-
-,"Face Up, Feet Towards+4 or (After Rolling Forward)",mid,-,-,-,-,-,-,-,18 [21],i22,-12,+5,KND,-,-,-,-
-,"Face Up, Feet Towards, d+3 (or 4)",low,-,-,-,"mid, high",-,-,-,5 [6],i13,-18,-3,-3,-,-,-,-
-,"Face Up, Feet Towards+3+4",mid,-,-,-,low*,-,-,-,20 [24],i18,-21,KND,KND,-,-,-,-
-,"Face Up, Feet Towards, Roll Forward+1+2",mid,-,-,-,low*,-,-,-,15 [18],i19,+2,KND,KND,-,-,-,-
-,"Face Down, Feet Away+3",low,-,-,-,high,-,-,-,10 [12],i21,-20,+1,STUN,-,-,-,-
-,"Face Down, Feet Away+4 (close)",mid,-,-,-,-,-,-,-,15 [18],i21,-19,-8,KND,-,-,-,
-,"Face Down, Feet Away+4 (far)",mid,-,-,-,-,-,-,-,10 [12],i21,-19,-10,KND,-,-,-,-
-,(Upon Landing) f,mid,-,-,-,low*,-,-,-,4,i33,-2,+3,+3,-,-,-,-
INTO MENTAL ALERTNESS 2 / ZENSHIN,,,,,,,,,,,,,,,,,,
Zenshin,d+1+2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mental Alertness 2,b+1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"1, 3, F","high, high",-,-,-,-,-,-,-,"7 [8], 10",i10,-36,-26,-,-,-,-,-
-,"3, 1, F","high, high",-,-,-,-,-,-,-,"19 [22], 7",i14,-26,-18,-,-,-,-,-
-,"f+4, F",mid,-,-,-,-,-,-,-,21 [25],i16,-30,-18,+20,-,-,-,-
-,"d/f+3, 3, F","low, mid",-,-,-,-,-,-,-,"7 [8], 10",i14,-36,-20,-,-,-,-,-
-,"b+3, F",mid,-,-,-,-,-,-,-,17 [20],i15,-37,-26,+2,-,-,-,-
-,"b, f+2, 3, F","mid, mid",-,-,-,-,-,-,-,"15 [18], 17",i15,-36,-18,-,-,-,-,-
-,"WS 1, 2, F","mid, mid",-,-,-,-,-,-,-,"10 [12], 16",i13,-38,-27,-,-,-,-,-
DURING MENTAL ALERTNESS 2 / ZENSHIN,,,,,,,,,,,,,,,,,,
-,CDS F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,ZEN (or CDS) 1,mid,-,-,-,high*,-,-,-,14 [16],i16,-3,+8,+8,-,-,-,-
Spine Cracker,"ZEN (or CDS) 1, 2","mid, mid",-,-,-,high*,-,-,-,"14 [16], 21",i16,-14,KND,-,-,-,-,-
-,"ZEN (or CDS) (1), 2",mid,-,-,-,high*,-,-,-,21 [25],i19,-14,KND,KND,-,-,-,-
Swaying Willow,ZEN (or CDS) 2,mid,-,-,-,high,-,-,-,27 [32],i22,-14,KND,KND,-,-,-,-
Halberd Heel,ZEN (or CDS) 3,mid,-,-,-,high*,-,-,-,20 [24],i17,-9,+10,S!,-,-,-,-
Right Sweep 2,ZEN (or CDS) 4,low,-,-,-,high,-,-,-,20 [24],i22,-26,KND,KND,-,-,-,-
Joudan Tsukiage Niren,ZEN (or CDS) 1+2,"high, high",-,-,-,-,-,-,-,"8 [9], 20",i13,-13,LAUNCH,LAUNCH,-,-,-,-
Leaping Side Kick,ZEN (or CDS) 3+4,high,-,-,-,low,-,-,-,25 [30],i22,+8,KND,KND,-,-,-,-
POWER CRUSHES,,,,,,,,,,,,,,,,,,
Kazama Style Turning Leg Strike,3+4,high,-,-,-,-,-,-,-,"10 [12], 24",i20,-9,KND,KND,-,-,-,-
RAGE MOVES,,,,,,,,,,,,,,,,,,
Rage Art,(During Rage) b+1+2,high,-,-,-,-,-,-,-,55 [57],i13,-9,KND,KND,-,-,-,-
-,"(During Rage) f, n, d, d/f+1+2","high, mid",-,-,-,-,-,-,-,"25 [30], 24",i11,-7,KND,KND,-,-,-,-
-,"(During Rage) f, n, d, d/f+1+2, D/F","high, mid",-,-,-,-,-,-,-,"25 [30], 24",i11,-1,LAUNCH,LAUNCH,-,-,-,-
-,"(During Rage) f, n, d, d/f+1+2, 3","high, mid, high",-,-,-,-,-,-,-,"25 [30], 24, 12",i11,+13,KND,-,-,-,-,-
Rage Drive,"(During Rage) f, n, d, d/f+1+2, 3, 1","high, mid, high, mid",-,-,-,-,-,-,-,"25 [30], 24, 12, 9",i11,+9,KND,-,-,-,-,-
UNBLOCKABLE MOVES,,,,,,,,,,,,,,,,,,
Avenger,"u/b+1+2 (b, b to cancel)",mid!,-,-,-,-,-,-,-,70 [84],i75,!,KND,KND,-,-,-,-
THROWS,,,,,,,,,,,,,,,,,,
Double Face Kick,Approach enemy... 1+3,high throw,-,-,-,-,-,-,-,35,i12,-3,KND,-,-,-,-,-
Over the Shoulder Reverse,Approach enemy... 2+4,high throw,-,-,-,-,-,-,-,35,i12,0 (BT),KND,-,-,-,-,-
Tidal Wave,Approach enemy... u/f+1+2,high throw,-,-,-,-,-,-,-,40,i12,0,KND,-,-,-,-,-
Double Face Kick,Approach enemy... f+1+3,high throw,-,-,-,-,-,-,-,35,i15,-3,KND,-,-,-,-,-
Over the Shoulder Reverse,Approach enemy... f+2+4,high throw,-,-,-,-,-,-,-,35,i15,0 (BT),KND,-,-,-,-,-
Shun Ren Dan,Approach enemy... d/f+2+3,high throw,-,-,-,-,-,-,-,40,i12,-2,KND,-,-,-,-,-
Complicated Wire,Approach enemy... qcb+1+3,high throw,-,-,-,-,-,-,-,40,i12,-2,KND,-,-,-,-,-
Shoulder Flip,Approach from left side... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,43,i12,-3,KND,-,-,-,-,-
Over the Limit,Approach from right side...  1+3 (or 2+4),high throw,-,-,-,-,-,-,-,40,i12,-3,KND,-,-,-,-,-
Pivoting Hip Throw,Approach from behind... 1+3 (or f+1+3),high throw,-,-,-,-,-,-,-,50,i12,-,KND,-,-,-,-,-
-,"WR f, f, F (Mid Screen)",-,-,-,-,-,-,-,-,5,i16,-5 (BT),KND,-,-,-,-,-
DURING TACKLE,,,,,,,,,,,,,,,,,,
-,(During Tackle) 1 (or 2),-,-,-,-,-,-,-,-,5,-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5, 15",-,-,KND,-,-,-,-,-
-,(During Tackle) 1+2,-,-,-,-,-,-,-,-,25,-,-,KND,-,-,-,-,-
SPECIAL,,,,,,,,,,,,,,,,,,
-,"f, n, d, d/f",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"f, n, d, d/f, u/f",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mental Alertness 1,1+3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Parry,Time with enemy attack... b+1+3 (or b+2+4),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
