MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
Sunrise Combo,"1, 4, 3","high, high, mid",-,-,-,-,-,-,-,"7 [8], 10, 12",i10,-15,+1,-,-,-,-,-
-,"(1), 4, 3","high, mid",-,-,-,-,-,-,-,"10 [12], 12",i18,-15,+1,-,-,-,-,-
-,"(1), (4), 3",mid,-,-,-,-,-,-,-,12 [14],i19,-15,+1,+1,-,-,-,-
-,2,high,-,-,-,-,-,-,-,8 [9],i12,+1,+7,+7,-,-,-,-
Quick Graphium,"2, 3","high, mid",-,-,-,-,-,-,-,"8 [9], 18",i12,-11,+5,-,-,-,-,-
-,"(2), 3",mid,-,-,-,-,-,-,-,18 [21],i20,-11,+5,KND,-,-,-,-
-,"2, d+4","high, low",-,-,-,-,-,-,-,"8 [9], 13",i12,-16,-5,-,-,-,-,-
-,"(2), d+4",low,-,-,-,-,-,-,-,13 [15],i16,-16,-5,-5,-,-,-,-
Right Straight to Low High Spin Kick,"2, d+4, 4","high, low, high",-,-,-,-,-,-,-,"8 [9], 13, 25",i12,-4,KND,-,-,-,-,-
-,"(2), d+4, 4","low, high",-,-,-,-,-,-,-,"13 [15], 25",i16,-4,KND,-,-,-,-,-
-,"(2), (d+4), 4",high,-,-,-,-,-,-,-,25 [30],i30,-4,KND,KND,-,-,-,-
-,3,mid,-,-,-,-,-,-,-,11 [13],i13,-8,+3,+3,-,-,-,-
Hollow Point Shot,"3, 2","mid, mid",-,-,-,-,-,-,-,"11 [13], 18",i13,-12,+5,-,-,-,-,-
-,"(3), 2",mid,-,-,-,-,-,-,-,18 [21],i22,-12,+5,KND,-,-,-,-
Intercept Kick,"3, 3","mid, high",-,-,-,-,-,-,-,"11 [13], 21",i13,-1,KND,-,-,-,-,-
-,"(3), 3",high,-,-,-,-,-,-,-,21 [25],i23,-1,KND,KND,-,-,-,-
Intercept Cannon,"3, f+3","mid, mid",-,-,-,low,-,-,-,"11 [13], 27",i13,-14,KND,-,-,-,-,-
-,"(3), f+3",mid,-,-,-,low,-,-,-,27 [32],i29,-14,KND,KND,-,-,-,-
-,4,high,-,-,-,-,-,-,-,16 [19],i12,-7,+6,LAUNCH,-,-,-,-
Spinning Scythe,3+4,high,-,-,-,-,-,-,-,27 [32],i16,-9,KND,S!,-,-,-,-
Butterfly Edge,u/f+3,mid,-,-,-,low,-,-,-,20 [24],i28,-9,LAUNCH,LAUNCH,-,-,-,-
Carabao Horn,u/f+4,mid,-,-,-,low,-,-,-,13 [15],i13,-13,LAUNCH,LAUNCH,-,-,-,-
Rapid Double Knee,u/f+3+4,"mid, mid",-,-,-,low,-,-,-,"10 [12], 24",i14,-13,KND,KND,-,-,-,-
-,u/f+3+4 (second hit only),mid,-,-,-,low,-,-,-,24 [28],i23,-13,KND,KND,-,-,-,-
-,f+2,high,-,-,-,-,-,-,-,10 [12],i12,-8,+3,+3,-,-,-,-
-,"f+2, 3","high, low",-,-,-,-,-,-,-,"10 [12], 13",i12,-11,0,-,-,-,-,-
-,"(f+2), 3",low,-,-,-,-,-,-,-,13 [15],i21,-11,0,0,-,-,-,-
Subic Ring,"f+2, 3, 4","high, low, high",-,-,-,-,-,-,-,"10 [12], 13, 20",i12,-26,KND,-,-,-,-,-
-,"(f+2), 3, 4","low, high",-,-,-,-,-,-,-,"13 [15], 20",i21,-26,KND,-,-,-,-,-
-,"(f+2), (3), 4",high,-,-,-,-,-,-,-,20 [24],i17,-4,KND,KND,-,-,-,-
Panquil Ring,"f+2, 4","high, high",-,-,-,-,-,-,-,"10 [12], 23",i12,-13,KND,-,-,-,-,-
-,"(f+2), 4",high,-,-,-,-,-,-,-,23 [27],i19,-13,KND,KND,-,-,-,-
Piercing Needle,f+3,mid,-,-,-,-,-,-,-,18 [21],i18,-3,+8,+12,-,-,-,-
Step In Toe Kick,f+4,mid,-,-,-,-,-,-,-,13 [15],i17,-4,+1,+1,-,-,-,-
Step In Knee Combo,"f+4, 3","mid, mid",-,-,-,-,-,-,-,"13 [15], 14",i17,-10,+1,-,-,-,-,-
-,"(f+4), 3",mid,-,-,-,-,-,-,-,14 [16],i20,-10,+1,+1,-,-,-,-
Flying Elbow,f+1+2,high,-,-,-,low,-,-,-,20 [24],i14,-5,STUN,STUN,-,-,-,-
Heavy Knee,f+3+4 (or WR 3+4),mid,-,-,-,-,-,-,-,23 [27],i16,-7,KND,KND,-,-,-,-
Needle Shot,"f, F+3",mid,-,-,-,-,-,-,-,25 [30],i24,+6,KND,KND,-,-,-,-
Step In Tracer,"f, F+4",mid,-,-,-,-,-,-,-,20 [24],i16,-9,KND,S!,-,-,-,-
Target Slash,"f, f, f+3 (or WR 3)",mid,-,-,-,low,-,-,-,30 [36],i21,+6,KND,KND,-,-,-,-
-,d/f+1,mid,-,-,-,-,-,-,-,14 [16],i16,-7,+4,+4,-,-,-,-
Liver Shot to Straight Punch,"d/f+1, 2","mid, high",-,-,-,-,-,-,-,"14 [16], 12",i16,-6,+5,-,-,-,-,-
-,"(d/f+1), 2",high,-,-,-,-,-,-,-,12 [14],i15,-6,+5,+5,-,-,-,-
-,"d/f+1, 4","mid, low",-,-,-,-,-,-,-,"14 [16], 12",i16,-16,0,-,-,-,-,-
-,"(d/f+1), 4",low,-,-,-,-,-,-,-,12 [14],i19,-16,0,0,-,-,-,-
Liver Shot to Flying Punch Combo,"d/f+1, 4, 2","mid, low, high",-,-,-,-,-,-,-,"14 [16], 12, 21",i16,-7,KND,-,-,-,-,-
-,"(d/f+1), 4, 2","low, high",-,-,-,-,-,-,-,"12 [14], 21",i19,-7,KND,-,-,-,-,-
-,"(d/f+1), (4), 2",high,-,-,-,-,-,-,-,21 [25],i20,-7,KND,KND,-,-,-,-
Liver Blow to Feint Knee,"d/f+1, 4~4","mid, mid",-,-,-,-,-,-,-,"14 [16], 20",i16,-11,STUN,-,-,-,-,-
-,"(d/f+1), 4~4",mid,-,-,-,-,-,-,-,20 [24],i16,-11,STUN,STUN,-,-,-,-
Sonic Upper,d/f+2,mid,-,-,-,high,-,-,-,10 [12],i15,-13,LAUNCH,LAUNCH,-,-,-,-
-,d/f+3,low,-,-,-,high,-,-,-,15 [18],i26,-13,+1,+1,-,-,-,-
Cyclone Sweep Combo,"d/f+3, 2","low, mid",-,-,-,-,-,-,-,"15 [18], 18",i26,-12,+5,-,-,-,-,-
-,"(d/f+3), 2",mid,-,-,-,-,-,-,-,18 [21],i25,-12,+5,KND,-,-,-,-
Kawasan Falls,d+2,mid,-,-,-,-,-,-,-,20 [24],i20,-2,+3 (OC),KND,-,-,-,-
-,d+3,low,-,-,-,-,-,-,-,11 [13],i16,-17,-6,-6,-,-,-,-
Triaina Low,d+4,low,-,-,-,-,-,-,-,8 [9],i15,-10,+1,+6,-,-,-,-
Full Blast Kick,d+3+4,mid,-,-,-,-,-,-,-,24 [28],i19,-13,KND,KND,-,-,-,-
Middle Straight,d/b+2,mid,-,-,-,high,-,-,-,20 [24],i20,-10,KND,KND,-,-,-,-
-,d/b+4,mid,-,-,-,-,-,-,-,12 [14],i16,-6,+5,+5,-,-,-,-
-,"d/b+4, 2","mid, mid",-,-,-,-,-,-,-,"12 [14], 11",i16,-11,0,-,-,-,-,-
-,"(d/b+4), 2",mid,-,-,-,-,-,-,-,11 [13],i17,-11,0,0,-,-,-,-
Lexias Chain,"d/b+4, 2, 3","mid, mid, mid",-,-,-,-,-,-,-,"12 [14], 11, 23",i16,-16,KND,-,-,-,-,-
-,"(d/b+4), 2, 3","mid, mid",-,-,-,-,-,-,-,"11 [13], 23",i17,-16,KND,-,-,-,-,-
-,"(d/b+4), (2), 3",mid,-,-,-,-,-,-,-,23 [27],i21,-16,KND,KND,-,-,-,-
-,b+1,high,-,-,-,-,-,-,-,10 [12],i11,-9,+2,+2,-,-,-,-
Twin Rippers,"b+1, 1","high, high",-,-,-,-,-,-,-,"10 [12], 20",i11,-3,+16,-,-,-,-,-
-,"(b+1), 1",high,-,-,-,-,-,-,-,20 [24],i18,-3,+16,+16,-,-,-,-
-,"b+1, 2","high, mid",-,-,-,-,-,-,-,"10 [12], 12",i11,-5,+6,-,-,-,-,-
-,"(b+1), 2",mid,-,-,-,-,-,-,-,12 [14],i19,-5,+6,+6,-,-,-,-
-,"b+1, 2, 4","high, mid, mid",-,-,-,-,-,-,-,"10 [12], 12, 12",i11,-10,+1,-,-,-,-,-
-,"(b+1), 2, 4","mid, mid",-,-,-,-,-,-,-,"12 [14], 12",i19,-10,+1,-,-,-,-,-
-,"(b+1), (2), 4",mid,-,-,-,-,-,-,-,12 [14],i22,-10,+1,+1,-,-,-,-
Arnis Combo,"b+1, 2, 4, 4","high, mid, mid, high",-,-,-,-,-,-,-,"10 [12], 12, 12, 20",i11,-5,KND,-,-,-,-,-
-,"(b+1), 2, 4, 4","mid, mid, high",-,-,-,-,-,-,-,"12 [14], 12, 20",i19,-5,KND,-,-,-,-,-
-,"(b+1), (2), 4, 4","mid, high",-,-,-,-,-,-,-,"12 [14], 20",i22,-5,KND,-,-,-,-,-
-,"(b+1), (2), (4), 4",high,-,-,-,-,-,-,-,20 [24],i24,-5,KND,KND,-,-,-,-
Quick Elbow,b+2,high,-,-,-,-,-,-,-,12,i14,+1,+7,-,-,-,-,-
Disarm Drop,CH b+2,high,-,-,-,-,-,-,-,"14, 12, 13",i14,+1,-,KND,-,-,-,-
Tracer Kick,b+3,mid,-,-,-,-,-,-,-,18 [21],i22,-6,+13,+13,-,-,-,-
-,b+4,mid,-,-,-,-,-,-,-,14 [16],i16,-5,+6,+6,-,-,-,-
-,"b+4, 3","mid, mid",-,-,-,-,-,-,-,"14 [16], 14",i16,-6,+5,-,-,-,-,-
-,"(b+4), 3",mid,-,-,-,-,-,-,-,14 [16],i25,-6,+5,+5,-,-,-,-
Streamline Combo,"b+4, 3, 4","mid, mid, mid",-,-,-,-,-,-,-,"14 [16], 14, 25",i16,-15,KND,-,-,-,-,-
-,"(b+4), 3, 4","mid, mid",-,-,-,-,-,-,-,"14 [16], 25",i25,-15,KND,-,-,-,-,-
-,"(b+4), (3), 4",mid,-,-,-,-,-,-,-,25 [30],i31,-15,KND,KND,-,-,-,-
Streamline to Low Kick,"b+4, 3, d+4","mid, mid, low",-,-,-,-,-,-,-,"14 [16], 14, 12",i16,-13,+3,-,-,-,-,-
-,"(b+4), 3, d+4","mid, low",-,-,-,-,-,-,-,"14 [16], 12",i25,-13,+3,-,-,-,-,-
-,"(b+4), (3), d+4",low,-,-,-,-,-,-,-,12 [14],i29,-13,+3,+3,-,-,-,-
Streamline to Feint Knee,"b+4, 3, d+4~4","mid, mid, mid",-,-,-,-,-,-,-,"14 [16], 14, 20",i16,-11,STUN,-,-,-,-,-
-,"(b+4), 3, d+4~4","mid, mid",-,-,-,-,-,-,-,"14 [16], 20",i25,-11,STUN,-,-,-,-,-
-,"(b+4), (3), d+4~4",mid,-,-,-,-,-,-,-,20 [24],i16,-11,STUN,STUN,-,-,-,-
Spinning Back Blow,b+1+2,high,-,-,-,high,-,-,-,21 [25],i16,-9,STUN,STUN,-,-,-,-
-,BT 1 (or 2),high,-,-,-,-,-,-,-,15 [18],i8,-8,+3,+3,-,-,-,-
-,BT 3 (or 4),high,-,-,-,-,-,-,-,18 [21],i10,-8,KND,KND,-,-,-,-
-,FC 1,s. mid,-,-,-,high,-,-,-,5 [6],i10,-5,+6,+6,-,-,-,-
-,FC 2,s. mid,-,-,-,high,-,-,-,8 [9],i11,-4,+7,+7,-,-,-,-
-,FC 3,low,-,-,-,high,-,-,-,12 [14],i16,-17,-3,-3,-,-,-,-
-,FC 4,low,-,-,-,high,-,-,-,10 [12],i12,-15,-4,-4,-,-,-,-
Whip Kick,FC d/f+4,low,-,-,-,high,-,-,-,25 [30],i21,-15,+7,KND,-,-,-,-
-,"WR f, f, F (Full Screen)",mid,-,-,-,-,-,-,-,30 [36],i8,+13,KND,KND,-,-,-,-
-,"WR f, f, F (Full Screen) (On Grounded Opponent)",low,-,-,-,-,-,-,-,8 [9],i12,-,KND,KND,-,-,-,-
-,WR 4,low,-,-,-,high,-,-,-,17 [20],i14,-40,KND,KND,-,-,-,-
-,WR 1+2,mid,-,-,-,low*,-,-,-,24 [28],i18,0,KND,KND,-,-,-,-
Interrupting Upper,WS 1,mid,-,-,-,-,-,-,-,12 [14],i13,-4,+7,+14,-,-,-,-
-,WS 2,mid,-,-,-,-,-,-,-,10 [12],i13,-9,+2,+2,-,-,-,-
Double Boomerang,"WS 2, 1","mid, high",-,-,-,-,-,-,-,"10 [12], 12",i13,-13,STUN,-,-,-,-,-
-,"WS (2), 1",high,-,-,-,-,-,-,-,12 [14],i15,-13,STUN,STUN,-,-,-,-
Vertical Knee,WS 3,mid,-,-,-,-,-,-,-,20 [24],i16,-7,KND,STUN,-,-,-,-
-,WS 4,mid,-,-,-,-,-,-,-,16 [19],i11,-6,+5,+5,-,-,-,-
10 Hit Combo,"2, 2, 1, 4, 2, 1, 4, 3, 3, 3",-,-,-,-,-,-,-,-,73 [74],i12,-,KND,KND,-,-,-,-
-,"Face Up, Feet Towards+3 or (After Rolling Forward)",low,-,-,-,high,-,-,-,10 [12],i22,-12,+5,STUN,-,-,-,-
-,"Face Up, Feet Towards+4 or (After Rolling Forward)",mid,-,-,-,-,-,-,-,18 [21],i22,-12,+5,KND,-,-,-,-
-,"Face Up, Feet Towards, d+3 (or 4)",low,-,-,-,"mid, high",-,-,-,5 [6],i13,-18,-3,-3,-,-,-,-
-,"Face Up, Feet Towards+3+4",mid,-,-,-,low*,-,-,-,20 [24],i19,-21,KND,KND,-,-,-,-
-,"Face Up, Feet Towards, Roll Forward+1+2",mid,-,-,-,low*,-,-,-,15 [18],i19,+2,KND,KND,-,-,-,-
-,"Face Down, Feet Away+3",low,-,-,-,high,-,-,-,10 [12],i21,-20,+1,STUN,-,-,-,-
-,"Face Down, Feet Away+4 (close)",mid,-,-,-,-,-,-,-,15 [18],i21,-19,-10,KND,-,-,-,-
-,"Face Down, Feet Away+4 (far)",mid,-,-,-,-,-,-,-,15 [18],i21,-19,-10,KND,-,-,-,-
-,(Upon Landing) f,mid,-,-,-,low*,-,-,-,4,i33,-2,+3,+3,-,-,-,-
INTO SLIDE IN,,,,,,,,,,,,,,,,,,
-,"f, n, d, d/f",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,SWB F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Slide In,SWS F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hollow Point Shot to Slide In,"3, 2, F",mid,-,-,-,-,-,-,-,11 [13],i13,-20,-9,-,-,-,-,-
Cyclone Sweep to Slide In,"d/f+3, 2, F",low,-,-,-,high,-,-,-,15 [18],i26,-21,-7,-,-,-,-,-
-,"b+1, 2, 4, F","high, mid",-,-,-,-,-,-,-,"10 [12], 12",i11,-19,-8,-,-,-,-,-
DURING SLIDE IN,,,,,,,,,,,,,,,,,,
-,SLI 1,high,-,-,-,high,-,-,-,8 [9],i9,-4,+7,+7,-,-,-,-
Slide In Tornado Combo,"SLI 1, 3","high, high",-,-,-,-,-,-,-,"8 [9], 21",i9,-9,KND,-,-,-,-,-
-,"SLI (1), 3",high,-,-,-,-,-,-,-,21 [25],i21,-9,KND,KND,-,-,-,-
Slide In Elbow,SLI 2,mid,-,-,-,high,-,-,-,20 [24],i17,-14,LAUNCH,LAUNCH,-,-,-,-
Slide In Low Kick,SLI 3,low,-,-,-,high*,-,-,-,23 [27],i20,-13,+4,KND,-,-,-,-
-,SLI 4,mid,-,-,-,high*,-,-,-,16 [19],i11,-6,+5,+5,-,-,-,-
Slide In Jumping Elbow,SLI 1+2,mid,-,-,-,low,-,-,-,20 [24],i24,+5,KND,STUN,-,-,-,-
INTO SWAY BACK,,,,,,,,,,,,,,,,,,
Sway Back,b+3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Double Boomerang to Sway Back,"WS 2, 1, B","mid, high",-,-,-,-,-,-,-,"10 [12], 12",i13,-34,0,-,-,-,-,-
DURING SWAY BACK,,,,,,,,,,,,,,,,,,
Jaw Clipper,SWB 1,high,-,-,-,-,-,-,-,10 [12],i15,-9,STUN,STUN,-,-,-,-
Spine Hook,SWB 2,mid,-,-,-,-,-,-,-,21 [25],i17,-13,KND,KND,-,-,-,-
INTO SWITCH STANCE,,,,,,,,,,,,,,,,,,
One Two High Kick to Switch Stance,"1, 2, 4","high, high, high",-,-,-,-,-,-,-,"7 [8], 8, 22",i10,-14,-4,-,-,-,-,-
-,"(1), 2, 4","high, high",-,-,-,-,-,-,-,"8 [9], 22",i12,-14,-4,-,-,-,-,-
-,"(1), (2), 4",high,-,-,-,-,-,-,-,22 [26],i15,-14,-4,LAUNCH,-,-,-,-
High Kick Combo to Switch Stance,"2, 4","high, high",-,-,-,-,-,-,-,"8 [9], 22",i12,-14,-4,-,-,-,-,-
-,"(2), 4",high,-,-,-,-,-,-,-,22 [26],i15,-14,-4,LAUNCH,-,-,-,-
Triaina Middle to Switch Stance,d/f+4,mid,-,-,-,-,-,-,-,15 [18],i14,-14,-9,-9,-,-,-,-
Left Low Kick & High Kick to Switch Stance,"d+3, 4","low, high",-,-,-,-,-,-,-,"11 [13], 15",i16,-14,-4,-,-,-,-,-
-,"(d+3), 4",high,-,-,-,-,-,-,-,15 [18],i20,-14,-4,LAUNCH,-,-,-,-
DURING SWITCH STANCE,,,,,,,,,,,,,,,,,,
Iligan Switch,SWS 1,high,-,-,-,-,-,-,-,20 [24],i14,-7,+5 (OC),STUN,-,-,-,-
Ormoc Switch,SWS 2,mid,-,-,-,high*,-,-,-,17 [20],i18,-6,+5,STUN,-,-,-,-
Sapu Switch,SWS 3,low,-,-,-,-,-,-,-,17 [20],i20,-12,-1,STUN,-,-,-,-
Side Strike Switch,SWS 4,mid,-,-,-,-,-,-,-,23 [27],i23,-9,KND,KND,-,-,-,-
POWER CRUSHES,,,,,,,,,,,,,,,,,,
Boost Knee Launcher,d/f+3+4,mid,-,-,-,-,-,-,-,30 [36],i26,-12,KND,KND,-,-,-,-
RAGE MOVES,,,,,,,,,,,,,,,,,,
Rage Art,(During Rage) d/f+1+2,mid,-,-,-,-,-,-,-,55 [57],i20,-22,KND,KND,-,-,-,-
Rage Drive,"(During Rage) f, n, d, d/f+3+4","mid, mid",-,-,-,-,-,-,-,"10 [12], 24",i14,+8,KND,KND,-,-,-,-
Rage Drive,"(During Rage) f, n, d, d/f+3+4 (second hit only)",mid,-,-,-,-,-,-,-,24 [28],i23,+8,KND,KND,-,-,-,-
UNBLOCKABLE MOVES,,,,,,,,,,,,,,,,,,
Spiral Typhoon,b+2+3,low,-,-,-,high*,-,-,-,50 [60],i61,!,STUN,STUN,-,-,-,-
THROWS,,,,,,,,,,,,,,,,,,
Suppressing Strike,Approach enemy... 1+3,high throw,-,-,-,-,-,-,-,35,i12,-6,KND,-,-,-,-,-
Neck Hold Slash,Approach enemy... 2+4,high throw,-,-,-,-,-,-,-,35,i12,-6,KND,-,-,-,-,-
Suppressing Strike,Approach enemy... f+1+3,high throw,-,-,-,-,-,-,-,35,i15,-6,KND,-,-,-,-,-
Neck Hold Slash,Approach enemy... f+2+4,high throw,-,-,-,-,-,-,-,35,i15,-6,KND,-,-,-,-,-
Spirited Barrage,"Approach enemy... f, F+3+4",high throw,-,-,-,-,-,-,-,40,i12,-6,KND,-,-,-,-,-
Break Down,Approach from left side... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,40,i12,-6,KND,-,-,-,-,-
Heart's Cry,Approach from right side...  1+3 (or 2+4),high throw,-,-,-,-,-,-,-,40,i12,-6,KND,-,-,-,-,-
Lingayen Stomp,Approach from behind... 1+3 (or f+1+3),high throw,-,-,-,-,-,-,-,50,i12,-,KND,-,-,-,-,-
-,"WR f, f, F (Mid Screen)",mid throw,-,-,-,-,-,-,-,5,i16,-5 (BT),KND,-,-,-,-,-
DURING TACKLE,,,,,,,,,,,,,,,,,,
-,(During Tackle) 1 (or 2),-,-,-,-,-,-,-,-,5,-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5, 15",-,-,KND,-,-,-,-,-
SPECIAL,,,,,,,,,,,,,,,,,,
-,"FC d/f, d, d/f",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Reverse Sampaguita,Time with enemy right punch... 1+2,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-
*,1+2+3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
