MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
-,SS 4,high,-,-,-,-,-,-,-,23 [27],i16,0,KND,STUN,-,-,-,-
-,"WR f, f, F (Full Screen)",mid,-,-,-,-,-,-,-,30 [36],i8,+13,KND,KND,-,-,-,-
-,"WR f, f, F (Full Screen) (On Grounded Opponent)",low,-,-,-,-,-,-,-,8 [9],i12,-,KND,KND,-,-,-,-
-,WR 4,low,-,-,-,high,-,-,-,17 [20],i14,-40,KND,KND,-,-,-,-
-,WR 1+2,mid,-,-,-,low*,-,-,-,24 [28],i18,0,KND,KND,-,-,-,-
-,WS 1,mid,-,-,-,-,-,-,-,12 [14],i14,-10,+1,+6,-,-,-,-
-,"WS 1, 1","mid, high",-,-,-,-,-,-,-,"12 [14], 12",i14,-11,0,0,-,-,-,-
-,"WS 1, 1, 1","mid, high, high",-,-,-,-,-,-,-,"12 [14], 12, 12",i14,-15,0,0,-,-,-,-
Door Knocker,"WS 1, 1, 1, 1","mid, high, high, mid",-,-,-,-,-,-,-,"12 [14], 12, 12, 21",i14,0 (OC),+6 (OC),+6 (OC),-,-,-,-
Door Knocker to Back Knuckle,"WS 1, 2","mid, high",-,-,-,-,-,-,-,"12 [14], 18",i14,-4,+14,-,-,-,-,-
-,"WS (1), 2",high,-,-,-,-,-,-,-,18 [21],i25,-4,+14,S!,-,-,-,-
-,"WS 1, 2, D/B+2","mid, high, mid",-,-,-,-,-,-,-,"12 [14], 18, 8",i14,-5,+2,+6,-,-,-,-
-,"WS 1, 2, D/B+2, 2","mid, high, mid, mid",-,-,-,-,-,-,-,"12 [14], 18, 8, 7",i14,-5,+2,-,-,-,-,-
-,"WS 1, 2, D/B+2, 2, 2","mid, high, mid, mid, mid",-,-,-,-,-,-,-,"12 [14], 18, 8, 7, 6",i14,-5,+2,-,-,-,-,-
-,"WS 1, 2, D/B+2, 2, 2, 2","mid, high, mid, mid, mid, mid",-,-,-,-,-,-,-,"12 [14], 18, 8, 7, 6, 5",i14,-5,+2,-,-,-,-,-
-,"WS 1, 2, D/B+2, 2, 2, 2, 2","mid, high, mid, mid, mid, mid, mid",-,-,-,-,-,-,-,"12 [14], 18, 8, 7, 6, 5, 4",i14,-5,+2,-,-,-,-,-
-,"WS 1, 2, D/B+2, 2, 2, 2, 2, 2","mid, high, mid, mid, mid, mid, mid, mid",-,-,-,-,-,-,-,"12 [14], 18, 8, 7, 6, 5, 4, 3",i14,FUFT,FUFT,-,-,-,-,-
-,WS 3 or 3+4,mid,-,-,-,-,-,-,-,12 [14],i16,-6,+3,+3,-,-,-,-
Kimon Matagi,"WS 3, 2","mid, mid",-,-,-,-,-,-,-,"12 [14],20",i16,-12 (OC),KND,-,-,-,-,-
-,"WS (3), 2",mid,-,-,-,-,-,-,-,20 [24],i32,-12 (OC),KND,KND,-,-,-,-
Kaishaku,(While enemy is down) u (or u/b+1),mid,-,-,-,low*,-,-,-,19 [22],i27,-,KND,-,-,-,-,-
10 Hit Combo 1,"1, 2, 1, 4, 4, 4, 1, 1, 1, 1",-,-,-,-,-,-,-,-,96 [97],i10,-,KND,-,-,-,-,-
10 Hit Combo 2,"1, 2, 1, 4, 2, 2, 2, 4, 1, 1",-,-,-,-,-,-,-,-,87 [88],i10,-,KND,-,-,-,-,-
10 Hit Combo 3,"4, 4, 2, 2, 1","high, high, mid, high, mid!",-,-,-,-,-,-,-,"12 [14], 12, 5, 6, 30",i15,-,KND,-,-,-,-,-
-,"Face Up, Feet Towards+3 or (After Rolling Forward)",low,-,-,-,high,-,-,-,10 [12],i22,-12,+5,STUN,-,-,-,-
-,"Face Up, Feet Towards+4 or (After Rolling Forward)",mid,-,-,-,-,-,-,-,18 [21],i22,-12,+5,KND,-,-,-,-
-,"Face Up, Feet Towards, d+3 (or 4)",low,-,-,-,"mid, high",-,-,-,5 [6],i13,-18,-3,-3,-,-,-,-
-,"Face Up, Feet Towards+3+4",mid,-,-,-,low*,-,-,-,20 [24],i48,+10,KND,KND,-,-,-,-
-,"Face Up, Feet Towards, Roll Forward+1+2",mid,-,-,-,low*,-,-,-,15 [18],i19,+2,KND,KND,-,-,-,-
-,"Face Down, Feet Away+3",low,-,-,-,high,-,-,-,10 [12],i22,-20,+1,STUN,-,-,-,-
-,"Face Down, Feet Away+4 (close)",mid,-,-,-,-,-,-,-,15 [18],i21,-19,KND,KND,-,-,-,-
-,"Face Down, Feet Away+4 (far)",mid,-,-,-,-,-,-,-,10 [12],i21,-19,-10,KND,-,-,-,-
-,(Upon Landing) f,mid,-,-,-,low*,-,-,-,4,i33,-2,+3,+3,-,-,-,-
INTO BAD STOMACH,,,,,,,,,,,,,,,,,,
Bad Stomach,D/B+1+2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DURING BAD STOMACH,,,,,,,,,,,,,,,,,,
Bad Stomach to Backflip Kick,BDS 3 (or 4),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,BDS 1 (or 2),high!,-,-,-,-,-,-,-,25 [30],i21,!,STUN,STUN,-,-,-,-
INTO BACK TURNED,,,,,,,,,,,,,,,,,,
Zig Zag,"f+3, 4","high, mid",-,-,-,-,-,-,-,"24 [28], 20",i16,-6,KND,-,-,-,-,-
-,"(f+3), 4",mid,-,-,-,-,-,-,-,,i23,-6,STUN,STUN,-,-,-,-
-,"f+3+4, b",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fubuki,"f, F+4",mid,-,-,-,low*,-,-,-,20 [24],i15,-6,STUN,STUN,-,-,-,-
Solar Kick,"f, F+1+2",mid,-,-,-,low,-,-,-,22 [26],i22,-8,+3 (OC),+3 (OC),-,-,-,-
Suicide,"f, F+1+4, n",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,WS 2,mid,-,-,-,-,-,-,-,13 [15],i15,-4,-7,-7,-,-,-,-
Indian Stance Vacuum Dance,INS f (or b),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,MED 3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"NSS f, F+1+4",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"Back towards wall... b, b, u/b",mid,-,-,-,-,-,-,-,21 [25],i35,+3,KND,KND,-,-,-,-
-,NSS WS 2,mid,-,-,-,-,-,-,-,13 [15],i15,-4,-7,-7,-,-,-,-
-,"NSS WS 2, 1","mid, high",-,-,-,-,-,-,-,"13 [15], 16",i15,-6,+5,-,-,-,-,-
-,"NSS WS (2), 1",high,-,-,-,-,-,-,-,16 [19],i19,-6,+5,+5,-,-,-,-
Scowling Aratama,"NSS WS 2, 1, 2","mid, high, mid",-,-,-,-,-,-,-,"13 [15], 16, 18",i15,-5,+5,-,-,-,-,-
-,"NSS WS (2), 1, 2","high, mid",-,-,-,-,-,-,-,"16 [19], 18",i19,-5,+5,-,-,-,-,-
-,"NSS WS (2), (1), 2",mid,-,-,-,-,-,-,-,18 [21],i25,-5,+5,+5,-,-,-,-
STAY BACK TURNED,,,,,,,,,,,,,,,,,,
-,BT 1,high,-,-,-,-,-,-,-,16 [19],i15,-3,+8,+8,-,-,-,-
Aratama,"BT 1, 2","high, mid",-,-,-,-,-,-,-,"16 [19], 18",i15,-5,+5,-,-,-,-,-
-,"BT (1), 2",mid,-,-,-,-,-,-,-,18 [21],i25,-5,+5,STUN,-,-,-,-
Perilous Spirit,BT 3,mid,-,-,-,low,-,-,-,20 [24],i24,-3,KND,KND,-,-,-,-
EXIT BACK TURNED,,,,,,,,,,,,,,,,,,
Magatama,"BT 1, 3","high, mid",-,-,-,-,-,-,-,"16 [19], 25",i15,-7,KND,-,-,-,-,-
-,"BT (1), 3",mid,-,-,-,-,-,-,-,25 [30],i25,-7,KND,KND,-,-,-,-
-,BT 2,high,-,-,-,-,-,-,-,18 [21],i16,-4,+14,S!,-,-,-,-
-,"BT 2, d/b+2","high, mid",-,-,-,-,-,-,-,"18 [21], 8",i16,-5,+6,+6,-,-,-,-
-,"BT 2, D/B+2, 2","high, mid, mid",-,-,-,-,-,-,-,"18 [21], 8, 7",i16,-9,+2,-,-,-,-,-
-,"BT 2, D/B+2, 2, 2","high, mid, mid, mid",-,-,-,-,-,-,-,"18 [21], 8, 7, 6",i16,-9,+2,-,-,-,-,-
-,"BT 2, D/B+2, 2, 2, 2","high, mid, mid, mid, mid",-,-,-,-,-,-,-,"18 [21], 8, 7, 6, 5",i16,-9,+2,-,-,-,-,-
-,"BT 2, D/B+2, 2, 2, 2, 2","high, mid, mid, mid, mid, mid",-,-,-,-,-,-,-,"18 [21], 8, 7, 6, 5, 4",i16,FUFT,FUFT,-,-,-,-,-
-,BT 4,high,-,-,-,-,-,-,-,18 [21],i10,-8,KND,KND,-,-,-,-
Shisetsu Genman,BT d/f or d or d/b+1,low,-,-,-,high,-,-,-,20 [24],i17,-13,+3,KND,-,-,-,-
INTO FLEA,,,,,,,,,,,,,,,,,,
Flea,d+1+2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Indian Stance Flea,INS 1+2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Manji Dragonfly to Flea,DGF 1+2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poison Wind to Flea,POI d+1+2,"mid, mid",-,-,-,-,-,-,-,"20 [24], 4",-,-,-,-,-,-,-,-
STAY IN FLEA,,,,,,,,,,,,,,,,,,
Flea Step,FLE f (or b),mid,-,-,-,low*,-,-,-,7 [8],-,-,-,-,-,-,-,-
Flea Digger,FLE d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Running Flea,"FLE f, f","mid, mid, mid, mid, mid",-,-,-,-,-,-,-,"3, 3, 3, 3, 3",i17,+8,+19,-,-,-,-,-
Flea Dance (Left),FLE 3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Flea Dance (Right),FLE 4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EXIT FLEA,,,,,,,,,,,,,,,,,,
-,FLE d/b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Flea Roll,FLE 1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Flea to Sliding Headbutt,FLE 2,low,-,-,-,"high, mid*",-,-,-,20 [24],i24,-12,KND,KND,-,-,-,-
Skull Splitter,FLE 1+2,high,-,-,-,high,-,-,-,20 [24],i18,-8,LAUNCH,LAUNCH,-,-,-,-
Flea to Kangaroo Kick,FLE 3+4,mid,-,-,-,high*,-,-,-,25 [30],i25,-13,LAUNCH,LAUNCH,-,-,-,-
Flea to Dragonfly Feint,FLE u+3+4,mid,-,-,-,low*,-,-,-,30 [36],i38,+5,KND,KND,-,-,-,-
Sakanobori,WFL 3,mid,-,-,-,high*,-,-,-,57 [65],i17,-16,KND,KND,-,-,-,-
Tsurubebi,WFL 4,low,-,-,-,high*,-,-,-,15 [18],i23,-8,+13,KND,-,-,-,-
INTO INDIAN STANCE,,,,,,,,,,,,,,,,,,
Indian Stance,d+3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"f+3, 3, d+3+4","high, low",-,-,-,high*,-,-,-,"24 [28], 16",i16,-20,KND,KND,-,-,-,-
Indian Stance Healing,While down (facing up) d+3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Flea Indian Stance,FLE d+3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Manji Dragonfly to Indian Stance,DGF d+3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,(During Manji Spin Low Kicks) d+3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ishiusu Tsubushi,NSS u+1+2,low,-,-,-,-,-,-,-,18 [21],-,-,-,-,-,-,-,-
-,NSS d+1+2 or d+3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poison Wind to Indian Stance,POI d+3+4,mid,-,-,-,-,-,-,-,20 [24],-,-,-,-,-,-,-,-
STAY IN INDIAN STANCE,,,,,,,,,,,,,,,,,,
Indian Stance Healing,INS n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Indian Levitation,INS 3+4*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,(During Indian Levitation) Hold Any Direction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EXIT INDIAN STANCE,,,,,,,,,,,,,,,,,,
-,INS 2,mid,-,-,-,high*,-,-,-,7 [8],i10,+14,+2,+2,-,-,-,-
-,"INS 2, D/B+2","mid, mid",-,-,-,-,-,-,-,"7 [8], 6",i10,-9,+2,-,-,-,-,-
-,"INS 2, D/B+2, 2","mid, mid, mid",-,-,-,-,-,-,-,"7 [8], 6, 5",i10,-9,+2,-,-,-,-,-
