MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
-,"(4), 3, 4","high, mid",-,-,-,-,-,-,-,"14 [16], 25",i18,-9,KND,-,-,-,-,-
-,"(4), (3), 4",mid,-,-,-,-,-,-,-,25 [30],i30,-9,KND,KND,-,-,-,-
-,"4, 4","high, high",-,-,-,-,-,-,-,"16 [19], 6",i11,-5,+6,-,-,-,-,-
-,"(4), 4",high,-,-,-,-,-,-,-,6 [7],i10,-5,+6,KND,-,-,-,-
Machinegun Kicks,"4, 4, 4","high, high, high",-,-,-,-,-,-,-,"16 [19], 6, 8",i11,-5,+6,-,-,-,-,-
-,"(4), 4, 4","high, high",-,-,-,-,-,-,-,"6 [7], 8",i10,-5,+6,-,-,-,-,-
-,"(4), (4), 4",high,-,-,-,-,-,-,-,8 [9],i10,-5,+6,KND,-,-,-,-
Lee Somersault,"4, u+3","high, mid",-,-,-,-,-,-,-,"16 [19], 25",i11,-1,KND,-,-,-,-,-
-,"(4), u+3",mid,-,-,-,-,-,-,-,25 [30],i13,-1,KND,KND,-,-,-,-
Pirouette Punch,1+2,mid,-,-,-,-,-,-,-,20 [24],i21,-4,+3,KND,-,-,-,-
-,u/f+3,mid,-,-,-,-,-,-,-,12 [14],i25,-9,+2,+2,-,-,-,-
Brilliant Rosé,"u/f+3, 1","mid, mid",-,-,-,-,-,-,-,"12 [14], 18",i25,-12,+3,-,-,-,-,-
-,"(u/f+3), 1",mid,-,-,-,-,-,-,-,18 [21],i21,-12,+3,KND,-,-,-,-
Double Mazurek,"u/f+3, 4","mid, high",-,-,-,-,-,-,-,"12 [14], 23",i25,-3,KND,-,-,-,-,-
-,"(u/f+3), 4",high,-,-,-,-,-,-,-,23 [27],i25,-3,KND,KND,-,-,-,-
Silver Arrow,u/f+4,mid,-,-,-,-,-,-,-,13 [15],i15,-13,LAUNCH,LAUNCH,-,-,-,-
Silver Bullet,u/f+3+4,high,-,-,-,-,-,-,-,27 [32],i22,+5,KND,KND,-,-,-,-
-,f+2,mid,-,-,-,-,-,-,-,12 [14],i14,-9,+2,+2,-,-,-,-
Double Signal,"f+2, 1","mid, high",-,-,-,-,-,-,-,"12 [14], 24",i14,-10,KND,-,-,-,-,-
-,"(f+2), 1",high,-,-,-,-,-,-,-,24 [28],i19,-10,KND,KND,-,-,-,-
-,f+3,mid,-,-,-,-,-,-,-,6 [7],i15,-18,-7,-7,-,-,-,-
-,"f+3, 3","mid, mid",-,-,-,-,-,-,-,"6 [7], 3",i15,-18,-7,-,-,-,-,-
-,"f+3, 3, 3","mid, mid, high",-,-,-,-,-,-,-,"6 [7], 3, 3",i15,-18,-7,-,-,-,-,-
-,"f+3, 3, 3, 3","mid, mid, high, high",-,-,-,-,-,-,-,"6 [7], 3, 3, 3",i15,-18,-7,-,-,-,-,-
-,"f+3, 3, 3, 3, 3","mid, mid, high, high, high",-,-,-,-,-,-,-,"6 [7], 3, 3, 3, 3",i15,-18,-7,-,-,-,-,-
Acid Storm,"f+3, 3, 3, 3, 3, 4","mid, mid, high, high, high, high",-,-,-,-,-,-,-,"6 [7], 3, 3, 3, 3, 14",i15,-4,S!,-,-,-,-,-
-,f+4,high,-,-,-,-,-,-,-,13 [15],i11,-7,+4,+4,-,-,-,-
Deadly Arc,"f+4, 3","high, mid",-,-,-,-,-,-,-,"13 [15], 18",i11,-8,+6 (OC),-,-,-,-,-
-,"(f+4), 3",mid,-,-,-,-,-,-,-,18 [21],i21,-8,+6 (OC),GROUND BOUNCE,-,-,-,-
Aggressive One-Two,f+1+2,"high, high",-,-,-,-,-,-,-,"10 [12], 24",i13,-13,KND,-,-,-,-,-
-,f+1+2 (second hit only),high,-,-,-,-,-,-,-,24 [28],i28,-13,KND,KND,-,-,-,-
Feather Landing,f+3+4,"mid, mid",-,-,-,-,-,-,-,"10 [12], 20",i27,-13,+8 (OC),+8 (OC),-,-,-,-
Pulse Blast,"f, F+3",mid,-,-,-,-,-,-,-,26 [31],i16,-11,KND,KND,-,-,-,-
Deadly Edge,"f, F+4",high,-,-,-,-,-,-,-,22 [26],i16,-5,KND,STUN,-,-,-,-
-,"f, f, f+3 (or WR 3)",mid,-,-,-,-,-,-,-,14 [16],i14,-8,KND,KND,-,-,-,-
Waxing Crescent,"f, f, f+3, 4 (or WR 3, 4)","mid, mid",-,-,-,-,-,-,-,"14 [16], 18",i14,+3,KND,-,-,-,-,-
-,"f, f, f+(3), 4 (or WR (3), 4)",mid,-,-,-,-,-,-,-,26 [31],i14,+3,KND,KND,-,-,-,-
-,d/f+1,mid,-,-,-,-,-,-,-,10 [12],i13,-1,+5,+5,-,-,-,-
-,d/f+2,mid,-,-,-,-,-,-,-,12 [14],i15,-7,LAUNCH,LAUNCH,-,-,-,-
-,d/f+3,mid,-,-,-,-,-,-,-,14 [16],i15,-8,+3,+3,-,-,-,-
-,"d/f+3, 2","mid, high",-,-,-,-,-,-,-,"14 [16], 11",i15,-6,+5,-,-,-,-,-
-,"(d/f+3), 2",high,-,-,-,-,-,-,-,11 [13],i19,-6,+5,+5,-,-,-,-
Mercury Drive,"d/f+3, 2, 3","mid, high, mid",-,-,-,-,-,-,-,"14 [16], 11, 23",i15,-16,LAUNCH,-,-,-,-,-
-,"(d/f+3), 2, 3","high, mid",-,-,-,-,-,-,-,"11 [13], 23",i19,-16,LAUNCH,-,-,-,-,-
-,"(d/f+3), (2), 3",mid,-,-,-,-,-,-,-,23 [27],i22,-16,LAUNCH,LAUNCH,-,-,-,-
Front Kick,d/f+4,mid,-,-,-,-,-,-,-,16 [19],i13,-9,+2,+2,-,-,-,-
-,d/f+1+2,mid,-,-,-,-,-,-,-,18 [21],i20,-9,-2,-2,-,-,-,-
Revolution Zwei,"d/f+1+2, 3","mid, high",-,-,-,-,-,-,-,"18 [21], 23",i20,-3,KND,-,-,-,-,-
-,"(d/f+1+2), 3",high,-,-,-,-,-,-,-,23 [27],i21,-3,KND,KND,-,-,-,-
Gut Polisher,d+2,mid,-,-,-,-,-,-,-,18 [21],i18,-6,+8,+8,-,-,-,-
Silver Low,d+3,low,-,-,-,-,-,-,-,17 [20],i16,-17,-3,KND,-,-,-,-
Shin to Head Kick,"d+4, n, 4","low, high",-,-,-,-,-,-,-,"7 [8], 16",i12,-9,+2,-,-,-,-,-
-,"d+4, n, 4, 3","low, high, high",-,-,-,-,-,-,-,"7 [8], 16, 12",i12,-14,-3,-,-,-,-,-
Shin to Sinning Hammer Kick,"d+4, n, 4, 3, 3","low, high, high, mid",-,-,-,-,-,-,-,"7 [8], 16, 12, 17",i12,-13,+8 (OC),-,-,-,-,-
-,"(d+4), n, (4), (3), 3",mid,-,-,-,-,-,-,-,17 [20],i12,-13,+8 (OC),KND,-,-,-,-
Shin to Spin Kick Somersault Combo,"d+4, n, 4, 3, 4","low, high, high, mid",-,-,-,-,-,-,-,"7 [8], 16, 12, 25",i12,-9,KND,-,-,-,-,-
-,"d+4, n, 4, 4,","low, high, high",-,-,-,-,-,-,-,"7 [8], 16, 6",i12,-5,+6,-,-,-,-,-
-,"(d+4), n, 4, 4,","high, high",-,-,-,-,-,-,-,"16 [19], 6",i10,-5,KND,KND,-,-,-,-
-,"(d+4), n, (4), 4,",high,-,-,-,-,-,-,-,6 [7],i23,-5,KND,KND,-,-,-,-
Laser Edge Machine Gun Kick,"d+4, n, 4, 4, 4","low, high, high, high",-,-,-,-,-,-,-,"7 [8], 16, 6, 8",i12,-5,+6,-,-,-,-,-
Laser Edge Lee Somersault,"d+4, n, 4, u+3","low, high, mid",-,-,-,-,-,-,-,"7 [8], 16, 25",i12,-1,KND,-,-,-,-,-
Blazing Kick,"d, D/B+4",mid,-,-,-,-,-,-,-,24 [28],i22,-17,LAUNCH,LAUNCH,-,-,-,-
Wheel of Fate,u/b+3,mid,-,-,-,-,-,-,-,20 [24],i18,-13,KND,KND,-,-,-,-
-,D+4,low,-,-,-,-,-,-,-,7 [8],i12,-13,-2,-2,-,-,-,-
-,"D+4, 4","low, low",-,-,-,-,-,-,-,"7 [8], 8",i12,-15,-4,-,-,-,-,-
-,"D+4, 4, 4","low, low, low",-,-,-,-,-,-,-,"7 [8], 8, 5",i12,-15,-4,-,-,-,-,-
Laser Edge Kick Combo,"D+4, 4, 4, 4","low, low, low, mid",-,-,-,-,-,-,-,"7 [8], 8, 5, 21",i12,-20,KND,-,-,-,-,-
Bump Kick,d/b+3,low,-,-,-,-,-,-,-,13 [15],i20,-12,+2,+2,-,-,-,-
Grass Snake,d/b+3+4,low,-,-,-,-,-,-,-,17 [20],i23,-13,+4,KND,-,-,-,-
Death Touch Cancel,"d/b+1+2, u, u",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,b+1,high,-,-,-,-,-,-,-,8 [9],i15,0,+6,+6,-,-,-,-
-,"b+1, 1","high, mid",-,-,-,-,-,-,-,"8 [9], 6",i15,-5,+6,-,-,-,-,-
-,"(b+1), 1",mid,-,-,-,-,-,-,-,6 [7],i20,-5,+6,+6,-,-,-,-
Triple Fang,"b+1, 1, 2","high, mid, high",-,-,-,-,-,-,-,"8 [9], 6, 15",i15,-11,+1,-,-,-,-,-
-,"(b+1), 1, 2","mid, high",-,-,-,-,-,-,-,"6 [7], 15",i20,-11,+1,-,-,-,-,-
-,"(b+1), (1), 2",high,-,-,-,-,-,-,-,15 [18],i20,-11,+1,+1,-,-,-,-
Rear Cross Punch,b+2,high,-,-,-,-,-,-,-,13 [15],i14,-5,+1,+1,-,-,-,-
-,"b+2, 4","high, high",-,-,-,-,-,-,-,"13 [15], 12",i14,-6,-4,-,-,-,-,-
-,"(b+2), 4",high,-,-,-,-,-,-,-,12 [14],i14,-6,-4,KND,-,-,-,-
Super High Combination,"b+2, 4, 3","high, high, high",-,-,-,-,-,-,-,"13 [15], 12, 21",i14,-3,KND,-,-,-,-,-
-,"(b+2), 4, 3","high, high",-,-,-,-,-,-,-,"12 [14], 21",i14,-3,KND,-,-,-,-,-
-,"(b+2), (4), 3",high,-,-,-,-,-,-,-,21 [25],i27,-3,KND,KND,-,-,-,-
-,b+3,low,-,-,-,-,-,-,-,9 [10],i15,-14,-3,-3,-,-,-,-
Stinging Rush,"b+3, 3","low, high",-,-,-,-,-,-,-,"9 [10], 15",i15,-33,-3,-,-,-,-,-
-,"(b+3), 3",high,-,-,-,-,-,-,-,15 [18],i18,-12,-3,-3,-,-,-,-
Silver Heel,b+4,mid,-,-,-,-,-,-,-,22 [26],i20,-3,+7 (OC),GROUND BOUNCE,-,-,-,-
Lee Cutter,"b, B+4",high,-,-,-,-,-,-,-,23 [27],i19,+2,KND,KND,-,-,-,-
-,BT 1 (or 2),high,-,-,-,-,-,-,-,15 [18],i8,-8,+3,+3,-,-,-,-
-,BT 3 (or 4),high,-,-,-,-,-,-,-,18 [21],i10,-8,KND,KND,-,-,-,-
-,FC 1,s. mid,-,-,-,-,-,-,-,5 [6],i10,-5,+6,+6,-,-,-,-
-,FC 2,s. mid,-,-,-,-,-,-,-,8 [9],i11,-4,+7,+7,-,-,-,-
-,FC 3,low,-,-,-,-,-,-,-,12 [14],i13,-17,-3,-3,-,-,-,-
-,FC 4,low,-,-,-,-,-,-,-,10 [12],i12,-15,-4,-4,-,-,-,-
-,FC u+4,mid,-,-,-,-,-,-,-,22 [26],i18,-17,LAUNCH,LAUNCH,-,-,-,-
Catapult Kick Low,FC u/f+4,mid,-,-,-,-,-,-,-,25 [30],i14,-31,KND,KND,-,-,-,-
Silver Tail,FC d/f+4,low,-,-,-,-,-,-,-,17 [20],i16,-14,-3,KND,-,-,-,-
Sliding,"FC d/f, d, D/F+3",low,-,-,-,-,-,-,-,22 [26],i16,-23,KND,KND,-,-,-,-
-,FC u/b+4,mid,-,-,-,-,-,-,-,15 [18],i18,-17,-6,-6,-,-,-,-
-,FC U+4,mid,-,-,-,-,-,-,-,28 [33],i14,-31,KND,KND,-,-,-,-
Catapult Kick High,FC U/F+4,mid,-,-,-,-,-,-,-,30 [36],i14,-31,KND,KND,-,-,-,-
Catapult Drop,FC U/F+3+4,mid,-,-,-,-,-,-,-,30 [36],i26,-4,KND,KND,-,-,-,-
-,FC U/B+4,mid,-,-,-,-,-,-,-,25 [30],i14,-31,-20,-20,-,-,-,-
-,WS 2,mid,-,-,-,-,-,-,-,12 [14],i14,-8,+3,+3,-,-,-,-
Rocket Heel,"WS 2, 3","mid, mid",-,-,-,-,-,-,-,"12 [14], 24",i14,-13,KND,-,-,-,-,-
-,"WS (2), 3",mid,-,-,-,-,-,-,-,24 [28],i20,-13,KND,KND,-,-,-,-
Twister Heel,"WS 2, 4","mid, high",-,-,-,-,-,-,-,"12 [14], 23",i14,-4,STUN,-,-,-,-,-
-,"WS (2), 4",high,-,-,-,-,-,-,-,23 [27],i27,-4,STUN,STUN,-,-,-,-
-,WS 3,mid,-,-,-,-,-,-,-,16 [19],i10,-21,-10,-10,-,-,-,-
-,"WS 3, 3","mid, mid",-,-,-,-,-,-,-,"16 [19], 11",i10,-15,-4 (OC),-,-,-,-,-
-,"WS 3, 3, D+3","mid, mid, low",-,-,-,-,-,-,-,"16 [19], 11, 8",i10,-19,-8,-,-,-,-,-
-,"WS 3, 3, D+3, n, 3","mid, mid, low, mid",-,-,-,-,-,-,-,"16 [19], 11, 8, 10",i10,-19,-8,-,-,-,-,-
Infinite Kick Chain 1,"WS 3, 3, D+3, n, 3, 3...","mid, mid, low, mid, low...",-,-,-,-,-,-,-,"16 [19], 11, 8, 10, 10",i10,-16,-5,-,-,-,-,-
-,"WS 3, 3, D/F+3","mid, mid, mid",-,-,-,-,-,-,-,"16 [19], 11, 10",i10,-19,-8,-8,-,-,-,-
-,"WS 3, 3, D/F+3, n, 3","mid, mid, mid, high",-,-,-,-,-,-,-,"16 [19], 11, 10, 10",i10,-16,-5,-,-,-,-,-
Infinite Kick Chain 2,"WS 3, 3, D/F+3, n, 3, 3...","mid, mid, mid, high, mid...",-,-,-,-,-,-,-,"16 [19], 11, 10, 10, 10",i10,-,-,-,-,-,-,-
Low Variation,"(During Infinite Kick Chain) D+3, 3...","low, mid...",-,-,-,-,-,-,-,"10 [12], 10",i24,-,-,-,-,-,-,-
High Variation,"(During Infinite Kick Chain) U+3, 3...","high, mid...",-,-,-,-,-,-,-,"10 [12], 15",i24,-,-,-,-,-,-,-
-,WS 4,mid,-,-,-,-,-,-,-,16 [19],i11,-6,+5,+5,-,-,-,-
Lee Screw Right,SSL 3+4,mid,-,-,-,-,-,-,-,25 [30],i17,-2,KND,KND,-,-,-,-
Lee Screw Left,SSR 3+4,mid,-,-,-,-,-,-,-,28 [33],i20,-11,KND,SCREW,-,-,-,-
10 Hit Combo,"d/f+1, 2, 2, 1, 3, 3, 3, 4, 3, 4",-,-,-,-,-,-,-,-,88 [90],i13,-,KND,KND,-,-,-,-
-,"Face Up, Feet Towards+3 or (After Rolling Forward)",low,-,-,-,-,-,-,-,10 [12],i22,-12,+5,STUN,-,-,-,-
-,"Face Up, Feet Towards+4 or (After Rolling Forward)",mid,-,-,-,-,-,-,-,18 [21],i22,-12,+5,KND,-,-,-,-
-,"Face Up, Feet Towards, d+3 (or 4)",low,-,-,-,-,-,-,-,5 [6],i13,-18,-3,-3,-,-,-,-
-,"Face Up, Feet Towards+3+4",mid,-,-,-,-,-,-,-,20 [24],i18,-21,KND,KND,-,-,-,-
-,"Face Up, Feet Towards, Roll Forward+1+2",mid,-,-,-,-,-,-,-,15 [18],i19,+2,KND,KND,-,-,-,-
-,"Face Down, Feet Away+3",low,-,-,-,-,-,-,-,10 [12],i21,-20,+1,STUN,-,-,-,-
-,"Face Down, Feet Away+4 (close)",mid,-,-,-,-,-,-,-,15 [18],i21,-19,KND,KND,-,-,-,-
-,"Face Down, Feet Away+4 (far)",mid,-,-,-,-,-,-,-,10 [12],i21,-19,-10,KND,-,-,-,-
-,(Upon Landing) f,mid,-,-,-,-,-,-,-,4,i33,-2,+3,+3,-,-,-,-
INTO HITMAN,,,,,,,,,,,,,,,,,,
Back Handspring to Hitman,"u/b, b",-,-,-,-,-,-,-,-,-,53,-,-,-,-,-,-,-
Hitman,3+4,-,-,-,-,-,-,-,-,-,i10,-,-,-,-,-,-,-
-,"1, 2, 2, 3, 4","high, high, mid, high",-,-,-,-,-,-,-,"7 [8], 9, 14, 23",i10,-,KND,-,-,-,-,-
-,"1, 2, 4, 3","high, high, mid",-,-,-,-,-,-,-,"7 [8], 9, 10",i10,-,-14,-,-,-,-,-
-,"2, 1, 3+4","high, high",-,-,-,-,-,-,-,"10 [12], 8",i10,-,-3,-,-,-,-,-
-,"2, 2, 3, 4","high, mid, high",-,-,-,-,-,-,-,"10 [12], 14, 23",i10,-,KND,-,-,-,-,-
-,"3, 4",mid,-,-,-,-,-,-,-,16 [19],i14,-,-3,-,-,-,-,-
-,"u+3, 3+4",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"u/f+3+4, 3+4",high,-,-,-,-,-,-,-,27 [32],i22,-,KND,-,-,-,-,-
-,"f+3, 3, 3, 3, 3, 4, 3","mid, mid, high, high, high, high",-,-,-,-,-,-,-,"6 [7], 3, 3, 3, 3, 14",i15,-,S!,-,-,-,-,-
-,"f+4, 3, 4","high, mid",-,-,-,-,-,-,-,"13 [15], 18",i11,-,-4 (OC),-,-,-,-,-
-,"f, f, f+3, 4, 3+4 (or WR 3, 4, 3+4)","mid, mid",-,-,-,-,-,-,-,"14 [16], 18",i14,-,KND,-,-,-,-,-
-,"d/f+1+2, 3, 4","mid, high",-,-,-,-,-,-,-,"18 [21], 23",i20,-,KND,-,-,-,-,-
-,"d+3, 4",low,-,-,-,-,-,-,-,17 [20],i16,-,-1,-,-,-,-,-
-,"D+4, 4, 4, 4, 3","low, low, low, mid",-,-,-,-,-,-,-,"7 [8], 8, 5, 21",i12,-,KND,-,-,-,-,-
-,"d+3+4, d+3+4",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Triple Fang to Hitman,"b+1, 1, 3+4","high, mid",-,-,-,-,-,-,-,"8 [9], 6",i15,-,-5,-,-,-,-,-
-,"b+2, 4, 3+4","high, high",-,-,-,-,-,-,-,"13 [15], 12",i14,-,-8,-,-,-,-,-
-,"(b+2), 4, 3+4",high,-,-,-,-,-,-,-,12 [14],i14,-,-8,KND,-,-,-,-
-,"b+4, 3",mid,-,-,-,-,-,-,-,22 [26],i20,-,-3 (OC),-,-,-,-,-
-,"b, B+4, 3",high,-,-,-,-,-,-,-,23 [27],i19,-,KND,-,-,-,-,-
-,"FC u/f+4, 3",mid,-,-,-,-,-,-,-,25 [30],i18,-,LAUNCH,-,-,-,-,-
-,"FC d/f+4, 3",low,-,-,-,-,-,-,-,17 [20],i16,-,-3,-,-,-,-,-
-,"WS 4, 3",mid,-,-,-,-,-,-,-,16 [19],i11,-,-14,-,-,-,-,-
-,"SSL 3+4, 3",high,-,-,-,-,-,-,-,25 [30],i17,-,KND,-,-,-,-,-
-,"SSR 3+4, 4",mid,-,-,-,-,-,-,-,28 [33],i20,-,KND,-,-,-,-,-
-,"HMS 1, 4, 3","high, mid",-,-,-,-,-,-,-,"10 [12], 17",i12,-,-12,-,-,-,-,-
-,"HMS (1), 4, 3",mid,-,-,-,-,-,-,-,17 [20],i12,-,-12,STUN,-,-,-,-
DURING HITMAN,,,,,,,,,,,,,,,,,,
-,HMS u or d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,HMS d/b or D,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,HMS b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Freaker Jab,HMS 1,high,-,-,-,-,-,-,-,10 [12],i12,0,+7,+7,-,-,-,-
-,"HMS 1, 1","high, high",-,-,-,-,-,-,-,"10 [12], 10",i12,-1,+7,-,-,-,-,-
-,"HMS 1, 1, 1","high, high, high",-,-,-,-,-,-,-,"10 [12], 10, 10",i12,-1,+7,-,-,-,-,-
Freaker Jab Rush,"HMS 1, 1, 1, 1","high, high, high, high",-,-,-,-,-,-,-,"10 [12], 10, 10, 10",i12,-1,+7,-,-,-,-,-
Excellent Combo,"HMS 1, 4","high, mid",-,-,-,-,-,-,-,"10 [12], 17",i12,-8,0,-,-,-,-,-
-,"HMS (1), 4",mid,-,-,-,-,-,-,-,17 [20],i15,-8,0,STUN,-,-,-,-
Scatter Blow,HMS 2,mid,-,-,-,-,-,-,-,23 [27],i19,-13,LAUNCH,LAUNCH,-,-,-,-
Scatter Kick,HMS 3,high throw,-,-,-,-,-,-,-,"21 [25], 20",i17,-4,KND,KND,-,-,-,-
Shin Slicer,HMS 4,low,-,-,-,-,-,-,-,20 [24],i24,-26,KND,STUN,-,-,-,-
Poison Touch,HMS 1+2,"mid, mid",-,-,-,-,-,-,-,"10 [12], 15",i15,-7,+6,+6,-,-,-,-
-,HMS u/f+3,mid,-,-,-,-,-,-,-,24 [28],i20,-12,KND,KND,-,-,-,-
-,"HMS u/f+3, D",mid,-,-,-,-,-,-,-,24 [28],i20,-14,KND,KND,-,-,-,-
Silver Circle,HMS u/f+4,mid,-,-,-,-,-,-,-,20 [24],i25,-8,KND,GROUND BOUNCE,-,-,-,-
INTO MIST STEP,,,,,,,,,,,,,,,,,,
Mist Step,"f, n",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Left Right Combo to Mist Step,"1, 2, f, n","high, high",-,-,-,-,-,-,-,"7 [8], 9",i10,-14,-8,-,-,-,-,-
-,"(1), 2, f, n",high,-,-,-,-,-,-,-,9 [10],i12,-14,-8,-8,-,-,-,-
Triple Fang to Mist Step,"b+1, 1~f, n",high,-,-,-,-,-,-,-,8 [9],i15,-29,-23,-,-,-,-,-
