MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
Firecracker,"d+4, 4","low, mid",-,-,-,-,-,-,-,"7 [8], 22",i19,-8,LAUNCH,-,-,-,-,-
-,"(d+4), 4",mid,-,-,-,-,-,-,-,22 [26],i23,-8,LAUNCH,LAUNCH,-,-,-,-
Sweep Kick,d/b+3,low,-,-,-,high,-,-,-,12 [14],i19,-13,0,+7,-,-,-,-
-,d/b+4,low,-,-,-,-,-,-,-,12 [14],i16,-12,-8,-1,-,-,-,-
Ankle Biter to Crescent Kick,"d/b+4, 4","low, high",-,-,-,-,-,-,-,"12 [14], 21",i16,-30,KND,-,-,-,-,-
-,"(d/b+4), 4",high,-,-,-,-,-,-,-,21 [25],i17,-2,KND,KND,-,-,-,-
Dynamite Heel Cancel,"d/b+3+4, b, b",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Stealth Needle,b+1,mid,-,-,-,-,-,-,-,18 [21],i15,+3,0,0,-,-,-,-
Bolt Cut,b+2,high,-,-,-,-,-,-,-,18 [21],i13,-9,+15,+15,-,-,-,-
Left Plasma Blade,b+3,mid,-,-,-,-,-,-,-,17 [20],i16,-19,LAUNCH,LAUNCH,-,-,-,-
-,u/b+3,mid,-,-,-,-,-,-,-,8 [9],i16,-14,-3,-3,-,-,-,-
Fade-Away Kick,u/b+4,mid,-,-,-,low*,-,-,-,18 [21],i17,-8,+10,+10,-,-,-,-
-,FC 1,s. mid,-,-,-,high,-,-,-,5 [6],i10,-5,+6,+6,-,-,-,-
-,FC 2,s. mid,-,-,-,high,-,-,-,8 [9],i11,-4,+7,+7,-,-,-,-
-,FC 3,low,-,-,-,high,-,-,-,12 [14],i16,-14,-3,-3,-,-,-,-
-,FC 4,low,-,-,-,high,-,-,-,10 [12],i12,-15,-4,-4,-,-,-,-
-,SS 3,mid,-,-,-,-,-,-,-,15 [18],i18,-12,-1,STUN,-,-,-,-
Charging Tackle*,"WR f, f, F (Full Screen)",mid,-,-,-,-,-,-,-,30 [36],i8,+13,KND,KND,-,-,-,-
Running Stomp*,"WR f, f, F (Full Screen) (On Grounded Opponent)",low,-,-,-,-,-,-,-,8 [9],i12,-,KND,KND,-,-,-,-
-,WS 1,mid,-,-,-,-,-,-,-,12 [14],i10,-3,+8,+8,-,-,-,-
-,WS 2,mid,-,-,-,-,-,-,-,15 [18],i15,-7,LAUNCH,LAUNCH,-,-,-,-
Iron Heel,WS 3,mid,-,-,-,-,-,-,-,20 [24],i14,-7,KND,KND,-,-,-,-
-,WS 4,mid,-,-,-,-,-,-,-,12 [14],i11,-3,+8,+8,-,-,-,-
-,"Face Up, Feet Towards+3 or (After Rolling Forward)",low,-,-,-,high,-,-,-,10 [12],i22,-12,+5,STUN,-,-,-,-
-,"Face Up, Feet Towards+4 or (After Rolling Forward)",mid,-,-,-,-,-,-,-,18 [21],i22,-12,+5,KND,-,-,-,-
-,"Face Up, Feet Towards, d+3 (or 4)",low,-,-,-,"mid, high",-,-,-,5 [6],i13,-18,-3,-3,-,-,-,-
-,"Face Up, Feet Towards+3+4",mid,-,-,-,low*,-,-,-,20 [24],i18,-21,KND,KND,-,-,-,-
-,"Face Up, Feet Towards, Roll Forward+1+2",mid,-,-,-,low*,-,-,-,15 [18],i19,+2,KND,KND,-,-,-,-
-,"Face Down, Feet Away+3",low,-,-,-,high,-,-,-,10 [12],i21,-20,+1,STUN,-,-,-,-
-,"Face Down, Feet Away+4 (close)",mid,-,-,-,-,-,-,-,15 [18],i21,-19,KND,KND,-,-,-,-
-,"Face Down, Feet Away+4 (far)",mid,-,-,-,-,-,-,-,10 [12],i21,-19,-10,KND,-,-,-,-
-,(Upon Landing) f,mid,-,-,-,low*,-,-,-,4,i33,-2,+3,+3,-,-,-,-
INTO LEFT FLAMINGO,,,,,,,,,,,,,,,,,,
Left Flamingo Feint,f+3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Left Right to Left Flamingo,"1, 2, 3","high, high",-,-,-,-,-,-,-,"7 [8], 10",i10,-12,-4,-,-,-,-,-
-,"(1), 2, 3",high,-,-,-,-,-,-,-,10 [12],i10,-12,-4,-3,-,-,-,-
Right Jab to Left Flamingo,"2, 3",high,-,-,-,-,-,-,-,9 [10],i10,-12,-4,-3,-,-,-,-
Left Kicks to Left Flamingo,"3, 3, F","high, mid",-,-,-,-,-,-,-,"15 [18], 12",i14,-43,-37,-,-,-,-,-
-,"(3), 3, F",mid,-,-,-,-,-,-,-,12 [14],i18,-43,-37,-32,-,-,-,-
-,"4, 3, F","high, mid",-,-,-,-,-,-,-,"14 [16], 12",i11,-6,+5,+5,-,-,-,-
Jump Kick to Left Flamingo,u+3,high,-,-,-,-,-,-,-,25 [30],i20,-12,STUN,STUN,-,-,-,-
-,"d/f+3, F",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Flamingo Shuffle to Left Flamingo,"u/b+3, 3","mid, high",-,-,-,-,-,-,-,"8 [9], 15",i16,-24,S!,-,-,-,-,-
-,"(u/b+3), 3",high,-,-,-,-,-,-,-,15 [18],i18,-24,S!,S!,-,-,-,-
Phalanx to Left Flamingo,"f, n, d, d/f+3",mid,-,-,-,-,-,-,-,27 [32],i18,-32,KND,KND,-,-,-,-
Eruption to Left Flamingo,"SS 3, 3","mid, high",-,-,-,-,-,-,-,"15 [18], 18",i18,-12,-1,-,-,-,-,-
-,"(SS 3), 3",high,-,-,-,-,-,-,-,18 [21],i29,-12,-1,-1,-,-,-,-
Flamingo Side Kick to Left Flamingo," LFS 3, F",mid,-,-,-,-,-,-,-,10 [12],i14,-43,-37,-32,-,-,-,-
-," LFS d/f+3, F",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Step Kick to Left Flamingo,RFS 3,mid,-,-,-,low*,-,-,-,24 [28],i14,-16,KND,KND,-,-,-,-
Cheap Shot to Left Flamingo,RFF f+3,high,-,-,-,-,-,-,-,21 [25],i14,-32,-21,-21,-,-,-,-
DURING LEFT FLAMINGO,,,,,,,,,,,,,,,,,,
-," LFS U (or F, D, B)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Flamingo Switch, LFS 3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trick Jab,LFS 1,high,-,-,-,-,-,-,-,7 [8],i13,+5,+7,+7,-,-,-,-
Cheap Shot Snap Kick,  LFS~n~3,mid,-,-,-,-,-,-,-,25 [30],i9,-16,KND,KND,-,-,-,-
Flamingo Kick Combo Middle,"LFS 3, 3","mid, mid",-,-,-,-,-,-,-,"10 [12], 15",i14,-14,KND,-,-,-,-,-
-," LFS (3), 3",mid,-,-,-,-,-,-,-,15 [18],i21,-14,KND,KND,-,-,-,-
Flamingo Side Kick to Backlash," LFS 3, f+4","mid, high",-,-,-,-,-,-,-,"10 [12], 23",i14,-1,KND,-,-,-,-,-
-,"LFS (3), f+4",high,-,-,-,-,-,-,-,23 [27],i21,-1,KND,KND,-,-,-,-
Power Blast,"LFS 1+4, b, b",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Flamingo Rocket, LFS f+3,mid,-,-,-,-,-,-,-,23 [27],i19,-29,KND,STUN,-,-,-,-
-," LFS (d/f+3), 4",mid,-,-,-,-,-,-,-,20 [24],i24,-14,KND,KND,-,-,-,-
-,LFS d+3,low,-,-,-,-,-,-,-,7 [8],i16,-17,-6,-6,-,-,-,-
Stealth Needle, LFS b+1,mid,-,-,-,-,-,-,-,18 [21],i15,-13,0,0,-,-,-,-
Cutter Right, LFS d+4,low,-,-,-,-,-,-,-,12 [14],i23,-23,STUN,STUN,-,-,-,-
-, LFS u/f+3,mid,-,-,-,low,-,-,-,13 [15],i28,-6,KND,KND,-,-,-,-
-," LFS u/f+3, 4","mid, mid",-,-,-,low,-,-,-,"13 [15], 8",i28,-8,LAUNCH,-,-,-,-,-
Flamingo Hunting Hawk," LFS u/f+3, 4, 3","mid, mid, mid",-,-,-,low,-,-,-,"13 [15], 8, 11",i28,-8,KND,KND,-,-,-,-
Switch Plasma Blade, LFS u/f+4,mid,-,-,-,low,-,-,-,20 [24],i19,-14,LAUNCH,LAUNCH,-,-,-,-
-, LFS u/f+3+4,"mid, mid",-,-,-,low,-,-,-,"10 [12], 8",i14,-10,+1,-,-,-,-,-
-, LFS u/f+3+4 (second hit only),mid,-,-,-,low,-,-,-,8 [9],i24,-10,+1,+1,-,-,-,-
Flamingo Flashing Trident," LFS u/f+3+4, 4","mid, mid, mid",-,-,-,low,-,-,-,"10 [12], 8, 13",i14,-13,+4,-,-,-,-,-
-,"LFS u/f+3+4 (second hit only), 4","mid, mid",-,-,-,low,-,-,-,"8 [9], 13",i24,-13,+4,-,-,-,-,-
-," LFS (u/f+3+4), 4",mid,-,-,-,low,-,-,-,13 [15],i14,-13,+4,+4,-,-,-,-
10 Hit Combo 1," LFS 2, 2, 3, 4, 3, 4, 4, 4, 4, 3",-,-,-,-,-,-,-,-,106 [109],i16,-,KND,KND,-,-,-,-
INTO RIGHT FLAMINGO,,,,,,,,,,,,,,,,,,
Right Flamingo Feint,"f, n, 4",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Left Right to Right Flamingo,"1, 2, 4","high, high",-,-,-,-,-,-,-,"7 [8], 10",i10,-12,-4,-,-,-,-,-
-,"(1), 2, 4",high,-,-,-,-,-,-,-,10 [12],i10,-12,-4,-3,-,-,-,-
Right Jab to Right Flamingo,"2, 4",high,-,-,-,-,-,-,-,9 [10],i10,-12,-4,-3,-,-,-,-
Left Kicks to Right Hook Kick,"3, 3, 4","high, mid, high",-,-,-,-,-,-,-,"15 [18], 12, 15",i14,-36,-25,-,-,-,-,-
-,"(3), 3, 4","mid, high",-,-,-,-,-,-,-,"12 [14], 15",i18,-36,-25,-,-,-,-,-
-,"(3), (3), 4",high,-,-,-,-,-,-,-,15 [18],i21,-36,-25,-25,-,-,-,-
Right Kicks to Right Flamingo,"4, 4","high, high",-,-,-,-,-,-,-,"14 [16], 13",i11,-16,-5,-,-,-,-,-
-,"(4), 4",high,-,-,-,-,-,-,-,13 [15],i16,-16,-5,-5,-,-,-,-
Right Kick Combo to Right Flamingo,"4, 4, 4","high, high, high",-,-,-,-,-,-,-,"14 [16], 13, 10",i11,-16,-5,-,-,-,-,-
-,"(4), 4, 4","high, high",-,-,-,-,-,-,-,"13 [15], 10",i16,-16,-5,-,-,-,-,-
-,"(4), (4), 4",high,-,-,-,-,-,-,-,10 [12],i19,-16,-5,-5,-,-,-,-
Scorpion Side Kick to Right Flamingo,u+4,mid,-,-,-,low,-,-,-,18 [21],i16,-22,-11,-11,-,-,-,-
-,"u/f+4, F",high,-,-,-,low,-,-,-,12 [14],i22,-20,-14,-14,-,-,-,-
-,"u/f+4, 4, F","high, mid",-,-,-,low*,-,-,-,"12 [14], 12",i22,-14,-8,-,-,-,-,-
-,"(u/f+4), 4, F",mid,-,-,-,low*,-,-,-,12 [14],i35,-14,-8,-8,-,-,-,-
-,"u/f+4, 4, 4, F","high, mid, low",-,-,-,-,-,-,-,"12 [14], 12, 12",i22,-10,-4,-,-,-,-,-
-,"(u/f+4), 4, 4, F","mid, low",-,-,-,-,-,-,-,"12 [14], 12",i35,-10,-4,-,-,-,-,-
-,"(u/f+4), (4), 4, F",low,-,-,-,-,-,-,-,12 [14],i46,-10,-4,-4,-,-,-,-
Right Hook Kick to Right Flamingo,f+4,high,-,-,-,-,-,-,-,21 [25],i17,-36,-26,-26,-,-,-,-
Smash Low Right to Right Flamingo,"d+3, 4","low, high",-,-,-,-,-,-,-,"7 [8], 13",i17,-36,-,-,-,-,-,-
-,"(d+3), 4",high,-,-,-,-,-,-,-,13 [15],i21,-36,-30,-25,-,-,-,-
Ankle Biter to Right Flamingo,"d/b+4, F",low,-,-,-,-,-,-,-,12 [14],i16,-21,-17,-10,-,-,-,-
Riffle Shuffle to RIght Flamingo,"u/b+3, 4","mid, mid",-,-,-,-,-,-,-,"8 [9], 16",i16,-23,-7,-,-,-,-,-
-,"(u/b+3), 4",mid,-,-,-,-,-,-,-,16 [19],i23,-23,-7,-7,-,-,-,-
Flamingo Side Kick to Right Hook Kick," LFS 3, 4","mid, high",-,-,-,-,-,-,-,"10 [12], 15",i14,-35,-25,-,-,-,-,-
-," LFS (3), 4",high,-,-,-,-,-,-,-,15 [18],i21,-35,-25,-25,-,-,-,-
Step Kick, LFS 4,high,-,-,-,low,-,-,-,24 [28],i14,-31,KND,KND,-,-,-,-
Flamingo Low to Right Hook Kick," LFS d+3, 4","low, mid",-,-,-,-,-,-,-,"7 [8], 13",i16,-36,-30,-,-,-,-,-
-," LFS (d+3), 4",mid,-,-,-,-,-,-,-,13 [15],i21,-36,-30,-25,-,-,-,-
-,"RFF 2, 4, U (or F, D, B)","high, high",-,-,-,-,-,-,-,"6 [7], 12",i10,-38,-27,-,-,-,-,-
-,"RFF (2), 4, U (or F, D, B)",high,-,-,-,-,-,-,-,12 [14],i21,-38,-27,-27,-,-,-,-
Volcannon to Right Flamingo,"RFF 3, 4","mid, high",-,-,-,-,-,-,-,"13 [15], 16",i16,-34,-,-,-,-,-,-
-,"RFF (3), 4",high,-,-,-,-,-,-,-,16 [19],i44,-34,-,-,-,-,-,-
-,"RFF 4, U (or F, D, B)",high,-,-,-,-,-,-,-,12 [14],i12,-38,-27,-27,-,-,-,-
Right Flamingo Feint,RFF f+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DURING RIGHT FLAMINGO,,,,,,,,,,,,,,,,,,
-," RFS U (or F, D, B)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Flamingo Switch, RFS 3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Left Punch, RFS 1,mid,-,-,-,-,-,-,-,15 [18],i16,-2,+9,+9,-,-,-,-
-, RFS 2,high,-,-,-,-,-,-,-,7 [8],i13,+5,+7,+7,-,-,-,-
-, RFS 3,high,-,-,-,low,-,-,-,24 [28],14,-16,KND,KND,-,-,-,-
Right Kick, RFS 4,mid,-,-,-,-,-,-,-,20 [24],i14,-14,KND,KND,-,-,-,-
-,RFS f+3,mid,-,-,-,-,-,-,-,17 [20],i16,-7,+4,+4,-,-,-,-
Fire Storm Right," RFS f+3, 4","mid, high",-,-,-,low,-,-,-,"17 [20], 26",i16,+3,KND,-,-,-,-,-
-," RFS (f+3), 4",high,-,-,-,low,-,-,-,26 [31],i25,+3,KND,KND,-,-,-,-
Snap Kick, RFS d/f+4,mid,-,-,-,-,-,-,-,17 [20],i17,+1,+8 (OC),STUN,-,-,-,-
Cutter Left, RFS d+3,low,-,-,-,high,-,-,-,12 [14],i23,-23,+3,+3,-,-,-,-
-, RFS d+4,low,-,-,-,-,-,-,-,11 [13],i20,-31,-1,-1,-,-,-,-
Cactus Shot," RFS d+4, 3","low, mid",-,-,-,-,-,-,-,"11 [13], 17",i20,-31,KND,-,-,-,-,-
-," RFS (d+4), 3",mid,-,-,-,-,-,-,-,25 [30],i24,-14,KND,KND,-,-,-,-
Left Heel Lance, RFS b+3,mid,-,-,-,-,-,-,-,21 [25],i16,-10,LAUNCH,LAUNCH,-,-,-,-
10 Hit Combo 2," RFS 1, 2, 3, 4, 3, 4, 4, 4, 4, 3",-,-,-,-,-,-,-,-,106 [109],i16,-,KND,KND,-,-,-,-
INTO BT LEFT STANCE,,,,,,,,,,,,,,,,,,
Disrespect,RFF 1+2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Torpedo Kick to Left Stance,"f, f, f+4 (or WR+4)",mid,-,-,-,low,-,-,-,28 [33],i18,+5,+5,+5,-,-,-,Leaves opponent BT on hit.
DURING BT LEFT STANCE ,,,,,,,,,,,,,,,,,,
-,BT LFF 1 (or 2),high,-,-,-,-,-,-,-,15 [18],i8,-8,+3,+3,-,-,-,-
-,BT LFF 3,high,-,-,-,-,-,-,-,18 [21],i10,-8,KND,-,-,-,-,-
INTO RIGHT STANCE,,,,,,,,,,,,,,,,,,
Motion Switch,3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Right Kick Combo,"4, 4, 4, 4","high, high, high, high",-,-,-,low*,-,-,-,"14 [16], 13, 10, 20",i11,+2,KND,-,-,-,-,-
-,"(4), 4, 4, 4","high, high, high",-,-,-,low*,-,-,-,"13 [15], 10, 20",i16,+2,KND,-,-,-,-,-
-,"(4), (4), 4, 4","high, high",-,-,-,low*,-,-,-,"10 [12], 20",i19,+2,KND,-,-,-,-,-
-,"(4), (4), (4), 4",high,-,-,-,low*,-,-,-,20 [24],i22,+2,KND,KND,-,-,-,-
Right Kicks to Right Stance,"4, f+4","high, high",-,-,-,-,-,-,-,"14 [16], 13",i11,-5,+6,-,-,-,-,-
-,"(4), f+4",high,-,-,-,-,-,-,-,13 [15],i16,-5,+6,-,-,-,-,-
Right Kick Combo to Right Stance,"4, 4, f+4","high, high, high",-,-,-,-,-,-,-,"14 [16], 13, 25",i11,-6,+5,-,-,-,-,-
-,"(4), 4, f+4","high, high",-,-,-,-,-,-,-,"13 [15], 25",i16,-6,+5,-,-,-,-,-
-,"(4), (4), f+4",high,-,-,-,-,-,-,-,25 [30],i19,-6,+5,+5,-,-,-,-
-,u/f+4,high,-,-,-,low,-,-,-,12 [14],i22,-13,-7,-7,-,-,-,-
-,"u/f+4, 4","high, high",-,-,-,-,-,-,-,"14 [16], 13",i22,-9,-3,-,-,-,-,-
-,"(u/f+4), 4",high,-,-,-,-,-,-,-,13 [15],i35,-9,-3,-3,-,-,-,-
Air Raid,"u/f+4, 4, 4","high, high, high",-,-,-,-,-,-,-,"14 [16], 13, 10",i22,-5,+1,-,-,-,-,-
-,"(u/f+4), 4, 4","high, high",-,-,-,-,-,-,-,"13 [15], 10",i35,-5,+1,-,-,-,-,-
-,"(u/f+4), (4), 4",high,-,-,-,-,-,-,-,10 [12],i46,-5,+1,+1,-,-,-,-
Rusty Knife,f+2,mid,-,-,-,-,-,-,-,15 [18],i16,-2,+9,+9,-,-,-,-
Spinning Axe Kick,"f, F+3",mid,-,-,-,-,-,-,-,24 [28],i22,+6,+6 (OC),+6 (OC),-,-,-,-
Peacekeeper,"f, F+4",mid,-,-,-,-,-,-,-,22 [26],i17,-7,KND,KND,-,-,-,-
Middle Claymore to Right Stance,d/f+4,mid,-,-,-,-,-,-,-,20 [24],i16,-8,+8,KND,-,-,-,-
Nose Bleeder to Right Stance,b+4,high,-,-,-,-,-,-,-,20 [24],i13,-9,+2,STUN,-,-,-,-
Spinning Trip Kick to Right Stance,SS 4,low,-,-,-,-,-,-,-,18 [21],i19,-13,+5,KND,-,-,-,-
Tsunami Kick to Right Stance,"WS 4, 4","mid, mid",-,-,-,-,-,-,-,"12 [14], 13",i11,-5,+4 (OC),-,-,-,-,-
-,"(WS 4), 4",mid,-,-,-,-,-,-,-,13 [15],i15,-5,+4 (OC),+4 (OC),-,-,-,-
