MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
-,"(f+1), 2, 2","high, mid",-,-,-,-,-,-,-,"13 [15], 20",i22,+6,KND,-,-,-,-,-
-,"(f+1), (2), 2",mid,-,-,-,-,-,-,-,20 [24],i33,+6,KND,KND,-,-,-,-
-,"(f+1), (2), 2*",mid,-,-,-,-,-,-,-,50 [60],i46,-11,KND,KND,-,-,-,-
-,f+3,mid,-,-,-,-,-,-,-,17 [20],i20,-7,+8,+8,-,-,-,-
Machine Press,"f+3, 1+2","mid, mid",-,-,-,-,-,-,-,"17 [20], 22",i20,-9,0,-,-,-,-,-
-,"(f+3), 1+2",mid,-,-,-,-,-,-,-,22 [26],i25,-9,KND,GROUND BOUNCE,-,-,-,-
Sudden Elbow,"f+4~1, 2",mid,-,-,-,-,-,-,-,30 [36],i15,+8,KND,KND,-,-,-,-
Tyulpan Blast,f+1+2,mid,-,-,-,-,-,-,-,2 [26],i15,-19,KND,KND,-,-,-,-
Atomic Shoulder Tackle,f+3+4 (or FC d/f+3+4),mid,-,-,-,-,-,-,-,28 [33],i12,-12,KND,KND,-,-,-,-
Jackhammer,"f, F+1",mid,-,-,-,-,-,-,-,25 [30],i15,-6,KND,KND,-,-,-,-
Rocket Uppercut,"f, F+2",mid,-,-,-,-,-,-,-,21 [25],i18,-16,LAUNCH,LAUNCH,-,-,-,-
-,"f, F+2*",mid,-,-,-,-,-,-,-,35 [42],i19,-15,LAUNCH,LAUNCH,-,-,-,-
Granite Stomping,"f, F+3",mid,-,-,-,-,-,-,-,20 [24],i26,+4,KND,KND,-,-,-,-
-,"f, F+1+2",mid,-,-,-,-,-,-,-,20 [24],i15,-15,STUN,STUN,-,-,-,-
Cross Cut Blast,"f, F+1+2, 2","mid, mid",-,-,-,-,-,-,-,"20 [24], 16",i15,-11,KND,-,-,-,-,-
-,"(f, F+1+2), 2",mid,-,-,-,-,-,-,-,24 [28],i32,-11,KND,KND,-,-,-,-
High and Low Cross Cut,"f, F+1+2, 1+2","mid, low",-,-,-,-,-,-,-,"20 [24], 14",i15,-19,KND,-,-,-,-,-
-,"(f, F+1+2), 1+2",low,-,-,-,-,-,-,-,21 [25],i28,-19,KND,KND,-,-,-,-
Sliding Attack,"f, F+3+4",mid,-,-,-,high,-,-,-,25 [30],i21,-82,KND,KND,-,-,-,-
Cemaho Chop,"f, f, f+2 (or WR 2)",mid,-,-,-,-,-,-,-,25 [30],i22,+7,+12 (OC),+12 (OC),-,-,-,-
-,d/f+1,mid,-,-,-,-,-,-,-,12 [14],i14,-4,+3,+5,-,-,-,-
-,"d/f+1, 1","mid, mid",-,-,-,-,-,-,-,"12 [14], 20",i14,-10,+9,-,-,-,-,-
-,"(d/f+1), 1",mid,-,-,-,-,-,-,-,20 [24],i29,-10,+9,+9,-,-,-,-
-,"d/f+1, 2","mid, high",-,-,-,-,-,-,-,"12 [14], 10",i14,-12,-1,-,-,-,-,-
-,"(d/f+1), 2",high,-,-,-,-,-,-,-,10 [12],i29,-12,-1,-1,-,-,-,-
-,"d/f+1, 2, 1","mid, high, high",-,-,-,-,-,-,-,"12 [14], 10, 2",i14,-10,LAUNCH,-,-,-,-,-
-,"(d/f+1), 2, 1","high, high",-,-,-,-,-,-,-,"10 [12], 2",i29,-10,LAUNCH,-,-,-,-,-
-,"(d/f+1), (2), 1",high,-,-,-,-,-,-,-,3,i15,-10,LAUNCH,LAUNCH,-,-,-,-
Overdrive,"d/f+1, 2, 1, 2","mid, high, high, high, high",-,-,-,-,-,-,-,"12 [14], 10, 2, 1, 8",i14,-18,KND,-,-,-,-,-
-,"(d/f+1), 2, 1, 2","high, high, high, high",-,-,-,-,-,-,-,"10 [12], 2, 1, 8",i29,-18,KND,-,-,-,-,-
-,"(d/f+1), (2), 1, 2","high, high, high",-,-,-,-,-,-,-,"3, 3, 20",i15,-18,KND,-,-,-,-,-
-,"(d/f+1), (2), (1), 2","high, high",-,-,-,-,-,-,-,"3, 20",i17,-18,KND,KND,-,-,-,-
-,"(d/f+1), (2), (1), 2 (second hit only)",high,-,-,-,-,-,-,-,20 [24],i27,-18,KND,KND,-,-,-,-
Savage Uppercut,d/f+2,mid,-,-,-,-,-,-,-,13 [15],i15,-14,LAUNCH,LAUNCH,-,-,-,-
-,"d/f+2, 1","mid, mid",-,-,-,-,-,-,-,"13 [15], 10",i15,-6,KND,-,-,-,-,-
-,"(d/f+2), 1",mid,-,-,-,-,-,-,-,15 [18],i36,-6,KND,KND,-,-,-,-
-,"d/f+2, 1, 2","mid, mid, mid",-,-,-,-,-,-,-,"13 [15], 10, 6",i15,-8,KND,-,-,-,-,-
-,"(d/f+2), 1, 2","mid, mid",-,-,-,-,-,-,-,"15 [18], 12",i36,-8,KND,-,-,-,-,-
-,"(d/f+2), (1), 2",mid,-,-,-,-,-,-,-,12 [14],i27,-8,KND,KND,-,-,-,-
Rushing Uppercut High,"d/f+2, 1, 2, 1","mid, mid, mid, high",-,-,-,-,-,-,-,"13 [15], 10, 6, 9",i15,-4,S!,-,-,-,-,-
-,"(d/f+2), 1, 2, 1","mid, mid, high",-,-,-,-,-,-,-,"15 [18], 12, 23",i36,-4,S!,-,-,-,-,-
-,"(d/f+2), (1), 2, 1","mid, high",-,-,-,-,-,-,-,"12 [14], 23",i27,-4,S!,-,-,-,-,-
-,"(d/f+2), (1), (2), 1",high,-,-,-,-,-,-,-,23 [27],i19,-4,KND,KND,-,-,-,-
Rushing Uppercut Mid,"d/f+2, 1, 2, d/f+1","mid, mid, mid, mid",-,-,-,-,-,-,-,"13 [15], 10, 6, 4",i15,-2,KND,-,-,-,-,-
-,"(d/f+2), 1, 2, d/f+1","mid, mid, mid",-,-,-,-,-,-,-,"15 [18], 12, 12",i36,-2,KND,-,-,-,-,-
-,"(d/f+2), (1), 2, d/f+1","mid, mid",-,-,-,-,-,-,-,"12 [14], 12",i27,-2,KND,-,-,-,-,-
-,"(d/f+2), (1), (2), d/f+1",mid,-,-,-,-,-,-,-,12 [14],i26,-2,KND,KND,-,-,-,-
Rushing Uppercut Low,"d/f+2, 1, 2, d+1","mid, mid, mid, low",-,-,-,-,-,-,-,"13 [15], 10, 6",i15,-11,KND,-,-,-,-,-
-,"(d/f+2), 1, 2, d+1","mid, mid, low",-,-,-,-,-,-,-,"15 [18], 12, 8",i36,-11,KND,-,-,-,-,-
-,"(d/f+2), (1), 2, d+1","mid, low",-,-,-,-,-,-,-,"12 [14], 8",i27,-11,KND,-,-,-,-,-
-,"(d/f+2), (1), (2), d+1",low,-,-,-,-,-,-,-,8 [9],i22,-11,0,0,-,-,-,-
-,d/f+3,mid,-,-,-,-,-,-,-,16 [19],i16,-9,+2,+2,-,-,-,-
Combine Harvester,"d/f+3, 2","mid, mid",-,-,-,-,-,-,-,"16 [19], 20",i16,-7,KND,-,-,-,-,-
-,"(d/f+3), 2",mid,-,-,-,-,-,-,-,20 [24],i20,-7,KND,KND,-,-,-,-
Megaton Earthquake,d/f+1+2,"low, low",-,-,-,-,-,-,-,"8 [9], 21",i18,-70,KND,KND,-,-,-,-
Body Press,d/f+1+3 (far),s. mid,-,-,-,low,-,-,-,20 [24],i30,-25,KND,KND,-,-,-,-
Dumptruck,d/f+3+4,mid,-,-,-,-,-,-,-,28 [33],i13,-23,KND,KND,-,-,-,-
Double Axe,d+1+2,mid,-,-,-,high,-,-,-,28 [33],i30,-18,LAUNCH,LAUNCH,-,-,-,-
-,d/b+1,low,-,-,-,-,-,-,-,13 [15],i12,-12,+2,+2,-,-,-,-
-,"d/b+1, 1","low, low",-,-,-,-,-,-,-,"13 [15], 5",i12,-12,-1,-,-,-,-,-
-,"(d/b+1), 1",low,-,-,-,-,-,-,-,5 [6],i16,-12,-1,-1,-,-,-,-
-,"d/b+1, 1, 1","low, low, low",-,-,-,-,-,-,-,"13 [15], 5, 5",i12,-12,-1,-,-,-,-,-
-,"(d/b+1), 1, 1","low, low",-,-,-,-,-,-,-,"5 [6], 5",i16,-12,-1,-,-,-,-,-
-,"(d/b+1), (1), 1",low,-,-,-,-,-,-,-,5 [6],i16,-12,-1,-1,-,-,-,-
Machinegun Blast,"d/b+1, 1, 1, 2","low, low, low, mid",-,-,-,-,-,-,-,"13 [15], 5, 5, 21",i12,-11,KND,-,-,-,-,-
-,"(d/b+1), 1, 1, 2","low, low, mid",-,-,-,-,-,-,-,"5 [6], 5, 21",i16,-11,KND,-,-,-,-,-
-,"(d/b+1), (1), 1, 2","low, mid",-,-,-,-,-,-,-,"5 [6], 21",i16,-11,KND,-,-,-,-,-
-,"(d/b+1), (1), (1), 2",mid,-,-,-,-,-,-,-,21 [25],i19,-11,KND,KND,-,-,-,-
Power Shovel,d/b+2,low,-,-,-,high,-,-,-,24 [28],i22,-18,-3 (OC),KND,-,-,-,-
-,d/b+2*,low,-,-,-,-,-,-,-,30 [36],i23,-29,KND,KND,-,-,-,-
-,d/b+3,low,-,-,-,-,-,-,-,15 [18],i21,-20,-9,-9,-,-,-,-
-,"d/b+3, 4","low, low",-,-,-,-,-,-,-,"15 [18], 12",i21,-16,-5,-,-,-,-,-
-,"(d/b+3), 4",low,-,-,-,-,-,-,-,12 [14],i27,-16,-5,-5,-,-,-,-
-,"d/b+3, 4, 3","low, low, low",-,-,-,-,-,-,-,"15 [18], 12, 12",i21,-19,-8,-,-,-,-,-
-,"(d/b+3), (4), 3","low, low, low",-,-,-,-,-,-,-,12 [14],i27,-19,-8,-8,-,-,-,-
-,"d/b+3, 4, 3, 4","low, low, low, low",-,-,-,-,-,-,-,"15 [18], 12, 12, 12",i21,-16,-5,-,-,-,-,-
-,"(d/b+3), (4), (3), 4","low, low, low, low",-,-,-,-,-,-,-,12 [14],i27,-16,-5,-5,-,-,-,-
-,"d/b+3, 4, 3, 4, 3","low, low, low, low, low",-,-,-,-,-,-,-,"15 [18], 12, 12, 12, 12",i21,-19,-8,-,-,-,-,-
-,"(d/b+3), (4), (3), (4), 3","low, low, low, low, low",-,-,-,-,-,-,-,12 [14],i27,-19,-8,-8,-,-,-,-
Cossack Kicks,"d/b+3, 4, 3, 4, 3, 4","low, low, low, low, low, low",-,-,-,-,-,-,-,"15 [18], 12, 12, 12, 12, 12",i21,-16,-5,-,-,-,-,-
-,"(d/b+3), (4), (3), (4), (3), 4","low, low, low, low, low, low",-,-,-,-,-,-,-,12 [14],i27,-16,-5,-5,-,-,-,-
Cossack Smash,CSK 1+2,high,-,-,-,-,-,-,-,21 [25],i34,+14,KND,KND,-,-,-,-
Big Boot,d/b+4,low,-,-,-,-,-,-,-,14 [16],i16,-13,-2,-2,-,-,-,-
Piston Gun,d/b+1+2,"high, high, high, high, high",-,-,-,-,-,-,-,34 [35],i20,-4,STUN,STUN,-,-,-,-
Excavator,b+1,mid,-,-,-,high,-,-,-,17 [20],i20,-8,+5,KND,-,-,-,-
Piston Gun Assault,b+2,mid,-,-,-,-,-,-,-,27 [32],i19,+5,KND,KND,-,-,-,-
-,b+2*,mid,-,-,-,-,-,-,-,55 [66],i20,-7,KND,KND,-,-,-,-
-,b+3,mid,-,-,-,-,-,-,-,14 [16],i16,-9,+2,+2,-,-,-,-
-,"b+3, 2","mid, high",-,-,-,-,-,-,-,"14 [16], 13",i16,-4,+1,-,-,-,-,-
-,"(b+3), 2",high,-,-,-,-,-,-,-,13 [15],i22,-4,+1,+1,-,-,-,-
Mad Dozer,"b+3, 2, 2","mid, high, high",-,-,-,-,-,-,-,"14 [16], 13, 20",i16,-9,KND,-,-,-,-,-
-,"(b+3), 2, 2","high, high",-,-,-,-,-,-,-,"13 [15], 20",i22,-9,KND,-,-,-,-,-
-,"(b+3), (2), 2",high,-,-,-,-,-,-,-,20 [24],i25,-9,KND,KND,-,-,-,-
-,"(b+3), (2), 2*",high,-,-,-,-,-,-,-,50 [60],i49,-8,KND,KND,-,-,-,-
-,b+4,mid,-,-,-,-,-,-,-,12 [14],i16,-15,-4,-4,-,-,-,-
Sherman Stomp,"b+4, 4","mid, mid",-,-,-,-,-,-,-,"12 [14], 21",i16,-8,KND,-,-,-,-,-
-,"(b+4), 4",mid,-,-,-,-,-,-,-,21 [25],i30,-8,KND,KND,-,-,-,-
Debugger,"b, d/b, d, d/f+1",low,-,-,-,high,-,-,-,30 [36],i24,-37,KND,KND,-,-,-,-
Megaton Blast,"b, d/b, d, d/f+2",mid,-,-,-,-,-,-,-,32 [38],i22,-11,KND,KND,-,-,-,-
Gigaton Punch,HCF+1,mid,-,-,-,-,-,-,-,30 [36],i17,+21,KND,KND,-,-,-,-
Windup Uppercut,"hcf, d/f+1",mid,-,-,-,-,-,-,-,22 [26],i20,-17,LAUNCH,LAUNCH,-,-,-,-
-,"hcf, d/f:1",mid,-,-,-,-,-,-,-,25 [30],i20,-17,LAUNCH,LAUNCH,-,-,-,-
-,BT 1 (or 2),high,-,-,-,-,-,-,-,15 [18],i8,-8,+3,+3,-,-,-,-
-,BT 3 (or 4),high,-,-,-,-,-,-,-,18 [21],i10,-8,KND,KND,-,-,-,-
-,FC 1,low,-,-,-,high,-,-,-,10 [12],i19,-8,+3,+3,-,-,-,-
-,"FC 1, 1","low, low",-,-,-,-,-,-,-,"10 [12], 8",i19,-2,+7,-,-,-,-,-
-,"FC (1), 1",low,-,-,-,high,-,-,-,8 [9],i31,-2,+7,+7,-,-,-,-
-,"FC 1, 1, 1","low, low, mid",-,-,-,-,-,-,-,"10 [12], 8, 12",i19,-12,-1,-,-,-,-,-
-,"FC (1), (1), 1","low, low, mid",-,-,-,-,-,-,-,12 [14],i26,-12,-1,-1,-,-,-,-
-,"FC 1, 1, 1, 2","low, low, mid, mid",-,-,-,-,-,-,-,"10 [12], 8, 12, 12",i19,-8,+3,-,-,-,-,-
-,"FC (1), (1), (1), 2","low, low, mid, mid",-,-,-,-,-,-,-,12 [14],i27,-8,+3,+3,-,-,-,-
Hammer Rush High,"FC 1, 1, 1, 2, 1","low, low, mid, mid, high",-,-,-,-,-,-,-,"10 [12], 8, 12, 12, 23",i19,-11,KND,-,-,-,-,-
-,"FC (1), (1), (1), (2), 1","low, low, mid, mid, high",-,-,-,-,-,-,-,23 [27],i19,-11,KND,KND,-,-,-,-
Hammer Rush Mid,"FC 1, 1, 1, 2, d/f+1","low, low, mid, mid, mid",-,-,-,-,-,-,-,"10 [12], 8, 12, 12, 12",i19,-2,+9,-,-,-,-,-
-,"FC (1), (1), (1), (2), d/f+1","low, low, mid, mid, mid",-,-,-,-,-,-,-,12 [14],i26,-2,+9,+9,-,-,-,-
Hammer Rush Low,"FC 1, 1, 1, 2, d+1","low, low, mid, mid, low",-,-,-,-,-,-,-,"10 [12], 8, 12, 12, 8",i19,-11,0,-,-,-,-,-
-,"FC (1), (1), (1), (2), d+1","low, low, mid, mid, low",-,-,-,-,-,-,-,8 [9],i22,-11,0,0,-,-,-,-
Megaton Strike,"FC 1, 2","low, mid",-,-,-,high,-,-,-,"10 [12], 24",i19,-11,KND,-,-,-,-,-
-,"FC (1), 2",mid,-,-,-,high,-,-,-,24 [28],i32,-11,KND,KND,-,-,-,-
-,FC 2,s. mid,-,-,-,high,-,-,-,8 [9],i11,-4,+7,+7,-,-,-,-
-,FC 3,low,-,-,-,high,-,-,-,12 [14],i20,-12,-1,-1,-,-,-,-
-,FC 4,low,-,-,-,high,-,-,-,10 [12],i16,-9,+2,+2,-,-,-,-
-,FC d/f+1,mid,-,-,-,-,-,-,-,5 [6],i25,-21,-11,-11,-,-,-,-
-,"FC d/f+1, 2","mid, mid",-,-,-,-,-,-,-,"5 [6], 8",i16,-21,-11,-,-,-,-,-
-,"FC (d/f+1), 2",mid,-,-,-,-,-,-,-,8 [9],i16,-21,-11,-11,-,-,-,-
-,"FC d/f+1, 2, 1","mid, mid, mid",-,-,-,-,-,-,-,"5 [6], 8, 11",i25,-11,KND,-,-,-,-,-
-,"FC (d/f+1), 2, 1","mid, mid",-,-,-,-,-,-,-,"8 [9], 11",i16,-11,KND,-,-,-,-,-
-,"FC (d/f+1), (2), 1",mid,-,-,-,-,-,-,-,11 [13],i16,-11,KND,KND,-,-,-,-
Windmill Punches,"FC d/f+1, 2, 1, 1","mid, mid, mid, high",-,-,-,-,-,-,-,"5 [6], 8, 11",i25,+21,KND,-,-,-,-,-
-,"FC (d/f+1), 2, 1, 1","mid, mid, high",-,-,-,-,-,-,-,"8 [9], 11",i16,+21,KND,-,-,-,-,-
-,"FC (d/f+1), (2), 1, 1","mid, high",-,-,-,-,-,-,-,11 [13],i16,+21,KND,-,-,-,-,-
-,"FC (d/f+1), (2), (1), 1",high,-,-,-,-,-,-,-,30 [36],i21,+21,-10 (BT),-10 (BT),-,-,-,-
-,FC d/f+2,mid,-,-,-,high,-,-,-,12 [14],i18,-13,-2,-2,-,-,-,-
Hammer Rush 3 High,"FC d/f+2, 1","mid, high",-,-,-,-,-,-,-,"12 [14], 23",i18,-4,KND,-,-,-,-,-
-,"FC (d/f+2), 1",high,-,-,-,-,-,-,-,23 [27],i26,-4,KND,KND,-,-,-,-
-,"FC d/f+2, d/f+1","mid, mid",-,-,-,-,-,-,-,"12 [14], 10",i18,-4,+7,-,-,-,-,-
-,"FC (d/f+2), d/f+1",mid,-,-,-,high,-,-,-,10 [12],i26,-4,+7,+7,-,-,-,-
Swing R Knuckle,"FC d/f+2, d/f+1, 2","mid, mid, mid",-,-,-,-,-,-,-,"12 [14], 10, 10",i18,-8,LAUNCH,-,-,-,-,-
-,"FC (d/f+2), d/f+1, 2","mid, mid",-,-,-,-,-,-,-,"10 [12], 10",i26,-8,LAUNCH,-,-,-,-,-
-,"FC (d/f+2), (d/f+1), 2",mid,-,-,-,high,-,-,-,10 [12],i27,-8,LAUNCH,LAUNCH,-,-,-,-
Hammer Rush 3 Low,"FC d/f+2, d+1","mid, low",-,-,-,-,-,-,-,"12 [14], 8",i18,-11,0,-,-,-,-,-
-,"FC (d/f+2), d+1",low,-,-,-,high,-,-,-,8 [9],i22,-11,0,0,-,-,-,-
-,FC d/f+1+2,low,-,-,-,high,-,-,-,21 [25],i24,-18,STUN,STUN,-,-,-,-
Low Cross Combo,"FC d/f+1+2, 1+2","low, mid",-,-,-,-,-,-,-,"21 [25], 16",i24,-18,KND,-,-,-,-,-
-,"FC (d/f+1+2), 1+2",mid,-,-,-,-,-,-,-,23 [27],i40,-18,KND,KND,-,-,-,-
-,FC d/b+1,low,-,-,-,high,-,-,-,15 [18],i12,-8,+2,+2,-,-,-,-
-,"FC d/b+1, 1","low, low",-,-,-,-,-,-,-,"15 [18], 10",i12,-12,-1,-,-,-,-,-
-,"FC (d/b+1), 1","low, low",-,-,-,-,-,-,-,10 [12],i12,-12,-1,-,-,-,-,-
-,"FC d/b+1, 1, 1","low, low, low",-,-,-,-,-,-,-,"15 [18], 10, 10",i12,-12,-1,-,-,-,-,-
-,"FC (d/b+1), 1, 1","low, low, low",-,-,-,-,-,-,-,"10 [12], 10",i12,-12,-1,-,-,-,-,-
-,"FC (d/b+1), (1), 1","low, low, low",-,-,-,-,-,-,-,10 [12],i12,-12,-1,-,-,-,-,-
Machinegun Knuckle,"FC d/b+1, 1, 1, 2","low, low, low, mid",-,-,-,-,-,-,-,"15 [18], 10, 10, 30",i12,-11,KND,-,-,-,-,-
-,"FC (d/b+1), 1, 1, 2","low, low, low, mid",-,-,-,-,-,-,-,"10 [12], 10, 30",i12,-11,KND,-,-,-,-,-
-,"FC (d/b+1), (1), 1, 2","low, low, low, mid",-,-,-,-,-,-,-,"10 [12], 30",i12,-11,KND,-,-,-,-,-
-,"FC (d/b+1), (1), (1), 2","low, low, low, mid",-,-,-,-,-,-,-,30 [36],i12,-11,KND,-,-,-,-,-
Discharger,SS 1,mid,-,-,-,-,-,-,-,23 [27],i32,+5,GROUND BOUNCE,GROUND BOUNCE,-,-,-,-
Piston Gun Snipe,SS 2,high,-,-,-,-,-,-,-,25 [30],i17,+9,KND,KND,-,-,-,-
-,"WR f, f, F (Full Screen)",mid,-,-,-,-,-,-,-,35 [42],i8,+13,KND,KND,-,-,-,-
-,"WR f, f, F (Full Screen) (On Grounded Opponent)",low,-,-,-,-,-,-,-,10 [12],i12,!,KND,KND,-,-,-,-
-,WR 4,low,-,-,-,high,-,-,-,17 [20],i14,-40,KND,KND,-,-,-,-
-,WR 1+2,mid,-,-,-,high,-,-,-,24 [28],i18,0,KND,KND,-,-,-,-
Killing Uppercut,WS 1,mid,-,-,-,-,-,-,-,14 [16],i15,-13,LAUNCH,LAUNCH,-,-,-,-
-,WS 2,mid,-,-,-,-,-,-,-,10 [12],i14,-7,+4,+4,-,-,-,-
V-Twin,"WS 2, 1","mid, mid",-,-,-,-,-,-,-,"10 [12], 17",i14,-14,KND,KND,-,-,-,-
-,"WS (2), 1",mid,-,-,-,-,-,-,-,17 [20],i15,-14,KND,GROUND BOUNCE,-,-,-,-
-,WS 1+2,mid,-,-,-,-,-,-,-,14 [16],i20,-15,LAUNCH,LAUNCH,-,-,-,-
-,"WS 1+2, 1+2","mid, mid",-,-,-,-,-,-,-,"14 [16], 10",i20,-16,KND,-,-,-,-,-
-,"WS (1+2), 1+2",mid,-,-,-,-,-,-,-,15 [18],i17,-16,KND,KND,-,-,-,-
Double Hammer Thrash,"WS 1+2, 1+2, 1+2","mid, mid, mid",-,-,-,-,-,-,-,"14 [16], 10, 10",i20,-23,KND,-,-,-,-,-
-,"WS (1+2), 1+2, 1+2","mid, mid",-,-,-,-,-,-,-,"15 [18], 14",i17,-23,KND,-,-,-,-,-
-,"WS (1+2), (1+2), 1+2",mid,-,-,-,high,-,-,-,20 [24],i27,-23,KND,KND,-,-,-,-
-,WS f+1,mid,-,-,-,high,-,-,-,15 [18],i17,-6,+5,+5,-,-,-,-
-,"WS f+1, 2","mid, mid",-,-,-,-,-,-,-,"15 [18], 12",i17,-8,+3,-,-,-,-,-
-,"WS (f+1), 2",mid,-,-,-,high,-,-,-,12 [14],i27,-8,+3,+3,-,-,-,-
Short Hammer Rush High,"WS f+1, 2, 1","mid, mid, high",-,-,-,-,-,-,-,"15 [18], 12, 23",i17,-4,KND,-,-,-,-,-
-,"WS (f+1), 2, 1","mid, high",-,-,-,-,-,-,-,"12 [14], 23",i27,-4,KND,-,-,-,-,-
-,"WS (f+1), (2), 1",high,-,-,-,-,-,-,-,23 [27],i19,-4,KND,KND,-,-,-,-
Short Hammer Rush Mid,"WS f+1, 2, d/f+1","mid, mid, mid",-,-,-,-,-,-,-,"15 [18], 12, 12",i17,-2,+9,-,-,-,-,-
-,"WS (f+1), 2, d/f+1","mid, mid",-,-,-,-,-,-,-,"12 [14], 12",i27,-2,+9,-,-,-,-,-
-,"WS (f+1), (2), d/f+1",mid,-,-,-,high,-,-,-,12 [14],i26,-2,+9,+9,-,-,-,-
Short Hammer Rush Low,"WS f+1, 2, d+1","mid, mid, low",-,-,-,-,-,-,-,"15 [18], 12, 8",i17,-11,0,-,-,-,-,-
-,"WS (f+1), 2, d+1","mid, low",-,-,-,-,-,-,-,"12 [14], 8",i27,-11,0,-,-,-,-,-
-,"WS (f+1), (2), d+1",low,-,-,-,high,-,-,-,8 [9],i22,-11,0,0,-,-,-,-
Get Up Punch,While down (facing up) d+1+2,mid,-,-,-,high,-,-,-,18 [21],i28,-19,KND,KND,-,-,-,-
10 Hit Combo 1,"d+2, 1, 1, 1, 2, 1, 2, 1, 1+2, 1+2",-,-,-,-,-,-,-,-,99 [100],i11,-,KND,KND,-,-,-,-
10 Hit Combo 2,"d+2, 1, 1, 1, 2, 1, 2, 1, d+1+2, d+1+2",-,-,-,-,-,-,-,-,89 [90],i11,-,KND,KND,-,-,-,-
-,"Face Up, Feet Towards+3 or (After Rolling Forward)",low,-,-,-,high,-,-,-,10 [12],i22,-12,+5,STUN,-,-,-,-
-,"Face Up, Feet Towards+4 or (After Rolling Forward)",mid,-,-,-,-,-,-,-,18 [21],i22,-12,+5,KND,-,-,-,-
-,"Face Up, Feet Towards, d+3 (or 4)",low,-,-,-,"mid, high",-,-,-,6 [7],i13,-20,-3,-3,-,-,-,-
-,"Face Up, Feet Towards+3+4",mid,-,-,-,low,-,-,-,20 [24],i18,-21,KND,KND,-,-,-,-
-,"Face Up, Feet Towards, Roll Forward+1+2",mid,-,-,-,high,-,-,-,15 [18],i18,+2,KND,KND,-,-,-,-
