MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
-,"(f, F+3), (1), D/B+1+2",mid,-,-,-,high,-,-,-,15 [18],i15,-6,+7,+7,-,-,-,-
Last Rites,"f, F+4",high,-,-,-,-,-,-,-,32 [38],i17,+5,KND,KND,-,-,-,-
Phantom Spear,"f, F+3+4","mid, mid",-,-,-,low,-,-,-,"10 [12], 23",i27,-13,KND,-,-,-,-,-
-,"f, F+3+4 (second hit only)",mid,-,-,-,-,-,-,-,23 [27],i41,-13,KND,KND,-,-,-,-
Leaping Side Kick,"f, f, f+3 (or WR+3) (or f, n, d, d/f, U/F+3)",mid,-,-,-,low,-,-,-,30 [36],i22,+9,KND,KND,-,-,-,-
-,d/f+1,mid,-,-,-,-,-,-,-,11 [13],i13,-3,+8,+8,-,-,-,-
Twin Lancer,"d/f+1, 2","mid, mid",-,-,-,-,-,-,-,"11 [13], 15",i13,-8,+3,-,-,-,-,-
-,"(d/f+1), 2",mid,-,-,-,-,-,-,-,15 [18],i19,-8,+3,+3,-,-,-,-
-,"d/f+1, 2, f, F","mid, mid",-,-,-,-,-,-,-,"11 [13], 15",i13,-19,-30,-,-,-,-,-
-,d/f+3,mid,-,-,-,-,-,-,-,10 [12],i16,-9,+2,+2,-,-,-,-
-,"d/f+3, 2","mid, mid",-,-,-,-,-,-,-,"10 [12], 8",i16,-13,-7,-,-,-,-,-
-,"(d/f+3), 2",mid,-,-,-,-,-,-,-,8 [9],i19,-13,-7,-7,-,-,-,-
Rengoku,"d/f+3, 2, 4","mid, mid, mid",-,-,-,-,-,-,-,"10 [12], 8, 16",i16,-33,KND,-,-,-,-,-
-,"(d/f+3), 2, 4","mid, mid",-,-,-,-,-,-,-,"8 [9], 16",i19,-33,KND,-,-,-,-,-
-,"(d/f+3), (2), 4",mid,-,-,-,low,-,-,-,16 [19],i26,-33,KND,KND,-,-,-,-
-,d/f+4,mid,-,-,-,-,-,-,-,10 [12],i13,-9,+2,+2,-,-,-,-
Tsunami Kick,"d/f+4, 4","mid, mid",-,-,-,-,-,-,-,"10 [12], 16",i13,-15,-4 (OC),-,-,-,-,-
-,"(d/f+4), 4",mid,-,-,-,-,-,-,-,16 [19],i15,-15,-4 (OC),-4 (OC),-,-,-,-
Aratama Strike,d/f+1+2,mid,-,-,-,-,-,-,-,21 [25],i20,-4,+7 (OC),KND,-,-,-,-
Broken Plate,d+3,low,-,-,-,-,-,-,-,14 [16],i18,-12,-1,+7,-,-,-,-
Double Lift Kick,d+3+4,"mid, mid",-,-,-,low,-,-,-,"5 [6], 20",i15,-15,LAUNCH,LAUNCH,-,-,-,-
-,d+3+4 (second hit only),mid,-,-,-,-,-,-,-,20 [24],i30,-15,LAUNCH,LAUNCH,-,-,-,-
Malicious Mace,d/b+2,low,-,-,-,high,-,-,-,15 [18],i22,-13,+3 (OC),+3 (OC),-,-,-,-
Infinite Power,D/B+1+2,mid,-,-,-,high,-,-,-,15 [18],i15,-6,+7,+7,-,-,-,-
[Level 1] Demon's Spear,D/B+1+2* (25f),mid,-,-,-,-,-,-,-,25 [30],i13,0,+7,+7,-,-,-,-
[Level 2] Demon's Spear,D/B+1+2* (61f),mid,-,-,-,-,-,-,-,42 [50],i11,+17,KND,KND,-,-,-,-
*,b+1,high,-,-,-,-,-,-,-,10 [12],i12,-6,+5,+5,-,-,-,-
Brimstone Strike,"b+1, 2","high, mid",-,-,-,-,-,-,-,"10 [12], 20",i12,-14,KND,-,-,-,-,-
-,"(b+1), 2",mid,-,-,-,-,-,-,-,20 [24],i23,-14,KND,KND,-,-,-,-
-,"b+1, 2, B","high, mid",-,-,-,-,-,-,-,"10 [12], 20",i12,-18,-7,-,-,-,-,-
-,b+2,high,-,-,-,-,-,-,-,11 [13],i15,-13,-2,-2,-,-,-,-
Rakshasa's Fury,"b+2, 3","high, mid",-,-,-,-,-,-,-,"11 [13], 23",i15,-15,KND,-,-,-,-,-
-,"(b+2), 3",mid,-,-,-,low,-,-,-,23 [27],i25,-15,KND,KND,-,-,-,-
Jambu Spear,b+3,mid,-,-,-,-,-,-,-,24 [28],i30,-16,KND,KND,-,-,-,-
Demon Steel Pedal,b+4,mid,-,-,-,-,-,-,-,20 [24],i17,-8,+6,STUN,-,-,-,-
-,"b, f+2",mid,-,-,-,-,-,-,-,12 [14],i15,-9,-1,STUN,-,-,-,-
-,"b, f+2, 1","mid, mid",-,-,-,-,-,-,-,"12 [14], 12",i15,-10,+1,-,-,-,-,-
-,"(b, f+2), 1",mid,-,-,-,-,-,-,-,12 [14],i14,-10,+1,+1,-,-,-,-
Laser Cannon,"b, f+2, 1, 2","mid, mid, mid",-,-,-,-,-,-,-,"12 [14], 12, 24",i15,-8,KND,-,-,-,-,-
-,"(b, f+2), 1, 2","mid, mid",-,-,-,-,-,-,-,"12 [14], 24",i14,-8,KND,-,-,-,-,-
-,"(b, f+2), (1), 2",mid,-,-,-,-,-,-,-,24 [28],i18,-8,KND,KND,-,-,-,-
Laser Scraper,"b, f+2, 1, d/f+2","mid, mid, mid",-,-,-,-,-,-,-,"12 [14], 12, 20",i15,-14,LAUNCH,-,-,-,-,-
-,"(b, f+2), 1, d/f+2","mid, mid",-,-,-,-,-,-,-,"12 [14], 20",i14,-14,LAUNCH,-,-,-,-,-
-,"(b, f+2), (1), d/f+2",mid,-,-,-,-,-,-,-,20 [24],i18,-14,LAUNCH,LAUNCH,-,-,-,-
Laser Cannon,"b, f+2, 1, 4","mid, mid, mid",-,-,-,-,-,-,-,"12 [14], 12, 21",i15,-8,KND,-,-,-,-,-
-,"(b, f+2), 1, 4","mid, mid",-,-,-,-,-,-,-,"12 [14], 21",i14,-8,KND,-,-,-,-,-
-,"(b, f+2), (1), 4",mid,-,-,-,-,-,-,-,21 [25],i26,-8,KND,KND,-,-,-,-
Dragon Uppercut,"f, n, d, d/f+1",mid,-,-,-,high,-,-,-,30 [36],i22,-15,KND,KND,-,-,-,-
Heaven's Door,"f, n, d, d/f+1:U/F",mid,-,-,-,-,-,-,-,"30 [36], 15",i22,!,KND,KND,-,-,-,-
Dragon Uppercut to Middle Kick,"f, n, d, d/f+1, 3","mid, mid",-,-,-,-,-,-,-,"30 [36], 15",i22,-14,KND,-,-,-,-,-
-,"(f, n, d, d/f+1), 3",mid,-,-,-,-,-,-,-,15 [18],i54,-14,KND,KND,-,-,-,-
Dragon Uppercut to Spinning Low Kick,"f, n, d, d/f+1, 4","mid, low",-,-,-,-,-,-,-,"30 [36], 12",i22,-20,STUN,-,-,-,-,-
-,"(f, n, d, d/f+1), 4",low,-,-,-,high,-,-,-,12 [14],i60,-20,STUN,STUN,-,-,-,-
Wind God Fist,"f, n, d, d/f+2",high,-,-,-,high,-,-,-,23 [27],i11,-10,LAUNCH,LAUNCH,-,-,-,-
Electric Wind God Fist,"f, n, d, d/f:2",high,-,-,-,high,-,-,-,23 [27],i11,+5,LAUNCH,LAUNCH,-,-,-,-
Demon's Hoof,"f, n, d, d/f+3",mid,-,-,-,low,-,-,-,25 [30],i26,-8 (OC),STUN,STUN,-,-,-,-
Demon's Tail,"f, n, d, D/F+3",low,-,-,-,high,-,-,-,24 [28],i33,-23,KND,KND,-,-,-,-
-,"f, n, d, d/f+4",low,-,-,-,high,-,-,-,10 [12],i16,-23,STUN,STUN,-,-,-,-
Spinning Demon,"f, n, d, d/f+4, 4","low, mid",-,-,-,-,-,-,-,"10 [12], 21",i16,-23,KND,-,-,-,-,-
-,"(f, n, d, d/f+4), 4",mid,-,-,-,-,-,-,-,30 [36],i25,-16,KND,KND,-,-,-,-
-,BT 1 (or 2),high,-,-,-,-,-,-,-,15 [18],i8,-8,+3,+3,-,-,-,-
-,BT 3 (or 4),high,-,-,-,-,-,-,-,18 [21],i10,-8,KND,KND,-,-,-,-
-,FC 1,s. mid,-,-,-,high,-,-,-,5 [6],i10,-5,+6,+6,-,-,-,-
-,FC 2,s. mid,-,-,-,high,-,-,-,8 [9],i11,-4,+7,+7,-,-,-,-
-,FC 3,low,-,-,-,high,-,-,-,12 [14],i16,-17,-3,-3,-,-,-,-
-,FC 4,low,-,-,-,high,-,-,-,10 [12],i12,-15,-4,-4,-,-,-,-
Devil Twister,SS 2,mid,-,-,-,-,-,-,-,25 [30],i17,-22,LAUNCH,LAUNCH,-,-,-,-
Hell's Gate,SS 2:U,mid,-,-,-,-,-,-,-,"25 [30], 24, 20",i17,!,KND,KND,-,-,-,-
-,"WR f, f, F (Full Screen)",mid,-,-,-,-,-,-,-,30 [36],i8,+13,KND,KND,-,-,-,-
-,"WR f, f, F (Full Screen) (On Grounded Opponent)",low,-,-,-,-,-,-,-,8 [9],i12,!,KND,KND,-,-,-,-
-,WR 4,low,-,-,-,high,-,-,-,17 [20],i14,-40,KND,KND,-,-,-,-
-,WR 1+2,mid,-,-,-,high,-,-,-,24 [28],i18,0,KND,KND,-,-,-,-
-,WS 1,mid,-,-,-,-,-,-,-,12 [14],i13,-6,+5,+5,-,-,-,-
Twin Pistons,"WS 1, 2","mid, mid",-,-,-,-,-,-,-,"12 [14], 12",i13,-7,+4,-,-,-,-,-
-,"WS (1), 2",mid,-,-,-,-,-,-,-,12 [14],i21,-7,+4,+4,-,-,-,-
Twin Revival,"WS 1, 4","mid, high",-,-,-,-,-,-,-,"12 [14], 23",i13,-5,KND,-,-,-,-,-
-,"WS (1), 4",high,-,-,-,-,-,-,-,23 [27],i24,-5,KND,KND,-,-,-,-
Uppercut,WS 2,mid,-,-,-,-,-,-,-,20 [24],i15,-12,SCREW,SCREW,-,-,-,-
-,WS 3,high,-,-,-,-,-,-,-,28 [33],i16,-16,KND,KND,-,-,-,-
-,WS 4,mid,-,-,-,-,-,-,-,13 [15],i11,-3,+8,+8,-,-,-,-
Tsunami Kick,"WS 4, 4","mid, mid",-,-,-,-,-,-,-,"13 [15], 16",i11,-15,-4 (OC),-,-,-,-,-
-,"WS (4), 4",mid,-,-,-,-,-,-,-,16 [19],i15,-15,-4 (OC),-4 (OC),-,-,-,-
Yomigaeri,While Down (Facing Up) u+3+4,-,-,-,-,low,-,-,-,-,-,-,-,-,-,-,-,-
Hellfire Incinerator,While enemy is down... d+1+2,low,-,-,-,-,-,-,-,20 [24],i22,!,KND,KND,-,-,-,-
10 Hit Combo 1,"3, 2, 4, 3, 1+4, 1, 2, 1, 2",-,-,-,-,-,-,-,-,116 [119],i14,-,KND,-,-,-,-,-
10 Hit Combo 2,"f, f, n, 2, 1, 2, 2, 3, 4, 4, 1, 2, 1",-,-,-,-,-,-,-,-,96 [98],i12,-,KND,-,-,-,-,-
-,"Face Up, Feet Towards+3 or (After Rolling Forward)",low,-,-,-,high,-,-,-,10 [12],i22,-12,+5,STUN,-,-,-,-
-,"Face Up, Feet Towards+4 or (After Rolling Forward)",mid,-,-,-,-,-,-,-,18 [21],i22,-12,+5,KND,-,-,-,-
-,"Face Up, Feet Towards, d+3 (or 4)",low,-,-,-,"mid, high",-,-,-,5 [6],i13,-18,-3,-3,-,-,-,-
-,"Face Up, Feet Towards+3+4",mid,-,-,-,low,-,-,-,20 [24],i19,-21,KND,KND,-,-,-,-
-,"Face Up, Feet Towards, Roll Forward+1+2",mid,-,-,-,high,-,-,-,15 [18],i19,+2,KND,KND,-,-,-,-
-,"Face Down, Feet Away+3",low,-,-,-,high,-,-,-,10 [12],i21,-20,+1,STUN,-,-,-,-
-,"Face Down, Feet Away+4 (close)",mid,-,-,-,-,-,-,-,15 [18],i21,-19,KND,KND,-,-,-,-
-,"Face Down, Feet Away+4 (far)",mid,-,-,-,-,-,-,-,10 [12],i21,-19,-10,KND,-,-,-,-
-,(Upon Landing) f,mid,-,-,-,low,-,-,-,4,i33,-2,+3,+3,-,-,-,-
INTO FLY,,,,,,,,,,,,,,,,,,
Fly,3+4,-,-,-,-,"mid, low",-,-,-,-,-,-,-,-,-,-,-,-
-,"u+4, U",mid,-,-,-,low,-,-,-,22 [26],i20,-71,-,-,-,-,-,-
-,"f+4, 3, U","mid, mid",-,-,-,-,-,-,-,"10 [12], 15",i15,-83,-,-,-,-,-,-
-,"df+3, 2, 4, U","mid, mid, mid",-,-,-,-,-,-,-,"10 [12], 8, 16",i16,-83,-,-,-,-,-,-
DURING FLY,,,,,,,,,,,,,,,,,,
Near Death,FLY 1,high,-,-,-,-,-,-,-,20 [24],i18,-3,SCREW,SCREW,-,-,-,-
Amara,FLY 3,mid,-,-,-,-,-,-,-,30 [36],i15,-15,KND,KND,-,-,-,-
POWER CRUSHES,,,,,,,,,,,,,,,,,,
Imperial Wrath,Time with enemy attack... b+1+3 (or 2+4),mid,-,-,-,-,-,-,-,30 [36],i13,-,KND,KND,-,-,-,-
Corpse Thrust,d+1,mid,-,-,-,high,-,-,-,25 [30],i18,-14,KND,KND,-,-,-,-
RAGE MOVES,,,,,,,,,,,,,,,,,,
Rage Art,(During Rage) b+1+2,mid,-,-,-,-,-,-,-,55 [57],i20,-22,KND,KND,-,-,-,-
Rage Drive,"(During Rage) f, n, d, d/f+4, 3+4","low, mid, mid",-,-,-,high,-,-,-,"10 [12], 5, 5",i16,-17,KND,-,-,-,-,-
-,"(During Rage) (f, n, d, d/f+4), 3+4","mid, mid",-,-,-,low,-,-,-,"5 [6], 5",i30,-17,KND,-,-,-,-,-
-,"(During Rage) (f, n, d, d/f+4), 3+4 (second hit only)",mid,-,-,-,-,-,-,-,5 [6],i44,-17,KND,KND,-,-,-,-
UNBLOCKABLE MOVES,,,,,,,,,,,,,,,,,,
Hellfire Cannon,u/f+1+2,high,-,-,-,-,-,-,-,18 [22],i18,!,KND,KND,-,-,-,-
Lightning Uppercut,b+1+4,mid,-,-,-,high,-,-,-,30 [36],i43,!,KND,KND,-,-,-,-
Lightning Screw Uppercut,B+1+4,mid,-,-,-,high,-,-,-,60 [72],i63,!,KND,KND,-,-,-,-
Hellfire Blast,u/b+1+2,high,-,-,-,-,-,-,-,40 [48],i32,!,KND,KND,-,-,-,-
Infernal Annihilation,FLY 2,high,-,-,-,-,-,-,-,"20 [24], 30",i36,!,KND,KND,-,-,-,-
Infernal Destruction,FLY 1+2,mid,-,-,-,-,-,-,-,30 [36],i50,!,KND,KND,-,-,-,-
Cross Infernal Destruction,FLY f+1+2,mid,-,-,-,-,-,-,-,30 [36],i32,!,KND,KND,-,-,-,-
THROWS,,,,,,,,,,,,,,,,,,
Double High Sweep,Approach enemy... 1+3,high throw,-,-,-,-,-,-,-,35,i12,0,KND,-,-,-,-,-
Judgement,Approach enemy... 2+4,high throw,-,-,-,-,-,-,-,35,i12,-3,KND,-,-,-,-,-
Wrist Chuck Slam,Approach enemy... d/f+2+3,high throw,-,-,-,-,-,-,-,35,i12,-2,KND,-,-,-,-,-
Double High Sweep,Approach enemy... f+1+3,high throw,-,-,-,-,-,-,-,35,i15,0,KND,-,-,-,-,-
Judgement,Approach enemy... f+2+4,high throw,-,-,-,-,-,-,-,40,i15,-3,KND,-,-,-,-,-
Obliteration,"Approach enemy... f, b, d/b, d, d/f, F+1+2",high throw,-,-,-,-,-,-,-,45,i12,0,KND,-,-,-,-,-
Stonehead,"Approach enemy... f, F+1+2",high throw,-,-,-,-,-,-,-,35,i12,0,KND,-,-,-,-,-
Complicated Wire,Approach enemy... qcb+1+3,high throw,-,-,-,-,-,-,-,40,i12,0,KND,-,-,-,-,-
Shoulder Flip,Approach from left side... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,43,i12,0,KND,-,-,-,-,-
Over the Limit,Approach from right side... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,40,i12,0,KND,-,-,-,-,-
Pivoting Hip Throw,Approach from behind... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,50,i12,!,KND,-,-,-,-,-
Ultimate Tackle,FC d/f+1+2,mid,-,-,-,-,-,-,-,5,i26,-5,KND,-,-,-,-,-
-,"WR f, f, F (Mid Screen)",mid,-,-,-,-,-,-,-,5,i12,-5,KND,-,-,-,-,-
DURING TACKLE,,,,,,,,,,,,,,,,,,
-,(During Tackle) 1 (or 2),-,-,-,-,-,-,-,-,5,-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5, 15",-,-,KND,-,-,-,-,-
-,(During Tackle) 1+2,-,-,-,-,-,-,-,-,25,-,-,KND,-,-,-,-,-
SPECIAL,,,,,,,,,,,,,,,,,,
-,"f, n, d, D/F",-,-,-,-,high,-,-,-,-,-,-,-,-,-,-,-,-
-,"f, n, d, D/F, U/F",-,-,-,-,"low, high",-,-,-,-,-,-,-,-,-,-,-,-
