MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
Blackout Muggin',"u/f+1, 3","high, low",-,-,-,-,-,-,-,"10 [12], 10",i12,-13,-1,-,-,-,-,-
-,"(u/f+1), 3",low,-,-,-,-,-,-,-,10 [12],i19,-13,-1,-1,-,-,-,-
-,u/f+3,mid,-,-,-,low,-,-,-,25 [30],i21,-17,KND,KND,-,-,-,-
Jumping Kick,"u/f+3, 4","mid, mid",-,-,-,-,-,-,-,25 [30],i21,-17,KND,-,-,-,-,-
-,"(u/f+3), 4",mid,-,-,-,low,-,-,-,23 [27],i53,-17,LAUNCH,LAUNCH,-,-,-,-
Dragon's Descent,u/f+3+4,mid,-,-,-,low,-,-,-,27 [32],i29,-24,+5,+5,-,-,-,-
-,u/f+4,mid,-,-,-,low,-,-,-,14 [16],i15,-13,LAUNCH,LAUNCH,-,-,-,-
Somersault,U/F+3,-,-,-,-,low,-,-,-,-,-,-,-,-,-,-30,-,-
Somersault Fake,"U/F+3, 4",mid,-,-,-,-,-,-,-,20 [24],i10,-9,LAUNCH,LAUNCH,-,-,-,-
Somersault Kick,U/F+4 (or FC u/f+4),mid,-,-,-,low,-,-,-,23 [27],i18,-17,LAUNCH,LAUNCH,-,-,-,-
Backflipper,"U/F+4, 3","mid, mid",-,-,-,-,-,-,-,"23 [27], 16",i18,-18,LAUNCH,-,-,-,-,-
-,"(U/F+4), 3",mid,-,-,-,low,-,-,-,23 [27],i51,-18,LAUNCH,LAUNCH,-,-,-,-
-,f+2,high,-,-,-,-,-,-,-,10 [12],i12,0,+6,+6,-,-,-,-
Poison Arrow,f+2~1,mid,-,-,-,-,-,-,-,32 [38],i19,+5,KND,KND,-,-,-,-
-,f+3,high,-,-,-,-,-,-,-,16 [19],i15,-13,-2,KND,-,-,-,-
Dragon Hammer,f+1+2,mid,-,-,-,-,-,-,-,20 [24],i20,+3 (OC),+8 (OC),GROUND BOUNCE,-,-,-,-
-,"f+1+2, D",mid,-,-,-,-,-,-,-,20 [24],-,-,-,-,-,-,-,-
Dragon Killer,f+3+4,mid,-,-,-,low,-,-,-,20 [24],i25,-2,+7,GROUND BOUNCE,-,-,-,-
Spinning Dragon Blow,f+1+4,mid,-,-,-,-,-,-,-,25 [30],i23,-14,KND,KND,-,-,-,-
-,"f, F+2",mid,-,-,-,-,-,-,-,12 [14],i14,-7,+7,+7,-,-,-,-
-,"f, F+2, 1","mid, high",-,-,-,-,-,-,-,"12 [14], 12",i14,-4,+2,-,-,-,-,-
-,"(f, F+2), 1",high,-,-,-,-,-,-,-,12 [14],i22,-4,+2,+2,-,-,-,-
Dragon Strike Combo,"f, F+2, 1, 3","mid, high, mid",-,-,-,-,-,-,-,"12 [14], 12, 23",i14,-13,KND,-,-,-,-,-
-,"(f, F+2), 1, 3","high, mid",-,-,-,-,-,-,-,"12 [14], 23",i22,-13,KND,-,-,-,-,-
-,"(f, F+2), (1), 3",mid,-,-,-,-,-,-,-,23 [27],i28,-13,KND,KND,-,-,-,-
Dragon Dagger,"f, F+2, 3","mid, high",-,-,-,-,-,-,-,"12 [14], 20",i14,-17,KND,-,-,-,-,-
-,"(f, F+2), 3",high,-,-,-,-,-,-,-,20 [24],i17,-17,KND,KND,-,-,-,-
-,"f, F+4","mid, mid",-,-,-,-,-,-,-,10 [12],i16,-13,-2,-2,-,-,-,-
Sun and Moon,"f, F+4, 3","mid, mid",-,-,-,-,-,-,-,"10 [12], 10",i16,-14,STUN,-,-,-,-,-
-,"(f, F+4), 3",mid,-,-,-,-,-,-,-,10 [12],i28,-14,STUN,STUN,-,-,-,-
-,"d, d/f, F+1",high,-,-,-,-,-,-,-,4,i12,-3,+3,+3,-,-,-,-
-,"d, d/f, F+1, 2","high, high",-,-,-,-,-,-,-,"4, 4",i12,-3,+3,-,-,-,-,-
-,"(d, d/f, F+1), 2",high,-,-,-,-,-,-,-,4,i12,-3,+3,+3,-,-,-,-
-,"d, d/f, F+1, 2, 1","high, high, high",-,-,-,-,-,-,-,"4, 4, 4",i12,-3,+3,-,-,-,-,-
-,"(d, d/f, F+1), 2, 1","high, high",-,-,-,-,-,-,-,"4, 4",i12,-3,+3,-,-,-,-,-
-,"(d, d/f, F+1), (2), 1",high,-,-,-,-,-,-,-,4,i12,-3,+3,+3,-,-,-,-
Fury Fist Rush,"d, d/f, F+1, 2, 1, 2","high, high, high, mid",-,-,-,-,-,-,-,"4, 4, 4, 12",i12,-16,LAUNCH,-,-,-,-,-
-,"(d, d/f, F+1), 2, 1, 2","high, high, mid",-,-,-,-,-,-,-,"4, 4, 12",i12,-16,LAUNCH,-,-,-,-,-
-,"(d, d/f, F+1), (2), 1, 2","high, mid",-,-,-,-,-,-,-,"4, 12",i12,-16,LAUNCH,-,-,-,-,-
-,"(d, d/f, F+1), (2), (1), 2",mid,-,-,-,-,-,-,-,12 [14],i12,-16,LAUNCH,LAUNCH,-,-,-,-
Running Side Kick,"f, f, f+3 (or WR 3)",mid,-,-,-,low,-,-,-,30 [36],i20,+7,KND,KND,-,-,-,-
-,d/f+1,mid,-,-,-,-,-,-,-,10 [12],i13,-1,+5,+5,-,-,-,-
-,d/f+2,mid,-,-,-,-,-,-,-,12 [14],i15,-7,LAUNCH,LAUNCH,-,-,-,-
-,d/f+3,mid,-,-,-,-,-,-,-,18 [21],i17,-12,-1,-1,-,-,-,-
-,"d/f+3, 3","mid, low",-,-,-,-,-,-,-,"18 [21], 8",i17,-14,-3,-,-,-,-,-
-,"(d/f+3), 3",low,-,-,-,-,-,-,-,8 [9],i24,-14,-3,-3,-,-,-,-
Step in Combo,"d/f+3, 3, 3","mid, low, high",-,-,-,-,-,-,-,"18 [21], 8, 14",i17,-8,+1,-,-,-,-,-
-,"(d/f+3), 3, 3","low, high",-,-,-,-,-,-,-,"8 [9], 14",i24,-8,+1,-,-,-,-,-
-,"(d/f+3), (3), 3",high,-,-,-,-,-,-,-,14 [16],i21,-8,+1,+1,-,-,-,-
Mid Kick Combo to Somersault Kick,"d/f+3, 3, 4","mid, low, mid",-,-,-,-,-,-,-,"18 [21], 8, 23",i17,-36,KND,-,-,-,-,-
-,"(d/f+3), 3, 4","low, mid",-,-,-,-,-,-,-,"8 [9], 23",i24,-36,KND,-,-,-,-,-
-,"(d/f+3), (3), 4",mid,-,-,-,low,-,-,-,23 [27],i29,-36,KND,KND,-,-,-,-
-,d/f+4,mid,-,-,-,-,-,-,-,15 [18],i13,-8,+3,+3,-,-,-,-
Right Middle Kick to Somersault Kick,"d/f+4, 3","mid, mid",-,-,-,-,-,-,-,"15 [18], 23",i29,-17,LAUNCH,-,-,-,-,-
-,"(d/f+4), 3",mid,-,-,-,low,-,-,-,23 [27],i29,-17,LAUNCH,LAUNCH,-,-,-,-
Banana Peel,d/f+3+4,low,-,-,-,"mid, high",-,-,-,12 [14],i18,-15,+4 (OC),KND,-,-,-,-
-,d+1,low,-,-,-,high,-,-,-,15 [18],i21,-13,+1 (OC),+1 (OC),-,-,-,-
Low Backhand to High Kick,"d+1, 3","low, high",-,-,-,-,-,-,-,"15 [18], 21",i21,-9,KND,-,-,-,-,-
-,"(d+1), 3",high,-,-,-,-,-,-,-,21 [25],i24,-9,KND,KND,-,-,-,-
Dragon Low Kick,d+3,low,-,-,-,-,-,-,-,8 [9],i16,-14,-3,-3,-,-,-,-
Dragon Low to Hook Kick,"d+3, 3","low, high",-,-,-,-,-,-,-,"8 [9], 17",i16,-30,KND,-,-,-,-,-
-,"(d+3), 3",high,-,-,-,-,-,-,-,17 [20],i16,-7,KND,STUN,-,-,-,-
-,d+4,low,-,-,-,-,-,-,-,7 [8],i15,-11,0,0,-,-,-,-
Construct Kick,"d+4, 3","low, high",-,-,-,-,-,-,-,"7 [8], 12",i15,-26,0,-,-,-,-,-
-,"(d+4), 3",high,-,-,-,-,-,-,-,12 [14],i14,-12,0,+5,-,-,-,-
-,d+3+4,low,-,-,-,-,-,-,-,7 [8],i12,-13,-2,-2,-,-,-,-
Low Kick to Somersault,"d+3+4, 3","low, mid",-,-,-,-,-,-,-,"7 [8], 23",i12,-36,LAUNCH,-,-,-,-,-
-,"(d+3+4), 3",mid,-,-,-,low,-,-,-,23 [27],i29,-36,LAUNCH,LAUNCH,-,-,-,-
-,"d/b+1+2, 1",high,-,-,-,-,-,-,-,10 [12],i12,-5,+6,+6,-,-,-,-
-,"(d/b+1+2), 1, 3","high, low",-,-,-,-,-,-,-,"10 [12], 10",i12,-13,-1,-,-,-,-,-
-,"(d/b+1+2), (1), 3",low,-,-,-,-,-,-,-,10 [12],i19,-13,-1,-1,-,-,-,-
-,"d/b+2, 4, D","mid, mid",-,-,-,-,-,-,-,"15 [18], 25",i14,-3,KND,KND,-,-,-,-
Shin Crusher,d/b+3,low,-,-,-,-,-,-,-,15 [18],i17,-12,+4,KND,-,-,-,-
-,d/b+4,low,-,-,HOMING,high,-,-,-,20 [24],i26,-40,KND,KND,-,-,-,-
Dragon's Tail to Somersault Kick,"d/b+4, 4","low, mid",-,-,-,-,-,-,-,"20 [24], 18",i26,-40,KND,-,-,-,-,-
-,"(d/b+4), 4",mid,-,-,-,-,-,-,-,27 [32],i36,-9,KND,KND,-,-,-,-
Frogman,d/b+3+4,mid,-,-,-,low,-,-,-,25 [30],i19,-40,KND,KND,-,-,-,-
-,D/B+3+4,mid,-,-,-,low,-,-,-,25 [30],i19,-,KND,KND,-,-,-,-
-,b+1,mid,-,-,-,-,-,-,-,12 [14],i14,-9,+2,+2,-,-,-,-
-,"b+1, 2","mid, mid",-,-,-,-,-,-,-,"12 [14], 12",i14,-14,0,-,-,-,-,-
-,"(b+1), 2",mid,-,-,-,-,-,-,-,12 [14],i19,-14,0,0,-,-,-,-
Dragon Storm,"b+1, 2, 2","mid, mid, mid",-,-,-,-,-,-,-,"12 [14], 12, 22",i14,-14,KND,-,-,-,-,-
-,"(b+1), 2, 2","mid, mid",-,-,-,-,-,-,-,"12 [14], 22",i19,-14,KND,-,-,-,-,-
-,"(b+1), (2), 2",mid,-,-,-,-,-,-,-,22 [26],i18,-14,KND,KND,-,-,-,-
-,b+2,mid,-,-,-,-,-,-,-,12 [14],i16,-8,+4,+4,-,-,-,-
Knuckle Back Blow,"b+2, 1","mid, high",-,-,-,-,-,-,-,"12 [14], 15",i16,-1,+16,-,-,-,-,-
-,"(b+2), 1",high,-,-,-,-,-,-,-,15 [18],i20,-1,+16,+16,-,-,-,-
Knuckle Rush,"b+2, 2","mid, high",-,-,-,-,-,-,-,"12 [14], 10",i16,-9,+4,-,-,-,-,-
-,"(b+2), 2",high,-,-,-,-,-,-,-,10 [12],i13,-9,+4,+4,-,-,-,-
-,"b+2, 3","mid, low",-,-,-,-,-,-,-,"12 [14], 10",i16,-12,-1,-,-,-,-,-
-,"(b+2), 3",low,-,-,-,-,-,-,-,10 [12],i23,-12,-1,-1,-,-,-,-
Junkyard Kick,"b+2, 3, 4","mid, low, mid",-,-,-,-,-,-,-,"12 [14], 10, 23",i16,-7,LAUNCH,-,-,-,-,-
-,"(b+2), 3, 4","low, mid",-,-,-,-,-,-,-,"10 [12], 23",i23,-7,LAUNCH,-,-,-,-,-
-,"(b+2), (3), 4",mid,-,-,-,-,-,-,-,23 [27],i23,-7,LAUNCH,LAUNCH,-,-,-,-
Dragon Rush Combo,"b+2, 3, d+4","mid, low, low",-,-,-,-,-,-,-,"12 [14], 10, 21",i16,-37,KND,-,-,-,-,-
-,"(b+2), 3, d+4","low, low",-,-,-,-,-,-,-,"10 [12], 21",i23,-37,KND,-,-,-,-,-
-,"(b+2), (3), d+4",low,-,-,-,high,-,-,-,21 [25],i34,-37,KND,KND,-,-,-,-
Dragon Spin Kick,b+3,mid,-,-,HOMING,-,-,-,-,27 [32],i23,-12,KND,KND,-,-,-,-
-,b+4,mid,-,-,HOMING,-,-,-,-,13 [15],i14,-7,+3,+3,-,-,-,-
Tiger Fang,"b+4, 3","mid, high",-,-,-,-,-,-,-,"13 [15], 21",i14,-6,KND,-,-,-,-,-
-,"(b+4), 3",high,-,-,-,-,-,-,-,21 [25],i31,-6,KND,KND,-,-,-,-
Dragon Arrow,b+3+4,mid,-,-,-,-,-,-,-,25 [30],i23,-18,KND,KND,-,-,-,-
-,FC 1,s. mid,-,-,-,high,-,-,-,5 [6],i10,-5,+6,+6,-,-,-,-
-,FC 2,s. mid,-,-,-,high,-,-,-,8 [9],i11,-4,+7,+7,-,-,-,-
-,"FC 2, 3","s. mid, mid",-,-,-,-,-,-,-,"8 [9], 21",i11,-15,LAUNCH,-,-,-,-,-
-,"FC (2), 3",mid,-,-,-,-,-,-,-,21 [25],i23,-15,LAUNCH,LAUNCH,-,-,-,-
-,FC 3,low,-,-,-,high,-,-,-,12 [14],i16,-14,-3,-3,-,-,-,-
Double Impact,"FC 3, 4","low, mid",-,-,-,-,-,-,-,"12 [14], 23",i16,-36,LAUNCH,-,-,-,-,-
-,"FC (3), 4",mid,-,-,-,low,-,-,-,23 [27],i29,-36,LAUNCH,LAUNCH,-,-,-,-
-,FC 4,low,-,-,-,high,-,-,-,7 [8],i12,-15,-4,-4,-,-,-,-
-,"FC 4, 3","low, mid",-,-,-,-,-,-,-,"7 [8], 23",i12,-36,LAUNCH,-,-,-,-,-
-,"FC (4), 3",mid,-,-,-,low,-,-,-,23 [27],i29,-36,LAUNCH,LAUNCH,-,-,-,-
Slide Kick,"FC d/f, d, D/F+3",low,-,-,-,high,-,-,-,22 [26],i16,-23,KND,KND,-,-,-,-
-,FC U+4,mid,-,-,-,low,-,-,-,28 [33],i14,-31,KND,KND,-,-,-,-
-,"FC U+4, D",mid,-,-,-,low,-,-,-,30 [36],i14,-31,KND,KND,-,-,-,-
Catapult Kick,FC U/F+4,mid,-,-,-,low,-,-,-,30 [36],i14,-21,KND,KND,-,-,-,-
-,"FC U/F+4, D",mid,-,-,-,low,-,-,-,30 [36],i14,-21,KND,KND,-,-,-,-
Rainbow Kick,FC U/F+3+4,mid,-,-,-,low,-,-,-,25 [30],i46,-4,KND,KND,-,-,-,-
-,FC U/B+4,mid,-,-,-,low,-,-,-,25 [30],i14,-31,KND,KND,-,-,-,-
-,"FC U/B+4, D",mid,-,-,-,low,-,-,-,25 [30],i14,-31,KND,KND,-,-,-,-
Dragon Judgement,"SS 2, 1, 2, 1","mid, high, mid, mid",-,-,-,-,-,-,-,"5 [6], 6, 7, 25",i17,-20,KND,KND,-,-,-,-
Double Dragon,SS 3+4,"mid, high",-,-,-,low,-,-,-,"14 [16], 18",i15,-12,S!,-,-,-,-,-
-,SS 3+4 (second hit only),high,-,-,-,low,-,-,-,26 [31],i23,-12,S!,S!,-,-,-,-
-,"WR f, f, F (Full Screen)",mid,-,-,-,-,-,-,-,30 [36],i8,+13,KND,KND,-,-,-,-
-,"WR f, f, F (Full Screen) (On Grounded Opponent)",low,-,-,-,-,-,-,-,8 [9],i12,-,KND,KND,-,-,-,-
-,WR 4,low,-,-,-,high,-,-,-,17 [20],i14,-36,KND,KND,-,-,-,-
-,WR+1+2,mid,-,-,-,high,-,-,-,24 [28],i18,0,KND,KND,-,-,-,-
-,WS 1,mid,-,-,-,-,-,-,-,13 [15],i13,-7,-1,+4,-,-,-,-
Flash Fist,"WS 1, 2","mid, high",-,-,-,-,-,-,-,"13 [15], 25",i13,-9,KND,-,-,-,-,-
-,"WS (1), 2",mid,-,-,-,-,-,-,-,25 [30],i16,-9,KND,KND,-,-,-,-
Dragon Uppercut,WS 2,mid,-,-,-,-,-,-,-,20 [24],i15,-18,LAUNCH,LAUNCH,-,-,-,-
-,WS 4,mid,-,-,-,-,-,-,-,14 [16],i11,-4,+7,+7,-,-,-,-
Front Kick Somersault Variation,"WS 4, 3","mid, mid",-,-,-,-,-,-,-,"12 [14], 23",i11,-17,LAUNCH,-,-,-,-,-
-,"WS (4), 3",mid,-,-,-,low,-,-,-,23 [27],i27,-17,LAUNCH,LAUNCH,-,-,-,-
10 Hit Combo 1,"d/f+1, 2, 2, 1, 3, 3, 3, 4, 3, 4",-,-,-,-,-,-,-,-,88 [90],i13,-,KND,KND,-,-,-,-
10 Hit Combo 2,"d/f+1, 3, 2, 2, 3, 3, 3, 4, 4, 4",-,-,-,-,-,-,-,-,88 [90],i13,-,KND,KND,-,-,-,-
-,"Face Up, Feet Towards+3 or (After Rolling Forward)",low,-,-,-,high,-,-,-,10 [12],i22,-12,+5,STUN,-,-,-,-
-,"Face Up, Feet Towards+4 or (After Rolling Forward)",mid,-,-,-,-,-,-,-,18 [21],i22,-12,+5,KND,-,-,-,-
-,"Face Up, Feet Towards, d+3 (or 4)",low,-,-,-,"mid, high",-,-,-,5 [6],i13,-18,-3,-3,-,-,-,-
-,"Face Up, Feet Towards+3+4",mid,-,-,-,low,-,-,-,20 [24],i18,-21,KND,KND,-,-,-,-
-,"Face Up, Feet Towards, Roll Forward+1+2",imd,-,-,-,high,-,-,-,15 [18],i19,+2,KND,KND,-,-,-,-
-,"Face Down, Feet Away+3",low,-,-,-,high,-,-,-,10 [12],i21,-20,+1,STUN,-,-,-,-
-,"Face Down, Feet Away+4 (close)",mid,-,-,-,-,-,-,-,15 [18],i21,-19,KND,KND,-,-,-,-
-,"Face Down, Feet Away+4 (far)",mid,-,-,-,-,-,-,-,10 [12],i21,-19,-10,KND,-,-,-,-
-,(Upon Landing) f,mid,-,-,-,low,-,-,-,4,i33,-2,+3,+3,-,-,-,-
INTO BT,,,,,,,,,,,,,,,,,,
-,"2, b+2","high, high",-,-,-,-,-,-,-,"8 [9], 8",i10,-4,+7,-,-,-,-,-
-,"(2), b+2",high,-,-,-,-,-,-,-, [9],i17,-4,+7,+7,-,-,-,-
-,d/b+2,mid,-,-,-,-,-,-,-,15 [18],i14,-4,+7,+7,-,-,-,-
-,"d/b+2, 4","mid, mid",-,-,-,-,-,-,-,"15 [18], 25",i14,-15,KND,-,-,-,-,-
-,"(d/b+2), 4",mid,-,-,-,-,-,-,-,25 [30],i14,-15,KND,KND,-,-,-,-
-,"b+3, B",mid,-,-,-,-,-,-,-,27 [332],i23,-11,KND,KND,-,-,-,-
-,"b+4, B",mid,-,-,-,-,-,-,-,13 [15],i14,-4,+6,+6,-,-,-,-
