MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
-,4,high,1.5,1.5,-,-,-,-,[WALL BREAK / SPLAT],15 [18],i11,-9,+8,LAUNCH,FLOAT,-27,1,-
Right High Low Spin Kick,"4, 3","high, low",1.5,1.5,-,-,NO,NO,-,"15 [18], 13",i11,-14,-3,-,-,-32,"1, 1",-
-,"(4), 3",low,1.5,1.75,SSL / SSR,"high, mid",-,-,-,13 [15],i22,-14,-3,LAUNCH,FLOAT,-32,1,-
-,f+2,high,1.5,0,SSL,-,-,-,-,14 [16],i14,-2,-4,-4,S!,-25,1,-
Poison Sting & Spinning Kick,"f+2, 3","high, high",1.5,1.5,-,-,YES,NC,WALL BREAK / SPLAT ,"14 [16], 20",i14,-7,+12,-,-,-29,"1, 2",-
-,"(f+2), 3",high,2,2.5,SWL,-,-,-,WALL BREAK / SPLAT ,20 [24],i19,-7,+12,+12,S!,-29,2,-
-,f+3,mid,1.75,0,-,-,-,-,-,14 [16],i17,-13,-4,-4,FLOAT,-31,3,-
Serval Swat,"f+3, 2","mid, mid",1.75,0,-,-,NO,NC,-,"14 [16], 20",i17,-11,KND,-,-,-34,"3, 2",-
-,"(f+3), 2",mid,1,0.5,-,-,-,-,-,20 [24],i22,-11,KND,KND,S!,-34,2,-
Imploding Star,f+4,mid,2.5,0,-,-,-,-,WALL BREAK / SPLAT ,28 [33],i19,-14,KND,KND,FLOAT,-35,1,-
Blonde Bomb,f+1+2,mid,2.5,1.75,SWR,-,-,-,WALL BREAK / SPLAT ,21 [25],i18,-18,KND,KND,FLOAT,-36,1,-
Aphrodite's Scorn,f+2+3,mid,2,1,SSL,-,-,-,WALL BREAK / SPLAT ,30 [36],i14,-16,KND,KND,FLOAT,-34,1,-
-,d/f+1,mid,1.5,0.5,-,-,-,-,-,13 [15],i13,-1,+5,+5,FLOAT,-19,1,-
-,"d/f+1, 2","mid, high",1.5,0.5,-,-,YES,NC,-,"13 [15], 10",i13,-3,+2,-,-,-20,"1, 1",-
-,"(d/f+1), 2",high,1,1,-,-,-,-,-,10 [12],i16,-3,+2,+9,BACK FLIP,-20,1,-
Uppercut Jab to Radiant Arch,"d/f+1, 2, 3","mid, high, mid",1.5,0.5,-,-,NO,NO,WALL BREAK / SPLAT ,"13 [15], 10, 20",i13,-12,KND,-,-,-29,"1, 1, 2",-
-,"(d/f+1), 2, 3","high, mid",1.5,0.5,-,-,NO,NCc,WALL BREAK / SPLAT ,"10 [12], 20",i16,-12,KND,-,-,-29,"1, 2",-
-,"(d/f+1), (2), 3",mid,2,1,SSR,-,-,-,WALL BREAK / SPLAT ,20 [24],i24,-12,KND,KND,S!,-29,2,-
Uppercut Jab to Cutting Crescent,"d/f+1, 2, 4","mid, high, high",1.5,0.5,-,-,NO,NO,WALL BREAK / SPLAT ,"13 [15], 10, 22",i13,-5,KND,-,-,-26,"1, 1, 4",-
-,"(d/f+1), 2, 4","high, high",1.5,0.5,-,-,NO,NCc,WALL BREAK / SPLAT ,"10 [12], 22",i16,-5,KND,-,-,-26,"1, 4",-
-,"(d/f+1), (2), 4",high,1.5,1,SSR,-,-,-,WALL BREAK / SPLAT ,22 [26],i17,-5,KND,KND,FLOAT,-26,4,-
Step-in Uppercut,d/f+2,mid,1.75,1,-,-,-,-,WALL SPLAT,16 [19],i16,-12,LAUNCH,LAUNCH,FLOAT,-29,2,-
-,d/f+3,mid,1.75,1.25,-,-,-,-,-,13 [15],i14,-11,+1,+1,FLOAT,-28,1,-
-,"d/f+3, 1","mid, high",1.75,1,-,-,NO,NO,-,"13 [15], 10",i14,-3,+7,-,-,-21,"1, 1",-
-,"(d/f+3), 1",high,2,1,-,-,-,-,-,10 [12],i30,-3,+7,+7,FLOAT,-21,1,-
-,"d/f+3, 1~D/F",mid,-,-,-,-,-,-,-,13 [15],-,-,-,-,-,-36,1,-
Leg Slicer Combo,"d/f+3, 1, 2","mid, high, high",1.75,0.5,-,-,NO,NO,-,"13 [15], 10, 6",i14,-2,+9,-,-,-20,"1, 1, 1",-
-,"(d/f+3), 1, 2","high, high",2,1,-,-,YES,NC,-,"10 [12], 6",i30,-2,+9,-,-,-20,"1, 1",-
-,"(d/f+3), (1), 2",high,2,1,-,-,-,-,-,6 [7],i16,-2,+9,+9,FLOAT,-20,1,-
-,"d/f+3, 1, 4","mid, high, high",1.75,1,-,-,NO,NO,-,"13 [15], 10, 20",i14,-3,-3,-,-,-27,"1, 1, 1",-
-,"(d/f+3), 1, 4","high, high",2,1.25,-,-,YES,NC,-,"10 [12], 20",i30,-3,-3,-,-,-27,"1, 1",-
-,"(d/f+3), (1), 4",high,2,1.5,SWL,-,-,-,-,20 [24],i15,-3,-3,+2,FLOAT,-27,1,-
Twisting Rush,"d/f+3, 1, 4, 2","mid, high, high, high",1.75,0.25,-,-,NO,NO,-,"13 [15], 10, 20, 12",i14,-4,0,-,-,-14,"1, 1, 1, 2",-
-,"(d/f+3), 1, 4, 2","high, high, high",2,0.25,-,-,NO,NO,-,"10 [12], 20, 12",i30,-4,0,-,-,-14,"1, 1, 2",-
-,"(d/f+3), (1), 4, 2","high, high",2,0.25,-,-,NO,NCc,-,"20 [24], 12",i15,-4,0,-,-,-14,"1, 2",-
-,"(d/f+3), (1), (4), 2",high,1,1,-,-,-,-,-,12 [14],i25,-4,0,0,FLOAT,-14,2,-
-,"d/f+3, 1, 4, 2, U (or D)","mid, high, high, high",1.75,0.25,-,-,NO,NO,-,"13 [15], 10, 20, 12",i14,-4,0,0,-,-14,"1, 1, 1, 2",-
Leg Slicer High Kick Backhand High Kick,"d/f+3, 1, 4, 2, 3","mid, high, high, high, high",1.75,1.25,-,-,NO,NO,WALL BREAK / SPLAT ,"13 [15], 10, 20, 12, 20",i14,0,KND,-,-,-25,"1, 1, 1, 2, 3",-
-,"(d/f+3), 1, 4, 2, 3","high, high, high, high",2,1.25,-,-,NO,NO,WALL BREAK / SPLAT ,"10 [12], 20, 12, 20",i30,0,KND,-,-,-25,"1, 1, 2, 3",-
-,"(d/f+3), (1), 4, 2, 3","high, high, high",2,1.5,-,-,NO,NCc,WALL BREAK / SPLAT ,"20 [24], 12, 20",i15,0,KND,-,-,-25,"1, 2, 3",-
-,"(d/f+3), (1), (4), 2, 3","high, high",1,1.5,-,-,YES,NC,WALL BREAK / SPLAT ,"12 [14], 20",i25,0,KND,-,-,-25,"2, 3",-
-,"(d/f+3), (1), (4), (2), 3",high,2,2.5,SSL / SSR,-,-,-,WALL BREAK / SPLAT ,20 [24],i19,0,KND,KND,TAIL SPIN,-25,3,-
Twisting Rush to Sudden Storm,"d/f+3, 1, 4, 2, u/f+3","mid, high, high, high, mid",1.75,0,-,-,NO,NO,-,"13 [15], 10, 20, 12, 22",i14,-3,KND,-,-,-29,"1, 1, 1, 2, 2",-
-,"(d/f+3), 1, 4, 2, u/f+3","high, high, high, mid",2,0,-,-,NO,NO,-,"10 [12], 20, 12, 22",i30,-3,KND,-,-,-29,"1, 1, 2, 2",-
-,"(d/f+3), (1), 4, 2, u/f+3","high, high, mid",2,0,-,-,NO,NO,-,"20 [24], 12, 22",i15,-3,KND,-,-,-29,"1, 2, 2",-
-,"(d/f+3), (1), (4), 2, u/f+3","high, mid",1,0,-,-,NO,NO,-,"12 [14], 22",i25,-3,KND,-,-,-29,"2, 2",-
-,"(d/f+3), (1), (4), (2), u/f+3",mid,2,0,SSL,low,-,-,-,22 [26],i25,-3,KND,KND,TAIL SPIN,-29,2,-
Twisting Rush to Blonde Bomb,"d/f+3, 1, 4, 2, 1+2","mid, high, high, high, mid",1.75,2,-,-,NO,NO,WALL BREAK / SPLAT ,"13 [15], 10, 20, 12, 21",i14,-18,KND,-,-,-36,"1, 1, 1, 2, 1",-
-,"(d/f+3), 1, 4, 2, 1+2","high, high, high, mid",2,2,-,-,NO,NO,WALL BREAK / SPLAT ,"10 [12], 20, 12, 21",i30,-18,KND,-,-,-36,"1, 1, 2, 1",-
-,"(d/f+3), (1), 4, 2, 1+2","high, high, mid",2,2,-,-,NO,NCc,WALL BREAK / SPLAT ,"20 [24], 12, 21",i15,-18,KND,-,-,-36,"1, 2, 1",-
-,"(d/f+3), (1), (4), 2, 1+2","high, mid",1,2,-,-,NO,NC,WALL BREAK / SPLAT ,"12 [14], 21",i25,-18,KND,-,-,-36,"2, 1",-
-,"(d/f+3), (1), (4), (2), 1+2",mid,2,2,SWR,-,-,-,WALL BREAK / SPLAT ,21 [25],i27,-18,KND,KND,FLOAT,-36,1,-
-,"d/f+3, 2","mid, high",1.75,0.5,-,-,NO,NC,-,"13 [15], 12",i14,-5,+3,-,-,-10,"1, 1",-
-,"(d/f+3), 2",high,1,1,-,-,-,-,-,12 [14],i19,-5,+3,+3,FLOAT,-10,1,-
-,"d/f+(3), (2), U (or D)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Creeping Step,"d/f+3, 2, D/F","mid, high",1.75,0,-,-,-,NC,-,"13 [15], 12",i14,-20,-19,-,-,-38,"1, 1",-
-,"(d/f+3), 2, D/F",high,1,0,-,-,-,-,-,12 [14],i19,-20,-19,-9,-,-38,1,-
-,"(d/f+3), (2), D/F",-,-,-,-,high,-,-,-,-,-,-,-,-,-,-38,-,-
-,"d/f+3, 2, 1","mid, high, high",1.75,1,-,-,NO,NO,-,"13 [15], 12, 6",i14,-3,+4,-,-,-20,"1, 1, 1",-
-,"(d/f+3), 2, 1","high, high",1,1,-,-,NO,NCc,-,"12 [14], 6",i19,-3,+4,-,-,-20,"1, 1",-
-,"(d/f+3), (2), 1",high,1,1,-,-,-,-,-,6 [7],i16,-3,+4,+4,FLOAT,-20,1,-
Leg Kiss Combo,"d/f+3, 2, 1, 4","mid, high, high, high",1.75,1,-,-,NO,NO,WALL SPLAT,"13 [15], 12, 6, 18",i14,+7,LAUNCH,-,-,-36,"1, 1, 1, 2",-
-,"(d/f+3), 2, 1, 4","high, high, high",1,1.5,-,-,NO,NO,WALL SPLAT,"12 [14], 6, 18",i19,+7,LAUNCH,-,-,-36,"1, 1, 2",-
-,"(d/f+3), (2), 1, 4","high, high",1,1.5,-,-,NO,NCc,WALL SPLAT,"6 [7], 18",i16,+7,LAUNCH,-,-,-36,"1, 2",-
-,"(d/f+3), (2), (1), 4",high,1,1,-,high,-,-,WALL SPLAT,18 [21],i20,+7,LAUNCH,LAUNCH,BACK FLIP,-36,2,-
Creeping Snake,"d/f+3, 2, 1, d+4","mid, high, high, low",1.75,1.5,-,-,NO,NO,-,"13 [15], 12, 6, 12",i14,-13,-2,-,-,-31,"1, 1, 1, 1",-
-,"(d/f+3), 2, 1, d+4","high, high, low",1,1.5,-,-,NO,NO,-,"12 [14], 6, 12",i19,-13,-2,-,-,-31,"1, 1, 1",-
-,"(d/f+3), (2), 1, d+4","high, low",1,2,-,-,NO,NCc,-,"6 [7], 12",i16,-13,-2,-,-,-31,"1, 1",-
-,"(d/f+3), (2), (1), d+4",low,1.5,2,SSL / SSR,"high, mid",-,-,-,12 [14],i23,-13,-2,-2,FLOAT,-31,1,-
Creeping Snake to Roundhouse,"d/f+3, 2, 4","mid, high, high",1.75,2.25,-,-,NO,NO,WALL BREAK / SPLAT ,"13 [15], 12, 22",i14,-6,KND,-,-,-29,"1, 1, 1",-
-,"(d/f+3), 2, 4","high, high",1,2.25,-,-,NO,NCc,WALL BREAK / SPLAT ,"12 [14], 22",i19,-6,KND,-,-,-29,"1, 1",-
-,"(d/f+3), (2), 4",high,2,2.25,-,-,-,-,WALL BREAK / SPLAT ,22 [26],i22,-6,KND,KND,S!,-29,1,-
Creeping Snake to Left Kick,"d/f+3, 2, 3","mid, high, high",1.75,1,-,-,NO,NO,-,"13 [15], 12, 15",i14,-10,+1,-,-,-32,"1, 1, 1",-
-,"(d/f+3), 2, 3","high, high",1,1,-,-,YES,NCc,-,"12 [14], 15",i19,-10,+1,-,-,-32,"1, 1",-
-,"(d/f+3), (2), 3",high,1.75,1.5,-,-,-,-,-,15 [18],i18,-10,+1,+1,FLOAT,-32,1,-
Creeping Snake to Left Low Kick,"d/f+3, 2, d+3","mid, high, low",1.75,1.5,-,-,NO,NO,-,"13 [15], 12, 10",i14,-14,-3,-,-,-32,"1, 1, 1",-
-,"(d/f+3), 2, d+3","high, low",1,1.5,-,-,NO,NCc,-,"12 [14], 10",i19,-14,-3,-,-,-32,"1, 1",-
-,"(d/f+3), (2), d+3",low,1.5,1.75,SSL / SSR,"high, mid",-,-,-,10 [12],i21,-14,-3,-3,FLOAT,-32,1,-
-,"d/f+3, 3","mid, high",1.75,1,-,-,YES,NC,-,"13 [15], 6",i14,-14,-3,-,-,-32,"1, 1",-
-,"(d/f+3), 3",high,1.75,1,-,-,-,-,-,6 [7],i17,-14,-3,-3,FLOAT,-32,1,-
-,"d/f+3, 3, 3","mid, high, high",1.75,1,-,-,YES,NC,-,"13 [15], 6, 8",i14,-11,0,-,-,-29,"1, 1, 1",-
-,"(d/f+3), 3, 3","high, high",1.75,1,-,-,YES,NC,-,"6 [7], 8",i17,-11,0,0,-,-29,"1, 1",-
-,"(d/f+3), (3), 3",high,1.75,1,-,-,-,-,-,8 [9],i17,-11,0,0,FLOAT,-29,1,-
Approaching Storm,"d/f+3, 3, 3, 1","mid, high, high, high",1.75,1,-,-,NO,NO,-,"13 [15], 6, 8",i14,-9,+15,-,-,-26,"1, 1, 1, 2",-
-,"(d/f+3), 3, 3, 1","high, high, high",1.75,1,-,-,NO,NO,-,"13 [15], 6, 8, 14",i17,-9,+15,-,-,-26,"1, 1, 2",-
-,"(d/f+3), (3), 3, 1","high, high",1.75,1,-,-,NO,NCc,-,"6 [7], 8, 14",i17,-9,+15,-,-,-26,"1, 2",-
-,"(d/f+3), (3), (3), 1",high,1.5,1,-,-,-,-,-,14 [16],i11,-9,+15,+15,FLOAT,-26,2,-
Flash Kicks,"d/f+3, 3, 3, 4","mid, high, high, high",1.75,2.5,-,-,NO,NO,WALL BREAK / SPLAT ,"13 [15], 6, 8, 20",i14,-6,KND,-,-,-29,"1, 1, 1, 1",-
-,"(d/f+3), 3, 3, 4","high, high, high",1.75,2.75,-,-,NO,NO,WALL BREAK / SPLAT ,"6 [7], 8, 20",i17,-6,KND,-,-,-29,"1, 1, 1",-
-,"(d/f+3), (3), 3, 4","high, high",1.75,2.5,-,-,NO,NCc,WALL BREAK / SPLAT ,"8 [9], 20",i17,-6,KND,-,-,-29,"1, 1",-
-,"(d/f+3), (3), (3), 4",high,2,2,-,-,-,-,WALL BREAK / SPLAT ,20 [24],i24,-6,KND,KND,S!,-29,1,-
Mid Head Ringer,"d/f+3, 4","mid, high",1.75,2.5,-,-,NO,NC,WALL BREAK / SPLAT ,"13 [15], 20",i14,-6,KND,-,-,-29,"1, 1",-
-,"(d/f+3), 4",high,2,2.5,-,-,-,-,WALL BREAK / SPLAT ,20 [24],i24,-6,KND,KND,S!,-29,1,-
Wine Opener,d/f+4,low,1.5,0.75,SWR,-,-,-,-,14 [16],i16,-17,+5,KND,FLOAT,-31,2,-
Guard Breaker,d/f+1+2,mid,1.5,1,-,-,-,-,-,0,i18,+1,+5,+19,FLOAT,-28,1,-
Low Jab Rising Kick,"d+1, 4","s. mid, mid",0.75,1.5,-,-,YES,NCc,-,"5 [6], 10",i10,-11,0,-,-,-28,"1, 2",-
-,"(d+1), 4",mid,2,1.5,-,-,-,-,-,10 [12],i16,-11,0,0,FLOAT,-28,2,-
Ice Sickle,d+2,mid,2,0.25,-,-,-,-,-,17 [20],i16,-1,+5,KND,FLOOR BREAK,-30,2,-
-,d+3,low,1.75,1.5,SSL / SSR,"high, mid",-,-,-,12 [14],i16,-17,-3,-3,FLOAT,-27,1,-
Left Spin Low Kick to Right Uppercut,"d+3, 2","low, mid",1.75,1,-,-,NO,NCc,WALL SPLAT,"12 [14], 10",i16,-13,LAUNCH,-,-,-29,"1, 3",-
-,"(d+3), 2",mid,2,1,-,-,-,-,WALL SPLAT,10 [12],i25,-13,LAUNCH,LAUNCH,FLOAT,-29,3,-
-,"d+3, 4","low, high",1.75,2,-,-,NO,NCc,-,"12 [14], 18",i16,-6,+5,-,-,-24,"1, 1",-
-,"(d+3), 4",high,2,2,-,-,-,-,-,18 [21],i20,-6,+5,+5,FLOAT,-24,1,-
Left Spin Low Kick to B Slap Combo,"d+3, 4, 1","low, high, mid",1.75,0,-,-,NO,NO,-,"12 [14], 18, 20",i16,+2,+5,-,-,-26,"1, 1, 2",-
-,"(d+3), 4, 1","high, mid",2,0,-,-,NO,NCc,-,"18 [21], 20",i20,+2,+5,-,-,-26,"1, 2",-
-,"(d+3), (4), 1",mid,1.75,0,SSR ,-,-,-,-,20 [24],i29,+2,+5,+5,FLOOR BREAK,-26,2,-
-,d+4,low,1.5,1.5,SWL / SWR,-,-,-,-,7 [8],i12,-13,-2,-2,FLOAT,-31,1,-
Low Kick Spin Punch,"d+4, 1","low, high",1.5,1,-,-,NO,NCc,-,"7 [8], 10",i12,0,+6,-,-,-18,"1, 1",-
-,"(d+4), 1",high,1.75,0.5,-,-,-,-,-,10 [12],i22,0,+6,+11,FLOAT,-18,1,-
-,"d+(4), (1), U (or D)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-23,-,-
-,d/b+1,mid,1.75,0.25,SWL / SSR,high,-,-,-,16 [19],i16,-12,+3,+3,FLOOR BREAK,-29,3,-
Scarlet Spout,"d/b+1, 4","mid, mid",1.75,1,-,-,NO,NC,-,"16 [19], 17",i16,-15,-1,-,-,-33,"3, 3",-
-,"(d/b+1), 4",mid,2,2,-,-,-,-,-,17 [20],i22,-15,-1,KND,BACK FLIP,-33,3,-
-,d/b+2,s. mid,1,1,-,"high, mid",-,-,-,8 [9],i11,-4,+7,+7,FLOAT,-22,1,-
Low Jab Rising Kick,"d/b+2, 4","s. mid, mid",1,1.5,-,-,YES,NCc,-,"8 [9], 10",i19,-10,+1,-,-,-26,"1, 3",-
-,"(d/b+2), 4",mid,2,1.75,-,-,-,-,-,10 [12],i19,-10,+1,+1,FLOAT,-26,3,-
Mudslide,d/b+3,low,1.75,0.25,-,"high, mid",-,-,-,21 [25],i27,-17,KND,KND,FLOAT,-33,3,-
-,d/b+4,low,2,0,SSL,"high, mid",-,-,-,18 [21],i25,-18,-7,-7,FLOAT,-35,2,-
Severe Quake,"d/b+4, 3","low, low",2,0.25,-,"high, mid",NO,NCc,-,"18 [21], 14",i25,-16,-5,-,-,-32,"2, 3",-
-,"(d/b+4), 3",low,2,1,SSL / SSR,"high, mid",-,-,-,14 [16],i29,-16,-5,KND,FLOAT,-32,3,-
Sepia Drop,"d/b+4, 4","low, mid",2,1.5,-,-,NO,NCc,-,"18 [21], 15",i25,-20,0,-,-,-43,"2, 5",-
-,"(d/b+4), 4",mid,3,1.5,-,-,-,-,-,15 [18],i27,-20,0,0,FLOOR BREAK,-43,5,-
-,d/b+3+4 (clean hit),low,2.5,0.25,SWR,"high, mid",-,-,-,27 [32],i24,-26,-4,-4,FLOAT,-33,1,-
-,d/b+3+4 (far),low,1.5,1.5,SWR,"high, mid",-,-,-,18 [21],i24,-26,-6,-4,FLOAT,-33,1,-
Stalker Repellant,"d/b+3+4, 3","low, high",2.5,-,-,-,-,NC,-,"27 [32], 16",i24,-26,KND,-,-,-30,"1, 2",-
-,"(d/b+3+4), 3",high,2.5,1.5,SWL,low,-,-,WALL BREAK / SPLAT ,16 [27],i29,-7,KND,KND,TAIL SPIN,-30,2,-
-,b+1,mid,1.5,0,SWR,-,-,-,-,14 [16],i17,-12,-1,-1,FLOAT,-28,3,-
